lemma,definition,lila_id,synset_id,sem_type,lexemes_pt,own_pt_gloss,argumentSet
scribo,mark or trace on a surface,lilaLemma:123840,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01691057-v"" target=""_blank"">01691057-v</a></small></small><br>",<small><small>categoria:&ensp;criação</small></small><br>,<small><small>lexemas:</small></small>&ensp;escrever<br>,<small><small>conceito:</small>&ensp;marcra ou traçar sobre uma superfície</small><br>,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
scribo,communicate by letter,lilaLemma:123840,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01031966-v"" target=""_blank"">01031966-v</a></small></small><br>",<small><small>categoria:&ensp;comunicação</small></small><br>,<small><small>lexemas:</small></small>&ensp;escrever<br>,,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
scribo,communicate or express by writing,lilaLemma:123840,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00993014-v"" target=""_blank"">00993014-v</a></small></small><br>",<small><small>categoria:&ensp;comunicação</small></small><br>,"<small><small>lexemas:</small></small>&ensp;escrever, redigir<br>",<small><small>conceito:</small>&ensp;comunicar ou expressar através da escrita</small><br>,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
audio,listen and pay attention,lilaLemma:90641,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02171039-v"" target=""_blank"">02171039-v</a></small></small><br>",<small><small>categoria:&ensp;percepção</small></small><br>,<small><small>lexemas:</small></small>&ensp;escutar<br>,,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
audio,pay close attention to; give heed to,lilaLemma:90641,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02571901-v"" target=""_blank"">02571901-v</a></small></small><br>",<small><small>categoria:&ensp;relação social</small></small><br>,"<small><small>lexemas:</small></small>&ensp;escutar, obedecer<br>",<small><small>conceito:</small>&ensp;Prestar atenção; dar atenção a</small><br>,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
audio,perceive (sound) via the auditory sense,lilaLemma:90641,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02169702-v"" target=""_blank"">02169702-v</a></small></small><br>",<small><small>categoria:&ensp;percepção</small></small><br>,"<small><small>lexemas:</small></small>&ensp;escutar, ouvir, ouvir dizer, sentir<br>",,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
ago,strive and make an effort to reach a goal,lilaLemma:88140,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02406916-v"" target=""_blank"">02406916-v</a></small></small><br>",<small><small>categoria:&ensp;relação social</small></small><br>,"<small><small>lexemas:</small></small>&ensp;esforçar, esforçar-se, forçar, pressionar<br>",<small><small>conceito:</small>&ensp;fazer um esforço para alcançar um objetivo</small><br>,"<small><small>valências:&ensp;[ACT,PAT] ou [ACT,INTT] ou [ACT,ACMP]</small></small><br>"
periculum,earnest and conscientious activity intended to do or accomplish something,lilaLemma:116930,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00786195-n"" target=""_blank"">00786195-n</a></small></small><br>",<small><small>categoria:&ensp;ação</small></small><br>,"<small><small>lexemas:</small></small>&ensp;esforço, tentativa<br>",<small><small>conceito:</small>&ensp;atividade séria e consciente intencionada a fazer ou realizar algo</small><br>,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
periculum,the act of undergoing testing,lilaLemma:116930,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00794367-n"" target=""_blank"">00794367-n</a></small></small><br>",<small><small>categoria:&ensp;ação</small></small><br>,"<small><small>lexemas:</small></small>&ensp;esforço, tentativa, teste<br>",,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
uita,all of the living human inhabitants of the earth,lilaLemma:130393,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02472987-n"" target=""_blank"">02472987-n</a></small></small><br>",<small><small>categoria:&ensp;animal</small></small><br>,"<small><small>lexemas:</small></small>&ensp;espécie humana, homem, humanidade, mundo, povo<br>",<small><small>conceito:</small>&ensp;Todos os habitantes humanos vivos da Terra</small><br>,<small><small>valências:&ensp;[ACT]</small></small><br>
lex,a restriction that is insisted upon as a condition for an agreement,lilaLemma:110351,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01149303-n"" target=""_blank"">01149303-n</a></small></small><br>",<small><small>categoria:&ensp;ação</small></small><br>,"<small><small>lexemas:</small></small>&ensp;especificação, estipulação<br>",,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
pono,define clearly,lilaLemma:118414,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00715541-v"" target=""_blank"">00715541-v</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,<small><small>lexemas:</small></small>&ensp;especificar<br>,,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
do,bring about,lilaLemma:99970,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01647672-v"" target=""_blank"">01647672-v</a></small></small><br>",<small><small>categoria:&ensp;criação</small></small><br>,"<small><small>lexemas:</small></small>&ensp;estabelecer, produzir<br>",,"<small><small>valências:&ensp;[ACT,EFF,PAT] ou [ACT,PAT,ADDR] ou [ACT,ADDR,PAT]</small></small><br>"
tempus,one of the natural periods into which the year is divided by the equinoxes and solstices or atmospheric conditions,lilaLemma:127522,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=15236475-n"" target=""_blank"">15236475-n</a></small></small><br>",<small><small>categoria:&ensp;tempo</small></small><br>,"<small><small>lexemas:</small></small>&ensp;estação, estação do ano, período, sazão, tempo<br>",,
tempus,a period of the year marked by special events or activities in some field,lilaLemma:127522,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=15239579-n"" target=""_blank"">15239579-n</a></small></small><br>",<small><small>categoria:&ensp;tempo</small></small><br>,"<small><small>lexemas:</small></small>&ensp;estação, tempo, temporada<br>",,
locus,a mode of being or form of existence of a person or thing,lilaLemma:110019,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=13920429-n"" target=""_blank"">13920429-n</a></small></small><br>",<small><small>categoria:&ensp;estado</small></small><br>,<small><small>lexemas:</small></small>&ensp;estado<br>,,"<small><small>valências:&ensp;[ACT] ou [ACT,EFF]</small></small><br>"
ciuitas,the group of people comprising the government of a sovereign state,lilaLemma:94400,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=08178547-n"" target=""_blank"">08178547-n</a></small></small><br>",<small><small>categoria:&ensp;grupo</small></small><br>,<small><small>lexemas:</small></small>&ensp;Estado<br>,,
fortuna,a state at a particular time,lilaLemma:103696,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=13920835-n"" target=""_blank"">13920835-n</a></small></small><br>",<small><small>categoria:&ensp;estado</small></small><br>,"<small><small>lexemas:</small></small>&ensp;Estado, condição, estado, situação<br>",,
lex,a state at a particular time,lilaLemma:110351,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=13920835-n"" target=""_blank"">13920835-n</a></small></small><br>",<small><small>categoria:&ensp;estado</small></small><br>,"<small><small>lexemas:</small></small>&ensp;Estado, condição, estado, situação<br>",,
natura,a state at a particular time,lilaLemma:113421,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=13920835-n"" target=""_blank"">13920835-n</a></small></small><br>",<small><small>categoria:&ensp;estado</small></small><br>,"<small><small>lexemas:</small></small>&ensp;Estado, condição, estado, situação<br>",,
tempus,a state at a particular time,lilaLemma:127522,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=13920835-n"" target=""_blank"">13920835-n</a></small></small><br>",<small><small>categoria:&ensp;estado</small></small><br>,"<small><small>lexemas:</small></small>&ensp;Estado, condição, estado, situação<br>",,
tempus,any distinct time period in a sequence of events,lilaLemma:127522,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=15290337-n"" target=""_blank"">15290337-n</a></small></small><br>",<small><small>categoria:&ensp;tempo</small></small><br>,"<small><small>lexemas:</small></small>&ensp;estágio, fase, período<br>",,
eo,have a tendency or disposition to do or be something; be inclined,lilaLemma:101183,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02719399-v"" target=""_blank"">02719399-v</a></small></small><br>",<small><small>categoria:&ensp;estado</small></small><br>,"<small><small>lexemas:</small></small>&ensp;estar inclinado a, inclinar se, tender<br>",,"<small><small>valências:&ensp;[ACT,PAT] ou [ACT,BEN] ou [ACT,EFF]</small></small><br>"
ago,"have life, be alive",lilaLemma:88140,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02614181-v"" target=""_blank"">02614181-v</a></small></small><br>",<small><small>categoria:&ensp;estado</small></small><br>,"<small><small>lexemas:</small></small>&ensp;estar vivo, viver<br>",,"<small><small>valências:&ensp;[ACT,PAT] ou [ACT]</small></small><br>"
sum,"have life, be alive",lilaLemma:126689,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02614181-v"" target=""_blank"">02614181-v</a></small></small><br>",<small><small>categoria:&ensp;estado</small></small><br>,"<small><small>lexemas:</small></small>&ensp;estar vivo, viver<br>",,"<small><small>valências:&ensp;[ACT,PAT] ou [ACT]</small></small><br>"
eo,enter or assume a certain state or condition,lilaLemma:101183,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00149583-v"" target=""_blank"">00149583-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,"<small><small>lexemas:</small></small>&ensp;estar, ficar, tornar<br>",<small><small>conceito:</small>&ensp;assumir um certo estado ou condiçã</small><br>,"<small><small>valências:&ensp;[ACT,EFF] ou [ACT,PAT]</small></small><br>"
fio,enter or assume a certain state or condition,lilaLemma:103328,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00149583-v"" target=""_blank"">00149583-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,"<small><small>lexemas:</small></small>&ensp;estar, ficar, tornar<br>",<small><small>conceito:</small>&ensp;assumir um certo estado ou condiçã</small><br>,"<small><small>valências:&ensp;[ACT,EFF] ou [ACT,PAT]</small></small><br>"
habeo,"have the quality of being; (copula, used with an adjective or a predicate noun)",lilaLemma:105044,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02604760-v"" target=""_blank"">02604760-v</a></small></small><br>",<small><small>categoria:&ensp;estado</small></small><br>,"<small><small>lexemas:</small></small>&ensp;estar, ser<br>","<small><small>conceito:</small>&ensp;(cópula, usada com um adjetivo ou um substantivo predicativo)</small><br>","<small><small>valências:&ensp;[ACT,MANN] ou [ACT,MANN,PAT] ou [ACT,LOC]</small></small><br>"
eo,continue or extend,lilaLemma:101183,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00235110-v"" target=""_blank"">00235110-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,<small><small>lexemas:</small></small>&ensp;estender<br>,,"<small><small>valências:&ensp;[ACT,TFHL] ou [ACT,PAT]</small></small><br>"
fero,thrust or extend out,lilaLemma:103126,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00027705-v"" target=""_blank"">00027705-v</a></small></small><br>",<small><small>categoria:&ensp;corpo</small></small><br>,"<small><small>lexemas:</small></small>&ensp;estender, esticar<br>",,"<small><small>valências:&ensp;[ACT,PAT,DIR3] ou [ACT,DIR1,PAT] ou [ACT,PAT] ou [ACT,DIR3,PAT] ou [ACT,EXT] ou [ACT]</small></small><br>"
mitto,thrust or extend out,lilaLemma:112499,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00027705-v"" target=""_blank"">00027705-v</a></small></small><br>",<small><small>categoria:&ensp;corpo</small></small><br>,"<small><small>lexemas:</small></small>&ensp;estender, esticar<br>",,"<small><small>valências:&ensp;[ACT,PAT,DIR3] ou [ACT,DIR1,PAT] ou [ACT,PAT] ou [ACT,DIR3,PAT] ou [ACT,EXT] ou [ACT]</small></small><br>"
eo,"stretch out over a distance, space, time, or scope; run or extend between two points or beyond a certain point",lilaLemma:101183,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02685951-v"" target=""_blank"">02685951-v</a></small></small><br>",<small><small>categoria:&ensp;estado</small></small><br>,"<small><small>lexemas:</small></small>&ensp;estender, ir, levar<br>",,"<small><small>valências:&ensp;[ACT,DIR1,DIR3,PAT] ou [ACT,LOC] ou [ACT] ou [ACT,PAT] ou [ACT,PAT,DIR3] ou [ACT,DIR3] ou [ACT,DIR1,DIR3] ou [ACT,PAT,DIR1,DIR3] ou [ACT,DIR3,PAT]</small></small><br>"
genus,how something is done or how it happens,lilaLemma:104504,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=04928903-n"" target=""_blank"">04928903-n</a></small></small><br>",<small><small>categoria:&ensp;atributo</small></small><br>,"<small><small>lexemas:</small></small>&ensp;estilo, maneira<br>",,<small><small>valências:&ensp;[ACT]</small></small><br>
lex,how something is done or how it happens,lilaLemma:110351,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=04928903-n"" target=""_blank"">04928903-n</a></small></small><br>",<small><small>categoria:&ensp;atributo</small></small><br>,"<small><small>lexemas:</small></small>&ensp;estilo, maneira<br>",,<small><small>valências:&ensp;[ACT]</small></small><br>
modus,how something is done or how it happens,lilaLemma:112553,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=04928903-n"" target=""_blank"">04928903-n</a></small></small><br>",<small><small>categoria:&ensp;atributo</small></small><br>,"<small><small>lexemas:</small></small>&ensp;estilo, maneira<br>",,<small><small>valências:&ensp;[ACT]</small></small><br>
