lemma,lila_id,label,upostag,lila_uri,upostag_pt,fl_cat_pt,gen_pt,number_pt,grade_pt,wrList,var_key,ipo_desc,ipo_lemmaKey,dcc_semGrp,dcc_freqRank,LogeionURL
super2,lilaLemma:126718,super,ADP,http://lila-erc.eu/data/id/lemma/126718,preposição,indeclinável,,,,,,,,Lugar,401,https://logeion.uchicago.edu/super
super3,lilaLemma:126719,super,ADV,http://lila-erc.eu/data/id/lemma/126719,advérbio,indeclinável,,,,,,,,Lugar,401,https://logeion.uchicago.edu/super
superbus,lilaLemma:126757,superbus,ADJ,http://lila-erc.eu/data/id/lemma/126757,adjetivo,1ª classe (tema em -a/o-),,,,,,,,Características pessoais,656,https://logeion.uchicago.edu/superbus
supero,lilaLemma:126911,supero,VERB,http://lila-erc.eu/data/id/lemma/126911,verbo,1ª conjugação (tema em -a-),,,,,,,,Guerra e Paz,668,https://logeion.uchicago.edu/supero
supersum,lilaLemma:126965,supersum,VERB,http://lila-erc.eu/data/id/lemma/126965,verbo,irregular,,,,,,,,Lugar,623,https://logeion.uchicago.edu/supersum
super,lilaLemma:126999,super,ADJ,http://lila-erc.eu/data/id/lemma/126999,adjetivo,1ª classe (tema em -a/o-),,,,superus,,,,Religião,99,https://logeion.uchicago.edu/super
supplicium,lilaLemma:127036,supplicium,NOUN,http://lila-erc.eu/data/id/lemma/127036,substantivo,2ª declinação (tema em -o-),neutro,,,"subpliciom, subplicium, suppliciom",,,,Justiça,683,https://logeion.uchicago.edu/supplicium
supra,lilaLemma:127064,supra,ADP,http://lila-erc.eu/data/id/lemma/127064,preposição,indeclinável,,,,"sopera, supera, suprad",,,,Lugar,588,https://logeion.uchicago.edu/supra
supra2,lilaLemma:127065,supra,ADV,http://lila-erc.eu/data/id/lemma/127065,advérbio,indeclinável,,,,"sopera, supera, suprad",,,,Lugar,588,https://logeion.uchicago.edu/supra
suscipio,lilaLemma:127111,suscipio,VERB,http://lila-erc.eu/data/id/lemma/127111,verbo,5ª conjugação (tema em -ĭ- breve),,,,"subcipio, succipio",,,,Verbo de transporte,937,https://logeion.uchicago.edu/suscipio
sustineo,lilaLemma:127147,sustineo,VERB,http://lila-erc.eu/data/id/lemma/127147,verbo,2ª conjugação (tema em -e-),,,,,,,,Sociedade,762,https://logeion.uchicago.edu/sustineo
suus,lilaLemma:127165,suus,DET,http://lila-erc.eu/data/id/lemma/127165,determinante,1ª classe (tema em -a/o-),,,,"souos, suos, suusmet, suuspte",,,,,27,https://logeion.uchicago.edu/suus
scientia,lilaLemma:127415,scientia,NOUN,http://lila-erc.eu/data/id/lemma/127415,substantivo,1ª declinação (tema em -a-),feminino,,,,,,,"Educação, Conhecimento",971,https://logeion.uchicago.edu/scientia
secundus,lilaLemma:127502,secundus,ADJ,http://lila-erc.eu/data/id/lemma/127502,adjetivo,1ª classe (tema em -a/o-),,,,,,,,Medidas,836,https://logeion.uchicago.edu/secundus
tempus,lilaLemma:127522,tempus,NOUN,http://lila-erc.eu/data/id/lemma/127522,substantivo,3ª declinação (sem vogal temática),neutro,,,,,,,Tempo,89,https://logeion.uchicago.edu/tempus
taceo,lilaLemma:127555,taceo,VERB,http://lila-erc.eu/data/id/lemma/127555,verbo,2ª conjugação (tema em -e-),,,,,,,,,369,https://logeion.uchicago.edu/taceo
talis,lilaLemma:127592,talis,DET,http://lila-erc.eu/data/id/lemma/127592,determinante,2ª classe (tema em -i-),,,,,,,,Medidas,203,https://logeion.uchicago.edu/talis
tam,lilaLemma:127600,tam,ADV,http://lila-erc.eu/data/id/lemma/127600,advérbio,indeclinável,,,,"tame, tamine, tanne",,,,,96,https://logeion.uchicago.edu/tam
tamen,lilaLemma:127607,tamen,ADV,http://lila-erc.eu/data/id/lemma/127607,advérbio,indeclinável,,,,,,,,,58,https://logeion.uchicago.edu/tamen
tamquam,lilaLemma:127617,tamquam,SCONJ,http://lila-erc.eu/data/id/lemma/127617,conjunção subordinativa,indeclinável,,,,tanquam,,,,,363,https://logeion.uchicago.edu/tamquam
tandem,lilaLemma:127618,tandem,ADV,http://lila-erc.eu/data/id/lemma/127618,advérbio,indeclinável,,,,,,,,,427,https://logeion.uchicago.edu/tandem
tango,lilaLemma:127620,tango,VERB,http://lila-erc.eu/data/id/lemma/127620,verbo,3ª conjugação (sem vogal temática),,,,tago,,,,,534,https://logeion.uchicago.edu/tango
tantus,lilaLemma:127630,tantus,DET,http://lila-erc.eu/data/id/lemma/127630,determinante,1ª classe (tema em -a/o-),,,,tamtus,,,,Medidas,105,https://logeion.uchicago.edu/tantus
tardus,lilaLemma:127658,tardus,ADJ,http://lila-erc.eu/data/id/lemma/127658,adjetivo,1ª classe (tema em -a/o-),,,,,,,,Tempo,738,https://logeion.uchicago.edu/tardus
tego,lilaLemma:127731,tego,VERB,http://lila-erc.eu/data/id/lemma/127731,verbo,3ª conjugação (sem vogal temática),,,,,,,,Engano,376,https://logeion.uchicago.edu/tego
tellus,lilaLemma:127743,tellus,NOUN,http://lila-erc.eu/data/id/lemma/127743,substantivo,3ª declinação (sem vogal temática),feminino,,,,,,,Terra e Água,337,https://logeion.uchicago.edu/tellus
telum,lilaLemma:127750,telum,NOUN,http://lila-erc.eu/data/id/lemma/127750,substantivo,2ª declinação (tema em -o-),neutro,,,telom,,,,Guerra e Paz,255,https://logeion.uchicago.edu/telum
tempestas,lilaLemma:127774,tempestas,NOUN,http://lila-erc.eu/data/id/lemma/127774,substantivo,3ª declinação (sem vogal temática),feminino,,,,,,,Durações de tempo,753,https://logeion.uchicago.edu/tempestas
templum,lilaLemma:127783,templum,NOUN,http://lila-erc.eu/data/id/lemma/127783,substantivo,2ª declinação (tema em -o-),neutro,,,"templom, tempulom, tempulum",,,,Religião,485,https://logeion.uchicago.edu/templum
tempto,lilaLemma:127795,tempto,VERB,http://lila-erc.eu/data/id/lemma/127795,verbo,1ª conjugação (tema em -a-),,,,tento,,,,"Fazer, Criar",430,https://logeion.uchicago.edu/tempto
tendo,lilaLemma:127805,tendo,VERB,http://lila-erc.eu/data/id/lemma/127805,verbo,3ª conjugação (sem vogal temática),,,,tenno,,,,Viagem,529,https://logeion.uchicago.edu/tendo
tenebrae,lilaLemma:127807,tenebrae,NOUN,http://lila-erc.eu/data/id/lemma/127807,substantivo,1ª declinação (tema em -a-),feminino,plural,,,,,,Visão,775,https://logeion.uchicago.edu/tenebrae
teneo,lilaLemma:127822,teneo,VERB,http://lila-erc.eu/data/id/lemma/127822,verbo,2ª conjugação (tema em -e-),,,,,,,,,106,https://logeion.uchicago.edu/teneo
tener,lilaLemma:127823,tener,ADJ,http://lila-erc.eu/data/id/lemma/127823,adjetivo,1ª classe (tema em -a/o-),,,,tenerus,,,,,490,https://logeion.uchicago.edu/tener
tergum,lilaLemma:127889,tergum,NOUN,http://lila-erc.eu/data/id/lemma/127889,substantivo,2ª declinação (tema em -o-),neutro,,,tergom,,,,Corpo,474,https://logeion.uchicago.edu/tergum
terra,lilaLemma:127912,terra,NOUN,http://lila-erc.eu/data/id/lemma/127912,substantivo,1ª declinação (tema em -a-),feminino,,,tera,,,,Terra e Água,70,https://logeion.uchicago.edu/terra
terreo,lilaLemma:127920,terreo,VERB,http://lila-erc.eu/data/id/lemma/127920,verbo,2ª conjugação (tema em -e-),,,,,,,,Emoções,705,https://logeion.uchicago.edu/terreo
tertius,lilaLemma:127957,tertius,ADJ,http://lila-erc.eu/data/id/lemma/127957,adjetivo,1ª classe (tema em -a/o-),,,,,,,,Medidas,682,https://logeion.uchicago.edu/tertius
testis,lilaLemma:127994,testis,NOUN,http://lila-erc.eu/data/id/lemma/127994,substantivo,3ª declinação (tema em -i-),comum de dois gêneros,,,,,,,Justiça,741,https://logeion.uchicago.edu/testis
timeo,lilaLemma:128264,timeo,VERB,http://lila-erc.eu/data/id/lemma/128264,verbo,2ª conjugação (tema em -e-),,,,,,,,Emoções,153,https://logeion.uchicago.edu/timeo
timor,lilaLemma:128271,timor,NOUN,http://lila-erc.eu/data/id/lemma/128271,substantivo,3ª declinação (sem vogal temática),masculino,,,timos,,,,Emoções,536,https://logeion.uchicago.edu/timor
tollo,lilaLemma:128357,tollo,VERB,http://lila-erc.eu/data/id/lemma/128357,verbo,3ª conjugação (sem vogal temática),,,,,,,,Violência,293,https://logeion.uchicago.edu/tollo
tot,lilaLemma:128477,tot,DET,http://lila-erc.eu/data/id/lemma/128477,determinante,pronominal,,,,,,,,Medidas,259,https://logeion.uchicago.edu/tot
totus,lilaLemma:128484,totus,DET,http://lila-erc.eu/data/id/lemma/128484,determinante,"1ª classe, pronominal (tema em -a/o-)",,,,,,,,Medidas,78,https://logeion.uchicago.edu/totus
trado,lilaLemma:128519,trado,VERB,http://lila-erc.eu/data/id/lemma/128519,verbo,3ª conjugação (sem vogal temática),,,,"transdo, trasdo",,,,"Negócios, Dinheiro",297,https://logeion.uchicago.edu/trado
traho,lilaLemma:128552,traho,VERB,http://lila-erc.eu/data/id/lemma/128552,verbo,3ª conjugação (sem vogal temática),,,,,,,,Verbo diretivo ou promissivo,213,https://logeion.uchicago.edu/traho
transeo,lilaLemma:128591,transeo,VERB,http://lila-erc.eu/data/id/lemma/128591,verbo,irregular,,,,"traeo, traseo",,,,Viagem,431,https://logeion.uchicago.edu/transeo
tres,lilaLemma:128764,tres,NUM,http://lila-erc.eu/data/id/lemma/128764,numeral,2ª classe (sem vogal temática),,,,"treis, tris",,,,Medidas,533,https://logeion.uchicago.edu/tres
tribunus,lilaLemma:128794,tribunus,NOUN,http://lila-erc.eu/data/id/lemma/128794,substantivo,2ª declinação (tema em -o-),masculino,,,,,,,Cidade,807,https://logeion.uchicago.edu/tribunus
tristis,lilaLemma:129020,tristis,ADJ,http://lila-erc.eu/data/id/lemma/129020,adjetivo,2ª classe (tema em -i-),,,,triss,,,,Emoções,275,https://logeion.uchicago.edu/tristis
tu,lilaLemma:129131,tu,PRON,http://lila-erc.eu/data/id/lemma/129131,pronome,pronominal,,,,"tute, tutemet, tutepte, tuti, tutimet, tutin, tutipte",,,,,9,https://logeion.uchicago.edu/tu
tueor,lilaLemma:129187,tueor,VERB,http://lila-erc.eu/data/id/lemma/129187,verbo,2ª conjugação depoente (tema em -e-),,,,,tueo,,,,,https://logeion.uchicago.edu/tueor
tueo,lilaLemma:129188,tueo,VERB,http://lila-erc.eu/data/id/lemma/129188,verbo,2ª conjugação (tema em -e-),,,,,tueor,,,,,https://logeion.uchicago.edu/tueo
tum,lilaLemma:129198,tum,ADV,http://lila-erc.eu/data/id/lemma/129198,advérbio,indeclinável,,,,,,,,Tempo,56,https://logeion.uchicago.edu/tum
turba,lilaLemma:129235,turba,NOUN,http://lila-erc.eu/data/id/lemma/129235,substantivo,1ª declinação (tema em -a-),feminino,,,,,,,Cidade,323,https://logeion.uchicago.edu/turba
turbo,lilaLemma:129250,turbo,VERB,http://lila-erc.eu/data/id/lemma/129250,verbo,1ª conjugação (tema em -a-),,,,,,,,"Discurso, Oratória",868,https://logeion.uchicago.edu/turbo
turpis,lilaLemma:129288,turpis,ADJ,http://lila-erc.eu/data/id/lemma/129288,adjetivo,2ª classe (tema em -i-),,,,,,,,,377,https://logeion.uchicago.edu/turpis
tuus,lilaLemma:129328,tuus,DET,http://lila-erc.eu/data/id/lemma/129328,determinante,1ª classe (tema em -a/o-),,,,"tuos, tuusmet, tuuspte",,,,,44,https://logeion.uchicago.edu/tuus
uaco,lilaLemma:129468,uaco,VERB,http://lila-erc.eu/data/id/lemma/129468,verbo,1ª conjugação (tema em -a-),,,,uoco,,,,Medidas,724,https://logeion.uchicago.edu/uaco
uagus,lilaLemma:129502,uagus,ADJ,http://lila-erc.eu/data/id/lemma/129502,adjetivo,1ª classe (tema em -a/o-),,,,,,,,Viagem,674,https://logeion.uchicago.edu/uagus
ualeo,lilaLemma:129509,ualeo,VERB,http://lila-erc.eu/data/id/lemma/129509,verbo,2ª conjugação (tema em -e-),,,,,,,,Sociedade,539,https://logeion.uchicago.edu/ualeo
uacuus,lilaLemma:129511,uacuus,ADJ,http://lila-erc.eu/data/id/lemma/129511,adjetivo,1ª classe (tema em -a/o-),,,,"uacuos, uacus, uocuus",,,,Medidas,673,https://logeion.uchicago.edu/uacuus
ualidus,lilaLemma:129516,ualidus,ADJ,http://lila-erc.eu/data/id/lemma/129516,adjetivo,1ª classe (tema em -a/o-),,,,,,,,Características pessoais,816,https://logeion.uchicago.edu/ualidus
uanus,lilaLemma:129550,uanus,ADJ,http://lila-erc.eu/data/id/lemma/129550,adjetivo,1ª classe (tema em -a/o-),,,,,,,,Engano,856,https://logeion.uchicago.edu/uanus
uarius,lilaLemma:129584,uarius,ADJ,http://lila-erc.eu/data/id/lemma/129584,adjetivo,1ª classe (tema em -a/o-),,,,,,,,,631,https://logeion.uchicago.edu/uarius
uates,lilaLemma:129625,uates,NOUN,http://lila-erc.eu/data/id/lemma/129625,substantivo,3ª declinação (sem vogal temática),comum de dois gêneros,,,uatis,,,,Cultura literária,684,https://logeion.uchicago.edu/uates
ubi,lilaLemma:129639,ubi,ADV,http://lila-erc.eu/data/id/lemma/129639,advérbio,indeclinável,,,,"ube, ubei",,,,Lugar,92,https://logeion.uchicago.edu/ubi
ueho,lilaLemma:129693,ueho,VERB,http://lila-erc.eu/data/id/lemma/129693,verbo,3ª conjugação (sem vogal temática),,,,,,,,Viagem,632,https://logeion.uchicago.edu/ueho
uel,lilaLemma:129695,uel,CCONJ,http://lila-erc.eu/data/id/lemma/129695,conjunção coordenativa,indeclinável,,,,bel,,,,,141,https://logeion.uchicago.edu/uel
uelut,lilaLemma:129732,uelut,ADV,http://lila-erc.eu/data/id/lemma/129732,advérbio,indeclinável,,,,ueluti,,,,,447,https://logeion.uchicago.edu/uelut
uenio,lilaLemma:129790,uenio,VERB,http://lila-erc.eu/data/id/lemma/129790,verbo,4ª conjugação (tema em -ī- longo),,,,,,,,Movimento,63,https://logeion.uchicago.edu/uenio
uentus,lilaLemma:129820,uentus,NOUN,http://lila-erc.eu/data/id/lemma/129820,substantivo,2ª declinação (tema em -o-),masculino,,,,,,,Ar e Fogo,269,https://logeion.uchicago.edu/uentus
uereor,lilaLemma:129863,uereor,VERB,http://lila-erc.eu/data/id/lemma/129863,verbo,2ª conjugação depoente (tema em -e-),,,,,,,,Emoções,884,https://logeion.uchicago.edu/uereor
uerto,lilaLemma:129966,uerto,VERB,http://lila-erc.eu/data/id/lemma/129966,verbo,3ª conjugação (sem vogal temática),,,,uorto,,,,Movimento,288,https://logeion.uchicago.edu/uerto
uerus,lilaLemma:129978,uerus,ADJ,http://lila-erc.eu/data/id/lemma/129978,adjetivo,1ª classe (tema em -a/o-),,,,,,,,"Discurso, Oratória",410,https://logeion.uchicago.edu/uerus
uester,lilaLemma:130009,uester,DET,http://lila-erc.eu/data/id/lemma/130009,determinante,1ª classe (tema em -a/o-),,,,"bester, bestermet, besterpte, uestermet, uesterpte, uoster, uostermet, uosterpte",,,,,282,https://logeion.uchicago.edu/uester
uestigium,lilaLemma:130026,uestigium,NOUN,http://lila-erc.eu/data/id/lemma/130026,substantivo,2ª declinação (tema em -o-),neutro,,,uestigiom,,,,Viagem,716,https://logeion.uchicago.edu/uestigium
uestis,lilaLemma:130034,uestis,NOUN,http://lila-erc.eu/data/id/lemma/130034,substantivo,3ª declinação (tema em -i-),feminino,,,bestis,,,,Vida e Existência,413,https://logeion.uchicago.edu/uestis
ueto,lilaLemma:130065,ueto,VERB,http://lila-erc.eu/data/id/lemma/130065,verbo,1ª conjugação (tema em -a-),,,,"beto, uetho, uetuo, uoto",,,,Verbo diretivo ou promissivo,665,https://logeion.uchicago.edu/ueto
uetus,lilaLemma:130070,uetus,ADJ,http://lila-erc.eu/data/id/lemma/130070,adjetivo,2ª classe (sem vogal temática),,,,ueter,,,,Tempo,295,https://logeion.uchicago.edu/uetus
uia,lilaLemma:130088,uia,NOUN,http://lila-erc.eu/data/id/lemma/130088,substantivo,1ª declinação (tema em -a-),feminino,,,"uea, ueha, uiea",,,,Viagem,196,https://logeion.uchicago.edu/uia
uicinus,lilaLemma:130137,uicinus,ADJ,http://lila-erc.eu/data/id/lemma/130137,adjetivo,1ª classe (tema em -a/o-),,,,,,,,Geografia,940,https://logeion.uchicago.edu/uicinus
uictor,lilaLemma:130148,uictor,NOUN,http://lila-erc.eu/data/id/lemma/130148,substantivo,3ª declinação (sem vogal temática),masculino,,,,,,,Guerra e Paz,340,https://logeion.uchicago.edu/uictor
uictoria,lilaLemma:130149,uictoria,NOUN,http://lila-erc.eu/data/id/lemma/130149,substantivo,1ª declinação (tema em -a-),feminino,,,uitoria,,,,Guerra e Paz,750,https://logeion.uchicago.edu/uictoria
uideo,lilaLemma:130163,uideo,VERB,http://lila-erc.eu/data/id/lemma/130163,verbo,2ª conjugação (tema em -e-),,,,,,,,Visão,31,https://logeion.uchicago.edu/uideo
uinco,lilaLemma:130232,uinco,VERB,http://lila-erc.eu/data/id/lemma/130232,verbo,3ª conjugação (sem vogal temática),,,,,,,,Guerra e Paz,101,https://logeion.uchicago.edu/uinco
uinculum,lilaLemma:130236,uinculum,NOUN,http://lila-erc.eu/data/id/lemma/130236,substantivo,2ª declinação (tema em -o-),neutro,,,"uinclom, uinclum, uinculom",,,,Guerra e Paz,594,https://logeion.uchicago.edu/uinculum
uinum,lilaLemma:130275,uinum,NOUN,http://lila-erc.eu/data/id/lemma/130275,substantivo,2ª declinação (tema em -o-),neutro,,,uinom,,,,Plantas e Animais,640,https://logeion.uchicago.edu/uinum
uir,lilaLemma:130300,uir,NOUN,http://lila-erc.eu/data/id/lemma/130300,substantivo,2ª declinação (tema em -o-),masculino,,,uyr,,,,Pessoas,85,https://logeion.uchicago.edu/uir
uirgo,lilaLemma:130328,uirgo,NOUN,http://lila-erc.eu/data/id/lemma/130328,substantivo,3ª declinação (sem vogal temática),comum de dois gêneros,,,"uirco, uyrgo",,,,Pessoas,418,https://logeion.uchicago.edu/uirgo
uirtus,lilaLemma:130356,uirtus,NOUN,http://lila-erc.eu/data/id/lemma/130356,substantivo,3ª declinação (sem vogal temática),feminino,,,,,,,Características pessoais,111,https://logeion.uchicago.edu/uirtus
uis,lilaLemma:130360,uis,NOUN,http://lila-erc.eu/data/id/lemma/130360,substantivo,3ª declinação (tema em -i-),feminino,,,,,,,Guerra e Paz,115,https://logeion.uchicago.edu/uis
uita,lilaLemma:130393,uita,NOUN,http://lila-erc.eu/data/id/lemma/130393,substantivo,1ª declinação (tema em -a-),feminino,,,"bita, ueita",,,,Vida e Existência,87,https://logeion.uchicago.edu/uita
uitium,lilaLemma:130432,uitium,NOUN,http://lila-erc.eu/data/id/lemma/130432,substantivo,2ª declinação (tema em -o-),neutro,,,uitiom,,,,Justiça,326,https://logeion.uchicago.edu/uitium
uito,lilaLemma:130433,uito,VERB,http://lila-erc.eu/data/id/lemma/130433,verbo,1ª conjugação (tema em -a-),,,,,,,,Sociedade,881,https://logeion.uchicago.edu/uito
uiuo,lilaLemma:130476,uiuo,VERB,http://lila-erc.eu/data/id/lemma/130476,verbo,3ª conjugação (sem vogal temática),,,,"bibo, ueiuo, uibo",,,,Vida e Existência,156,https://logeion.uchicago.edu/uiuo
uix,lilaLemma:130478,uix,ADV,http://lila-erc.eu/data/id/lemma/130478,advérbio,indeclinável,,,,,,,,,352,https://logeion.uchicago.edu/uix
ullus,lilaLemma:130494,ullus,DET,http://lila-erc.eu/data/id/lemma/130494,determinante,"1ª classe, pronominal (tema em -a/o-)",,,,,,,,,178,https://logeion.uchicago.edu/ullus
ultimus,lilaLemma:130507,ultimus,ADJ,http://lila-erc.eu/data/id/lemma/130507,adjetivo,1ª classe (tema em -a/o-),,,superlativo,ultumus,,,,Geografia,432,https://logeion.uchicago.edu/ultimus
ultra2,lilaLemma:130511,ultra,ADP,http://lila-erc.eu/data/id/lemma/130511,preposição,indeclinável,,,,,,,,Lugar,600,https://logeion.uchicago.edu/ultra
ultra,lilaLemma:130512,ultra,ADV,http://lila-erc.eu/data/id/lemma/130512,advérbio,indeclinável,,,,,,,,Lugar,600,https://logeion.uchicago.edu/ultra
umbra,lilaLemma:130533,umbra,NOUN,http://lila-erc.eu/data/id/lemma/130533,substantivo,1ª declinação (tema em -a-),feminino,,,,,,,Visão,257,https://logeion.uchicago.edu/umbra
umquam,lilaLemma:130569,umquam,ADV,http://lila-erc.eu/data/id/lemma/130569,advérbio,indeclinável,,,,unquam,,,,Tempo,482,https://logeion.uchicago.edu/umquam
unda,lilaLemma:130599,unda,NOUN,http://lila-erc.eu/data/id/lemma/130599,substantivo,1ª declinação (tema em -a-),feminino,,,,,,,Terra e Água,207,https://logeion.uchicago.edu/unda
unde,lilaLemma:130603,unde,ADV,http://lila-erc.eu/data/id/lemma/130603,advérbio,indeclinável,,,,,,,,Lugar,300,https://logeion.uchicago.edu/unde
undique,lilaLemma:130636,undique,ADV,http://lila-erc.eu/data/id/lemma/130636,advérbio,indeclinável,,,,,,,,Lugar,686,https://logeion.uchicago.edu/undique
uoco,lilaLemma:130729,uoco,VERB,http://lila-erc.eu/data/id/lemma/130729,verbo,1ª conjugação (tema em -a-),,,,,,,,"Discurso, Oratória",158,https://logeion.uchicago.edu/uoco
uolo,lilaLemma:130745,uolo,VERB,http://lila-erc.eu/data/id/lemma/130745,verbo,irregular,,,,bolo,,,,Emoções,66,https://logeion.uchicago.edu/uolo
uolucer,lilaLemma:130754,uolucer,ADJ,http://lila-erc.eu/data/id/lemma/130754,adjetivo,2ª classe (sem vogal temática),,,,uolucris,,,,Plantas e Animais,977,https://logeion.uchicago.edu/uolucer
uoluntas,lilaLemma:130763,uoluntas,NOUN,http://lila-erc.eu/data/id/lemma/130763,substantivo,3ª declinação (sem vogal temática),feminino,,,boluntas,,,,Emoções,859,https://logeion.uchicago.edu/uoluntas
uoluptas,lilaLemma:130771,uoluptas,NOUN,http://lila-erc.eu/data/id/lemma/130771,substantivo,3ª declinação (sem vogal temática),feminino,,,,,,,Sociedade,378,https://logeion.uchicago.edu/uoluptas
uox,lilaLemma:130806,uox,NOUN,http://lila-erc.eu/data/id/lemma/130806,substantivo,3ª declinação (sem vogal temática),feminino,,,,,,,"Discurso, Oratória",169,https://logeion.uchicago.edu/uox
urbs,lilaLemma:130822,urbs,NOUN,http://lila-erc.eu/data/id/lemma/130822,substantivo,3ª declinação (sem vogal temática),feminino,,,urps,,,,Cidade,82,https://logeion.uchicago.edu/urbs
usque,lilaLemma:130872,usque,ADV,http://lila-erc.eu/data/id/lemma/130872,advérbio,indeclinável,,,,"usce, usquedum, usquin, usquine",,,,Tempo,527,https://logeion.uchicago.edu/usque
ut2,lilaLemma:130905,ut,ADV,http://lila-erc.eu/data/id/lemma/130905,advérbio,indeclinável,,,,"utei, uti",,,,,15,https://logeion.uchicago.edu/ut
utilis,lilaLemma:130917,utilis,ADJ,http://lila-erc.eu/data/id/lemma/130917,adjetivo,2ª classe (tema em -i-),,,,oitilis,,,,"Fazer, Criar",850,https://logeion.uchicago.edu/utilis
