lemma,lila_id,source,entry_id,senseGroup,sense_id,sense_prefix,example_text,example_prenote,example_trad,example_posnote
capio,lilaLemma:92686,Faria,Faria1994.n04907.e01,Faria1994.n04907.sg01,Faria1994.n04907.sg01.s07,7,…consulatum Cíc. Pis. 3 «obter o consulado».,,,
gero,lilaLemma:104536,Faria,Faria1994.n13657.e01,Faria1994.n13657.sg01,Faria1994.n13657.sg01.s05,5,"…personam C!C. Of. I, 115 ‘ter um papeli’; …amicitiam Cíc. Fam. 3, 8,5 «manter a amizade»; …fortem animum Sal. B. Jug. 107, I «mostrar coragem».",,,
castra,lilaLemma:138599,Faria,Faria1994.n05136.e01,Faria1994.n05136.sg01,Faria1994.n05136.sg01.s10,10,"«castra aestiva» Tác An. 3, 21 «acampamento de verão, quartel de verão».",,,
castra,lilaLemma:138599,Faria,Faria1994.n05136.e01,Faria1994.n05136.sg01,Faria1994.n05136.sg01.s11,11,"«castra hiberna» T. Lív. 29, 35 «acampamento de inverno».",,,
castra,lilaLemma:138599,Faria,Faria1994.n05136.e01,Faria1994.n05136.sg01,Faria1994.n05136.sg01.s06,6,"«castra movere» Cés. B. Gal. 1, 15, 1 «levantar acampamento».",,,
castra,lilaLemma:138599,Faria,Faria1994.n05136.e01,Faria1994.n05136.sg01,Faria1994.n05136.sg01.s07,7,"«castra munire» Cés. B. Gal. 1, 49, 2 «construir um acampamento».",,,
castra,lilaLemma:138599,Faria,Faria1994.n05136.e01,Faria1994.n05136.sg01,Faria1994.n05136.sg01.s08,8,"«castra ponere» Cés. B. Gal. 1. 22, 5 «assentar acampamento. acampar.",,,
castra,lilaLemma:138599,Faria,Faria1994.n05136.e01,Faria1994.n05136.sg01,Faria1994.n05136.sg01.s09,9,«castra stativa» Cés. B. Civ. 3. 30. 3 «acampamento permanente».,,,
causa,lilaLemma:93253,Faria,Faria1994.n05245.e01,Faria1994.n05245.sg01,Faria1994.n05245.sg01.s01,1,«honoris causa» Cíc. Amer. 6 «para honrar como honraria.,,,
non,lilaLemma:114108,Faria,Faria1994.n20637.e01,Faria1994.n20637.sg01,Faria1994.n20637.sg01.s02,2,* non curia vires meas desiderat C íc. C. M. 32 “não é a cúria que lastima o desaparecimento de minhas forças”.,,,
modus,lilaLemma:112553,Faria,Faria1994.n19706.e01,Faria1994.n19706.sg01,Faria1994.n19706.sg01.s01,1,"~ agri Cíc. A t. 13, 33. 2 “medida de um campo”.",,,
ab,lilaLemma:86824,Velez,Velez1744.n0001.e01,Velez1744.n0001.sg01,Velez1744.n0001.sg01.s02,2,a coena,,depois da cea,
ab,lilaLemma:86824,Cardoso,Cardoso1570.n00001.e01,Cardoso1570.n00001.sg01,Cardoso1570.n00001.sg01.s03,3,a coena,,despois da cea,
ab,lilaLemma:86824,Faria,Faria1994.n00003.e01,Faria1994.n00003.sg01,Faria1994.n00003.sg01.s03,3,"a decumana porta Cés. B. Gal. 6, 37, 1 “do lado da porta decumana”.",,,
ab,lilaLemma:86824,Velez,Velez1744.n0001.e01,Velez1744.n0001.sg01,Velez1744.n0001.sg01.s99,X,a Deo,,de Deos,
ab,lilaLemma:86824,Faria,Faria1994.n00003.e01,Faria1994.n00003.sg01,Faria1994.n00003.sg01.s05,5,"a Deucalione ortus Cíc. Tusc. 1, 21 “descendente de Deucalião”.",,,
ab,lilaLemma:86824,Velez,Velez1744.n0001.e01,Velez1744.n0001.sg01,Velez1744.n0001.sg01.s05,5,a iudice uenio,,venho de caza do juiz,
ab,lilaLemma:86824,Faria,Faria1994.n00003.e01,Faria1994.n00003.sg01,Faria1994.n00003.sg01.s08,8,"a magistratu Aeduórum accusaretur Cés. B. Gal. 1, 19, 1 “seria acusado por um magistrado dos éduos”.",,,
nisi,lilaLemma:113704,Faria,Faria1994.n20554.e01,Faria1994.n20554.sg01,Faria1994.n20554.sg01.s03,3,"a nisi si Cíc. Fam. 13, 2, 1 “exceto se”; b nisi ut Suet. Cl. 35 “a menos que”.",,,
sed,lilaLemma:123994,Faria,Faria1994.n28736.e01,Faria1994.n28736.sg01,Faria1994.n28736.sg01.s02,2,"a non solum ... sed. nom modo... sed “não somente ... mas”. b sed etiam Cíc. Mil. 61 ‘mas também, mas ainda’. c sed tamen Cíc. Phil. 2. 104 “mas em todos os casos”.",,,
paruus,lilaLemma:116136,Faria,Faria1994.n22415.e01,Faria1994.n22415.sg01,Faria1994.n22415.sg01.s09,9,"a parvis referindo-se a vários, “desde pequeno”, “desde a infância” Cíc. Nat. 1. 81.",,,
paruus,lilaLemma:116136,Faria,Faria1994.n22415.e01,Faria1994.n22415.sg01,Faria1994.n22415.sg01.s10,10,"a parvo referindo-se a um só, “desde pequeno”, “desde a infância” T. Lív. 1, 39, 6.",,,
ab,lilaLemma:86824,Velez,Velez1744.n0001.e01,Velez1744.n0001.sg01,Velez1744.n0001.sg01.s04,4,a pedibus,,"os creados, ou moços de serviço",
uel,lilaLemma:129695,Faria,Faria1994.n33384.e01,Faria1994.n33384.sg01,Faria1994.n33384.sg01.s02,2,"a plerisque, vel dicam ab omnibus Cíc. Fam. 4, 7, 3 «pela maior parte, ou direi melhor, por todos».",,,
primus,lilaLemma:119498,Fonseca,Fonseca1798.n23859.e01,Fonseca1798.n23859.sg01,Fonseca1798.n23859.sg01.s99,X,a primo,Cic,Desde o principio,
primus,lilaLemma:119498,Faria,Faria1994.n25427.e01,Faria1994.n25427.sg01,Faria1994.n25427.sg01.s04,4,"a primo, ‘desde o princípio’ Cíc. Or. 26.",,,
ne3,lilaLemma:113490,Faria,Faria1994.n20286.e01,Faria1994.n20286.sg01,Faria1994.n20286.sg01.s01,1,"a Proibição com imperativo, nos textos de lei, ou subjuntivo: ne audeto Cíc. Leg. 2, 22 “não ouse”: Plaut. Pers. 490; Verg. En. 6, 832: T. Lív. 3, 2, 9; ne repugnetis Cic. Clu. 6 “não resistais”: hoc ne feceris Cíc. Div. 2, 127 “não faças isto”; b suposição ou concessão: ne sint in senectute vires Cíc. C. M. 34 “admitamos que: não haja forças na velhice”; c desejo: ne istuc Juppiter sirit T. Lív. 28, 28, 11 “que Júpiter não o permita”.",,,
ab,lilaLemma:86824,Velez,Velez1744.n0001.e01,Velez1744.n0001.sg01,Velez1744.n0001.sg01.s99,X,a puero,,desde menino,
ab,lilaLemma:86824,Velez,Velez1744.n0001.e01,Velez1744.n0001.sg01,Velez1744.n0001.sg01.s02,2,a Romanis tuba canere coeperunt,,"da parte dos Romanos, etc",
ab,lilaLemma:86824,Cardoso,Cardoso1570.n00001.e01,Cardoso1570.n00001.sg01,Cardoso1570.n00001.sg01.s04,4,a sacris concionibus,,Hum pregador,
ab,lilaLemma:86824,Cardoso,Cardoso1570.n00001.e01,Cardoso1570.n00001.sg01,Cardoso1570.n00001.sg01.s04,4,a secretis Regis,,o secretayro del Rey,
ab,lilaLemma:86824,Velez,Velez1744.n0001.e01,Velez1744.n0001.sg01,Velez1744.n0001.sg01.s04,4,"a secreto, siue a secretis",,o Secretario,& sic de aliis
ab,lilaLemma:86824,Faria,Faria1994.n00003.e01,Faria1994.n00003.sg01,Faria1994.n00003.sg01.s01,1,"a signo Vertumni in Circum Maximum venit Cíc. Verr. I, 154 “veio da estátua de Vertuno ão Circo Maximo”.",,,
ab,lilaLemma:86824,Velez,Velez1744.n0001.e01,Velez1744.n0001.sg01,Velez1744.n0001.sg01.s02,2,a tergo,,,"id est, post tergum, retrò"
ab,lilaLemma:86824,Faria,Faria1994.n00003.e01,Faria1994.n00003.sg01,Faria1994.n00003.sg01.s09,9,"a tuo digressu Cíc. At. 1, 5, 4 “depois da tua partida”.",,,
is,lilaLemma:109083,Faria,Faria1994.n17022.e01,Faria1994.n17022.sg01,Faria1994.n17022.sg01.s03,3,"A. Albinus, is qui... scripsit C íc. Br. 81 “Aulo Albino, o que escreveu”.",,,
facio,lilaLemma:102758,Saraiva,Saraiva1910.xFacio,Saraiva1910.xFacio.sg01,Saraiva1910.xFacio.sg01.s10,10,ab aduersariis facere,Cic,Metter-se com os adversarios,
ab,lilaLemma:86824,Velez,Velez1744.n0001.e01,Velez1744.n0001.sg01,Velez1744.n0001.sg01.s02,2,"ab aliquo soluo, persoluo, do, numero, repraesento, uel suppedito",,"faço, que outrem pague por mim, o que devo",
ab,lilaLemma:86824,Velez,Velez1744.n0001.e01,Velez1744.n0001.sg01,Velez1744.n0001.sg01.s02,2,"ab aliquo stare, facere, uel dicere",,"estar pela parte de alguem ajudando-o, ou defendendo-o",
accipio,lilaLemma:87119,Faria,Faria1994.n00281.e01,Faria1994.n00281.sg01,Faria1994.n00281.sg01.s01,1,"ab defessis accípere scalas T. Lív. 26, 45, 6 «tomar as escadas das mãos dos fatigados», ",,,
ab,lilaLemma:86824,Cardoso,Cardoso1570.n00003.e01,Cardoso1570.n00003.sg01,Cardoso1570.n00003.sg01.s01,1,ab ineunte aetate,,des na mocidade. ou desde menino,
ab,lilaLemma:86824,Velez,Velez1744.n0001.e01,Velez1744.n0001.sg01,Velez1744.n0001.sg01.s99,X,ab initio,,desde o principio,
ab,lilaLemma:86824,Faria,Faria1994.n00003.e01,Faria1994.n00003.sg01,Faria1994.n00003.sg01.s02,2,"ab oppido castra movit Cés. B. Civ. 3, 80, 7 “levantou acampamento afastando-se da cidade”.",,,
ab,lilaLemma:86824,Velez,Velez1744.n0001.e01,Velez1744.n0001.sg01,Velez1744.n0001.sg01.s03,3,ab re,,,"id est, praeter, sive contra utilitatem, vel sine utilitate"
res,lilaLemma:121868,Velez,Velez1744.n2971.e01,Velez1744.n2971.sg01,Velez1744.n2971.sg01.s99,X,ab re,,do successo,interdum ponitur pro Ab eventu
ab,lilaLemma:86824,Faria,Faria1994.n00003.e01,Faria1994.n00003.sg01,Faria1994.n00003.sg01.s06,6,ab reo dicere Cíc. Clu. 93 “falar em favor do réu”.,,,
uideo,lilaLemma:130163,Saraiva,Saraiva1910.xVideo,Saraiva1910.xVideo.sg01,Saraiva1910.xVideo.sg01.s07,7,abies casus uisura marinos,Virg,O abeto arrostará as aventuras do mar,
fides,lilaLemma:103260,Velez,Velez1744.n1345.e01,Velez1744.n1345.sg01,Velez1744.n1345.sg01.s01,1,abrogare fidem,,perder o credito,
lex,lilaLemma:110351,Velez,Velez1744.n1959.e01,Velez1744.n1959.sg01,Velez1744.n1959.sg01.s01,1,"abrogare, uel retigere leges",,"abrogar, destruir, desfazer as leys",
ab,lilaLemma:86824,Cardoso,Cardoso1570.n00138.e01,Cardoso1570.n00138.sg01,Cardoso1570.n00138.sg01.s01,1,abs quiuis,,,
ab,lilaLemma:86824,Velez,Velez1744.n0025.e01,Velez1744.n0025.sg01,Velez1744.n0025.sg01.s01,1,abs quouis homine,,de qualquer homem,
ab,lilaLemma:86824,Cardoso,Cardoso1570.n00138.e01,Cardoso1570.n00138.sg01,Cardoso1570.n00138.sg01.s01,1,abs te,,,
refero,lilaLemma:122494,Velez,Velez1744.n2926.e01,Velez1744.n2926.sg01,Velez1744.n2926.sg01.s02,2,acceptum aliquid referre,,confessar ter recebido de alguem alguma cousa,
accipio,lilaLemma:87119,Velez,Velez1744.n0049.e01,Velez1744.n0049.sg01,Velez1744.n0049.sg01.s99,X,acceptum aliquid referre,,confessar ter recebido alguma cousa de alguem,
refero,lilaLemma:122494,Velez,Velez1744.n2926.e01,Velez1744.n2926.sg01,Velez1744.n2926.sg01.s99,X,acceptum referre,,"escrever, ou apontar a receita",
accipio,lilaLemma:87119,Velez,Velez1744.n0049.e01,Velez1744.n0049.sg01,Velez1744.n0049.sg01.s99,X,accipere aliquem hospitio,,hospedar,
habeo,lilaLemma:105044,Saraiva,Saraiva1910.xHabeo,Saraiva1910.xHabeo.sg01,Saraiva1910.xHabeo.sg01.s06,6,acerbum habuimus Curionem,Cic,Encontramos Curião desfavorável a nosso respeito,
ago,lilaLemma:88140,Velez,Velez1744.n0201.e01,Velez1744.n0201.sg01,Velez1744.n0201.sg01.s99,X,actum agere,,,"i, nihil agere"
ago,lilaLemma:88140,Velez,Velez1744.n0201.e01,Velez1744.n0201.sg01,Velez1744.n0201.sg01.s99,X,"actum est, uel res acta est",,"acabou-se, naõ tem ja remedio",
ad,lilaLemma:87344,Velez,Velez1744.n0082.e01,Velez1744.n0082.sg01,Velez1744.n0082.sg01.s03,3,ad cyathos stare dicuntur pincernae,,os copeiros,
ad,lilaLemma:87344,Velez,Velez1744.n0082.e01,Velez1744.n0082.sg01,Velez1744.n0082.sg01.s01,1,ad dece annos,,,"i, post"
ad,lilaLemma:87344,Velez,Velez1744.n0082.e01,Velez1744.n0082.sg01,Velez1744.n0082.sg01.s02,2,ad eum nuncium commoti sunt omnes,,,"i, audito eo nuntio"
ad,lilaLemma:87344,Velez,Velez1744.n0082.e01,Velez1744.n0082.sg01,Velez1744.n0082.sg01.s02,2,"ad extremum, ad postremum, ad ultimum",,,"i, denique, vel postremò"
ad,lilaLemma:87344,Faria,Faria1994.n00519.e01,Faria1994.n00519.sg01,Faria1994.n00519.sg01.s02,2,"ad Genavam pervenit Cés. B. Gal. 1, 7, 1 “chegou às vizinhanças de Genebra.”",,,
ad,lilaLemma:87344,Velez,Velez1744.n0082.e01,Velez1744.n0082.sg01,Velez1744.n0082.sg01.s01,1,ad haec mala hoc mihi accedit etiam,,,"i, praeter"
ad,lilaLemma:87344,Faria,Faria1994.n00519.e01,Faria1994.n00519.sg01,Faria1994.n00519.sg01.s03,3,"ad hanc diem Cíc. Cat. 3, 17 “até hoje”; ad vesperam Cíc. Cat 2, 6 “pela tarde”; ad annum Cíc. At. 5, 2, 1 “dentro de um ano”.",,,
locus,lilaLemma:110019,Faria,Faria1994.n18255.e01,Faria1994.n18255.sg01,Faria1994.n18255.sg01.s06,6,"ad id locorum Sal. B. Jug. 63,6 «até este momento, até então»: postea loci Sal. B. Jug. 102. 1 «depois disso. i.e. em seguida».",,,
ad,lilaLemma:87344,Velez,Velez1744.n0082.e01,Velez1744.n0082.sg01,Velez1744.n0082.sg01.s02,2,ad integrum,,,"i, integrè"
ad,lilaLemma:87344,Velez,Velez1744.n0082.e01,Velez1744.n0082.sg01,Velez1744.n0082.sg01.s03,3,ad limina custos,,o porteiro,
ad,lilaLemma:87344,Velez,Velez1744.n0082.e01,Velez1744.n0082.sg01,Velez1744.n0082.sg01.s02,2,ad liquidum ueritas explorata,,diliquidou-se a verdade,
ad,lilaLemma:87344,Velez,Velez1744.n0082.e01,Velez1744.n0082.sg01,Velez1744.n0082.sg01.s03,3,ad manus seruus,,,qui & à manu
sum,lilaLemma:126689,Saraiva,Saraiva1910.xSum,Saraiva1910.xSum.sg01,Saraiva1910.xSum.sg01.s03,3,ad me bene mane Dionysius fuit,Cic,Dionysio veiu a minha casa de manham cedo,
ad,lilaLemma:87344,Velez,Velez1744.n0082.e01,Velez1744.n0082.sg01,Velez1744.n0082.sg01.s01,1,ad me fuit bene mane,,"esteve comigo, ou em minha casa muito cedo",
modus,lilaLemma:112553,Fonseca,Fonseca1798.n18504.e01,Fonseca1798.n18504.sg01,Fonseca1798.n18504.sg01.s99,X,ad modos tibicinis saltare,Liv,Dançar ao som da frauta,
ad,lilaLemma:87344,Velez,Velez1744.n0082.e01,Velez1744.n0082.sg01,Velez1744.n0082.sg01.s02,2,"ad multam noctem, ad uesperum",,,
ad,lilaLemma:87344,Faria,Faria1994.n00519.e01,Faria1994.n00519.sg01,Faria1994.n00519.sg01.s07,7,"ad naturam Cíc. Fin. 1, 30 “segundo a natureza”.",,,
ad,lilaLemma:87344,Faria,Faria1994.n00519.e01,Faria1994.n00519.sg01,Faria1994.n00519.sg01.s05,5,"ad omnes casus Cés. B. Gal. 4, 31, 2 “em vista de todas as eventualidades”.",,,
ad,lilaLemma:87344,Velez,,,Velez1744.n2665.sg01.s01,1,ad postremum,,finalmente,
postremus,lilaLemma:118612,Velez,,,Velez1744.n2665.sg01.s01,1,ad postremum,,finalmente,
ius,lilaLemma:109252,Faria,Faria1994.n17271.e01,Faria1994.n17271.sg01,Faria1994.n17271.sg01.s03,3,"ad praetorem in jus adire Cíc. Verr. 4, 147 “apresentar-se à justiça ao tribunal, diante do pretoi”.",,,
uenio,lilaLemma:129790,Saraiva,Saraiva1910.xVenio,Saraiva1910.xVenio.sg01,Saraiva1910.xVenio.sg01.s07,7,ad quem dolor ueniat,Cic,O que está sujeito á dor,
que,lilaLemma:131416,Faria,Faria1994.n26527.e01,Faria1994.n26527.sg01,Faria1994.n26527.sg01.s02,2,"ad Rhenum finesque Germanorum contendere Cés. B. Gal. 1, 27, 4 ‘dirigir-se para o Reno, isto é, para o território dos germanos’.",,,
ad,lilaLemma:87344,Velez,Velez1744.n0082.e01,Velez1744.n0082.sg01,Velez1744.n0082.sg01.s01,1,ad Senatorem relicti,,,"i, domi Senatoris"
fero,lilaLemma:103126,Velez,Velez1744.n1337.e01,Velez1744.n1337.sg01,Velez1744.n1337.sg01.s99,X,"ad Senatum, uel ad pópulum ferre",,"consultar o Senado, ou povo sobre alguma cousa",
ad,lilaLemma:87344,Velez,,,Velez1744.n3288.sg10.s01,1,ad summum,,quando muito,
summus,lilaLemma:126705,Velez,,,Velez1744.n3288.sg10.s01,1,ad summum,,quando muito,
tempus,lilaLemma:127522,Faria,Faria1994.n31440.e01,Faria1994.n31440.sg01,Faria1994.n31440.sg01.s10,10,"Ad tempus ‘a propósito, momentaneamente’ Cíc. At. 13. 45. 2.",,,
uenio,lilaLemma:129790,Saraiva,Saraiva1910.xVenio,Saraiva1910.xVenio.sg01,Saraiva1910.xVenio.sg01.s13,13,ad tormenta seruorum ueniri oportet,Ulp,É mister que os escravos sejam postos a tractos,
ad,lilaLemma:87344,Velez,Velez1744.n0082.e01,Velez1744.n0082.sg01,Velez1744.n0082.sg01.s02,2,ad unguem,,,"i, exquisitâ diligentiâ, & curâ exactissimâ"
unus,lilaLemma:85636,Fonseca,Fonseca1798.n32114.e01,Fonseca1798.n32114.sg01,Fonseca1798.n32114.sg01.s99,X,ad unum,Cic,"Geralmente, sem escapar hum só",
ad,lilaLemma:87344,Velez,Velez1744.n0082.e01,Velez1744.n0082.sg01,Velez1744.n0082.sg01.s02,2,ad unum omnes,,,"i, nullo excepto"
uerbum,lilaLemma:131057,Faria,Faria1994.n33544.e01,Faria1994.n33544.sg01,Faria1994.n33544.sg01.s05,5,"Ad verbum Cíc. Fin. 1, 4 ‘palavra por palavra’.",,,
do,lilaLemma:99970,Saraiva,Saraiva1910.xDo,Saraiva1910.xDo.sg01,Saraiva1910.xDo.sg01.s06,6,adeo depexum dabo,Ter,Eu o tosarei bem,
an,lilaLemma:88828,Faria,Faria1994.n02014.e01,Faria1994.n02014.sg01,Faria1994.n02014.sg01.s01,1,"adeone me delirare censes. ut ista esse credam? - an tu haec non credis? Cíc. Tusc. 1, 10 «julga-me delirar a tal ponto que creia que isto existe? - ou porventura não crês nisto?».",,,
facio,lilaLemma:102758,Saraiva,Saraiva1910.xFacio,Saraiva1910.xFacio.sg01,Saraiva1910.xFacio.sg01.s01,1,admirans cur ita faceret,Cic,Admirado de que assim procedesse,
ad,lilaLemma:87344,Velez,,,Velez1744.n0107.sg01.s01,1,admodum,Adverb. quasi dicas supra modum.,muito demasiadamente,
modus,lilaLemma:112553,Velez,,,Velez1744.n0107.sg01.s01,1,admodum,Adverb. quasi dicas supra modum.,muito demasiadamente,
ad,lilaLemma:87344,Velez,,,Velez1744.n0107.sg01.s02,2,admodum,Adverb.,,"ponitur etiam pro sane, vel oppidò"
modus,lilaLemma:112553,Velez,,,Velez1744.n0107.sg01.s02,2,admodum,Adverb.,,"ponitur etiam pro sane, vel oppidò"
ad,lilaLemma:87344,Velez,,,Velez1744.n0107.sg01.s03,3,admodum,Adverb.,,"quandoque significat aliquantulum, sive satis; quasi secundùm rationem"
modus,lilaLemma:112553,Velez,,,Velez1744.n0107.sg01.s03,3,admodum,Adverb.,,"quandoque significat aliquantulum, sive satis; quasi secundùm rationem"
ad,lilaLemma:87344,Velez,,,Velez1744.n0107.sg01.s04,4,admodum,Adverb.,,"interdum valet idem, atque propemodum, vel ferè"
modus,lilaLemma:112553,Velez,,,Velez1744.n0107.sg01.s04,4,admodum,Adverb.,,"interdum valet idem, atque propemodum, vel ferè"
habeo,lilaLemma:105044,Saraiva,Saraiva1910.xHabeo,Saraiva1910.xHabeo.sg01,Saraiva1910.xHabeo.sg01.s13,13,adolescens qui hic habet,Plaut,O moço que mora aqui,
habeo,lilaLemma:105044,Saraiva,Saraiva1910.xHabeo,Saraiva1910.xHabeo.sg01,Saraiva1910.xHabeo.sg01.s01,1,aduentus eius habuit interitum equitatûs,Cic,Á sua chegada foi derrotada a cavallaria,
facio,lilaLemma:102758,Saraiva,Saraiva1910.xFacio,Saraiva1910.xFacio.sg01,Saraiva1910.xFacio.sg01.s11,11,aduersus stomachi dolorem facere,Scrib,Sêr bom contra as dores do estomago,
sum,lilaLemma:126689,Saraiva,Saraiva1910.xSum,Saraiva1910.xSum.sg01,Saraiva1910.xSum.sg01.s05,5,æger erat,Nep,Estava doente,
facio,lilaLemma:102758,Velez,Velez1744.n1303.e01,Velez1744.n1303.sg01,Velez1744.n1303.sg01.s99,X,aegre alicui facere,,molestar,
habeo,lilaLemma:105044,Velez,Velez1744.n1491.e01,Velez1744.n1491.sg01,Velez1744.n1491.sg01.s99,X,aegre habere,,levar mal,
sum,lilaLemma:126689,Saraiva,Saraiva1910.xSum,Saraiva1910.xSum.sg01,Saraiva1910.xSum.sg01.s01,1,"ægritudine, id est miseria",Cic,"Pelo pezar, i. é, pela desgraça",
do,lilaLemma:99970,Saraiva,Saraiva1910.xDo,Saraiva1910.xDo.sg01,Saraiva1910.xDo.sg01.s09,9,æneas eripuisse datur…,Ov,Diz-se que Eneas tirára…,
ago,lilaLemma:88140,Saraiva,Saraiva1910.xAgo,Saraiva1910.xAgo.sg01,Saraiva1910.xAgo.sg01.s01,1,æneas se agebat,Virg,Eneas avançava,
aequus,lilaLemma:87765,Velez,,,Velez1744.n0165.sg01.s01,1,aequi bonifacere,,lançar á boa parte,
aequus,lilaLemma:87765,Velez,,,Velez1744.n0165.sg01.s01,1,aequi bonique facere,,lançar á boa parte,
bonus,lilaLemma:91782,Velez,,,Velez1744.n0165.sg01.s01,1,aequi bonique facere,,lançar á boa parte,
que,lilaLemma:131416,Velez,,,Velez1744.n0165.sg01.s01,1,aequi bonique facere,,lançar á boa parte,
facio,lilaLemma:102758,Velez,,,Velez1744.n0165.sg01.s01,1,aequi bonique facere,,lançar á boa parte,
uenio,lilaLemma:129790,Saraiva,Saraiva1910.xVenio,Saraiva1910.xVenio.sg01,Saraiva1910.xVenio.sg01.s06,6,aer per patefacta uenit foramina,Lucr,O ar introduz-se pelas aberturas,
fides,lilaLemma:103260,Velez,Velez1744.n1345.e01,Velez1744.n1345.sg01,Velez1744.n1345.sg01.s99,X,"affecta, uel afflicta fides",,,"i, laesa"
ago,lilaLemma:88140,Saraiva,Saraiva1910.xAgo,Saraiva1910.xAgo.sg01,Saraiva1910.xAgo.sg01.s07,7,africa quæ procul a mari agebat,Sall,A parte d’Aírica que estava distante do mar,
ago,lilaLemma:88140,Saraiva,Saraiva1910.xAgo,Saraiva1910.xAgo.sg01,Saraiva1910.xAgo.sg01.s05,5,agendi tempus,Cic,"Tempo, occasião, ensejo de obrar",
sum,lilaLemma:126689,Saraiva,Saraiva1910.xSum,Saraiva1910.xSum.sg01,Saraiva1910.xSum.sg01.s07,7,ager nunc multo pluris est quam tunc fuit,Cic,As terras são hoje de mais valor do que então,
ago,lilaLemma:88140,Saraiva,Saraiva1910.xAgo,Saraiva1910.xAgo.sg01,Saraiva1910.xAgo.sg01.s09,9,agere aduersus testamentum,Marcian,Contestar um testamento,
ago,lilaLemma:88140,Saraiva,Saraiva1910.xAgo,Saraiva1910.xAgo.sg01,Saraiva1910.xAgo.sg01.s07,7,agere ætatem,Cic,Passar a vida,
ago,lilaLemma:88140,Saraiva,Saraiva1910.xAgo,Saraiva1910.xAgo.sg01,Saraiva1910.xAgo.sg01.s01,1,agere aliquem ante currum,Stat,Fazer andar alguem adiante do carro,
ago,lilaLemma:88140,Saraiva,Saraiva1910.xAgo,Saraiva1910.xAgo.sg01,Saraiva1910.xAgo.sg01.s02,2,agere aliquem transuersum,Sall,"Desviar alguem do bom caminho, arrastal-o para o mal",
ago,lilaLemma:88140,Saraiva,Saraiva1910.xAgo,Saraiva1910.xAgo.sg01,Saraiva1910.xAgo.sg01.s05,5,agere aliquid,Cic,Fazer uma coisa,
ago,lilaLemma:88140,Saraiva,Saraiva1910.xAgo,Saraiva1910.xAgo.sg01,Saraiva1910.xAgo.sg01.s13,13,agere amicum imperatoris,Tac,Sêr favorito do imperador,
ago,lilaLemma:88140,Saraiva,Saraiva1910.xAgo,Saraiva1910.xAgo.sg01,Saraiva1910.xAgo.sg01.s03,3,agere animam,Cic,"Perder a vida, expirar",
ago,lilaLemma:88140,Velez,Velez1744.n0201.e01,Velez1744.n0201.sg01,Velez1744.n0201.sg01.s99,X,agere animam,,agonizar,"i, morti proximum esse"
ago,lilaLemma:88140,Saraiva,Saraiva1910.xAgo,Saraiva1910.xAgo.sg01,Saraiva1910.xAgo.sg01.s07,7,agere annum octogesimum,Cic,"Ter oitenta annos de edade, andar n’elles",
ago,lilaLemma:88140,Saraiva,Saraiva1910.xAgo,Saraiva1910.xAgo.sg01,Saraiva1910.xAgo.sg01.s14,14,agere arbitria pacis bellique,Liv,Dispôr da paz e da guerra,
ago,lilaLemma:88140,Saraiva,Saraiva1910.xAgo,Saraiva1910.xAgo.sg01,Saraiva1910.xAgo.sg01.s12,12,agere bellum,Nep,"Dirigir, administrar a guerra",
ago,lilaLemma:88140,Saraiva,Saraiva1910.xAgo,Saraiva1910.xAgo.sg01,Saraiva1910.xAgo.sg01.s14,14,agere bonorum supplicia,A.-Vict,Pôr á morte as pessoas de bem,
ago,lilaLemma:88140,Saraiva,Saraiva1910.xAgo,Saraiva1910.xAgo.sg01,Saraiva1910.xAgo.sg01.s09,9,agere causa,Tac,Discutir o direito,
ago,lilaLemma:88140,Saraiva,Saraiva1910.xAgo,Saraiva1910.xAgo.sg01,Saraiva1910.xAgo.sg01.s09,9,agere causam,Cic,Advogar uma causa,
ago,lilaLemma:88140,Saraiva,Saraiva1910.xAgo,Saraiva1910.xAgo.sg01,Saraiva1910.xAgo.sg01.s14,14,agere censum,Suet,Fazer o recenseamento,
ago,lilaLemma:88140,Saraiva,Saraiva1910.xAgo,Saraiva1910.xAgo.sg01,Saraiva1910.xAgo.sg01.s14,14,agere centurionatum,Tac,Passar revista aos centuriões,
ago,lilaLemma:88140,Saraiva,Saraiva1910.xAgo,Saraiva1910.xAgo.sg01,Saraiva1910.xAgo.sg01.s02,2,agere ceruum,Virg,"Acoçar, perseguir um viado",
ago,lilaLemma:88140,Saraiva,Saraiva1910.xAgo,Saraiva1910.xAgo.sg01,Saraiva1910.xAgo.sg01.s06,6,agere cogitationem parricidalem,Quint,Meditar um parricidio,
ago,lilaLemma:88140,Saraiva,Saraiva1910.xAgo,Saraiva1910.xAgo.sg01,Saraiva1910.xAgo.sg01.s12,12,agere consulatum,Quint,"Exercer o consulado, sêr consul",
ago,lilaLemma:88140,Velez,Velez1744.n0201.e01,Velez1744.n0201.sg01,Velez1744.n0201.sg01.s99,X,"agere consulem, senatorem, bonum ciuem",,,"i, fungi officio consulis, senatoris, & boni civis"
ago,lilaLemma:88140,Saraiva,Saraiva1910.xAgo,Saraiva1910.xAgo.sg01,Saraiva1910.xAgo.sg01.s08,8,agere cum populo,Cic,"Dirigir-se ao povo, apresentando um projecto",
