lemma,lila_id,source,entry_id,senseGroup,sense_id,sense_prefix,example_text,example_prenote,example_trad,example_posnote
habeo,lilaLemma:105044,Fonseca,Fonseca1798.n13130.e01,Fonseca1798.n13130.sg01,Fonseca1798.n13130.sg01.s99,X,habere male,Cic,Estar doente,
habeo,lilaLemma:105044,Saraiva,Saraiva1910.xHabeo,Saraiva1910.xHabeo.sg01,Saraiva1910.xHabeo.sg01.s07,7,habere miserrimum,Fronto,"Desassocegar, inquietar; preoccupar alguem; fazel-o mui infeliz",
habeo,lilaLemma:105044,Saraiva,Saraiva1910.xHabeo,Saraiva1910.xHabeo.sg01,Saraiva1910.xHabeo.sg01.s03,3,habere modum,Sall,"Guardar melindre, ter consideração a",
habeo,lilaLemma:105044,Saraiva,Saraiva1910.xHabeo,Saraiva1910.xHabeo.sg01,Saraiva1910.xHabeo.sg01.s01,1,habere motum,Cic,Sêr dotado de movimento,
habeo,lilaLemma:105044,Saraiva,Saraiva1910.xHabeo,Saraiva1910.xHabeo.sg01,Saraiva1910.xHabeo.sg01.s16,16,habere necesse,,,Ved. estas palavras
habeo,lilaLemma:105044,Saraiva,Saraiva1910.xHabeo,Saraiva1910.xHabeo.sg01,Saraiva1910.xHabeo.sg01.s09,9,habere nefas,Cic,Ter como uma impiedade…,
habeo,lilaLemma:105044,Saraiva,Saraiva1910.xHabeo,Saraiva1910.xHabeo.sg01,Saraiva1910.xHabeo.sg01.s16,16,habere negotium,,,Ved. estas palavras
habeo,lilaLemma:105044,Saraiva,Saraiva1910.xHabeo,Saraiva1910.xHabeo.sg01,Saraiva1910.xHabeo.sg01.s01,1,habere odium in aliquem,Cic,Ter odio a alguem,
habeo,lilaLemma:105044,Saraiva,Saraiva1910.xHabeo,Saraiva1910.xHabeo.sg01,Saraiva1910.xHabeo.sg01.s06,6,habere omnium amorem,Nep,Ter a affeição de todos,
habeo,lilaLemma:105044,Saraiva,Saraiva1910.xHabeo,Saraiva1910.xHabeo.sg01,Saraiva1910.xHabeo.sg01.s16,16,habere opinionem,,,Ved. estas palavras
habeo,lilaLemma:105044,Saraiva,Saraiva1910.xHabeo,Saraiva1910.xHabeo.sg01,Saraiva1910.xHabeo.sg01.s16,16,habere opus,,,Ved. estas palavras
habeo,lilaLemma:105044,Saraiva,Saraiva1910.xHabeo,Saraiva1910.xHabeo.sg01,Saraiva1910.xHabeo.sg01.s12,12,habere orationem,Plaut,pronunciar um discurso,
habeo,lilaLemma:105044,Saraiva,Saraiva1910.xHabeo,Saraiva1910.xHabeo.sg01,Saraiva1910.xHabeo.sg01.s16,16,habere parum,Sall,Não se contentar com,
habeo,lilaLemma:105044,Fonseca,Fonseca1798.n13130.e01,Fonseca1798.n13130.sg01,Fonseca1798.n13130.sg01.s99,X,habere perspectum,Cic,Fazer escrupulo de consciencia,
habeo,lilaLemma:105044,Saraiva,Saraiva1910.xHabeo,Saraiva1910.xHabeo.sg01,Saraiva1910.xHabeo.sg01.s05,5,habere præcipuo honore,Cæs,Tractar alguem com muita consideração,
habeo,lilaLemma:105044,Saraiva,Saraiva1910.xHabeo,Saraiva1910.xHabeo.sg01,Saraiva1910.xHabeo.sg01.s05,5,habere prædæ magistratum,Sall,Valer-se da magistratura para roubar,
habeo,lilaLemma:105044,Fonseca,Fonseca1798.n13130.e01,Fonseca1798.n13130.sg01,Fonseca1798.n13130.sg01.s99,X,habere pro certo,Cic,Fazer escrupulo de consciencia,
habeo,lilaLemma:105044,Fonseca,Fonseca1798.n13130.e01,Fonseca1798.n13130.sg01,Fonseca1798.n13130.sg01.s99,X,habere pro comperto,Cic,Fazer escrupulo de consciencia,
habeo,lilaLemma:105044,Fonseca,Fonseca1798.n13130.e01,Fonseca1798.n13130.sg01,Fonseca1798.n13130.sg01.s99,X,habere pro stercore,Plaut,"Desprezar, fazer pouco caso",
habeo,lilaLemma:105044,Saraiva,Saraiva1910.xHabeo,Saraiva1910.xHabeo.sg01,Saraiva1910.xHabeo.sg01.s12,12,habere querellam de aliquo,Cic,Queixar-se de alguem,
habeo,lilaLemma:105044,Saraiva,Saraiva1910.xHabeo,Saraiva1910.xHabeo.sg01,Saraiva1910.xHabeo.sg01.s16,16,habere rationem,,,Ved. estas palavras
ratio,lilaLemma:121458,Fonseca,Fonseca1798.n25265.e01,Fonseca1798.n25265.sg01,Fonseca1798.n25265.sg01.s99,X,habere rationem alicuius in comitiis,Liv,Propôr alguem para ser eleito em alguma assemblea,
habeo,lilaLemma:105044,Fonseca,Fonseca1798.n13130.e01,Fonseca1798.n13130.sg01,Fonseca1798.n13130.sg01.s99,X,habere rationem cum terra,Cic,Cultivar a terra,
habeo,lilaLemma:105044,Velez,Velez1744.n1491.e01,Velez1744.n1491.sg01,Velez1744.n1491.sg01.s99,X,"habere rationem salutis, honoris, & c",,"ter conta ou cuidado da saude, etc",
habeo,lilaLemma:105044,Saraiva,Saraiva1910.xHabeo,Saraiva1910.xHabeo.sg01,Saraiva1910.xHabeo.sg01.s16,16,habere religioni,Cic,Ter escrupulo de,
habeo,lilaLemma:105044,Fonseca,Fonseca1798.n13130.e01,Fonseca1798.n13130.sg01,Fonseca1798.n13130.sg01.s99,X,habere religioni,Cic,Fazer escrupulo de consciencia,
habeo,lilaLemma:105044,Saraiva,Saraiva1910.xHabeo,Saraiva1910.xHabeo.sg01,Saraiva1910.xHabeo.sg01.s16,16,habere rem,,,etc. Ved. estas palavras
habeo,lilaLemma:105044,Saraiva,Saraiva1910.xHabeo,Saraiva1910.xHabeo.sg01,Saraiva1910.xHabeo.sg01.s05,5,habere remp. quæstui,Cic,"Traficar com as coisas publicas, valer-se d’ellas para lucrar",
habeo,lilaLemma:105044,Saraiva,Saraiva1910.xHabeo,Saraiva1910.xHabeo.sg01,Saraiva1910.xHabeo.sg01.s16,16,habere satis,Cic. Nep,"Ter por bastante, contentar-se com",
habeo,lilaLemma:105044,Saraiva,Saraiva1910.xHabeo,Saraiva1910.xHabeo.sg01,Saraiva1910.xHabeo.sg01.s12,12,habere senatum,Cic,Convocar o senado,
habeo,lilaLemma:105044,Saraiva,Saraiva1910.xHabeo,Saraiva1910.xHabeo.sg01,Saraiva1910.xHabeo.sg01.s12,12,habere sermonem,Cic,Ter uma conversação,
habeo,lilaLemma:105044,Saraiva,Saraiva1910.xHabeo,Saraiva1910.xHabeo.sg01,Saraiva1910.xHabeo.sg01.s01,1,habere spem in aliquo,Nep,Pôr a sua esperança em alguem,
habeo,lilaLemma:105044,Saraiva,Saraiva1910.xHabeo,Saraiva1910.xHabeo.sg01,Saraiva1910.xHabeo.sg01.s12,12,habere supplicationes,Liv,Fazer preces publicas,
habeo,lilaLemma:105044,Saraiva,Saraiva1910.xHabeo,Saraiva1910.xHabeo.sg01,Saraiva1910.xHabeo.sg01.s06,6,habere suspicionem,Nep,Causar suspeita,
habeo,lilaLemma:105044,Saraiva,Saraiva1910.xHabeo,Saraiva1910.xHabeo.sg01,Saraiva1910.xHabeo.sg01.s01,1,habere turpitudinem,Cic,Sêr vergonhoso; infamante,
habeo,lilaLemma:105044,Saraiva,Saraiva1910.xHabeo,Saraiva1910.xHabeo.sg01,Saraiva1910.xHabeo.sg01.s12,12,habere uerba,Cic,Fallar;,
habeo,lilaLemma:105044,Velez,Velez1744.n1491.e01,Velez1744.n1491.sg01,Velez1744.n1491.sg01.s99,X,habere uerba,,fallar,
habeo,lilaLemma:105044,Saraiva,Saraiva1910.xHabeo,Saraiva1910.xHabeo.sg01,Saraiva1910.xHabeo.sg01.s11,11,habere uitam in obscuro,Sall,Passar a vida na obscuridade,
habeo,lilaLemma:105044,Saraiva,Saraiva1910.xHabeo,Saraiva1910.xHabeo.sg01,Saraiva1910.xHabeo.sg01.s06,6,haberes magnum adiutorem,Hor,Encontrarias em mim um bom auxiliador,
habeo,lilaLemma:105044,Saraiva,Saraiva1910.xHabeo,Saraiva1910.xHabeo.sg01,Saraiva1910.xHabeo.sg01.s04,4,habes,Ter,"Tu bem sabes, é isto",
habeo,lilaLemma:105044,Saraiva,Saraiva1910.xHabeo,Saraiva1910.xHabeo.sg01,Saraiva1910.xHabeo.sg01.s04,4,habes ea quæ disputant…,Cic,Aqui tens o que elles discorrem,
habeo,lilaLemma:105044,Saraiva,Saraiva1910.xHabeo,Saraiva1910.xHabeo.sg01,Saraiva1910.xHabeo.sg01.s04,4,habes nostra consilia,Cic,Tu sabes nossas intenções,
habeo,lilaLemma:105044,Saraiva,Saraiva1910.xHabeo,Saraiva1910.xHabeo.sg01,Saraiva1910.xHabeo.sg01.s04,4,habes nostras sententias,Suet,Conheces nosso pensamento,
habeo,lilaLemma:105044,Saraiva,Saraiva1910.xHabeo,Saraiva1910.xHabeo.sg01,Saraiva1910.xHabeo.sg01.s04,4,habes omnem rem,Ter,Agora sabes tudo,
habeo,lilaLemma:105044,Saraiva,Saraiva1910.xHabeo,Saraiva1910.xHabeo.sg01,Saraiva1910.xHabeo.sg01.s01,1,habesne hominem?,Ter,Encontraste o homem? Tens o homem debaixo de mão?,
habeo,lilaLemma:105044,Saraiva,Saraiva1910.xHabeo,Saraiva1910.xHabeo.sg01,Saraiva1910.xHabeo.sg01.s06,6,habet,Sen. tr,Está ferido um gladiador na lucta;,
habeo,lilaLemma:105044,Saraiva,Saraiva1910.xHabeo,Saraiva1910.xHabeo.sg01,Saraiva1910.xHabeo.sg01.s06,6,habet,Sen. tr,"Está apanhado, está vencido",
habeo,lilaLemma:105044,Saraiva,Saraiva1910.xHabeo,Saraiva1910.xHabeo.sg01,Saraiva1910.xHabeo.sg01.s01,1,habet luctum concursus hominum,Cic,A concurrencia de gente aggrava a dôr,
habeo,lilaLemma:105044,Velez,Velez1744.n1491.e01,Velez1744.n1491.sg01,Velez1744.n1491.sg01.s99,X,habeto,,,"i, ita tibi persuadeto"
habeo,lilaLemma:105044,Saraiva,Saraiva1910.xHabeo,Saraiva1910.xHabeo.sg01,Saraiva1910.xHabeo.sg01.s08,8,habui quæ dicerem,Cic,É isto o que eu tinha a dizer,
lex,lilaLemma:110351,Velez,Velez1744.n1959.e01,Velez1744.n1959.sg01,Velez1744.n1959.sg01.s01,1,hac lege tibi meam astringo fidem,,"com esta condiçaõ, & c",
fero,lilaLemma:103126,Saraiva,Saraiva1910.xFero,Saraiva1910.xFero.sg01,Saraiva1910.xFero.sg01.s08,8,hæc ætas perfectum oratorem tulit,Cic,Este seculo produziu um orador perfeito,
sum,lilaLemma:126689,Saraiva,Saraiva1910.xSum,Saraiva1910.xSum.sg01,Saraiva1910.xSum.sg01.s09,9,hæc ciuitas tibi prædæ fuit,Cic,Esta cidade foi para ti uma presa,
habeo,lilaLemma:105044,Saraiva,Saraiva1910.xHabeo,Saraiva1910.xHabeo.sg01,Saraiva1910.xHabeo.sg01.s08,8,hæc habui dicere,Cic,É isto o que eu tinha a dizer,
sum,lilaLemma:126689,Saraiva,Saraiva1910.xSum,Saraiva1910.xSum.sg01,Saraiva1910.xSum.sg01.s01,1,hæc sunt quæ clamores efficiunt,Cic,São estas as coisas que levantam os clamores,
habeo,lilaLemma:105044,Saraiva,Saraiva1910.xHabeo,Saraiva1910.xHabeo.sg01,Saraiva1910.xHabeo.sg01.s03,3,hæc tecum habeto,Cic,"Guarda isto para ti, guarda segredo á cerca d’disto, não reveles isto",
uox,lilaLemma:130806,Fonseca,Fonseca1798.n32220.e01,Fonseca1798.n32220.sg01,Fonseca1798.n32220.sg01.s99,X,haec una uox omnium est,Cic,"He fama publica, todos assim o dizem a huma voz",
uenio,lilaLemma:129790,Fonseca,Fonseca1798.n31367.e01,Fonseca1798.n31367.sg01,Fonseca1798.n31367.sg01.s99,X,haereditas mihi uenit a patre,Cic,Tive huma herança de meu pai,
hic,lilaLemma:105455,Faria,Faria1994.n14396.e01,Faria1994.n14396.sg01,Faria1994.n14396.sg01.s02,2,"hanc audaciam! Cíc. Verr. 5, 62 “uma tal audácia”.",,,
fero,lilaLemma:103126,Saraiva,Saraiva1910.xFero,Saraiva1910.xFero.sg01,Saraiva1910.xFero.sg01.s05,5,hanc sine me spem ferre,Virg,Deixa-me levar esta esperança,
uolo,lilaLemma:130745,Saraiva,Saraiva1910.xVolo,Saraiva1910.xVolo.sg01,Saraiva1910.xVolo.sg01.s04,4,hasta letum utrique uolens,Stat,Lança que tinha de dar a morte a ambos,
pro,lilaLemma:118468,Velez,Velez1744.n2748.e01,Velez1744.n2748.sg01,Velez1744.n2748.sg01.s03,3,hasta posita pro aede Jouis,,posta diante do templo,
facio,lilaLemma:102758,Velez,Velez1744.n1303.e01,Velez1744.n1303.sg01,Velez1744.n1303.sg01.s99,X,haud muto factum,,"naõ me arrependo, naõ mudo de parecer",
haud,lilaLemma:105206,Velez,,,Velez1744.n1502.sg10.s01,1,haudquaquam,,de nenhum modo,
quisquam,lilaLemma:121315,Velez,,,Velez1744.n1502.sg10.s01,1,haudquaquam,,de nenhum modo,
debeo,lilaLemma:97963,Saraiva,Saraiva1910.xDebeo,Saraiva1910.xDebeo.sg01,Saraiva1910.xDebeo.sg01.s03,3,herculeis deberi telis,V. Fl,Dever ser morto pelas flechas de Hercules,
uolo,lilaLemma:130745,Saraiva,Saraiva1910.xVolo,Saraiva1910.xVolo.sg01,Saraiva1910.xVolo.sg01.s02,2,"heu heu, quid uolui!",Virg,Ai! que pretendi eu! ou que desejos foram os meus!,
facio,lilaLemma:102758,Saraiva,Saraiva1910.xFacio,Saraiva1910.xFacio.sg01,Saraiva1910.xFacio.sg01.s03,3,hi consules facti sunt,Liv,Estes foram nomeados consules,
ago,lilaLemma:88140,Velez,Velez1744.n0201.e01,Velez1744.n0201.sg01,Velez1744.n0201.sg01.s99,X,hic annus agitur tertius,,vaó correndo os tres annos,"i, in cursu est"
sum,lilaLemma:126689,Saraiva,Saraiva1910.xSum,Saraiva1910.xSum.sg01,Saraiva1910.xSum.sg01.s05,5,hic annus censuræ initium fuit,Liv,Este anno foi o começo da censura,
atque,lilaLemma:90490,Velez,Velez1744.n0427.e01,Velez1744.n0427.sg01,Velez1744.n0427.sg01.s03,3,"hic est alio ingenio, atque tu",,"este tem differente condiçaõ, do que vos",
hic,lilaLemma:105455,Faria,Faria1994.n14396.e01,Faria1994.n14396.sg01,Faria1994.n14396.sg01.s04,4,hic est ille Demosthenes Cíc. Tusc. 5. 103 “eis o famoso Demóstenes”.,,,
uenio,lilaLemma:129790,Saraiva,Saraiva1910.xVenio,Saraiva1910.xVenio.sg01,Saraiva1910.xVenio.sg01.s05,5,hic segetes illic ueniunt uuæ,Virg,"Aqui crescem as searas, alli as uvas",
uenio,lilaLemma:129790,Saraiva,Saraiva1910.xVenio,Saraiva1910.xVenio.sg01,Saraiva1910.xVenio.sg01.s09,9,hinc uaria uenere artes,Virg,D’aqui nasceram varias artes,
ab,lilaLemma:86824,Cardoso,Cardoso1570.n00003.e01,Cardoso1570.n00003.sg01,Cardoso1570.n00003.sg01.s01,1,hoc abs te peto,,Isto vos peço,
ago,lilaLemma:88140,Saraiva,Saraiva1910.xAgo,Saraiva1910.xAgo.sg01,Saraiva1910.xAgo.sg01.s14,14,hoc agam,Ter,"Eu me carregarei d’isso, tomarei isso ao meu cuidado",
ago,lilaLemma:88140,Saraiva,Saraiva1910.xAgo,Saraiva1910.xAgo.sg01,Saraiva1910.xAgo.sg01.s14,14,hoc age,Suet,"Tem cuidado, põe-te em guarda, olha por ti",
ago,lilaLemma:88140,Saraiva,Saraiva1910.xAgo,Saraiva1910.xAgo.sg01,Saraiva1910.xAgo.sg01.s02,2,hoc aguntur animalia,Solin,Os animaes gostam d’isto,
possum,lilaLemma:118569,Saraiva,Saraiva1910.xPossum,Saraiva1910.xPossum.sg01,Saraiva1910.xPossum.sg01.s01,1,hoc amplius si quid poteris,Cic,Se poderes mais do que isto,
apud,lilaLemma:89686,Velez,Velez1744.n0347.e01,Velez1744.n0347.sg01,Velez1744.n0347.sg01.s01,1,hoc apud Ciceronem legi,,li isto em Cicero,
apud,lilaLemma:89686,Velez,Velez1744.n0347.e01,Velez1744.n0347.sg01,Velez1744.n0347.sg01.s01,1,hoc apud me,,isto està em meu poder,
audio,lilaLemma:90641,Velez,Velez1744.n0443.e01,Velez1744.n0443.sg01,Velez1744.n0443.sg01.s01,1,"hoc audiui a, uel e, uel de, uel ex patre meo",,,
sum,lilaLemma:126689,Saraiva,Saraiva1910.xSum,Saraiva1910.xSum.sg01,Saraiva1910.xSum.sg01.s01,1,hoc est,Sall. Plin,"Isto é, convem a saber",
habeo,lilaLemma:105044,Saraiva,Saraiva1910.xHabeo,Saraiva1910.xHabeo.sg01,Saraiva1910.xHabeo.sg01.s06,6,hoc habet,Plaut. Virg,Está ferido um gladiador na lucta;,
habeo,lilaLemma:105044,Saraiva,Saraiva1910.xHabeo,Saraiva1910.xHabeo.sg01,Saraiva1910.xHabeo.sg01.s06,6,hoc habet,Plaut. Virg,"Está apanhado, está vencido",
uolo,lilaLemma:130745,Saraiva,Saraiva1910.xVolo,Saraiva1910.xVolo.sg01,Saraiva1910.xVolo.sg01.s02,2,hoc ipsum uelle miserius duco…,Cic,Acho que é maior desgraça ter taes desejos…,
magis,lilaLemma:111271,Faria,Faria1994.n18702.e01,Faria1994.n18702.sg01,Faria1994.n18702.sg01.s07,7,"hoc magis Cés. B. Civ. 2, 20 “tanto mais”.",,,
credo,lilaLemma:96881,Velez,Velez1744.n0891.e01,Velez1744.n0891.sg01,Velez1744.n0891.sg01.s01,1,"hoc mihi, ut testi, uelim, credas, uel de me, ut teste",,,
hic,lilaLemma:105455,Faria,Faria1994.n14396.e01,Faria1994.n14396.sg01,Faria1994.n14396.sg01.s06,6,hoc muneris C íc. Or. 2. 50 «este cargo».,,,
pro,lilaLemma:118468,Velez,Velez1744.n2748.e01,Velez1744.n2748.sg01,Velez1744.n2748.sg01.s99,X,"hoc pro eo habendum est, atque, uel ac si factum esset",,como se fosse feito,
habeo,lilaLemma:105044,Saraiva,Saraiva1910.xHabeo,Saraiva1910.xHabeo.sg01,Saraiva1910.xHabeo.sg01.s09,9,hoc sic habeto,Cic,"Convence-te, fica sabendo",
tantus,lilaLemma:127630,Velez,Velez1744.n3346.e01,Velez1744.n3346.sg01,Velez1744.n3346.sg01.s99,X,hoc tanti non est,,"isto naõ he de que se faça tanto caso, e estimaçaõ",
sum,lilaLemma:126689,Velez,Velez1744.n3287.e01,Velez1744.n3287.sg01,Velez1744.n3287.sg01.s04,4,hoc tibi crimen non erit,,"naõ vos será isto de crime, ou naõ se vos attribuirá a crime;",& sic de aliis
habeo,lilaLemma:105044,Saraiva,Saraiva1910.xHabeo,Saraiva1910.xHabeo.sg01,Saraiva1910.xHabeo.sg01.s04,4,hoc unum habeo,Ter,"Não tenho mais que dizer, digo só isto",
uolo,lilaLemma:130745,Saraiva,Saraiva1910.xVolo,Saraiva1910.xVolo.sg01,Saraiva1910.xVolo.sg01.s02,2,hoc uolo,Juv,"Quero-o, é esta a minha vontade",
ad,lilaLemma:87344,Velez,Velez1744.n0082.e01,Velez1744.n0082.sg01,Velez1744.n0082.sg01.s03,3,homines ad lecticam,,os leiteiros,
nouus,lilaLemma:113900,Velez,Velez1744.n2269.e01,Velez1744.n2269.sg01,Velez1744.n2269.sg01.s99,X,homines noui,,"os que so por si saõ nobres, e naõ por sangue",
ago,lilaLemma:88140,Saraiva,Saraiva1910.xAgo,Saraiva1910.xAgo.sg01,Saraiva1910.xAgo.sg01.s07,7,homines qui tum agebant,Tac,Os homens que então existiam,
homo,lilaLemma:105624,Fonseca,Fonseca1798.n13559.e01,Fonseca1798.n13559.sg01,Fonseca1798.n13559.sg01.s99,X,homo ita est,Ter,"Elle he deste humor, tal he o seu genio",
homo,lilaLemma:105624,Fonseca,Fonseca1798.n13559.e01,Fonseca1798.n13559.sg01,Fonseca1798.n13559.sg01.s99,X,homo meus,Cic,O meu criado ou domestico,
homo,lilaLemma:105624,Fonseca,Fonseca1798.n13559.e01,Fonseca1798.n13559.sg01,Fonseca1798.n13559.sg01.s99,X,homo nata erat,Serv. Sulp. ad Cic,"Havia nascido mortal, ou sujeita á condiçao humana",
homo,lilaLemma:105624,Fonseca,Fonseca1798.n13559.e01,Fonseca1798.n13559.sg01,Fonseca1798.n13559.sg01.s99,X,homo nemo est,Plaut,Não ha ninguem,
sum,lilaLemma:126689,Saraiva,Saraiva1910.xSum,Saraiva1910.xSum.sg01,Saraiva1910.xSum.sg01.s01,1,"homo nequissimus omnium qui sunt, qui fuerunt, qui futuri sunt",Cic,"O homem mais perverso de quantos há, houve, e haverá",
habeo,lilaLemma:105044,Saraiva,Saraiva1910.xHabeo,Saraiva1910.xHabeo.sg01,Saraiva1910.xHabeo.sg01.s01,1,hostis habet muros,Virg,O inimigo está de posse da cidade,
hinc,lilaLemma:105454,Velez,Velez1744.n1552.e01,Velez1744.n1552.sg01,Velez1744.n1552.sg01.s99,X,huc malorum,,a estes males,
hinc,lilaLemma:105454,Fonseca,Fonseca1798.n13673.e01,Fonseca1798.n13673.sg01,Fonseca1798.n13673.sg01.s99,X,huc pertinet,Cic,A isto pertence,
hinc,lilaLemma:105454,Fonseca,Fonseca1798.n13673.e01,Fonseca1798.n13673.sg01,Fonseca1798.n13673.sg01.s99,X,huc redeunt haec uerba,Ter,A este proposito he que se diz isto,
uenio,lilaLemma:129790,Saraiva,Saraiva1910.xVenio,Saraiva1910.xVenio.sg01,Saraiva1910.xVenio.sg01.s01,1,huc uenit cornix,Ov,A gralha veiu pousar aqui,
hic,lilaLemma:105455,Faria,Faria1994.n14397.e01,Faria1994.n14397.sg01,Faria1994.n14397.sg01.s01,1,hujusce modi requies Ck. De 01'. I. 224 “um repouso desta espécie”.,,,
possum,lilaLemma:118569,Saraiva,Saraiva1910.xPossum,Saraiva1910.xPossum.sg01,Saraiva1910.xPossum.sg01.s06,6,i quantum potest,Plaut,"Corre quanto poderes, vae n’um pé só",
iam,lilaLemma:106025,Fonseca,Fonseca1798.n13816.e01,Fonseca1798.n13816.sg01,Fonseca1798.n13816.sg01.s99,X,iam a pueris,Ter,Desde criança,
iam,lilaLemma:106025,Fonseca,Fonseca1798.n13816.e01,Fonseca1798.n13816.sg01,Fonseca1798.n13816.sg01.s99,X,"iam, iamque tibi faciendum est",Cic,"He preciso que tu faças isto logo, a toda a pressa",
uenio,lilaLemma:129790,Saraiva,Saraiva1910.xVenio,Saraiva1910.xVenio.sg01,Saraiva1910.xVenio.sg01.s01,1,iamque uentum haud procul mari,Tac,Estava-se já proximo ao mar,
fero,lilaLemma:103126,Saraiva,Saraiva1910.xFero,Saraiva1910.xFero.sg01,Saraiva1910.xFero.sg01.s05,5,id a me responsum tulit,Cic,Esta foi a resposta que elle recebeu de mim,
is,lilaLemma:109083,Velez,Velez1744.n1855.e01,Velez1744.n1855.sg01,Velez1744.n1855.sg01.s99,X,id aetatis,,,"pro in ea aetate, vel ejus aetatis"
ago,lilaLemma:88140,Saraiva,Saraiva1910.xAgo,Saraiva1910.xAgo.sg01,Saraiva1910.xAgo.sg01.s14,14,"id agunt, ut boni esse uideantur",Cic,Elles fazer por parecerem pessoas de bem,
sum,lilaLemma:126689,Saraiva,Saraiva1910.xSum,Saraiva1910.xSum.sg01,Saraiva1910.xSum.sg01.s01,1,id est,Cic,"Isto é, convem a saber",
is,lilaLemma:109083,Faria,Faria1994.n17022.e01,Faria1994.n17022.sg01,Faria1994.n17022.sg01.s07,7,"id gaudeo Cíc. Q. Fr. 3, 19 «alegro-me com isto» .",,,
is,lilaLemma:109083,Velez,Velez1744.n1855.e01,Velez1744.n1855.sg01,Velez1744.n1855.sg01.s99,X,id genus,,,"pro ejus generis, & c"
genus,lilaLemma:104504,Fonseca,Fonseca1798.n12736.e01,Fonseca1798.n12736.sg01,Fonseca1798.n12736.sg01.s99,X,id genus hominis,Cic,"A gente desta qualidade, deste caracter",
sum,lilaLemma:126689,Velez,Velez1744.n3287.e01,Velez1744.n3287.sg01,Velez1744.n3287.sg01.s04,4,id miraculo fuit,,"foi tido por milagre, ou foi cousa milagrosa",
do,lilaLemma:99970,Saraiva,Saraiva1910.xDo,Saraiva1910.xDo.sg01,Saraiva1910.xDo.sg01.s02,2,id non dant ut…,Cic,Não concordam que…,
sum,lilaLemma:126689,Saraiva,Saraiva1910.xSum,Saraiva1910.xSum.sg01,Saraiva1910.xSum.sg01.s09,9,id quantæ saluti fuerit,Nep,De quanto bem fôra isto para,
sum,lilaLemma:126689,Saraiva,Saraiva1910.xSum,Saraiva1910.xSum.sg01,Saraiva1910.xSum.sg01.s04,4,"id quod erat, suspicati",Liv,Suspeitando o que era realmente,
sum,lilaLemma:126689,Saraiva,Saraiva1910.xSum,Saraiva1910.xSum.sg01,Saraiva1910.xSum.sg01.s04,4,id quod tunc erat,Liv,O que então era verdade,
atque,lilaLemma:90490,Faria,Faria1994.n03333.e01,Faria1994.n03333.sg01,Faria1994.n03333.sg01.s02,2,"id sustulit ac tamen eo contentus non fuit Cíc. Verr. 4, 190 «roubou-o e entretanto não se satisfez com isso».",,,
is,lilaLemma:109083,Velez,Velez1744.n1855.e01,Velez1744.n1855.sg01,Velez1744.n1855.sg01.s99,X,id temporis,,,"pro id tempus, vel eo tempore"
is,lilaLemma:109083,Faria,Faria1994.n17022.e01,Faria1994.n17022.sg01,Faria1994.n17022.sg01.s06,6,id temporis cum Cíc. Mil. 28 «num momento em que».,,,
uideo,lilaLemma:130163,Saraiva,Saraiva1910.xVideo,Saraiva1910.xVideo.sg01,Saraiva1910.xVideo.sg01.s05,5,id ubi uidit,Liv,Logo que elle deu fé d’isto,
idem,lilaLemma:109082,Faria,Faria1994.n14852.e01,Faria1994.n14852.sg01,Faria1994.n14852.sg01.s05,5,idem juris Cíc. Balb. 29 «o mesmo direito».,,,
do,lilaLemma:99970,Saraiva,Saraiva1910.xDo,Saraiva1910.xDo.sg01,Saraiva1910.xDo.sg01.s12,12,"idne alteri crimini dabis, quod…?",Cic,"Imputarás a outro o crime, que…?",
is,lilaLemma:109083,Velez,Velez1744.n1855.e01,Velez1744.n1855.sg01,Velez1744.n1855.sg01.s99,X,idque,,principalmente,pro Et maximè
ab,lilaLemma:86824,Faria,Faria1994.n00003.e01,Faria1994.n00003.sg01,Faria1994.n00003.sg01.s04,4,"Iegati ab Aeduis et a Treveris veniebant Cés. B. Gal. 1, 37, 1 “vinham embaixadores da parte dos, éduos e dos treviros”.",,,
do,lilaLemma:99970,Saraiva,Saraiva1910.xDo,Saraiva1910.xDo.sg01,Saraiva1910.xDo.sg01.s12,12,iis non laudi dandum puto…,Cic,Eu penso que não se lhes deve atribuir a louvor…,
dico,lilaLemma:99302,Saraiva,Saraiva1910.xDico,Saraiva1910.xDico.sg01,Saraiva1910.xDico.sg01.s09,9,"illam eiiciam; dixi, Phormio",Ter,"Eu hei de expulsal-a; ouviste, Phormião?",
dico,lilaLemma:99302,Saraiva,Saraiva1910.xDico,Saraiva1910.xDico.sg01,Saraiva1910.xDico.sg01.s01,1,ille quem dixi,Cic,Aquelle de quem fallei,
uideo,lilaLemma:130163,Saraiva,Saraiva1910.xVideo,Saraiva1910.xVideo.sg01,Saraiva1910.xVideo.sg01.s08,8,illorum beata mors uidetur…,Cic,A morte d’aquelles parece feliz…,
sum,lilaLemma:126689,Saraiva,Saraiva1910.xSum,Saraiva1910.xSum.sg01,Saraiva1910.xSum.sg01.s10,10,illorum impunitatem perdendæ reip. fore,Sall,Que a impunidade d’elles podia dar cabo da republica,
habeo,lilaLemma:105044,Saraiva,Saraiva1910.xHabeo,Saraiva1910.xHabeo.sg01,Saraiva1910.xHabeo.sg01.s08,8,illud affirmare pro certo habeo,Liv,Posso affirmar isto como certo,
