lemma,prefix,fullEntry
dies,Fonseca,<b>Dies</b> -<b>ei</b> <br> <small>m. f. sing. m. plur.</small>   <p> <b>1</b> &ensp; <small>Cic.</small> &ensp; dia. <br> <b>2</b> &ensp; tempo. </p>   <p><small>[EXEMPLOS]</small><br> <br><b>X</b><br>die caeca emere &ensp; <small><small>Plaut</small></small> &ensp; <small>Comprar fiado</small> <br> die oculata &ensp; <small><small>Plaut</small></small> &ensp; <small>Comprar com dinheiro á vista</small> <br> diem fungi &ensp; <small><small>Plaut</small></small> &ensp; <small>Morrer</small> <br> diem obire &ensp; <small><small>Cic</small></small> &ensp; <small>Morrer</small> <br> diem supremum explere &ensp; <small><small>Tac</small></small> &ensp; <small>Morrer</small> </p>
differens,Fonseca,<b>Differens</b> -<b>entis</b> <br> <small>omn. gen.</small>
distendo,Fonseca,<b>Distenno</b> -<b>is</b> -<b>ere</b>
do,Fonseca,"<b>Do</b> -<b>as</b> <b>dedi</b> <b>datum</b> <b>dare</b>   <p> <b>1</b> &ensp; <small>Cic.</small> &ensp; dar, conceder. <br> <b>2</b> &ensp; attribuir. <br> <b>3</b> &ensp; dizer. </p>   <p><small>[EXEMPLOS]</small><br> <br><b>X</b><br>dare aliquem ad languorem &ensp; <small><small>Ter</small></small> &ensp; <small>Fatigar alguem</small> <br> dare aliquem manibus &ensp; <small><small>Liv</small></small> &ensp; <small>Sacrificar alguem ás almas dos mortos</small> <br> dare aliquid auribus &ensp; <small><small>Cic</small></small> &ensp; <small>Dizer alguma cousa por lisonja</small> <br> dare fenestram &ensp; <small><small>Virg</small></small> &ensp; <small>Abrir hum buraco na parede</small> <br> dare paucis &ensp; <small><small>Ter</small></small> &ensp; <small>Dizer brevemente</small> <br> dare signum receptui &ensp; <small><small>Liv</small></small> &ensp; <small>Tocar a recolher</small> <br> ut sese res dant &ensp; <small><small>Ter</small></small> &ensp; <small>Segundo as cousas correm</small> </p>"
dominus,Fonseca,"<b>Dominus</b> -<b>i</b> <br> <small>m.</small>   <p> <b>1</b> &ensp; <small>Cic.</small> &ensp; senhor, dominador. </p>"
domus,Fonseca,"<b>Domus</b> -<b>us</b> -<b>i</b> <small>l</small> <br> <small>f.</small>   <p> <b>1</b> &ensp; <small>Cic.</small> &ensp; casa, habitação. <br> <b>2</b> &ensp; familia. <br> <b>3</b> &ensp; paiz. <br> <b>4</b> &ensp; <small>Virg.</small> &ensp; templo. </p>"
bellum,Fonseca,"<b>Duellum</b> -<b>i</b> <br> <small>n.</small>   <p> <b>1</b> &ensp; <small>Cic.</small> &ensp; guerra, combate. <br> <b>2</b> &ensp; <small>Eutrop.</small> &ensp; duéllo, peleja só por só. </p>"
dum,Fonseca,"<b>Dum</b> <br> <small>adv.</small>   <p> <b>1</b> &ensp; <small>Cic.</small> &ensp; em quanto, até que. </p>"
duo,Fonseca,<b>Duo</b> -<b>ae</b> -<b>o</b>   <p> <b>1</b> &ensp; <small>Cic.</small> &ensp; dous. </p>
duplicarius2,Fonseca,<b>Duplicarius</b> -<b>ii</b> <br> <small>m.</small>
ex,Fonseca,"<b>E</b> <br> <small>prepos. de ablat.</small>   <p> <b>1</b> &ensp; <small>Cic.</small> &ensp; da, das, de, do, dos. </p>"
ipse,Fonseca,<b>Eampse</b> <br> <small>Plaut. por Eam ipsam.</small>
ipse,Fonseca,<b>Eapse</b> <br> <small>Plaut. por Ea ipsa.</small>
ego,Fonseca,<b>Ego</b> -<b>mei</b> -<b>mihi</b> <br> <small>m. f.</small>   <p> <b>1</b> &ensp; <small>Cic.</small> &ensp; eu. </p>
ego,Fonseca,<b>Egomet</b>
eho,Fonseca,<b>Ehodum</b>
elegia,Fonseca,<b>Elegia</b> -<b>ae</b> <br> <small>f.</small>
eloco,Fonseca,<b>Eloco</b> <br> <small>adv. Plaut. por Illico.</small>
embolarius,Fonseca,<b>Emboliarius</b> <small>l</small> -<b>a</b> <small>l</small> -<b>um</b>
in,Fonseca,<b>Endo</b> <br> <small>prep. Lucr. por In.</small>
enim,Fonseca,"<b>Enim</b> <br> <small>conjunc.</small>   <p> <b>1</b> &ensp; <small>Cic.</small> &ensp; porque. <br> <b>2</b> &ensp; <small>Caes.</small> &ensp; porém. <br> <b>3</b> &ensp; <small>Cic. Ter.</small> &ensp; na verdade, certamente. </p>"
eo,Fonseca,"<b>Eo</b> -<b>is</b> -<b>ivi</b> -<b>itum</b> -<b>ire</b>   <p> <b>1</b> &ensp; <small>Cic.</small> &ensp; ir, caminhar. </p>"
ephebeum,Fonseca,<b>Ephebium</b> <small>l</small> -<b>ii</b> <small>l</small> <br> <small>n.</small>
epiglossis,Fonseca,<b>Epiglottis</b> <small>l</small> -<b>idis</b> <small>l</small> <br> <small>f.</small>
ergo,Fonseca,"<b>Ergo</b> <br> <small>conjunç.</small>   <p> <b>1</b> &ensp; <small>Cic.</small> &ensp; mas, assim que, por tanto, pois, por causa. </p>"
erythinus,Fonseca,<b>Erythrinus</b> <small>l</small> -<b>i</b> <small>l</small> <br> <small>m.</small>
et,Fonseca,"<b>Et</b> <br> <small>conjunç.</small>   <p> <b>1</b> &ensp; <small>Cic.</small> &ensp; e, tambem. </p>"
et2,Fonseca,<b>Et</b>   <p> <b>2</b> &ensp; ainda. </p>
etiam,Fonseca,"<b>Etiam</b> <br> <small>conjunç.</small>   <p> <b>1</b> &ensp; <small>Cic.</small> &ensp; sim, tambem, ainda, mas antes. </p>   <p><small>[EXEMPLOS]</small><br> <br><b>X</b><br>etiam atque etiam &ensp; <small><small>Cic</small></small> &ensp; <small>Extremamente</small> <br> etiam num &ensp; <small><small>Ter</small></small> &ensp; <small>Até o presente</small> <br> etiam nunc &ensp; <small><small>Cic</small></small> &ensp; <small>Até o presente</small> <br> etiam si &ensp; <small><small>Cic</small></small> &ensp; <small>Ainda que</small> <br> etiam tum &ensp; <small><small>Cic</small></small> &ensp; <small>Até então</small> <br> etiam ut &ensp; <small><small>Cic</small></small> &ensp; <small>Ainda que</small> </p>"
euhoe,Fonseca,<b>Evohe</b> <small>l</small> <br> <small>v. Evhoe.</small>
euoluo,Fonseca,<b>Evolvo</b> -<b>is</b> -<b>vi</b> -<b>olutum</b> -<b>ere</b>
ex,Fonseca,"<b>Ex</b> <br> <small>prep. de ablat.</small>   <p> <b>1</b> &ensp; <small>Cic.</small> &ensp; da, das, de, des, do, dos, desde, depois, de dentro, em, por. </p>"
exaduersum,Fonseca,<b>Exadversus</b> <br> <small>adv.</small>
excalefacio,Fonseca,<b>Excalfacio</b> <small>l</small> -<b>is</b> <small>l</small> -<b>feci</b> -<b>factum</b> -<b>ere</b>
excitus2,Fonseca,<b>Excitus</b> -<b>a</b> -<b>um</b> <br> <small>Ovid. part. de Excio.</small>
excogitatus,Fonseca,<b>Excogitatus</b> -<b>a</b> -<b>um</b> <small>Suet</small> -<b>tissimus</b> <br> <small>Cic. part. de Excogito</small>
exemplar,Fonseca,<b>Exemplare</b> -<b>is</b> <br> <small>n.</small>
exercitus,Fonseca,<b>Exercitus</b> -<b>us</b> <br> <small>m.</small>   <p> <b>1</b> &ensp; <small>Cic.</small> &ensp; exercito. <br> <b>2</b> &ensp; <small>Plaut.</small> &ensp; exercicio. </p>
expansus,Fonseca,<b>Expassus</b> -<b>a</b> -<b>um</b> <br> <small>Tac. part. de Expadno.</small>
expetesso,Fonseca,<b>Expetisso</b> <small>&</small> -<b>is</b> <small>&</small> -<b>ere</b>
explicatus,Fonseca,<b>Explicitus</b> -<b>a</b> -<b>um</b> <small>Caes</small> -<b>tior</b> <br> <small>Cic. part. de Explico</small>
exquiro,Fonseca,<b>Exquiro</b> -<b>is</b> -<b>sivi</b> -<b>situm</b> -<b>ere</b>
exsugo,Fonseca,<b>Exsugo</b> -<b>is</b> -<b>uxi</b> -<b>uctum</b> -<b>ere</b>
exstinguo,Fonseca,"<b>Extinxti</b> <b>Extinxem</b> <small>&</small> <br> <small>Virg. por Extinxisti, & Extinxissem.</small>"
facio,Fonseca,"<b>Facio</b> -<b>is</b> <b>feci</b> <b>factum</b> -<b>ere</b>   <p> <b>1</b> &ensp; <small>Cic.</small> &ensp; fazer, executar. <br> <b>2</b> &ensp; estimar, prezar. <br> <b>3</b> &ensp; sacrificar. </p>"
faecinius,Fonseca,<b>Faecinus</b> -<b>a</b> -<b>um</b>
farraceus,Fonseca,<b>Farracius</b> <small>l</small> -<b>a</b> <small>l</small> -<b>um</b>
fastigatus,Fonseca,<b>Fastigiatus</b> <small>l</small> -<b>a</b> <small>l</small> -<b>um</b> <br> <small>Caes. part. de Fastigio</small>
faticanus,Fonseca,<b>Faticinus</b> <small>l</small> -<b>a</b> <small>l</small> -<b>um</b>
facio,Fonseca,"<b>Faxim</b> -<b>is</b> -<b>it</b> -<b>imus</b> -<b>itis</b> -<b>int</b> <br> <small>Ter. por Faciam, as, & c. e Fecerim, & c.</small>"
facio,Fonseca,"<b>Faxo</b> -<b>is</b> -<b>it</b> -<b>unt</b> <br> <small>Virg. Plaut. por Faciam, es, et, & c.</small>"
feminalia,Fonseca,<b>Femoralia</b> <small>l</small> -<b>ium</b> <small>l</small> <br> <small>n. pl.</small>
fero,Fonseca,"<b>Fero</b> <b>fers</b> -<b>tuli</b> -<b>latum</b> <b>ferre</b>   <p> <b>1</b> &ensp; <small>Cic.</small> &ensp; trazer, levar. <br> <b>2</b> &ensp; produzir, gerar, occasionar. <br> <b>3</b> &ensp; soffrer, supportar. <br> <b>4</b> &ensp; referir, contar, dizer. <br> <b>5</b> &ensp; alcançar, obter. </p>"
fides,Fonseca,"<b>FIdes</b> -<b>ei</b> <br> <small>f.</small>   <p> <b>1</b> &ensp; <small>Cic.</small> &ensp; boa fé, fidelidade. <br> <b>2</b> &ensp; segurança, autoridade. <br> <b>3</b> &ensp; credito, confiança, que se faz em alguem. <br> <b>4</b> &ensp; protecção. <br> <b>5</b> &ensp; promessa. <br> <b>6</b> &ensp; <small>Ulp.</small> &ensp; caução, fiança. </p>"
fides2,Fonseca,<b>Fides</b> -<b>ium</b> <br> <small>f. plur.</small>
filius,Fonseca,<b>Filius</b> -<b>ii</b> <br> <small>m.</small>   <p> <b>1</b> &ensp; <small>Cic.</small> &ensp; filho. </p>
fio,Fonseca,"<b>Fio</b> -<b>is</b> <b>factus sum</b> -<b>ieri</b>   <p> <b>1</b> &ensp; <small>Cic.</small> &ensp; ser feito, ser estimado. <br> <b>2</b> &ensp; <small>nas terceiras pessoas</small> &ensp; acontecer. <br> <b>3</b> &ensp; <small>Varr.</small> &ensp; nascer. </p>"
faenisicium,Fonseca,<b>Foenisicium</b> <small>l</small> -<b>ii</b> <small>l</small> <br> <small>n.</small>
sum,Fonseca,"<b>Forem</b> -<b>es</b> <small>& c.</small> -<b>et</b> <br> <small>Cic. por Essem, esses, & c.</small>"
fors,Fonseca,<b>Forsit</b> <br> <small>adv.</small>
fors,Fonseca,<b>Forsitan</b> <br> <small>adv.</small>
fors,Fonseca,<b>Fortasse</b> <br> <small>adv.</small>
fortuna,Fonseca,"<b>Fortuna</b> -<b>ae</b> <br> <small>f.</small>   <p> <b>1</b> &ensp; <small>Cic.</small> &ensp; fortuna, acaso, destino. <br> <b>2</b> &ensp; felicidade, bom successo. <br> <b>3</b> &ensp; desgraça. <br> <b>4</b> &ensp; <small>No plur.</small> &ensp; bens, riquezas. </p>   <p><small>[EXEMPLOS]</small><br> <br><b>X</b><br>periculum fortunae facere &ensp; <small><small>Cic</small></small> &ensp; <small>Tentar a fortuna</small> </p>"
fraxineus,Fonseca,<b>Fraxinus</b> -<b>a</b> -<b>um</b>
fressus,Fonseca,<b>Fresus</b> <small>l</small> -<b>a</b> <small>l</small> -<b>um</b>
fringilla,Fonseca,<b>Fringuilla</b> -<b>ae</b> <br> <small>f.</small>
fruges,Fonseca,<b>Fruges</b> -<b>gum</b> <br> <small>f. plur.</small>
frutectosus,Fonseca,<b>Frutetosus</b> <small>l</small> -<b>a</b> <small>l</small> -<b>um</b>
frutectum,Fonseca,<b>Frutetum</b> <small>l</small> -<b>i</b> <small>l</small> <br> <small>n.</small>
fullonica,Fonseca,<b>Fullonica</b> -<b>orum</b> <br> <small>n. plur.</small>
funditor,Fonseca,<b>Funditor</b> -<b>oris</b> <br> <small>m.</small>
gallinaceus,Fonseca,<b>Gallinaceus</b> -<b>i</b> <br> <small>m.</small>
ganglion,Fonseca,<b>Ganglion</b> <small>l</small> -<b>ii</b> <small>l</small> <br> <small>n.</small>
ganta,Fonseca,<b>Ganza</b> <small>l</small> -<b>ae</b> <small>l</small> <br> <small>f.</small>
gargarissatus,Fonseca,<b>Gargarizatus</b> -<b>a</b> -<b>um</b> <br> <small>Plin. part. de Gargarizo</small>
gausapa,Fonseca,<b>Gausapa</b> -<b>orum</b> <br> <small>n. plur.</small>
gausapina,Fonseca,<b>Gausapina</b> -<b>ae</b> <br> <small>f.</small>
genetiuus,Fonseca,<b>Genitivus</b> -<b>i</b> <br> <small>m.</small>
genus,Fonseca,"<b>Genus</b> -<b>eris</b> <br> <small>n.</small>   <p> <b>1</b> &ensp; <small>Cic.</small> &ensp; geração, raça, familia, parentesco. <br> <b>2</b> &ensp; genero, que abrange muitas especies. <br> <b>3</b> &ensp; multidão de muitas cousas da mesma qualidade. <br> <b>4</b> &ensp; descendencia, filhos. <br> <b>5</b> &ensp; <small>Sall.</small> &ensp; gente, nação. <br> <b>6</b> &ensp; <small>Quinct.</small> &ensp; genero, termo Grammatico. </p>   <p><small>[EXEMPLOS]</small><br> <br><b>X</b><br>eius generis homines &ensp; <small><small>Cic</small></small> &ensp; <small>A gente desta qualidade, deste caracter</small> <br> genus hoc hominum &ensp; <small><small>Cic</small></small> &ensp; <small>A gente desta qualidade, deste caracter</small> <br> id genus hominis &ensp; <small><small>Cic</small></small> &ensp; <small>A gente desta qualidade, deste caracter</small> </p>"
geometres,Fonseca,<b>Geometres</b> <small>l</small> -<b>ae</b> <small>l</small> <br> <small>m.</small>
gero,Fonseca,"<b>Gero</b> -<b>is</b> -<b>essi</b> -<b>estum</b> -<b>ere</b>   <p> <b>1</b> &ensp; <small>Cic.</small> &ensp; trazer. <br> <b>2</b> &ensp; exercitar, administrar. </p>   <p><small>[EXEMPLOS]</small><br> <br><b>X</b><br>gerere animum muliebrem &ensp; <small><small>Cic</small></small> &ensp; <small>Ser effeminado</small> <br> gerere Consulem &ensp; <small><small>Sall</small></small> &ensp; <small>Ser Consul</small> <br> gerere formam &ensp; <small><small>Plaut</small></small> &ensp; <small>Representar, ter a figura</small> <br> gerere habitum &ensp; <small><small>Col</small></small> &ensp; <small>Representar, ter a figura</small> <br> gerere speciem &ensp; <small><small>Virg</small></small> &ensp; <small>Representar, ter a figura</small> <br> gerere tutelam ianuae &ensp; <small><small>Plaut</small></small> &ensp; <small>Guardar a porta</small> </p>"
glaucoma,Fonseca,<b>Glaucoma</b> -<b>atis</b> <br> <small>n.</small>
glomus,Fonseca,<b>Glomus</b> -<b>i</b> <br> <small>m.</small>
grammatica,Fonseca,<b>Grammatice</b> -<b>es</b> <br> <small>f.</small>
gubernaculum,Fonseca,<b>Gubernaculum</b> -<b>i</b> <br> <small>n.</small>
habeo,Fonseca,"<b>Habeo</b> -<b>es</b> -<b>ui</b> -<b>itum</b> -<b>ere</b>   <p> <b>1</b> &ensp; <small>Cic.</small> &ensp; ter, possuir. <br> <b>2</b> &ensp; habitar. <br> <b>3</b> &ensp; estimar, prezar. <br> <b>4</b> &ensp; imaginar, crer, persuadir-se. <br> <b>5</b> &ensp; <small>Sall.</small> &ensp; demorar, retardar, deter. <br> <b>6</b> &ensp; <small>Virg.</small> &ensp; occupar. </p>   <p><small>[EXEMPLOS]</small><br> <br><b>X</b><br>habere aliquem despicatui &ensp; <small><small>Plaut</small></small> &ensp; <small>Desprezar alguem</small> <br> habere aliquid nullo loco &ensp; <small><small>Cic</small></small> &ensp; <small>Desprezar, fazer pouco caso</small> <br> habere belle &ensp; <small><small>Cic</small></small> &ensp; <small>Estar com boa saude</small> <br> habere bene &ensp; <small><small>Cic</small></small> &ensp; <small>Estar com boa saude</small> <br> habere certum &ensp; <small><small>Cic</small></small> &ensp; <small>Saber com certeza, estar perfeitamente informado</small> <br> habere cognitum &ensp; <small><small>Cic</small></small> &ensp; <small>Fazer escrupulo de consciencia</small> <br> habere compertum &ensp; <small><small>Cic</small></small> &ensp; <small>Fazer escrupulo de consciencia</small> <br> habere exploratum &ensp; <small><small>Cic</small></small> &ensp; <small>Fazer escrupulo de consciencia</small> <br> habere in leui &ensp; <small><small>Ter</small></small> &ensp; <small>Desprezar, fazer pouco caso</small> <br> habere male &ensp; <small><small>Cic</small></small> &ensp; <small>Estar doente</small> <br> habere perspectum &ensp; <small><small>Cic</small></small> &ensp; <small>Fazer escrupulo de consciencia</small> <br> habere pro certo &ensp; <small><small>Cic</small></small> &ensp; <small>Fazer escrupulo de consciencia</small> <br> habere pro comperto &ensp; <small><small>Cic</small></small> &ensp; <small>Fazer escrupulo de consciencia</small> <br> habere pro stercore &ensp; <small><small>Plaut</small></small> &ensp; <small>Desprezar, fazer pouco caso</small> <br> habere rationem cum terra &ensp; <small><small>Cic</small></small> &ensp; <small>Cultivar a terra</small> <br> habere religioni &ensp; <small><small>Cic</small></small> &ensp; <small>Fazer escrupulo de consciencia</small> </p>"
hallex,Fonseca,<b>Halex</b> <small>&</small> <br> <small>v. Alec. & Alex.</small>
halo,Fonseca,<b>Halo</b> -<b>onis</b> <br> <small>f.</small>
hauritus,Fonseca,<b>Hauritus</b> -<b>us</b> <br> <small>m.</small>
hedycrum,Fonseca,<b>Hedychroum</b> <small>l</small> -<b>i</b> <small>l</small> <br> <small>n.</small>
helepolis,Fonseca,<b>Heleptoles</b> <small>l</small> -<b>is</b> <small>l</small>
Heliconiades,Fonseca,<b>Heliconides</b> -<b>dum</b> <br> <small>f. plur.</small>
heluella,Fonseca,<b>Heluella</b> <small>l</small> -<b>ae</b> <small>l</small> <br> <small>f.</small>
heluennacus,Fonseca,<b>Helvenacus</b> -<b>a</b> -<b>um</b>
hemicyclus,Fonseca,<b>Hemicyclus</b> -<b>a</b> -<b>um</b>
Heracleon,Fonseca,<b>Heraclion</b> <small>l</small> -<b>ii</b> <small>l</small> <br> <small>n.</small>
herbesco,Fonseca,<b>Herbesco</b> -<b>is</b> -<b>scere</b>
hic,Fonseca,<b>Hic</b> <b>haec</b> <b>hoc</b>
hic,Fonseca,"<b>Hicce</b> <b>haecce</b> <b>hocce</b>   <p> <b>1</b> &ensp; <small>Cic.</small> &ensp; este, esta, isto. </p>"
hierophanta,Fonseca,<b>Hierophantes</b> <small>l</small> -<b>ae</b> <small>l</small> <br> <small>m.</small>
hinc,Fonseca,"<b>Hinc</b> <br> <small>adv.</small>   <p> <b>1</b> &ensp; <small>Cic.</small> &ensp; daqui, deste lugar. </p>"
hypoglossa,Fonseca,<b>Hippoglossa</b> <small>l</small> -<b>ae</b> <small>l</small> <br> <small>f.</small>
homo,Fonseca,"<b>Homo</b> -<b>inis</b>   <p> <b>1</b> &ensp; <small>m. Cic.</small> &ensp; homem. <br> <b>2</b> &ensp; <small>Plaut. f.</small> &ensp; mulher. </p>   <p><small>[EXEMPLOS]</small><br> <br><b>X</b><br>homo ita est &ensp; <small><small>Ter</small></small> &ensp; <small>Elle he deste humor, tal he o seu genio</small> <br> homo meus &ensp; <small><small>Cic</small></small> &ensp; <small>O meu criado ou domestico</small> <br> homo nata erat &ensp; <small><small>Serv. Sulp. ad Cic</small></small> &ensp; <small>Havia nascido mortal, ou sujeita á condiçao humana</small> <br> homo nemo est &ensp; <small><small>Plaut</small></small> &ensp; <small>Não ha ninguem</small> <br> paucorum hominum est &ensp; <small><small>Hor</small></small> &ensp; <small>He retirado, e de pouca communicação</small> <br> quid hominis es? &ensp; <small><small>Ter</small></small> &ensp; <small>Que qualidade de homem es?</small> </p>"
homullus,Fonseca,<b>Homullus</b> -<b>i</b> <br> <small>m.</small>
hostis,Fonseca,"<b>Hostis</b> -<b>is</b> <br> <small>m. Cic. f. Ovid.</small>   <p> <b>1</b> &ensp; inimigo ou inimiga, principalmente publicos. <br> <b>2</b> &ensp; <small>Veter. apud Cic.</small> &ensp; estrangeiro, forasteiro, peregrino. </p>"
hinc,Fonseca,<b>Huc</b> <br> <small>adv.</small>   <p> <b>1</b> &ensp; <small>Cic.</small> &ensp; para aqui. <br> <b>2</b> &ensp; <small>Virg.</small> &ensp; aqui. </p>   <p><small>[EXEMPLOS]</small><br> <br><b>X</b><br>huc pertinet &ensp; <small><small>Cic</small></small> &ensp; <small>A isto pertence</small> <br> huc redeunt haec uerba &ensp; <small><small>Ter</small></small> &ensp; <small>A este proposito he que se diz isto</small> </p>
huiusmodi,Fonseca,<b>Hujuscemodi</b> <small>&</small> <br> <small>genit. indecl.</small>
hyacinthus,Fonseca,<b>Hyacinthus</b> -<b>i</b> <br> <small>f.</small>
hydraula,Fonseca,<b>Hydraula</b> -<b>ae</b> <br> <small>m.</small>
hydraula,Fonseca,<b>Hydraules</b> <small>l</small> -<b>ae</b> <small>l</small> <br> <small>m.</small>
hypothecarius,Fonseca,<b>Hypothecarius</b> -<b>a</b> -<b>um</b>
idem,Fonseca,"<b>Idem</b> -<b>eadem</b> <b>idem</b>   <p> <b>1</b> &ensp; <small>Cic.</small> &ensp; mesmo, mesma. </p>"
igitur,Fonseca,"<b>Igitur</b> <br> <small>adv.</small>   <p> <b>1</b> &ensp; <small>Cic.</small> &ensp; logo, por tanto. </p>"
ignauio,Fonseca,<b>Ignavio</b> -<b>is</b> -<b>ire</b>
ignotus,Fonseca,<b>Ignotus</b> -<b>a</b> -<b>um</b> <small>Liv</small> -<b>tior</b> <small>Cic</small> -<b>tissimus</b>
ileus,Fonseca,<b>Ileus</b> <small>l</small> -<b>i</b> <small>l</small> <br> <small>m.</small>
ille,Fonseca,"<b>Ille</b> <b>illa</b> <b>illud</b>   <p> <b>1</b> &ensp; <small>Cic.</small> &ensp; aquelle, aquella, aquillo. </p>"
illex2,Fonseca,<b>Illex</b> -<b>egis</b> <br> <small>omn. gen.</small>
immistim,Fonseca,<b>Immixtim</b> <small>l</small> <br> <small>adv.</small>
immistus,Fonseca,<b>Immixtus</b> <small>l</small> -<b>a</b> <small>l</small> -<b>um</b> <br> <small>adv.</small>
imperium,Fonseca,"<b>Imperium</b> -<b>ii</b> <br> <small>n.</small>   <p> <b>1</b> &ensp; <small>Cic.</small> &ensp; preceito, mandado, ordem. <br> <b>2</b> &ensp; autoridade, poder, imperio dos Magistrados civis, e militares. <br> <b>3</b> &ensp; <small>Virg.</small> &ensp; estado, républica, senhorio, dominio, & c. </p>"
impromptus,Fonseca,<b>Impromtus</b> <small>l</small> -<b>a</b> <small>l</small> -<b>um</b>
inprimis,Fonseca,<b>In primis</b> <small>l</small>
in,Fonseca,"<b>In</b> <br> <small>preposiç. de accusat. e de ablat.</small>   <p> <b>1</b> &ensp; <small>Cic.</small> &ensp; em, na, nas, no, nos, para, para com, contra, por amor, entre, até, depois. &ensp; <small>Póde ter outras muitas significações, segundo os verbos, a que se ajunta. Ainda que as mais das vezes junta aos verbos de movimento reja accusativo, e aos de quietação ablativo, tambem se achão frequentes exemplos do contrario nos Autores classicos.</small> </p>"
incerte,Fonseca,<b>Incerto</b> <br> <small>adv.</small>
incipisso,Fonseca,<b>Incipisso</b> <small>l</small> -<b>is</b> <small>l</small> -<b>ere</b>
inclutus,Fonseca,<b>Inclytus</b> <small>l</small> -<b>a</b> <small>l</small> -<b>um</b> <small>Cat. apud Gell</small> -<b>tissimus</b>
incomptus,Fonseca,<b>Incomtus</b> <small>l</small> -<b>a</b> <small>l</small> -<b>um</b> <small>Suet</small> -<b>tior</b>
inconsulte,Fonseca,<b>Inconsulto</b> <br> <small>adv.</small>
increbresco,Fonseca,<b>Increbesco</b> <small>l</small> -<b>is</b> <small>l</small> -<b>bui</b> -<b>brui</b> <small>l</small> -<b>scere</b>
indeprensus,Fonseca,<b>Indeprensus</b> <small>l</small> -<b>a</b> <small>l</small> -<b>um</b>
inemptus,Fonseca,<b>Inemtus</b> <small>l</small> -<b>a</b> <small>l</small> -<b>um</b>
infelico,Fonseca,<b>Infelico</b> -<b>as</b> -<b>avi</b> -<b>atum</b> -<b>are</b>
inferius,Fonseca,<b>Inferius</b> -<b>a</b> -<b>um</b>
inficio,Fonseca,<b>Inficio</b> -<b>as</b> -<b>avi</b> -<b>atum</b> -<b>are</b>
ingero,Fonseca,<b>Ingero</b> -<b>is</b> -<b>essi</b> -<b>estum</b> -<b>ere</b>
ingratiis,Fonseca,<b>Ingratis</b> <br> <small>abl. abs.</small>
ingressus2,Fonseca,<b>Ingressus</b> -<b>a</b> -<b>um</b> <br> <small>m.</small>
inimicus,Fonseca,<b>Inimicus</b> -<b>a</b> -<b>um</b> -<b>cior</b> -<b>cissimus</b>
iniucundus,Fonseca,<b>Injucundus</b> -<b>a</b> -<b>um</b>
iniussus,Fonseca,<b>Injussus</b> -<b>us</b> <br> <small>m.</small>
innexus,Fonseca,<b>Innexus</b> -<b>us</b> <br> <small>m.</small>
inquam,Fonseca,<b>Inquam</b> -<b>is</b> <br> <small>Cic.</small> <br> <small>v. Inquio.</small>
inquam,Fonseca,<b>Inquio</b> -<b>is</b> -<b>it</b> <br> <small>verbo defect.</small>   <p> <b>1</b> &ensp; <small>Catul.</small> &ensp; dizer. </p>
inter,Fonseca,"<b>Inter</b> <br> <small>prep. de accus.</small>   <p> <b>1</b> &ensp; <small>Cic.</small> &ensp; entre, dentro, no tempo, no meio. </p>"
interdiu,Fonseca,<b>Interdius</b> <br> <small>adv.</small>
intergeriuus,Fonseca,<b>Intergerivus</b> <small>l</small> -<b>a</b> <small>l</small> -<b>um</b>
interminatus,Fonseca,<b>Interminatus</b> -<b>a</b> -<b>um</b>
introrsum,Fonseca,<b>Introrsus</b> <br> <small>adv.</small>
inuito,Fonseca,<b>Invito</b> -<b>as</b> -<b>avi</b> -<b>atum</b> -<b>are</b>
ipse,Fonseca,"<b>Ipse</b> <b>ipsa</b> <b>ipsum</b>   <p> <b>1</b> &ensp; <small>Cic.</small> &ensp; mesmo, mesma. </p>"
ipsus,Fonseca,<b>Ipsus</b> -<b>a</b> -<b>um</b>
is,Fonseca,"<b>Is</b> -<b>ea</b> <b>id</b> <b>ejus</b> <small>gen</small> <b>ei</b> <small>dat</small> <br> <small>pron.</small>   <p> <b>1</b> &ensp; <small>Cic.</small> &ensp; este, esta, isto, aquelle, tanto, tal. </p>"
ischias,Fonseca,<b>Ischias</b> -<b>adis</b> <br> <small>f.</small>
iste,Fonseca,"<b>Iste</b> -<b>a</b> -<b>ud</b> -<b>tius</b> <small>gen</small> <b>isti</b> <small>dat</small>   <p> <b>1</b> &ensp; <small>Cic.</small> &ensp; este, esta, isto, esse, essa, isso. </p>"
istac,Fonseca,<b>Isthac</b> <small>l</small> <br> <small>adv.</small>
isthmos,Fonseca,<b>Isthmus</b> <small>l</small> -<b>i</b> <small>l</small> <br> <small>m.</small>
istac,Fonseca,<b>Isthoc</b> <br> <small>adv.</small>
iste,Fonseca,<b>Istic</b> <small>l</small> -<b>aec</b> <small>l</small> -<b>oc</b>   <p> <b>1</b> &ensp; <small>Cic.</small> &ensp; este mesmo. </p>
istim,Fonseca,<b>Istinc</b> <small>l</small> <br> <small>adv.</small>
istac,Fonseca,<b>Istoc</b> <small>l</small> <br> <small>adv.</small>
istac,Fonseca,<b>Istuccine</b> <br> <small>adv. Ter. por Istudne.</small>
