lemma,lila_id,entry_id,bibref,pdfurl,clpurl,pubyear,prefix,form_lemma,subClass,senseGroup,ontolex.canonicalForm,rdfs.label,PRE.note,lexinfo.note,skos.note,POS.note,form_pre,form_note
aetherius,lilaLemma:87966,Fonseca1798.n01003.e02,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Aetherius</b> <small>l</small> -<b>a</b> <small>l</small> -<b>um</b>,ontolex:Word,Fonseca1798.n01003.sg01,lilaLemma:87966,aetherius,l.,,,,l.,
ab,lilaLemma:86824,Faria1994.n01155.e01,"FARIA, Ernesto. Dicionário Escolar Latino-Português. 6.ed.. ed. Rio de Janeiro: MEC-FAE, 1994.",https://archive.org/details/DicionarioEscolarLatinoPortuguesDoMecPorErnestoFaria1962,,1962,Faria,<b>af</b>,,Faria1994.n01155.sg01,lilaLemma:86824,,,prep. arc.,v. ab Cíc. Or. 158.,,,prep. arc. <br> v. ab Cíc. Or. 158.
affectus,lilaLemma:87975,Cardoso1570.n00812.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Affectus</b> <b>us</b>,ontolex:Word,Cardoso1570.n00812.sg01,lilaLemma:87975,affectus,,,,,,
afficio,lilaLemma:88003,Velez1744.n0182.e10,"VELEZ, António. ‘Index totius artis.’ In: Emmanuelis Alvari S. J. De Institutione Grammatica Libri Tres. Eborae: Typographia Academiae, 1744. pp. 366–661.",http://purl.pt/14821,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=8&Edicao=9,1744,Velez,<b>Afficior</b> -<b>ceris</b>,ontolex:Word,Velez1744.n0182.sg10,lilaLemma:88003,afficior,Hinc,passivum,,,Hinc,passivum
affinis,lilaLemma:88010,Cardoso1570.n00823.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Affinis</b> -<b>e</b>,ontolex:Word,Cardoso1570.n00823.sg01,lilaLemma:88010,affinis,,,,,,
affinis,lilaLemma:88010,Velez1744.n0186.e01,"VELEZ, António. ‘Index totius artis.’ In: Emmanuelis Alvari S. J. De Institutione Grammatica Libri Tres. Eborae: Typographia Academiae, 1744. pp. 366–661.",http://purl.pt/14821,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=8&Edicao=9,1744,Velez,<b>Affinis</b> -<b>ne</b> <small>et</small>,ontolex:Word,Velez1744.n0186.sg01,lilaLemma:88010,affinis,,Adject.,,211. 24.,,Adject.
ago,lilaLemma:88140,Faria1994.n01239.e01,"FARIA, Ernesto. Dicionário Escolar Latino-Português. 6.ed.. ed. Rio de Janeiro: MEC-FAE, 1994.",https://archive.org/details/DicionarioEscolarLatinoPortuguesDoMecPorErnestoFaria1962,,1962,Faria,<b>age</b> <b>agĭte</b>,,Faria1994.n01239.sg01,lilaLemma:88140,,,"Imperat. de ago, usado como interj.:",,,,"Imperat. de ago, usado como interj.:"
agite,lilaLemma:88139,Cardoso1570.n00849.e02,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>agedum</b>,ontolex:Word,Cardoso1570.n00849.sg01,lilaLemma:88139,agedum,vel,aduerb.,,,vel,aduerb.
agite,lilaLemma:88139,Velez1744.n0194.e02,"VELEZ, António. ‘Index totius artis.’ In: Emmanuelis Alvari S. J. De Institutione Grammatica Libri Tres. Eborae: Typographia Academiae, 1744. pp. 366–661.",http://purl.pt/14821,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=8&Edicao=9,1744,Velez,<b>Agedùm</b>,ontolex:Word,Velez1744.n0194.sg01,lilaLemma:88139,agedum,,,,,,
ago,lilaLemma:88140,Velez1744.n0201.e01,"VELEZ, António. ‘Index totius artis.’ In: Emmanuelis Alvari S. J. De Institutione Grammatica Libri Tres. Eborae: Typographia Academiae, 1744. pp. 366–661.",http://purl.pt/14821,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=8&Edicao=9,1744,Velez,<b>Ago</b> -<b>is</b>,ontolex:Word,Velez1744.n0201.sg01,lilaLemma:88140,ago,,,,189. 12. & 232. 14.,,
ago,lilaLemma:88140,Saraiva1910.xAgo,"SARAIVA, F. R. d. S. Novissimo Diccionario Latino-Portuguez. 9. ed. Paris: Livraria Garnier, 1927.",https://digital.bbm.usp.br/handle/bbm/8007,,1570,Saraiva,<b>Ăgo</b> -<b>ĭs</b> -<b>ēgī</b> -<b>āctŭm</b> -<b>ĕrĕ</b>,ontolex:Word,Saraiva1910.xAgo.sg01,lilaLemma:88140,ago,,"v. trans. de ἄγω, levar, conduzir.",,,,"v. trans. de ἄγω, levar, conduzir."
ago,lilaLemma:88140,Fonseca1798.n01131.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Ago</b> -<b>is</b> -<b>egi</b> <b>actum</b> -<b>gere</b>,ontolex:Word,Fonseca1798.n01131.sg01,lilaLemma:88140,ago,,,,,,
ago,lilaLemma:88140,Faria1994.n01300.e01,"FARIA, Ernesto. Dicionário Escolar Latino-Português. 6.ed.. ed. Rio de Janeiro: MEC-FAE, 1994.",https://archive.org/details/DicionarioEscolarLatinoPortuguesDoMecPorErnestoFaria1962,,1962,Faria,"<b>agō</b> <b>-is</b> <b>-ĕre</b> <b>-ēgi, -āctum</b>",,Faria1994.n01300.sg01,lilaLemma:88140,,,v. tr. e intr.,"Obs.: Constrói-se com acus. de direção, com inf., com dat., com supino, com acus. e abl. com prep., e intransitivamente. O inf. pass. arc. agier aparece nas fórmulas jurídicas até no período clássico Cic. Of. 3, 61.",,,"v. tr. e intr. <br> Obs.: Constrói-se com acus. de direção, com inf., com dat., com supino, com acus. e abl. com prep., e intransitivamente. O inf. pass. arc. agier aparece nas fórmulas jurídicas até no período clássico Cic. Of. 3, 61."
ago,lilaLemma:88140,Cardoso1570.n00895.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Ago</b> <b>is</b>,ontolex:Word,Cardoso1570.n00895.sg01,lilaLemma:88140,ago,,,,,,
ago,lilaLemma:88140,Cardoso1570.n00896.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Ago</b> <b>is</b>,ontolex:Word,Cardoso1570.n00896.sg01,lilaLemma:88140,ago,,,,,,
ago,lilaLemma:88140,Cardoso1570.n00905.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Ago</b> <b>is</b>,ontolex:Word,Cardoso1570.n00905.sg01,lilaLemma:88140,ago,,,,,,
ago,lilaLemma:88140,Cardoso1570.n00894.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Ago</b> <b>is</b> -<b>egi</b> <b>actum</b>,ontolex:Word,Cardoso1570.n00894.sg01,lilaLemma:88140,ago,,,,,,
agrestis,lilaLemma:88170,Fonseca1798.n01140.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Agrestis</b> -<b>is</b>,ontolex:Word,Fonseca1798.n01140.sg01,lilaLemma:88170,agrestis,,m.,,,,m.
ala,lilaLemma:88198,Cardoso1570.n00939.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Ala</b> -<b>ae</b>,ontolex:Word,Cardoso1570.n00939.sg01,lilaLemma:88198,ala,,,,,,
ala,lilaLemma:88198,Cardoso1570.n00940.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Ala</b> -<b>ae</b>,ontolex:Word,Cardoso1570.n00940.sg01,lilaLemma:88198,ala,,,,,,
alacer,lilaLemma:88205,Velez1744.n0209.e02,"VELEZ, António. ‘Index totius artis.’ In: Emmanuelis Alvari S. J. De Institutione Grammatica Libri Tres. Eborae: Typographia Academiae, 1744. pp. 366–661.",http://purl.pt/14821,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=8&Edicao=9,1744,Velez,<b>Alacris</b> -<b>cre</b> <small>et</small>,ontolex:Word,Velez1744.n0209.sg01,lilaLemma:88205,alacris,vel,,,,vel,
alius,lilaLemma:88481,Faria1994.n01515.e01,"FARIA, Ernesto. Dicionário Escolar Latino-Português. 6.ed.. ed. Rio de Janeiro: MEC-FAE, 1994.",https://archive.org/details/DicionarioEscolarLatinoPortuguesDoMecPorErnestoFaria1962,,1962,Faria,<b>alĭae</b>,,Faria1994.n01515.sg01,lilaLemma:88481,,,gen. e dat.; v. alĭus.,,,,gen. e dat.; v. alĭus.
alia,lilaIpoLemma:1834,Fonseca1798.n01225.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Alias</b>,ontolex:Word,Fonseca1798.n01225.sg01,lilaIpoLemma:1834,alias,,adv.,,,,adv.
alica,lilaLemma:88313,Cardoso1570.n01005.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Alica</b> -<b>ae</b>,ontolex:Word,Cardoso1570.n01005.sg01,lilaLemma:88313,alica,,,,,,
alioqui,lilaLemma:88341,Fonseca1798.n01249.e02,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Alioquin</b> <small>&</small>,ontolex:Word,Fonseca1798.n01249.sg01,lilaLemma:88341,alioquin,&,adv.,,,&,adv.
aliorsum,lilaLemma:88342,Fonseca1798.n01251.e02,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Alioversum</b> <small>&</small>,ontolex:MultiwordExpression,Fonseca1798.n01251.sg01,lilaLemma:88342,aliouersum,&,adv.,,,&,adv.
aliorsum,lilaLemma:88342,Fonseca1798.n01251.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Alioversus</b>,ontolex:MultiwordExpression,Fonseca1798.n01251.sg01,lilaLemma:88342,aliouersus,,adv.,,,,adv.
aliqua,lilaIpoLemma:110475,Fonseca1798.n01256.e01a,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>aliquam</b>,ontolex:Word,Fonseca1798.n01256.sg01a,lilaIpoLemma:110475,aliqua,,,,,,
aliquis,lilaLemma:91108,Faria1994.n01558.e01,"FARIA, Ernesto. Dicionário Escolar Latino-Português. 6.ed.. ed. Rio de Janeiro: MEC-FAE, 1994.",https://archive.org/details/DicionarioEscolarLatinoPortuguesDoMecPorErnestoFaria1962,,1962,Faria,<b>alĭques</b>,,Faria1994.n01558.sg01,lilaLemma:91108,,,,v. alíquis.,,,v. alíquis.
aliqua,lilaIpoLemma:110475,Fonseca1798.n01271.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Aliquid</b>,ontolex:Word,Fonseca1798.n01271.sg01,lilaIpoLemma:110475,aliquid,,subst. n.,,,,subst. n.
aliquis,lilaLemma:91108,Cardoso1570.n01045.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Aliquis</b> -<b>a</b> <b>quod</b>,ontolex:Word,Cardoso1570.n01045.sg01,lilaLemma:91108,aliquis,,,,,,
aliquis,lilaLemma:91108,Fonseca1798.n01272.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Aliquis</b> -<b>qua</b> -<b>quod</b> -<b>quid</b> <small>&</small>,ontolex:Word,Fonseca1798.n01272.sg01,lilaLemma:91108,aliquis,,,,,,
aliquis,lilaLemma:91108,Faria1994.n01560.e01,"FARIA, Ernesto. Dicionário Escolar Latino-Português. 6.ed.. ed. Rio de Janeiro: MEC-FAE, 1994.",https://archive.org/details/DicionarioEscolarLatinoPortuguesDoMecPorErnestoFaria1962,,1962,Faria,<b>alĭquis</b> <b>-qua</b> <b>-quid</b>,,Faria1994.n01560.sg01,lilaLemma:91108,,,pron. indef.,"Obs.: Dat. sing. arc. aliquoi Sên. Contr. 9, 5, 11; dat. abl. pl. aliquis T. Lív. 24, 22, 14.",,,"pron. indef. <br> Obs.: Dat. sing. arc. aliquoi Sên. Contr. 9, 5, 11; dat. abl. pl. aliquis T. Lív. 24, 22, 14."
aliquis,lilaLemma:91108,Velez1744.n0228.e01,"VELEZ, António. ‘Index totius artis.’ In: Emmanuelis Alvari S. J. De Institutione Grammatica Libri Tres. Eborae: Typographia Academiae, 1744. pp. 366–661.",http://purl.pt/14821,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=8&Edicao=9,1744,Velez,<b>Aliquis</b> <small>et c.</small> <b>aliqua</b>,ontolex:Word,Velez1744.n0228.sg01,lilaLemma:91108,aliquis,,,,169. 7. & 209. 1.,,
aliquis,lilaLemma:91108,Faria1994.n01562.e01,"FARIA, Ernesto. Dicionário Escolar Latino-Português. 6.ed.. ed. Rio de Janeiro: MEC-FAE, 1994.",https://archive.org/details/DicionarioEscolarLatinoPortuguesDoMecPorErnestoFaria1962,,1962,Faria,<b>alĭquoi</b>,,Faria1994.n01562.sg01,lilaLemma:91108,,,,v. alìquis.,,,v. alìquis.
aliquotiens,lilaLemma:91099,Fonseca1798.n01278.e02,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Aliquotiens</b> <small>&</small>,ontolex:Word,Fonseca1798.n01278.sg01,lilaLemma:91099,aliquotiens,&,adv.,,,&,adv.
alius,lilaLemma:88481,Velez1744.n0233.e01,"VELEZ, António. ‘Index totius artis.’ In: Emmanuelis Alvari S. J. De Institutione Grammatica Libri Tres. Eborae: Typographia Academiae, 1744. pp. 366–661.",http://purl.pt/14821,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=8&Edicao=9,1744,Velez,<b>Alius</b> -<b>a</b> -<b>ud</b>,ontolex:Word,Velez1744.n0233.sg01,lilaLemma:88481,alius,,,,209. 1. 216. 14.,,
alius,lilaLemma:88481,Fonseca1798.n01288.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Alius</b> -<b>a</b> -<b>ud</b> <b>Alius</b> <small>genit</small> <b>Alii</b> <small>l</small> -<b>ae</b> -<b>ii</b> <small>para todos os gen</small> <b>Alii</b> <small>dat</small>,ontolex:Word,Fonseca1798.n01288.sg01,lilaLemma:88481,alius,,,,,,
alius,lilaLemma:88481,Cardoso1570.n01055.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Alius</b> -<b>a</b> <b>ud</b>,ontolex:Word,Cardoso1570.n01055.sg01,lilaLemma:88481,alius,,,,,,
alius,lilaLemma:88481,Faria1994.n01575.e01,"FARIA, Ernesto. Dicionário Escolar Latino-Português. 6.ed.. ed. Rio de Janeiro: MEC-FAE, 1994.",https://archive.org/details/DicionarioEscolarLatinoPortuguesDoMecPorErnestoFaria1962,,1962,Faria,<b>alĭus</b> <b>-a</b> <b>-ud</b>,,Faria1994.n01575.sg01,lilaLemma:88481,,,pron.,"Obs.: Formas raras: gen. f. aliae Cíc. Div. 2, 30; dat. m. alio Sên. Ben. 4, 32, 3.",,,"pron. <br> Obs.: Formas raras: gen. f. aliae Cíc. Div. 2, 30; dat. m. alio Sên. Ben. 4, 32, 3."
alter,lilaLemma:88457,Velez1744.n0247.e01,"VELEZ, António. ‘Index totius artis.’ In: Emmanuelis Alvari S. J. De Institutione Grammatica Libri Tres. Eborae: Typographia Academiae, 1744. pp. 366–661.",http://purl.pt/14821,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=8&Edicao=9,1744,Velez,<b>Alter</b> -<b>a</b> -<b>um</b>,ontolex:Word,Velez1744.n0247.sg01,lilaLemma:88457,alter,,Partit.,,209. 1.,,Partit.
alter,lilaLemma:88457,Cardoso1570.n01108.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Alter</b> -<b>a</b> <b>um</b>,ontolex:Word,Cardoso1570.n01108.sg01,lilaLemma:88457,alter,,,,,,
alter,lilaLemma:88457,Cardoso1570.n01116.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Alter</b> -<b>eris</b>,ontolex:Word,Cardoso1570.n01116.sg01,lilaLemma:88457,alter,,,,,,
alter,lilaLemma:88457,Fonseca1798.n01368.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Alter</b> -<b>eris</b>,ontolex:Word,Fonseca1798.n01368.sg01,lilaLemma:88457,alter,,n.,,,,n.
alter,lilaLemma:88457,Faria1994.n01673.e01,"FARIA, Ernesto. Dicionário Escolar Latino-Português. 6.ed.. ed. Rio de Janeiro: MEC-FAE, 1994.",https://archive.org/details/DicionarioEscolarLatinoPortuguesDoMecPorErnestoFaria1962,,1962,Faria,<b>alter</b> <b>-ĕra</b> <b>-ĕrum</b>,,Faria1994.n01673.sg01,lilaLemma:88457,,,pron.,,,,pron.
altus2,lilaIpoLemma:1781,Fonseca1798.n01402.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Altus</b> -<b>a</b> -<b>um</b> -<b>tior</b> -<b>tissimus</b>,ontolex:Word,Fonseca1798.n01402.sg01,lilaIpoLemma:1781,altus,,,,,,
alueare,lilaLemma:88516,Velez1744.n0249.e02,"VELEZ, António. ‘Index totius artis.’ In: Emmanuelis Alvari S. J. De Institutione Grammatica Libri Tres. Eborae: Typographia Academiae, 1744. pp. 366–661.",http://purl.pt/14821,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=8&Edicao=9,1744,Velez,<b>Alveare</b> -<b>is</b>,ontolex:Word,Velez1744.n0249.sg01,lilaLemma:88516,alueare,,,,,,
ambages,lilaLemma:88596,Fonseca1798.n01462.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Ambages</b> -<b>gum</b> -<b>gibus</b>,ontolex:Word,Fonseca1798.n01462.sg01,lilaLemma:88596,ambages,,f. plur.,,,,f. plur.
ambrosia,lilaLemma:89370,Cardoso1570.n01219.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Ambrosia</b> -<b>ae</b>,ontolex:Word,Cardoso1570.n01219.sg01,lilaLemma:89370,ambrosia,,,,,,
amicus,lilaLemma:88684,Fonseca1798.n01527.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Amicus</b> -<b>i</b>,ontolex:Word,Fonseca1798.n01527.sg01,lilaLemma:88684,amicus,,m.,,,,m.
amicus,lilaLemma:88684,Cardoso1570.n01251.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Amicus</b> <b>i</b>,ontolex:Word,Cardoso1570.n01251.sg01,lilaLemma:88684,amicus,,,,,,
ampulla,lilaLemma:88789,Cardoso1570.n01318.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Ampulla</b> -<b>ae</b>,ontolex:Word,Cardoso1570.n01318.sg01,lilaLemma:88789,ampulla,,,,,,
an,lilaLemma:88828,Cardoso1570.n01334.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>An</b>,ontolex:Word,Cardoso1570.n01334.sg01,lilaLemma:88828,an,,aduerb. interrogatiuũ.,,,,aduerb. interrogatiuũ.
an,lilaLemma:88828,Velez1744.n0285.e01,"VELEZ, António. ‘Index totius artis.’ In: Emmanuelis Alvari S. J. De Institutione Grammatica Libri Tres. Eborae: Typographia Academiae, 1744. pp. 366–661.",http://purl.pt/14821,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=8&Edicao=9,1744,Velez,<b>An</b>,ontolex:Word,Velez1744.n0285.sg01,lilaLemma:88828,an,,,,321. 24. 322. 9.,,
