lemma,prefix,fullEntry
pro,Velez,"<b>Pro</b> <br> <small>Praep.</small>   <p> <b>1</b> &ensp; por, ou em lugar <br> <b>2</b> &ensp; <small>significat etiam Tanquam</small> <br> <b>3</b> &ensp; <small>pro Ante</small> <br> <b>4</b> &ensp; <small>Pro In</small> <br> <b>5</b> &ensp; <small>Pro Juxta, vel Secundum</small> </p>   <p><small>[EXEMPLOS]</small><br> <br><b>1</b><br>pro comperto, uel explorato &ensp; <small>por cousa certa, e averiguada</small> <br> <br><b>2</b><br>pro certo negare, uel dicere &ensp; <small>negar, ou dizer como certo</small> <br> <br><b>3</b><br>hasta posita pro aede Jouis &ensp; <small>posta diante do templo</small> <br> <br><b>4</b><br>pro tribunali &ensp; <small>no tribunal</small> <br> <br><b>5</b><br>pro tempore, pro meis uiribus &ensp; <small>conforme o tempo, segundo minhas forças</small> <br> <br><b>X</b><br>hoc pro eo habendum est, atque, uel ac si factum esset &ensp; <small>como se fosse feito</small> <br> pro eo ac, pro Eo atque &ensp; <small>como</small> &ensp; <small><small>i, perinde, ut</small></small> <br> pro uirili parte &ensp; <small>conforme as forças</small> &ensp; <small><small>id est pro viribus</small></small> </p>"
procul,Velez,<b>Procul</b> <br> <small>Adv.</small>
profluens,Velez,<b>Profluens</b> -<b>tis</b> <br> <small>Substant.</small> <br> <small>masc.</small>
promptus,Velez,<b>Promptus</b> -<b>a</b> -<b>um</b> <br> <small>Nomen</small>
pus,Velez,<b>Pus</b> <b>puris</b> <br> <small>neutr.</small>
puto,Velez,"<b>Puto</b> -<b>as</b>   <p> <b>1</b> &ensp; podar vides, ou arvores; <br> <b>2</b> &ensp; cuidar, ou considerar &ensp; <small>accus.</small> <br> <b>3</b> &ensp; <small>por</small> &ensp; ter para si, ou julgar &ensp; <small>Saepe cum infinito, interdum cum accus.</small> <br> <b>4</b> &ensp; <small>por</small> &ensp; estimar, aliquem magni, parvi, & c </p>   <p><small>[EXEMPLOS]</small><br> <br><b>X</b><br>putare aliquem aliquo in numero &ensp; <small>fazer algum caso de alguem</small> <br> putare rationes, uel rationem cum aliquo &ensp; <small>fazer contas com alguem</small> </p>"
Python,Velez,<b>Python</b> <br> <small>masc.</small> <br> <small>1. l.</small>
qua,Velez,"<b>Quà</b> <br> <small>Adverb.</small>   <p> <b>1</b> &ensp; por onde <br> <b>2</b> &ensp; <small>repetitum significat Tum, vel Partim</small> </p>   <p><small>[EXEMPLOS]</small><br> <br><b>2</b><br>insignis qua paterna gloria, qua sua &ensp; <small>insigne assim na gloria paterna, como na sua</small> </p>"
quaero,Velez,"<b>Quaero</b> -<b>is</b>   <p> <b>1</b> &ensp; buscar, ou acquirir &ensp; <small>accus.</small> <br> <b>2</b> &ensp; perguntar &ensp; <small>aliquid ab, vel ex alio;</small> <br> <b>3</b> &ensp; fazer inquiriçaõ &ensp; <small>de aliquo, vel accus.</small> </p>"
qua,Velez,"<b>Quàm</b> <br> <small>Adverb.</small>   <p> <b>1</b> &ensp; quam, quanto, muito </p>"
quando,Velez,<b>Quando</b> <br> <small>Conjunct.</small>
quantuscumque,Velez,<b>Quanticunque</b>
quantus,Velez,"<b>Quantus</b> -<b>a</b> -<b>um</b>   <p> <b>1</b> &ensp; quanto, ou quam grande </p>"
quare,Velez,<b>Quare</b> <br> <small>Conj.</small>   <p><small>[EXEMPLOS]</small><br> <br><b>1</b><br>quare &ensp; <small><small>Conj.</small></small> &ensp; <small>peloque</small> &ensp; <small><small></small></small> <br> quare &ensp; <small><small>Conj.</small></small> &ensp; <small>peloque</small> &ensp; <small><small></small></small> </p>
que,Velez,<b>Que</b> <br> <small>Conj. postpositiva</small>   <p> <b>1</b> &ensp; e </p>
qua,Velez,<b>Qui</b> <br> <small>Adverb.</small>   <p> <b>1</b> &ensp; <small>pro Quomodo</small> </p>
quia,Velez,<b>Quia</b>   <p> <b>1</b> &ensp; porque </p>
quid,Velez,<b>quid</b> <br> <small>Adverb.</small>
quidem,Velez,"<b>Quidem</b> <br> <small>Conj. postp.</small>   <p> <b>1</b> &ensp; na verdade, certamente </p>"
quis,Velez,"<b>Quis</b>   <p> <b>1</b> &ensp; quem, ou alguem <br> <b>1</b> &ensp; quem, ou alguem </p>"
quisquam,Velez,"<b>Quisquam</b> <small>et c.</small> <b>quaequam</b>   <p> <b>1</b> &ensp; alguem, ou algum </p>"
qua,Velez,"<b>Quò</b>   <p> <b>1</b> &ensp; quanto, para onde, para que? </p>"
qui,Velez,<b>Quod</b> <br> <small>Nomen</small>   <p> <b>1</b> &ensp; o que; </p>
qui,Velez,<b>Quod</b> <br> <small>Adverb.</small>
quod,Velez,<b>Quod</b> <br> <small>Conj.</small>   <p> <b>1</b> &ensp; porque <br> <b>2</b> &ensp; <small>in principio clausulae ponitur pro Sed</small> </p>   <p><small>[EXEMPLOS]</small><br> <br><b>2</b><br>quod si &ensp; <small>mas se</small> </p>
qua2,Velez,"<b>Quoque</b> <br> <small>Conj.</small>   <p> <b>1</b> &ensp; tambem, ou da mesma maneira </p>"
cum3,Velez,<b>Quum</b>
ratio,Velez,<b>ratio</b>
refero,Velez,"<b>Refero</b> -<b>ers</b>   <p> <b>1</b> &ensp; tornar a trazer, ou levar &ensp; <small>accus.</small> <br> <b>2</b> &ensp; <small>por</small> &ensp; referir, contar, ou tornar a dar &ensp; <small>aliquid alicui:</small> </p>   <p><small>[EXEMPLOS]</small><br> <br><b>1</b><br>aliquem in Sanctorum numerum referre &ensp; <small>canonizar</small> <br> aliquid, uel de aliquo ad Senatum referre &ensp; <small>propôr alguma cousa no Senado</small> <br> numerum referre &ensp; <small>contar;</small> <br> referre pedem &ensp; <small>tornar para tras</small> <br> <br><b>2</b><br>acceptum aliquid referre &ensp; <small>confessar ter recebido de alguem alguma cousa</small> <br> <br><b>X</b><br>acceptum referre &ensp; <small>escrever, ou apontar a receita</small> <br> gratiam, uel gratias alicui referre &ensp; <small>pagar a alguem por obra o bem, ou mal</small> <br> patris mores, os, uultumque refert &ensp; <small>parece-se com o pay nos costumes, e feiçoens;</small> </p>"
relinquo,Velez,"<b>Relinquo</b> -<b>is</b>   <p> <b>1</b> &ensp; deixar, desamparar &ensp; <small>Activ.</small> </p>"
res,Velez,"<b>Res</b> <b>rei</b> <br> <small>Vide Ab, Ago, & Natus.</small>   <p> <b>1</b> &ensp; a cousa, contenda, demanda, negocio, poder, utilidade, riqueza, etc </p>   <p><small>[EXEMPLOS]</small><br> <br><b>X</b><br>ab re &ensp; <small>do successo</small> &ensp; <small><small>interdum ponitur pro Ab eventu</small></small> <br> e re nata &ensp; <small>conforme a occasiaõ</small> <br> ex re ipsa natum &ensp; <small>o que naõ se diz de cuidado, mas occorre de repente</small> </p>"
retrorsus,Velez,<b>Retrorsus</b>
rhetorica,Velez,<b>Rhetorice</b> -<b>es</b>
rursus,Velez,<b>Rursum</b>
saepe,Velez,<b>Saepe</b> <br> <small>Adverb.</small>   <p> <b>1</b> &ensp; muitas vezes </p>
Salamis,Velez,<b>Salamin</b> -<b>inis</b>
saluber,Velez,<b>Salubris</b> -<b>bre</b> <small>et</small>
sancitus,Velez,<b>Sanctus</b> -<b>a</b> -<b>um</b> <br> <small>Nomen</small>
satis,Velez,<b>Sat</b> <br> <small>per Apocopen.</small>
scio,Velez,"<b>Scio</b> -<b>is</b>   <p> <b>1</b> &ensp; saber </p>   <p><small>[EXEMPLOS]</small><br> <br><b>X</b><br>scire de aliquo &ensp; <small>saber de alguma cousa, ou que he feito della</small> <br> scire ex aliquo &ensp; <small>saber de alguem entendendo, e sabendo delle</small> <br> scire graece &ensp; <small>saber grego</small> </p>"
scribo,Velez,"<b>Scribo</b> -<b>is</b>   <p> <b>1</b> &ensp; compôr alguma obra, escrever </p>   <p><small>[EXEMPLOS]</small><br> <br><b>X</b><br>diem alicui scribere &ensp; <small>chamar a juizo, ou citar para armar demanda</small> <br> scribere notis &ensp; <small>escrever em breves</small> </p>"
scrobis,Velez,<b>Scrobis</b> -<b>is</b>
semis,Velez,<b>Semis</b> <b>semissis</b> <br> <small>quasi Semias</small>
senatus,Velez,<b>Senatus</b> -<b>ûs</b>   <p> <b>1</b> &ensp; senado <br> <b>2</b> &ensp; senadores <br> <b>3</b> &ensp; lugar onde se ajuntaõ </p>
saepes,Velez,<b>Sepes</b> -<b>is</b>
sequor,Velez,<b>Sequor</b> -<b>eris</b>   <p> <b>1</b> &ensp; seguir &ensp; <small>Depon. cum accus.</small> </p>
si,Velez,"<b>Si</b>   <p> <b>1</b> &ensp; se, pois que, ou já que <br> <b>2</b> &ensp; <small>pro Utinam</small> &ensp; <small>cum conj.</small> </p>"
sic,Velez,"<b>Sic</b>   <p> <b>1</b> &ensp; assim, deste, ou de tal modo </p>"
sic,Velez,<b>Siccine?</b>
simulac,Velez,<b>Simulatque</b>
sine,Velez,<b>Sine</b> <br> <small>Praepos.</small>   <p> <b>1</b> &ensp; sem </p>
setu,Velez,<b>Situs</b> -<b>a</b> -<b>um</b> <br> <small>Nomen</small> <br> <small>pr. item br.</small>
stacta,Velez,<b>Stacte</b> -<b>es</b>
styrax,Velez,<b>Styrax</b> -<b>acis</b>
sum,Velez,"<b>Sum</b> -<b>es</b> <b>fui</b> <br> <small>Vide Futurus.</small>   <p> <b>1</b> &ensp; ser, ou estar <br> <b>2</b> &ensp; <small>por</small> &ensp; ser de alguem, convir, ou pertencer &ensp; <small>gen.</small> <br> <b>3</b> &ensp; <small>por</small> &ensp; ser estimado, ou valer &ensp; <small>gen. vel ablat. pretij.</small> <br> <b>4</b> &ensp; <small>por</small> &ensp; ter, ou ser tido &ensp; <small>dativ. personae habentis; | additur, & alius dativ. pro cujus diversitate diversa significat, scilicet, cum dativ. Odio, significat, causar odio, ou ser de odio a alguem, | saepè solus dativ. rei ponitur;</small> <br> <b>5</b> &ensp; <small>est pro Licet</small> &ensp; <small>sine casu</small> </p>   <p><small>[EXEMPLOS]</small><br> <br><b>4</b><br>est mihi liber unus, sunt tibi duo <br> est mihi male &ensp; <small>estou mal de saude</small> <br> est mihi melius &ensp; <small>estou melhor</small> <br> est mihi minus cum illo &ensp; <small>tenho menos famillaridade com elle</small> <br> hoc tibi crimen non erit &ensp; <small>naõ vos será isto de crime, ou naõ se vos attribuirá a crime;</small> &ensp; <small><small>& sic de aliis</small></small> <br> id miraculo fuit &ensp; <small>foi tido por milagre, ou foi cousa milagrosa</small> <br> indicio esse &ensp; <small>ser de indicio, ou mostra, etc</small> <br> uitium bonis odio est &ensp; <small>os bons aborrecem os vicios</small> <br> <br><b>5</b><br>cernere erat &ensp; <small>era licito, ou podia se ver</small> </p>"
super,Velez,<b>Superus</b> -<b>a</b> -<b>um</b> <br> <small>Vide Supra.</small>   <p> <b>1</b> &ensp; cousa de cima </p>
suus,Velez,<b>Suus</b> <b>sua</b> <b>suum</b> <br> <small>Recipr.</small>
silua,Velez,<b>Sylva</b> -<b>ae</b>
siluestris,Velez,<b>Sylvestris</b> -<b>tre</b> <small>&</small>
tam,Velez,"<b>Tam</b> <br> <small>Adv.</small>   <p> <b>1</b> &ensp; taõ, ou tanto </p>"
tamen,Velez,"<b>Tamen</b> <br> <small>Conj.</small>   <p> <b>1</b> &ensp; contudo, todavia </p>   <p><small>[EXEMPLOS]</small><br> <br><b>1</b><br>ueruntamen &ensp; <small><small></small></small> &ensp; <small>contudo, todavia</small> &ensp; <small><small></small></small> <br> ueruntamen &ensp; <small><small></small></small> &ensp; <small>contudo, todavia</small> &ensp; <small><small></small></small> </p>"
tantus,Velez,"<b>Tantus</b> -<b>a</b> -<b>um</b>   <p> <b>1</b> &ensp; cousa tanta, ou taõ grande </p>   <p><small>[EXEMPLOS]</small><br> <br><b>X</b><br>hoc tanti non est &ensp; <small>isto naõ he de que se faça tanto caso, e estimaçaõ</small> <br> tanti aestimo, & c &ensp; <small>tanto, ou em tanto estimo;</small> </p>"
tapetum,Velez,<b>Tapetium</b> -<b>ii</b>
tu,Velez,<b>Te</b>   <p> <b>1</b> &ensp; ajunta-se ao pronome tu </p>   <p><small>[EXEMPLOS]</small><br> <br><b>1</b><br>tute &ensp; <small>vos mesmo</small> </p>
tempori,Velez,<b>tempore</b>
tempus,Velez,<b>Tempus</b> -<b>oris</b>   <p> <b>1</b> &ensp; o tempo </p>
teneo,Velez,"<b>Teneo</b> -<b>es</b>   <p> <b>1</b> &ensp; ter, deter, guardar, possuir, habitar &ensp; <small>accus.</small> <br> <b>2</b> &ensp; <small>tenere pro intelligere</small> &ensp; <small>accus. vel sine illo</small> <br> <b>3</b> &ensp; <small>tenere</small> &ensp; lembrar-se de alguma cousa &ensp; <small>accus. Apud Virg.</small> </p>   <p><small>[EXEMPLOS]</small><br> <br><b>1</b><br>tenet me spes, & c &ensp; <small><small>Dicimus eleganter</small></small> &ensp; <small>espero, tenho esperança, etc</small> <br> <br><b>2</b><br>teneo rem <br> tenes, quid dicam? &ensp; <small>entendeis o que digo?</small> <br> <br><b>X</b><br>ora tenebant &ensp; <small><small>i, tacebant</small></small> <br> teneri argumentis &ensp; <small>ser apanhado, ou convencido com argumentos</small> <br> tenet omnia limo &ensp; <small><small>i, tegit</small></small> </p>"
tomix,Velez,<b>Tomix</b> -<b>icis</b>
torques,Velez,<b>Torquis</b> -<b>is</b>
totus,Velez,"<b>Totus</b> -<b>a</b> -<b>um</b>   <p> <b>1</b> &ensp; cousa toda, e inteira &ensp; <small>refertur ad quantitatem, Omnis ad numerum, ut: Totus orbis, omnis scholasticus: interdum confunduntur.</small> </p>"
tritonis,Velez,<b>Tritonis</b> <br> <small>tanquam Adject.</small>
tuber2,Velez,<b>Tuber</b> -<b>eris</b> <br> <small>masc. pr. br.</small>
tum,Velez,"<b>Tum</b> <br> <small>copulativa particula</small> <br> <small>Vide infrà Tunc.</small>   <p> <b>1</b> &ensp; <small>saepe ponitur post Cùm, & idem ferè significat, nisi quod Tum maius quoddam in se contineat, aut specialius. Itaque, Cùm significat assim, Tum como tambem</small> <br> <b>2</b> &ensp; <small>In rebus paribus geminatur. Tum</small> <br> <b>3</b> &ensp; <small>geminatur etiam Tum pro Modò</small> <br> <b>4</b> &ensp; <small>ponitur etiam Tum pro Tunc</small> <br> <b>5</b> &ensp; <small>tum autem pro Et, vel Praetereá</small> &ensp; ou alem disso <br> <b>6</b> &ensp; <small>tum, vel Tum verò non praecedente Cùm pro Deinde</small> &ensp; depois disso </p>   <p><small>[EXEMPLOS]</small><br> <br><b>1</b><br>uirtutem cum omnes amplecti debent, tum ii praecipue, qui literis uacant <br> <br><b>2</b><br>omnia tum rebus, tum personis accommodata <br> <br><b>3</b><br>tum hoc, tum illud dicebat &ensp; <small>dizia humas vezes huma cousa, outras vezes outra</small> </p>"
turbo2,Velez,<b>Turben</b> -<b>inis</b>
turbo2,Velez,<b>Turbo</b>
tus,Velez,<b>Tus</b> -<b>ris</b>
tu,Velez,<b>Tute</b> <br> <small>ult. br.</small>   <p> <b>1</b> &ensp; vos mesmo </p>
ubi,Velez,"<b>Ubi</b> <br> <small>Adverb.</small>   <p> <b>1</b> &ensp; onde, em que parte? &ensp; <small>In quo sensu adduntur ad ornatum genitivi terrarum, vel gentium:</small> <br> <b>2</b> &ensp; <small>significat item Ubi</small> &ensp; depois que, ou tanto que </p>   <p><small>[EXEMPLOS]</small><br> <br><b>1</b><br>ubi loci &ensp; <small>em que lugar, ou estado?</small> <br> <br><b>2</b><br>ubi primum &ensp; <small>tanto que</small> </p>"
unus,Velez,<b>unus</b>
ut,Velez,"<b>Ut</b> <br> <small>Conjunct.</small>   <p> <b>1</b> &ensp; que, ou paraque, aindaque <br> <b>2</b> &ensp; <small>depois dos verbos de temer, ou recear, significa</small> &ensp; que naõ </p>   <p><small>[EXEMPLOS]</small><br> <br><b>X</b><br>ut ne &ensp; <small>para que naõ</small> </p>"
ut2,Velez,"<b>Ut</b> <br> <small>Adverb.</small>   <p> <b>1</b> &ensp; depois que, como, assim como, praza a Deos </p>"
uterus,Velez,<b>Uter</b> <b>uteri</b>
ut2,Velez,<b>Uti</b> <br> <small>Adverb.</small>   <p> <b>1</b> &ensp; assim como </p>
ut,Velez,<b>Uti</b>   <p> <b>1</b> &ensp; para que </p>
uae,Velez,<b>Vae</b> <br> <small>Interject.</small>
ualles,Velez,<b>Vallis</b> -<b>is</b>
uehis,Velez,<b>Vehes</b> -<b>is</b>
uel,Velez,"<b>Vel</b> <br> <small>Conjunct.</small>   <p> <b>1</b> &ensp; <small>interdum pro etiam</small> &ensp; tambem, até, ainda <br> <b>2</b> &ensp; <small>interdum pro Valdé</small> &ensp; muito <br> <b>3</b> &ensp; <small>item pro Maximè</small> &ensp; principalmente </p>   <p><small>[EXEMPLOS]</small><br> <br><b>1</b><br>carmina uel coelo possunt deducere Lunam </p>"
uenio,Velez,<b>venio</b>
uenio,Velez,"<b>Venio</b> -<b>is</b>   <p> <b>1</b> &ensp; vir, ou chegar &ensp; <small>Neutr.</small> </p>   <p><small>[EXEMPLOS]</small><br> <br><b>X</b><br>alicui uenire auxilio &ensp; <small>favorecer a alguem</small> <br> arbores, & similia uenire &ensp; <small>crescer</small> &ensp; <small><small>pro Crescere</small></small> <br> uenit mihi in mentem huius rei &ensp; <small><small>dicimus eleganter</small></small> &ensp; <small>occorre-me, ou lembro-me desta cousa</small> &ensp; <small><small>pro haec res</small></small> </p>"
Uenus,Velez,<b>Venus</b> -<b>eris</b>
uero,Velez,"<b>Verò</b>   <p> <b>1</b> &ensp; certamente, na verdade, porem, mas </p>"
uideo,Velez,"<b>Video</b> -<b>es</b>   <p> <b>1</b> &ensp; ver, entender, considerar, advertir, prover &ensp; <small>Activ.</small> <br> <b>2</b> &ensp; <small>pass. Videor, eris</small> &ensp; ser visto <br> <b>3</b> &ensp; <small>pass. Videor, eris saepissimè significat</small> &ensp; parecer </p>   <p><small>[EXEMPLOS]</small><br> <br><b>X</b><br>uiden &ensp; <small>Vedes por ventura?</small> &ensp; <small><small>pro Videsne?</small></small> </p>"
uigil,Velez,<b>Vigil</b> -<b>ilis</b> <br> <small>Subst.</small>
uinco,Velez,<b>Vinco</b> -<b>is</b>   <p> <b>1</b> &ensp; vencer &ensp; <small>Activ.</small> </p>
uirtus,Velez,"<b>Virtus</b> -<b>utis</b>   <p> <b>1</b> &ensp; virtude, esforço, força, ou propriedade de qualquer cousa </p>"
uis,Velez,"<b>Vis</b> <b>vis</b> <br> <small>accus. Vim, abl. Vi, in pl. vires, virium.</small>   <p> <b>1</b> &ensp; poder, multidaõ, copia </p>"
uiuo,Velez,"<b>Vivo</b> -<b>is</b>   <p> <b>1</b> &ensp; viver &ensp; <small>o com que alguem vive, ou se sustenta, in abl.</small> </p>   <p><small>[EXEMPLOS]</small><br> <br><b>1</b><br>uiuere rapto &ensp; <small>viver de roubos</small> <br> uiuo uitam, aetatem, annos, annis </p>"
uomer,Velez,<b>Vomis</b> -<b>eris</b>
hic,Velez,<small>& c.</small> <b>Hicce</b>
hic,Velez,<small>et c.</small> <b>Hic</b> <br> <small>Vide Iste.</small>   <p> <b>1</b> &ensp; este </p>
qui,Velez,"<small>et c.</small> <b>qui</b>   <p> <b>1</b> &ensp; quem, ou alguem <br> <b>1</b> &ensp; quem, ou alguem </p>"
qui,Velez,<small>et c.</small> <b>Qui</b> <br> <small>Vide cum.</small>   <p> <b>1</b> &ensp; o qual; </p>
quidam,Velez,<small>et c.</small> <b>Quidam</b>   <p> <b>1</b> &ensp; hum certo; </p>
quis,Velez,"<small>et c.</small> <b>Quisque</b>   <p> <b>1</b> &ensp; todo, qualquer, ou cada hum &ensp; <small>semper postponitur Numeralibus, sicut & Superlativis, | & etiam Partitivis</small> </p>   <p><small>[EXEMPLOS]</small><br> <br><b>1</b><br>altero quoque anno &ensp; <small>de dous em dous annos</small> <br> decimus quisque militum &ensp; <small>hum de dez soldados</small> <br> maximus quisque &ensp; <small>todo o homem grande</small> <br> optima quaeque &ensp; <small>todas as cousas boas;</small> <br> primo quoque tempore &ensp; <small>no primeiro tempo, que se offerecer</small> <br> quinto quoque anno fiebat lustrum &ensp; <small>todos os cinco annos se fazia, etc</small> </p>"
