lemma,prefix,fullEntry
fero,Velez,"<b>Fero</b> <b>fers</b> <br> <small>Vide Prae, & Habeo.</small>   <p> <b>1</b> &ensp; levar, sofrer, trazer, receber, levantar <br> <b>2</b> &ensp; <small>ponitur etiam pro Dicere</small> <br> <b>3</b> &ensp; <small>aliquandò pro Gignere, Prodùcere</small> </p>   <p><small>[EXEMPLOS]</small><br> <br><b>2</b><br>fertur &ensp; <small>conta-se</small> <br> ferunt &ensp; <small>dizem, ou contaõ</small> <br> <br><b>X</b><br>ad Senatum, uel ad pópulum ferre &ensp; <small>consultar o Senado, ou povo sobre alguma cousa</small> <br> ferre manum &ensp; <small>pelejar</small> &ensp; <small><small>apud Virg. pro Conferre</small></small> <br> ferre se in auro &ensp; <small><small>pro Ostentare</small></small> <br> susque, deque fero &ensp; <small><small>apud veteres, i, sursùm, an deorsum res feratur, parvi facio</small></small> <br> uetustatem &ensp; <small>durar muito, naõ se corromper alguma cousa com o tempo</small> &ensp; <small><small>i, annos ferre</small></small> </p>"
fides,Velez,"<b>Fides</b> -<b>ei</b> <br> <small>Vide Jubeo & Libero.</small>   <p> <b>1</b> &ensp; fé, lealdade, credito <br> <b>2</b> &ensp; <small>significat etiam fides id, quod vulgò dicimus conscientiam</small> </p>   <p><small>[EXEMPLOS]</small><br> <br><b>1</b><br>abrogare fidem &ensp; <small>perder o credito</small> <br> bonae fidei homo &ensp; <small>homem de sua palavra, e aquem tudo se pode encarregar seguramente</small> <br> <br><b>X</b><br>affecta, uel afflicta fides &ensp; <small><small>i, laesa</small></small> <br> alicui fidem facere &ensp; <small>fazer que crea, persuadir</small> <br> alterius fide pecuniam ab aliquo sumere &ensp; <small>tomar o dinheiro com fiança de outro</small> <br> dare alicui fidem &ensp; <small>prometter, ou dar sua palavra com firmeza</small> <br> fallere fidem &ensp; <small>naõ cumprir o promettido</small> <br> fides publica &ensp; <small>salvo conducto</small> <br> in alicuius fide esse &ensp; <small>estar debaixo da protecçaõ de alguem</small> <br> mutare fidem &ensp; <small>o mesmo, ou desfazer o contracto, ou pacto</small> <br> tabularum fides &ensp; <small>a authoridade das escrituras</small> </p>"
filius,Velez,"<b>Filius</b> -<b>ii</b> <br> <small>Nomine filiorum etiam filiae continentur, non e contrario.</small>   <p> <b>1</b> &ensp; o filho </p>   <p><small>[EXEMPLOS]</small><br> <br><b>X</b><br>fortunae filius &ensp; <small><small>cui omnia prosperè succedunt</small></small> <br> fratris filius &ensp; <small>o sobrinho</small> <br> terrae filii &ensp; <small><small>i, obscuro, ignotoque nati genere</small></small> </p>"
fio,Velez,"<b>Fio</b> -<b>is</b>   <p> <b>1</b> &ensp; ser feito, estimado <br> <b>2</b> &ensp; <small>aliquando in tertia persona pro Evenire</small> </p>"
sum,Velez,"<b>Forem</b> <small>et c.</small> -<b>es</b> <br> <small>pro Essem, esses, & c.</small>"
fors,Velez,<b>Forsitan</b>
fors,Velez,<b>Fortassè</b>
fors,Velez,<b>Fortassis</b>
fors,Velez,<b>Fortè</b> <br> <small>Adverb.</small>
genus,Velez,"<b>Genus</b> -<b>eris</b>   <p> <b>1</b> &ensp; geraçaõ, genero, naçaõ </p>"
geometres,Velez,<b>Geometres</b>
gero,Velez,"<b>Gero</b> -<b>is</b>   <p> <b>1</b> &ensp; trazer, ter, fazer <br> <b>2</b> &ensp; <small>cum accus. se, significa</small> &ensp; haver-se </p>   <p><small>[EXEMPLOS]</small><br> <br><b>2</b><br>moderate se gerere &ensp; <small>haver-se moderadamente</small> <br> <br><b>X</b><br>gerere consulem, honores, & c &ensp; <small>gozar da dignidade do consul, gozar das honras, etc</small> <br> morem gerere alicui &ensp; <small>obedecer</small> <br> rempublicam gerere &ensp; <small>administrar, governar a Republica</small> <br> res alias gerere &ensp; <small>naõ estar attento ao que se diz</small> </p>"
glomus,Velez,<b>glomus</b> -<b>eris</b>
grammatica,Velez,<b>Grammatice</b> -<b>es</b>
grauis,Velez,"<b>Gravis</b> -<b>ve</b> <small>et</small>   <p> <b>1</b> &ensp; cousa grave, modesta, confiante, severa, pesada &ensp; <small>abl.</small> <br> <b>2</b> &ensp; cousa molesta, perniciosa, ou acerba &ensp; <small>dat.</small> </p>"
gutus,Velez,<b>Guttus</b> -<b>i</b>
habeo,Velez,"<b>Habeo</b> -<b>es</b> <br> <small>Vide Fero.</small>   <p> <b>1</b> &ensp; ter, possuir, estimar </p>   <p><small>[EXEMPLOS]</small><br> <br><b>X</b><br>aegre habere &ensp; <small>levar mal</small> <br> alicui habere fidem &ensp; <small>crer</small> <br> alicui habere gratiam, uel gratias &ensp; <small>ficar agradecido, e com animo de recompensar o beneficio</small> <br> alicui habere honorem &ensp; <small>honrar</small> <br> aliquem bene, uel comiter habere &ensp; <small>tratar a alguem bem com affabilidade, e cortezia</small> <br> aliquem despicatum, uel despicatui, contemptui, uel despectui habere &ensp; <small>desprezar</small> <br> aliquem in deliciis habere &ensp; <small>amar muito</small> <br> aliquid derelictui, uel pro derelicto habere &ensp; <small>naõ ter cuidado, ou naõ tratar de alguma cousa</small> <br> bene, uel belle habere &ensp; <small>estar bem</small> <br> habendum est &ensp; <small><small>i, intelligendum</small></small> <br> habeo omnem rem &ensp; <small>entendo tudo</small> <br> habeo polliceri, audire, & c &ensp; <small><small>i, possum</small></small> <br> habere concionem &ensp; <small>prégar</small> <br> habere delectum &ensp; <small>escolher</small> <br> habere iter, uel uiam &ensp; <small>caminhar</small> <br> habere rationem salutis, honoris, & c &ensp; <small>ter conta ou cuidado da saude, etc</small> <br> habere uerba &ensp; <small>fallar</small> <br> habeto &ensp; <small><small>i, ita tibi persuadeto</small></small> <br> male habere &ensp; <small>estar mal</small> <br> omnia susque, deque habet, uel fert &ensp; <small>tudo leva com igual animo, de nada se lhe dá</small> </p>"
alcyoneus,Velez,<b>Halcyonii</b>
heri,Velez,<b>Here</b>
heres,Velez,<b>heres</b> -<b>edis</b>
hic2,Velez,<b>Hicce</b>
hinc,Velez,<b>Hinc</b> <br> <small>adv.</small>   <p> <b>1</b> &ensp; daqui </p>
homo,Velez,"<b>Homo</b> -<b>inis</b> <br> <small>masc.</small>   <p> <b>1</b> &ensp; homem, ou mulher </p>"
honor,Velez,<b>Honos</b> -<b>oris</b>
hostis,Velez,"<b>Hostis</b> -<b>is</b>   <p> <b>1</b> &ensp; o inimigo, ou inimiga </p>"
uber,Velez,<b>Huber</b> -<b>eris</b>
uber2,Velez,<b>Huber</b> -<b>eris</b>
hinc,Velez,<b>Huc</b>   <p> <b>1</b> &ensp; para aqui </p>   <p><small>[EXEMPLOS]</small><br> <br><b>X</b><br>huc malorum &ensp; <small>a estes males</small> </p>
hiberna,Velez,<b>Hyberna</b> -<b>orum</b>
hiems,Velez,<b>Hyems</b> -<b>emis</b>
hymenaeus,Velez,<b>Hymeneus</b>
hystrix,Velez,<b>Hystrix</b> -<b>icis</b>
idcirco,Velez,<b>Iccircò</b>
idem,Velez,<b>Idem</b> <small>et c.</small> <b>eadem</b>   <p> <b>1</b> &ensp; o mesmo </p>
igitur,Velez,<b>Igitur</b> <br> <small>Conjunct.</small>   <p> <b>1</b> &ensp; por tanto </p>
Ilium,Velez,<b>Ilion</b> -<b>ii</b>
ille,Velez,"<b>Ille</b> <b>illa</b> <b>illud</b> <br> <small>Illic, vel Illhic, illaec, illuc, & c. pro Ille apud Comicos.</small>   <p> <b>1</b> &ensp; elle, aquelle; </p>"
illa,Velez,<b>Illuc</b>
Illyris,Velez,<b>Illyris</b> -<b>idis</b>
inprimis,Velez,"<b>in primis</b>   <p><small>[EXEMPLOS]</small><br> <br><b>1</b><br>in primis &ensp; <small><small>cum positivis.</small></small> &ensp; <small>primeiramente, em primeiro lugar, mais que os outros</small> &ensp; <small><small></small></small> <br> in primis &ensp; <small><small>cum positivis.</small></small> &ensp; <small>primeiramente, em primeiro lugar, mais que os outros</small> &ensp; <small><small></small></small> </p>"
in,Velez,"<b>In</b> <br> <small>praep.</small>   <p> <b>1</b> &ensp; <small>cum verbis motûs de loco ad locum accus. habet</small> <br> <b>2</b> &ensp; <small>Cúm verò quies, vel motus in uno tantúm loco significatur</small> &ensp; <small>abl. petit</small> <br> <b>3</b> &ensp; <small>Aliquando tamen sine aliquo motu accusativo gaudet</small> <br> <b>4</b> &ensp; <small>item pro Super</small> <br> <b>5</b> &ensp; <small>pro Usque ad</small> <br> <b>6</b> &ensp; <small>pro Instar</small> <br> <b>7</b> &ensp; <small>pro Erga, Contrà, Ad, Pro, Per</small> <br> <b>8</b> &ensp; <small>at pro Inter, & Intra</small> &ensp; <small>abl. postulat</small> </p>   <p><small>[EXEMPLOS]</small><br> <br><b>1</b><br>cecidit in pedes, & c <br> receptus est in urbem <br> <br><b>2</b><br>deambulo in foro <br> sum in templo <br> <br><b>3</b><br>in contrarium &ensp; <small>em contrario</small> <br> in uos exempla fient, uel edentur &ensp; <small>em vos se daraõ exemplos; em vòs escarmentaráõ os outras</small> <br> laudare in os &ensp; <small>louvar em presença</small> <br> <br><b>4</b><br>apponere dapes in mensam &ensp; <small>na mesa, ou sobre a mesa</small> <br> <br><b>5</b><br>in lucem &ensp; <small>até á manhaá</small> <br> <br><b>6</b><br>portus curuatur in arcum &ensp; <small>em arco, ou á maneira de arco</small> <br> <br><b>7</b><br>da mihi operam in hunc diem &ensp; <small>ajudai me por este dia, ou por hoje</small> <br> in horam, & in horas <br> indies, uel in dies singulos &ensp; <small>cada vez mais, ou por todos os dias</small> <br> nummos diuidere in uiros &ensp; <small>pelos homens</small> <br> <br><b>8</b><br>in paucis diebus &ensp; <small>dentro de poucos dias</small> </p>"
indecor,Velez,<b>Indecoris</b> -<b>re</b> <small>et</small>
infandus,Velez,<b>Infandùm</b> <br> <small>Interject.</small>
inimicus,Velez,<b>Inimicus</b> -<b>a</b> -<b>um</b> <br> <small>Adject.</small> <br> <small>3. l.</small>
inquam,Velez,"<b>Inquam</b> -<b>is</b>   <p> <b>1</b> &ensp; dizer, affirmar &ensp; <small>dat.</small> </p>"
inquam,Velez,"<b>Inquio</b>   <p> <b>1</b> &ensp; dizer, affirmar &ensp; <small>dat.</small> </p>"
insalubris,Velez,<b>Insalubris</b> -<b>bre</b> <small>et</small>
instar,Velez,<b>Instar</b> <br> <small>Adverb.</small>
intenditus,Velez,<b>Intensus</b> -<b>a</b> -<b>um</b>
inter,Velez,"<b>Inter</b> <br> <small>Praep.</small>   <p> <b>1</b> &ensp; <small>medium quiddam significat</small> &ensp; entre, ou no meyo &ensp; <small>Cum Gerundiis pro Dum ponitur, | Suo casui postponitur interdum.</small> </p>   <p><small>[EXEMPLOS]</small><br> <br><b>1</b><br>inter coenandum &ensp; <small><small>i, dum coenat</small></small> </p>"
internecio,Velez,<b>Internectio</b>
introrsum,Velez,<b>introrsum</b>
inuolo,Velez,<b>Involo</b> -<b>as</b> <br> <small>2. b. Vide Evolo.</small>
inuolucer,Velez,<b>Involucer</b> -<b>cris</b> -<b>cre</b> <small>&</small>
ipse,Velez,"<b>Ipse</b> -<b>a</b> -<b>um</b> <br> <small>Ipsissimus superl. apud Plaut.</small>   <p> <b>1</b> &ensp; o mesmo <br> <b>2</b> &ensp; <small>ipsi in plur. pro integri, vel toti</small> &ensp; <small>apud Cic.</small> </p>   <p><small>[EXEMPLOS]</small><br> <br><b>1</b><br>ego ipse, tu ipse, ille ipse <br> ipsemet &ensp; <small><small>id est, ipse per se, & non per alios</small></small> <br> <br><b>2</b><br>triginta dies erant ipsi, quum, & c </p>"
is,Velez,"<b>Is</b> <b>ea</b> <b>id</b>   <p> <b>1</b> &ensp; elle, este, o tal <br> <b>2</b> &ensp; <small>ponitur interdum Id pro Ob id</small> <br> <b>3</b> &ensp; <small>adverb. Demum cum Is significat omnino, vel solùm, vel profectó</small> </p>   <p><small>[EXEMPLOS]</small><br> <br><b>X</b><br>id aetatis &ensp; <small><small>pro in ea aetate, vel ejus aetatis</small></small> <br> id genus &ensp; <small><small>pro ejus generis, & c</small></small> <br> id temporis &ensp; <small><small>pro id tempus, vel eo tempore</small></small> <br> idque &ensp; <small>principalmente</small> &ensp; <small><small>pro Et maximè</small></small> </p>"
iste,Velez,"<b>Iste</b> -<b>a</b> -<b>ud</b>   <p> <b>1</b> &ensp; este &ensp; <small>differt ab Hic, quòd hic cum suis derivatis, & compositis dicitur de persona loquente, vel de re ei proxima; nam de me loquens dicere debeo, Hoc caput, haec manus, hic locus, ubi sum: Iste verò cum suis spectat ad personam, cui loquimur, vel ad rem ei proximam, sic de te loquens dico: Istud caput, ista manas, iste locus, id est, istud tuum caput, ista tua manus, iste locus, in quo tu es.</small> </p>"
isthmos,Velez,<b>Isthmus</b> -<b>i</b>
ita,Velez,"<b>Ita</b> <br> <small>Adverb. respondendi, vel affirmandi</small>   <p> <b>1</b> &ensp; sim, ou assim <br> <b>2</b> &ensp; <small>cum negatione pro Valdè ponitur</small> <br> <b>3</b> &ensp; <small>ita</small> &ensp; de tal modo, ou maneira &ensp; <small>cum Ut, & conjunctivo.</small> </p>   <p><small>[EXEMPLOS]</small><br> <br><b>1</b><br>ita loquor &ensp; <small>assim costumo fallar; ou digo, o que na verdade he</small> <br> <br><b>2</b><br>non ita, & c &ensp; <small><small>i, non valdè</small></small> </p>"
itaque,Velez,"<b>Itaque</b>   <p> <b>1</b> &ensp; <small>unica dictio ex Ita, & Que accentum habent in prima, poniturque pro Ergo, vel Igitur</small> &ensp; assim que, por tanto <br> <b>2</b> &ensp; <small>cum duae sunt partes, habet accentum in penult. Itaq. significat que & ita</small> &ensp; assim </p>"
eo,Velez,"<b>Itum</b> <br> <small>sup. ab Eo, is, prima br.</small>"
iocinor,Velez,<b>jecinoris</b> <br> <small>Vide Jecur.</small>
iubeo,Velez,"<b>Jubeo</b> -<b>es</b> <br> <small>1. b.</small>   <p> <b>1</b> &ensp; mandar com imperio &ensp; <small>dat.</small> <br> <b>2</b> &ensp; determinar, decretar &ensp; <small>accus.</small> <br> <b>3</b> &ensp; <small>interdum pro Precari, vel optare</small> </p>   <p><small>[EXEMPLOS]</small><br> <br><b>3</b><br>iubeo te saluere </p>"
iudex,Velez,"<b>Judex</b> -<b>icis</b>   <p> <b>1</b> &ensp; juiz, ou juiza </p>"
ius,Velez,<b>Jus</b> -<b>ris</b>   <p> <b>1</b> &ensp; o direito; </p>   <p><small>[EXEMPLOS]</small><br> <br><b>X</b><br>sui iuris esse &ensp; <small>ser senhor de si</small> </p>
kalendae,Velez,<b>Kalendae</b> -<b>arum</b>
laeua,Velez,<b>Laeva</b>
legio,Velez,"<b>Legio</b> -<b>nis</b>   <p> <b>1</b> &ensp; legiaõ, contem 6. ou 7. mil soldados </p>"
lepos,Velez,<b>Lepos</b> -<b>oris</b>
lex,Velez,"<b>Lex</b> -<b>gis</b>   <p> <b>1</b> &ensp; ley, regra, condiçaõ </p>   <p><small>[EXEMPLOS]</small><br> <br><b>1</b><br>abrogare, uel retigere leges &ensp; <small>abrogar, destruir, desfazer as leys</small> <br> ferre legem &ensp; <small><small>est populo aliquid proponere, rogareque, velitne id pro lege habere</small></small> <br> hac lege tibi meam astringo fidem &ensp; <small>com esta condiçaõ, & c</small> </p>"
licet,Velez,<b>Licèt</b> <br> <small>Adverb. concedendi</small>
licet,Velez,<b>Licèt</b> <br> <small>Conjun.</small>
licet,Velez,"<b>Licet</b> -<b>ebat</b>   <p> <b>1</b> &ensp; ser licito &ensp; <small>dat.</small> </p>   <p><small>[EXEMPLOS]</small><br> <br><b>X</b><br>si per te, uel per uos licet &ensp; <small>se mo permittis</small> </p>"
lien,Velez,<b>Lienis</b> -<b>is</b>
locus,Velez,"<b>Locus</b> -<b>i</b> <br> <small>sempre he masculino</small>   <p> <b>1</b> &ensp; o lugar <br> <b>2</b> &ensp; <small>in pl. loca, & interdum loci, orum:</small> &ensp; pelos lugares, donde se tiraõ os argumentos </p>   <p><small>[EXEMPLOS]</small><br> <br><b>X</b><br>facere aliquid in loco &ensp; <small><small>i, opportune</small></small> </p>"
Lusiades,Velez,<b>Lusiades</b> -<b>ae</b>
magis,Velez,<b>Magis</b> <br> <small>Magè pro Magis apud Poetas. 1. b.</small>   <p> <b>1</b> &ensp; mais </p>
magnus,Velez,<b>Magnus</b> -<b>a</b> -<b>um</b>   <p> <b>1</b> &ensp; cousa grande </p>
mancipium,Velez,<b>Mancipium</b>
manus,Velez,"<b>Manus</b> -<b>ûs</b>   <p> <b>1</b> &ensp; maõ, multidaõ, exercito, ou tromba de Elefante <br> <b>2</b> &ensp; <small>interdum pro scriptura manuum</small> </p>   <p><small>[EXEMPLOS]</small><br> <br><b>2</b><br>epistola, uel litterae mea manu &ensp; <small>carta de minha letra</small> <br> res per manus tradita &ensp; <small>cousa, que naõ está escrita, e so se tem por tradiçaõ</small> <br> <br><b>X</b><br>manu aliquem docere &ensp; <small><small>i, apertè</small></small> </p>"
meus,Velez,<b>Meus</b> -<b>a</b> -<b>um</b>   <p> <b>1</b> &ensp; cousa minha </p>
miles,Velez,<b>Miles</b> -<b>tis</b> <br> <small>comm. duor. 1. l.</small>   <p> <b>1</b> &ensp; o soldado </p>
miluus,Velez,<b>Milvius</b> -<b>ii</b>
mitto,Velez,"<b>Mitto</b> -<b>is</b>   <p> <b>1</b> &ensp; mandar, enviar, lançar, deixar <br> <b>2</b> &ensp; <small>interdum pro Deponere, & Desinere</small> <br> <b>3</b> &ensp; <small>pro Tacere, vel Praeterire</small> </p>   <p><small>[EXEMPLOS]</small><br> <br><b>2</b><br>mitte scrutari &ensp; <small>deixai, ou naõ queirais esquadrinhar</small> <br> mitte timorem &ensp; <small>ponde de parte o medo</small> <br> <br><b>3</b><br>mitto caetera <br> <br><b>X</b><br>missum aliquid facere &ensp; <small>largar, deixar ir, ou abrir maõ de alguma cousa</small> <br> seruum manu mittere &ensp; <small>dar liberdade</small> </p>"
modo,Velez,"<b>Modò</b> <br> <small>Adverb.</small>   <p> <b>1</b> &ensp; agora, pouco ha, ou logo, somente, com tanto que <br> <b>2</b> &ensp; <small>ponitur etiam pro Quidem, vel Tamen, & pro</small> <br> <b>3</b> &ensp; <small>geminatum significat</small> &ensp; humas vezes <br> <b>4</b> &ensp; <small>invenitur item pro jamdudum</small> </p>   <p><small>[EXEMPLOS]</small><br> <br><b>3</b><br>modo ait, modo negat </p>"
modus,Velez,<b>modus</b>
mortifer,Velez,<b>Mortiferus</b> -<b>a</b> -<b>um</b>
mos,Velez,<b>Mos</b> -<b>ris</b> <br> <small>Vide Gero.</small>   <p> <b>1</b> &ensp; costume </p>   <p><small>[EXEMPLOS]</small><br> <br><b>X</b><br>more &ensp; <small>á maneira</small> </p>
mugil,Velez,<b>Mugilis</b> -<b>is</b>
multus,Velez,"<b>Multus</b> -<b>a</b> -<b>um</b>   <p> <b>1</b> &ensp; cousa muita, ou mui grande </p>   <p><small>[EXEMPLOS]</small><br> <br><b>X</b><br>multa nox &ensp; <small>alta noite</small> <br> multus in aliquo, uel ad aliquid &ensp; <small><small>i, continuus</small></small> </p>"
musice,Velez,<b>Musice</b> -<b>es</b>
nam,Velez,"<b>Nam</b>   <p> <b>1</b> &ensp; porque, certamente, mas </p>"
ne3,Velez,"<b>Ne</b> <br> <small>Adverb.</small>   <p> <b>1</b> &ensp; naõ <br> <b>2</b> &ensp; <small>interdum pro Neque, sequente Quidem, ita ut aliquid intercedat</small> </p>   <p><small>[EXEMPLOS]</small><br> <br><b>2</b><br>ne nunc quidem &ensp; <small>nem ainda agora</small> <br> <br><b>X</b><br>ne plura. Ne multa, uel Ne multis &ensp; <small><small>subaudito dicam, vel aliud simile</small></small> </p>"
ne,Velez,"<b>Ne</b>   <p> <b>1</b> &ensp; que, ou que naõ, ou para que naõ </p>"
nec,Velez,<b>Nec</b>   <p> <b>1</b> &ensp; nem </p>   <p><small>[EXEMPLOS]</small><br> <br><b>X</b><br>necne? &ensp; <small>Ou naõ?</small> </p>
necesse,Velez,<b>Necessum</b>
nemo,Velez,"<b>Nemo</b> -<b>inis</b>   <p> <b>1</b> &ensp; nimguem, ou nenhum </p>"
neque,Velez,<b>Neque</b> <br> <small>Conjunct.</small>   <p> <b>1</b> &ensp; nem </p>
nihil,Velez,<b>Nihil</b>   <p> <b>1</b> &ensp; nada </p>   <p><small>[EXEMPLOS]</small><br> <br><b>X</b><br>nihil pensi habere &ensp; <small>naõ se lhe dar de nada</small> </p>
nihil,Velez,<b>Nihili</b>
nihil,Velez,<b>Nihilum</b> -<b>i</b>   <p> <b>1</b> &ensp; nada </p>   <p><small>[EXEMPLOS]</small><br> <br><b>X</b><br>nihil pensi habere &ensp; <small>naõ se lhe dar de nada</small> </p>
nihil,Velez,<b>Nil</b> <br> <small>per Apocopen</small>   <p> <b>1</b> &ensp; nada </p>   <p><small>[EXEMPLOS]</small><br> <br><b>X</b><br>nihil pensi habere &ensp; <small>naõ se lhe dar de nada</small> </p>
nimie,Velez,<b>Nimiùm</b>
ningo,Velez,<b>Ninguo</b> -<b>is</b>
nisi,Velez,<b>Nisi</b>   <p> <b>1</b> &ensp; senaõ </p>
non,Velez,<b>Non</b>   <p> <b>1</b> &ensp; naõ </p>   <p><small>[EXEMPLOS]</small><br> <br><b>X</b><br>nonnihilo &ensp; <small>em alguma cousa</small> </p>
noster,Velez,<b>Noster</b> -<b>a</b> -<b>um</b>   <p> <b>1</b> &ensp; cousa nossa </p>
nouus,Velez,"<b>Novus</b> -<b>a</b> -<b>um</b>   <p> <b>1</b> &ensp; cousa nova, admiravel, nunca ouvida </p>   <p><small>[EXEMPLOS]</small><br> <br><b>X</b><br>homines noui &ensp; <small>os que so por si saõ nobres, e naõ por sangue</small> </p>"
noxa,Velez,<b>Noxa</b>
nullus,Velez,<b>Nullus</b> -<b>a</b> -<b>um</b>   <p> <b>1</b> &ensp; nenhum <br> <b>2</b> &ensp; <small>pro Non</small> </p>
nuntio,Velez,<b>Nuntio</b> -<b>as</b>
oblecto,Velez,<b>Oblecto</b> -<b>as</b>
offensus,Velez,<b>Offensus</b> -<b>a</b> -<b>um</b> <br> <small>Nomen</small>
olympias,Velez,<b>Olympias</b> -<b>adis</b> <br> <small>Appelativum</small> <br> <small>1. br.</small>
omnis,Velez,"<b>Omnis</b> -<b>ne</b> <small>et</small> <br> <small>Vide Totus.</small>   <p> <b>1</b> &ensp; tudo, ou toda a cousa </p>"
opus,Velez,<b>Opus</b> <br> <small>Adject.</small> <br> <small>1. l.</small>
panaces,Velez,<b>Panax</b> -<b>acis</b>
pars,Velez,"<b>Pars</b> -<b>tis</b>   <p> <b>1</b> &ensp; a parte <br> <b>2</b> &ensp; <small>interdum in plur. pro factione</small> &ensp; facçaõ </p>   <p><small>[EXEMPLOS]</small><br> <br><b>X</b><br>non sunt meae partes, uel mearum partium non est &ensp; <small>naõ he meu officio, ou obrigaçaõ</small> </p>"
parum,Velez,<b>Parum</b> <br> <small>Adv.</small> <br> <small>1. b.</small>   <p> <b>1</b> &ensp; pouco </p>   <p><small>[EXEMPLOS]</small><br> <br><b>1</b><br>parum splendoris </p>
paruus,Velez,"<b>Parvus</b> -<b>a</b> -<b>um</b>   <p> <b>1</b> &ensp; cousa pequena </p>   <p><small>[EXEMPLOS]</small><br> <br><b>X</b><br>parui &ensp; <small>pouco, ou em pouco</small> &ensp; <small><small>cum Interest. vel Refert, & verbis aestimandi</small></small> </p>"
pater,Velez,"<b>Pater</b> -<b>tris</b>   <p> <b>1</b> &ensp; o pay </p>   <p><small>[EXEMPLOS]</small><br> <br><b>X</b><br>paterfamilias, uel familiae &ensp; <small>o pay de familias</small> <br> paterpatratus &ensp; <small>o Prelado dos Sacerdotes Feciaes, o qual denunciava as guerras, e fazia concertos de paz</small> <br> patres Conscripti &ensp; <small>Senadores Romanos;</small> </p>"
pedester,Velez,<b>Pedestris</b> -<b>tre</b> <small>et</small>
per,Velez,"<b>Per</b> <br> <small>Praep.</small>   <p> <b>1</b> &ensp; per, ou por <br> <b>2</b> &ensp; <small>interdum pro sub</small> <br> <b>3</b> &ensp; <small>composita significat</small> &ensp; muito </p>   <p><small>[EXEMPLOS]</small><br> <br><b>2</b><br>per speciem &ensp; <small>debaixo da apparencia</small> <br> per tutelam &ensp; <small><small>i, sub praetextu tutelae</small></small> <br> <br><b>3</b><br>peracerbus, Peramo &ensp; <small><small>id est, valdè Acerbus, valdè Amo</small></small> <br> <br><b>X</b><br>fecit id per otium &ensp; <small>a seu prazer</small> <br> per aetatem &ensp; <small>conforme a idade;</small> </p>"
percontor,Velez,<b>Percunctor</b> -<b>aris</b>
peto,Velez,"<b>Peto</b> -<b>is</b>   <p> <b>1</b> &ensp; pedir humildemente, e com rogos &ensp; <small>aliquid ab, vel ex aliquo, sed saepe omittitur, accus. subsequente Ut. Habet & accus. cum abl. instrumenti, pro cujus diversitate diversa significat</small> <br> <b>2</b> &ensp; <small>por</small> &ensp; ir ter com alguem, demandar, buscar, ou partir-se para alguma parte &ensp; <small>accus. Jungitur aliquando dat.</small> </p>   <p><small>[EXEMPLOS]</small><br> <br><b>1</b><br>petere aliquem iaculis, uel gladio &ensp; <small><small>id est, invadere</small></small> <br> petere auribus &ensp; <small><small>i, audire, & c</small></small> <br> petere blanditiis &ensp; <small><small>i, blandiri</small></small> <br> petere oculis &ensp; <small><small>i, contemplari;</small></small> <br> <br><b>2</b><br>quid petis istis? &ensp; <small><small>Virg</small></small> </p>"
pollen,Velez,<b>Pollen</b> -<b>inis</b>
pono,Velez,"<b>Pono</b> -<b>is</b>   <p> <b>1</b> &ensp; pôr, ou collocar &ensp; <small>ferè habet accus. & abl. cum In, interdum accus. & dat.</small> <br> <b>2</b> &ensp; <small>apud Poetas etiam pro pingere, vel sculpere</small> &ensp; pintar, esculpir; &ensp; <small>cum accus.</small> </p>   <p><small>[EXEMPLOS]</small><br> <br><b>1</b><br>ponere custodias portis, nomina rebus, modum orationi, & c <br> <br><b>X</b><br>pone eum esse uictum &ensp; <small>ponde caso, ou supponde, que foy vencido</small> <br> ponunt ferocia corda &ensp; <small>poem de parte</small> &ensp; <small><small>i, deponunt</small></small> <br> uenti posuere &ensp; <small><small>Apud Virg</small></small> &ensp; <small>cessaraõ os ventos</small> </p>"
populus,Velez,<b>Populus</b> -<b>i</b> <br> <small>masc.</small>   <p> <b>1</b> &ensp; o povo </p>
possum,Velez,"<b>Possum</b> <b>potes</b> <br> <small>Praepossum apud Tac.</small>   <p> <b>1</b> &ensp; poder, ou ter poder; </p>   <p><small>[EXEMPLOS]</small><br> <br><b>X</b><br>fieri potest &ensp; <small>he possivel</small> &ensp; <small><small>interdum tacetur fieri, vel facere</small></small> </p>"
postmodum,Velez,<b>Postmodò</b>   <p><small>[EXEMPLOS]</small><br> <br><b>1</b><br>postmodo &ensp; <small><small></small></small> &ensp; <small>pouco depois</small> &ensp; <small><small></small></small> <br> postmodo &ensp; <small><small></small></small> &ensp; <small>pouco depois</small> &ensp; <small><small></small></small> <br> postmodum &ensp; <small><small></small></small> &ensp; <small>pouco depois</small> &ensp; <small><small>2. b.</small></small> <br> postmodum &ensp; <small><small></small></small> &ensp; <small>pouco depois</small> &ensp; <small><small>2. b.</small></small> </p>
potissime,Velez,<b>Potissimè</b>
prehendo,Velez,<b>Praehendo</b> <small>et c.</small> -<b>is</b>
prehenso,Velez,<b>Praenso</b> -<b>as</b>
preces,Velez,<b>preces</b> <small>et c.</small> <b>precum</b>
primum,Velez,"<b>Primùm</b> <br> <small>Adv. 1. l.</small>   <p> <b>1</b> &ensp; primeiramente, ou em primeiro lugar </p>"
primus,Velez,"<b>Primus</b> -<b>a</b> -<b>um</b> <br> <small>quod Comparativo caret, & Superl.</small>   <p> <b>1</b> &ensp; cousa primeira, ou principal </p>"
