lemma,lila_id,source,entry_id,senseGroup,sense_prefix,sense_predef,sense_def,sense_posdef
sermo,lilaLemma:124494,Cardoso,Cardoso1570.n22241.e01,Cardoso1570.n22241.sg01,1,,a pratica,
litus,lilaLemma:110686,Cardoso,Cardoso1570.n12493.e01,Cardoso1570.n12493.sg01,1,,a praya,
praeda,lilaLemma:118801,Cardoso,Cardoso1570.n18476.e01,Cardoso1570.n18476.sg01,1,,a presa. ou roubo,
uultus,lilaLemma:131009,Cardoso,Cardoso1570.n26882.e01,Cardoso1570.n26882.sg01,1,,a presença. ou doayro,
adhibeo,lilaLemma:87433,Faria,Faria1994.n00603.e01,Faria1994.n00603.sg01,3,II-Sent. figurado:,"A presentar, oferecer, mostrar","Cíc. Fin. 1, 24."
subito,lilaIpoLemma:109500,Fonseca,Fonseca1798.n28890.e01,Fonseca1798.n28890.sg01,2,Caes.,á pressa.,
in,lilaLemma:106748,Faria,Faria1994.n15371.e01,Faria1994.n15371.sg01,16,II-Com abl. sem movimento. Sent. próprio e figurado:-Sents. diversos:,"A propósito de, quando se trata de, a respeito de:",
prouincia,lilaLemma:120189,Cardoso,Cardoso1570.n19335.e01,Cardoso1570.n19335.sg01,1,,a prouincia. ou cargo,
quamuis,lilaLemma:121355,Faria,Faria1994.n26467.e01,Faria1994.n26467.sg01,3,II-Conj.:-Com subj.:,"a qualquer ponto que, por mais que",Cíc. Lae. 11.
soror,lilaLemma:125195,Fonseca,Fonseca1798.n28138.e01,Fonseca1798.n28138.sg01,2,Plin.,a que he similhante.,
integer,lilaLemma:108350,Faria,Faria1994.n16454.e01,Faria1994.n16454.sg01,2,II-Sent. figurado,"A que nada se pode censurar, íntegro, virtuoso, irrepreensível, puro, casto:",
orbis,lilaLemma:115196,Cardoso,Cardoso1570.n16311.e01,Cardoso1570.n16311.sg01,1,,a redondeza. ou roda do oleyro,
orbis,lilaLemma:115196,Velez,Velez1744.n2404.e01,Velez1744.n2404.sg01,2,pro regione,a regiaõ,apud Plin.
regio,lilaLemma:121675,Cardoso,Cardoso1570.n20419.e01,Cardoso1570.n20419.sg01,1,,a região. ou reyno,
circa,lilaLemma:94032,Faria,Faria1994.n05767.e01,Faria1994.n05767.sg01,6,III-Sent. figurado:,"A respeito de, acerca de, para com",época imperial:
super2,lilaLemma:126718,Faria,Faria1994.n30773.e01,Faria1994.n30773.sg01,6,II-Abl.:,"A respeito de, por causa de, por meio de","Cíc. At. 16, 6, 1."
de,lilaLemma:97932,Faria,Faria1994.n08711.e01,Faria1994.n08711.sg01,11,Sent. moral:,"A respeito de, quanto a","Cíc. Of. 1,47."
ab,lilaLemma:86824,Faria,Faria1994.n00003.e01,Faria1994.n00003.sg01,7,III-Em sent. figurado:,"A respeito de, quanto a, acerca de:",
turba,lilaLemma:129235,Cardoso,Cardoso1570.n25405.e01,Cardoso1570.n25405.sg01,1,,a reuolta de gente sem ordẽ,
ratio,lilaLemma:121458,Cardoso,Cardoso1570.n20133.e01,Cardoso1570.n20133.sg01,1,,a rezão. ou conta,
ripa,lilaLemma:122104,Cardoso,Cardoso1570.n20938.e01,Cardoso1570.n20938.sg01,1,,a ribeyra do rio,
saxum,lilaLemma:123551,Faria,Faria1994.n28444.e01,Faria1994.n28444.sg01,3,II-Sent. particular,A rocha Tarpéia,"Hor. Sat. 1, 6, 39."
circa,lilaLemma:94032,Faria,Faria1994.n05767.e01,Faria1994.n05767.sg01,3,II-Daí,"À roda de, por com ideia de movimento de um lugar para outro, de todos os lados:",
sinus,lilaLemma:124917,Cardoso,Cardoso1570.n22619.e01,Cardoso1570.n22619.sg01,1,,a rosca da cobra. ou seo. ou aba,
sapientia,lilaLemma:123349,Cardoso,Cardoso1570.n21421.e01,Cardoso1570.n21421.sg01,1,,a sabedoria,
salus,lilaLemma:123276,Cardoso,Cardoso1570.n21331.e01,Cardoso1570.n21331.sg01,1,,a saude. ou saluação,
scientia,lilaLemma:127415,Cardoso,Cardoso1570.n21656.e01,Cardoso1570.n21656.sg01,1,,a sciencia,
sententia,lilaLemma:124342,Cardoso,Cardoso1570.n22119.e01,Cardoso1570.n22119.sg01,1,,a sentença. ou parecer,
sepulcrum,lilaLemma:124443,Cardoso,Cardoso1570.n22198.e01,Cardoso1570.n22198.sg01,1,,a sepultura,
sors,lilaLemma:125204,Cardoso,Cardoso1570.n22872.e01,Cardoso1570.n22872.sg01,1,,a sorte. ou fortuna,
uitium,lilaLemma:130432,Cardoso,Cardoso1570.n26364.e01,Cardoso1570.n26364.sg01,1,,a tacha,
adeo,lilaLemma:87420,Faria,Faria1994.n00576.e01,Faria1994.n00576.sg01,3,"II-Daí, passou a ser empregado nas gradações em correlação ou não com ut:","A tal ponto, tão, de tal forma... que:",
mora,lilaLemma:112289,Cardoso,Cardoso1570.n14176.e01,Cardoso1570.n14176.sg01,1,,a tardança. ou detẽça,
tempestas,lilaLemma:127774,Cardoso,Cardoso1570.n24467.e01,Cardoso1570.n24467.sg01,1,,a tempestade. ou tẽpo,
tellus,lilaLemma:127743,Cardoso,Cardoso1570.n24452.e01,Cardoso1570.n24452.sg01,1,,a terra,
terra,lilaLemma:127912,Cardoso,Cardoso1570.n24596.e01,Cardoso1570.n24596.sg01,1,,a terra,
tellus,lilaLemma:127743,Faria,Faria1994.n31378.e01,Faria1994.n31378.sg01,1,I-Sent. próprio,A terra,"Cíc. Tusc. 1, 40."
tellus,lilaLemma:127743,Faria,Faria1994.n31378.e01,Faria1994.n31378.sg01,5,II-Sent. Poético,A Terra,"deusa Hor. Ep. 2, 1, 143."
terra,lilaLemma:127912,Faria,Faria1994.n31558.e01,Faria1994.n31558.sg01,5,II-Sent. particular:,A Terra,"personificada e divinizada Ov. F. 6, 299."
terra,lilaLemma:127912,Faria,Faria1994.n31558.e01,Faria1994.n31558.sg01,2,I-Daí,"A Terra planeta em que habitamos, o globo terrestre","Cíc. Tusc. 1, 40."
frons,lilaLemma:103845,Cardoso,Cardoso1570.n08435.e01,Cardoso1570.n08435.sg01,1,,a testa,
frons,lilaLemma:103845,Velez,Velez1744.n1408.e01,Velez1744.n1408.sg01,1,,"a testa, vanguarda do exercito, principio, ou frontespicio de alguma cousa",
testis,lilaLemma:127994,Velez,Velez1744.n3382.e01,Velez1744.n3382.sg01,1,,a testemunha,
pudor,lilaLemma:120366,Cardoso,Cardoso1570.n19443.e01,Cardoso1570.n19443.sg01,1,,a vergonha. ou castidade,
uestis,lilaLemma:130034,Cardoso,Cardoso1570.n26015.e01,Cardoso1570.n26015.sg01,1,,a vestidura,
uita,lilaLemma:130393,Cardoso,Cardoso1570.n26330.e01,Cardoso1570.n26330.sg01,1,,a vida,
sol,lilaLemma:125027,Faria,Faria1994.n29544.e01,Faria1994.n29544.sg01,3,III-Sent. figurado:,"A vida pública, a luz do dia","Cíc. Leg, 3, 14."
uita,lilaLemma:130393,Faria,Faria1994.n34014.e01,Faria1994.n34014.sg01,5,II-Sent figurado,"A vida, a humanidade","Tib. 2, 1, 37."
uita,lilaLemma:130393,Faria,Faria1994.n34014.e01,Faria1994.n34014.sg01,3,II-Sent figurado,"A vida, realidade","Cíc. Tusc. 4, 45."
aura,lilaLemma:90740,Cardoso,Cardoso1570.n02414.e01,Cardoso1570.n02414.sg01,1,,a viração. ou fauor,
uirgo,lilaLemma:130328,Faria,Faria1994.n33967.e01,Faria1994.n33967.sg01,5,II-Sent. particular,A Virgem,"constelação Verg. Buc. 4, 6."
uirtus,lilaLemma:130356,Faria,Faria1994.n33990.e01,Faria1994.n33990.sg01,7,III-Daí:,A Virtude,deusa dos Romanos Cíc. Nat. 2. 61.
uirtus,lilaLemma:130356,Cardoso,Cardoso1570.n26303.e01,Cardoso1570.n26303.sg01,1,,a virtude. ou valẽtia,
acies,lilaLemma:87231,Cardoso,Cardoso1570.n00336.e01,Cardoso1570.n00336.sg01,1,,a vista dos olhos. ou gume. ou exercito,
uoluptas,lilaLemma:130771,Faria,Faria1994.n34168.e01,Faria1994.n34168.sg01,3,II-Sent. particular:,A Voluptuosidade,"personificada Cíc. Nat. 2, 61."
uoluntas,lilaLemma:130763,Cardoso,Cardoso1570.n26663.e01,Cardoso1570.n26663.sg01,1,,a vontade,
uox,lilaLemma:130806,Cardoso,Cardoso1570.n26708.e01,Cardoso1570.n26708.sg01,1,,a voz,
ad,lilaLemma:87344,Faria,Faria1994.n00519.e01,Faria1994.n00519.sg01,1,"I-indica: aproximação, direção para geralmente com idéia de movimento, aplicando-se ao espaço e ao tempo:","A, para, até:",
sinus,lilaLemma:124917,Fonseca,Fonseca1798.n27892.e01,Fonseca1798.n27892.sg01,3,Virg.,aba do vestido.,
premo,lilaLemma:119437,Faria,Faria1994.n25378.e01,Faria1994.n25378.sg01,7,II-Daí:,"Abaixar, abater, relaxar, deprimir","Ov. Met. 2, 135; Tác. Hist. 4, 2; T. Lív. 22, 12, 12."
nudus,lilaLemma:113946,Faria,Faria1994.n20769.e01,Faria1994.n20769.sg01,5,III-Sent. moral:,"Abandonado, sem socorro",Cíc. Verr. 4. 148.
desero,lilaLemma:98882,Faria,Faria1994.n09405.e01,Faria1994.n09405.sg01,2,Na língua comum:,"Abandonar, deixar","Cés. B. Civ. 1, 75, 2; Cíc. Of. 1,28."
deficio,lilaLemma:98257,Faria,Faria1994.n08929.e01,Faria1994.n08929.sg01,1,I-Sent. próprio e figurado:,"Abandonar, deixar, faltar, fazer falta, abandonar um partido","Cés. B. Gal. 7, 50, 6; Cíc. Lae. 37."
dimitto,lilaLemma:99509,Faria,Faria1994.n09844.e01,Faria1994.n09844.sg01,3,II-Sent. figurado:,"Abandonar, renunciar, deixar ir, perder, sacrifiear","Cíc. Tusc. 1, 12; Cíc. Ac. 2, 11."
contineo,lilaLemma:96292,Fonseca,Fonseca1798.n06691.e01,Fonseca1798.n06691.sg01,1,Cic.,"abarcar, comprehender, conter.",
frango,lilaLemma:103738,Faria,Faria1994.n13083.e01,Faria1994.n13083.sg01,3,II-Sent. figurado,"Abater sent. físico e moral, abrandar. debilitar, enfraquecer","Cíc. Fam. 4, 8. I; Cíc. Phil. 2. 3';."
incido,lilaLemma:106954,Faria,Faria1994.n15499.e01,Faria1994.n15499.sg01,3,Sent. figurado:,"Abater-se sobre, apoderar-se",Cés. B. Civ. 3. 13. 2.
lumen,lilaLemma:110960,Faria,Faria1994.n18424.e01,Faria1994.n18424.sg01,7,IV-Sent. poético:,"Abertura para a luz, janela",Cíe. At. 2. 3. 2.
os,lilaLemma:115327,Faria,Faria1994.n21873.e01,Faria1994.n21873.sg01,6,II-Donde:,"Abertura, entrada, goela",Cíc. Verr. 5; 30.
porta,lilaLemma:118508,Faria,Faria1994.n24622.e01,Faria1994.n24622.sg01,3,II-Daí. em sent. particular,"Abertura, saída, desfiladeiro, garganta","C. Nep. Daí. 7, 2."
nullus,lilaLemma:114081,Fonseca,Fonseca1798.n19530.e01,Fonseca1798.n19530.sg01,3,Hor.,"abjecto, desconhecido.",
paruus,lilaLemma:116136,Fonseca,Fonseca1798.n21052.e01,Fonseca1798.n21052.sg01,2,,"abjecto, humilde, desprezado, vil.",
praesto,lilaLemma:119246,Fonseca,Fonseca1798.n23663.e01,Fonseca1798.n23663.sg01,2,,"abonar, ficar por fiador, tomar a seu cargo, dar palavra por alguma cousa.",
odi,lilaLemma:114724,Cardoso,Cardoso1570.n15932.e01,Cardoso1570.n15932.sg01,1,,aborrecer,
odi,lilaLemma:114724,Velez,Velez1744.n2350.e01,Velez1744.n2350.sg01,1,,aborrecer,accus.
odi,lilaLemma:114724,Fonseca,Fonseca1798.n20107.e01,Fonseca1798.n20107.sg01,1,Cic.,"aborrecer, odiar, abominar.",
teneo,lilaLemma:127822,Faria,Faria1994.n31462.e01,Faria1994.n31462.sg01,8,A-Tr.-Sent. figurado:,"Abrigar, sujeitar, prender","Cíc. Phil. 5, 10; Cíc. At. 12, 18, 1."
aperio,lilaLemma:89397,Cardoso,Cardoso1570.n01663.e01,Cardoso1570.n01663.sg01,1,,abrir,
aperio,lilaLemma:89397,Faria,Faria1994.n02417.e01,Faria1994.n02417.sg01,6,II-Na língua das finanças,abrir um crédito,"Cíc. At. 5, 1, 2."
aperio,lilaLemma:89397,Faria,Faria1994.n02417.e01,Faria1994.n02417.sg01,4,I-Donde:,Abrir-se,"refl. Cíc. Div. 1, 74."
discedo,lilaLemma:99589,Fonseca,Fonseca1798.n08968.e01,Fonseca1798.n08968.sg01,2,,"abrir-se, fender-se.",
aperio,lilaLemma:89397,Faria,Faria1994.n02417.e01,Faria1994.n02417.sg01,3,I-Donde:,"Abrir, fender, furar, cavar, escavar","T. Lív. 1, 55, 2."
aperio,lilaLemma:89397,Velez,Velez1744.n0328.e01,Velez1744.n0328.sg01,1,,"abrir, manifestar, descobrir",
aperio,lilaLemma:89397,Faria,Faria1994.n02417.e01,Faria1994.n02417.sg01,1,I-Sent. próprio,Abrir:,
soluo,lilaLemma:125108,Fonseca,Fonseca1798.n28064.e01,Fonseca1798.n28064.sg01,6,Nep.,abrir.,
uenio,lilaLemma:129790,Saraiva,Saraiva1910.xVenio,Saraiva1910.xVenio.sg01,5,,abrolhar;,
numquam,lilaLemma:114084,Faria,Faria1994.n20818.e01,Faria1994.n20818.sg01,2,,Absolutamente,"Verg. Buc. 3, 49."
regius,lilaLemma:121678,Faria,Faria1994.n27155.e01,Faria1994.n27155.sg01,3,II-Sent. figurado,"Absoluto, despótico, tirânico",Cíc. Verr. 5. 175.
parco,lilaLemma:116001,Velez,Velez1744.n2467.e01,Velez1744.n2467.sg01,1,,abster-se,"dat. vel abl., cum ab"
careo,lilaLemma:92848,Fonseca,Fonseca1798.n04037.e01,Fonseca1798.n04037.sg01,2,,abster-se.,
parco,lilaLemma:116001,Fonseca,Fonseca1798.n20954.e01,Fonseca1798.n20954.sg01,2,,abster-se.,
copia,lilaLemma:96517,Faria,Faria1994.n07772.e01,Faria1994.n07772.sg01,1,I-Sent. próprio,Abundância,Cíc. Pomp. 27.
copia,lilaLemma:96517,Faria,Faria1994.n07772.e01,Faria1994.n07772.sg01,2,I-Daí,"Abundância de bens, recursos, meios de viver, riqueza","Cíc. Cat. 2, 25."
copia,lilaLemma:96517,Faria,Faria1994.n07772.e01,Faria1994.n07772.sg01,3,I-Daí,"Abundância oratória, riqueza",de estilo Cíc. Br. 216.
flumen,lilaLemma:103514,Fonseca,Fonseca1798.n11998.e01,Fonseca1798.n11998.sg01,2,,"abundancia, copia.",
silua,lilaLemma:124801,Faria,Faria1994.n29349.e01,Faria1994.n29349.sg01,3,II-Sent. figurado:,"Abundância, multidão","Cíc. Or. 12, 139."
uis,lilaLemma:130360,Fonseca,Fonseca1798.n31852.e01,Fonseca1798.n31852.sg01,5,,"abundancia, quantidade, multidaõ.",
ops,lilaLemma:115146,Faria,Faria1994.n21697.e01,Faria1994.n21697.sg01,1,I-Sent. próprio,"Abundância; daí: recursos, riqueza","raro En. apud Cíc. Tusc. 3, 44."
frequens,lilaLemma:103777,Faria,Faria1994.n13122.e01,Faria1994.n13122.sg01,2,II-Sent. figurado,"Abundante, bem guarnecido, denso, cerrado","T. Lív. 35, 11,5."
beatus,lilaIpoLemma:4503,Fonseca,Fonseca1798.n03146.e01,Fonseca1798.n03146.sg01,3,Hor.,"abundante, fertil.",
multus,lilaLemma:112998,Faria,Faria1994.n19957.e01,Faria1994.n19957.sg01,1,I-Sent. próprio,"Abundante, numeroso, em grande quantidade","CíC. Verr. 5, 119."
facilis,lilaLemma:102754,Faria,Faria1994.n12359.e01,Faria1994.n12359.sg01,4,I-Daí:,"Abundante, que produz em abundância",Verg. G. 2. 460.
latus2,lilaLemma:110053,Faria,Faria1994.n17723.e01,Faria1994.n17723.sg01,3,II-Sent. figurado:,"Abundante, rico",tratando-se do estilo CíC. Br. 120.
plenus,lilaLemma:118143,Faria,Faria1994.n24296.e01,Faria1994.n24296.sg01,5,III-Sent. figurado:,"Abundante, rico","tratando-se do estilo Cíc. De Or. 3, 16."
efficio,lilaLemma:100627,Cardoso,Cardoso1570.n06560.e01,Cardoso1570.n06560.sg01,1,,acabar,
conficio,lilaLemma:95742,Faria,Faria1994.n07079.e01,Faria1994.n07079.sg01,2,II-Sent. figurado,"Acabar com. exterminar, destruir, matar",sent. físico e moral Cíc. Mil. 37.
conficio,lilaLemma:95742,Faria,Faria1994.n07079.e01,Faria1994.n07079.sg01,1,I-Sent. próprio,"Acabar completamente, acabar, completar, executar, concluir","Cíc. Or. 176; Cés. B. Gal. 1, 54, 2."
efficio,lilaLemma:100627,Faria,Faria1994.n10722.e01,Faria1994.n10722.sg01,1,I-Sent. próprio,"Acabar de fazer, fazer completamente, acabar, efetuar","Cés. B. Civ. 1, 36, 5."
exigo,lilaLemma:102038,Fonseca,Fonseca1798.n10917.e01,Fonseca1798.n10917.sg01,5,Hor.,"acabar, completar, aperfeiçoar.",
morior,lilaLemma:112796,Faria,Faria1994.n19838.e01,Faria1994.n19838.sg01,2,II-Empregos diversos,"Acabar, findar",tratando-se do dia Plaut. Men. 155.
exigo,lilaLemma:102038,Faria,Faria1994.n11867.e01,Faria1994.n11867.sg01,4,III-Empregos especiais:,"Acabar, levar ao fim. executar","Hor. O. 3. 30. 1: Cés. B. Gal. 6, 1, 4."
pereo,lilaLemma:116791,Fonseca,Fonseca1798.n21635.e01,Fonseca1798.n21635.sg01,1,Cic.,"acabar, morrer, perecer, perder-se, destruir-se.",
exeo,lilaLemma:101980,Faria,Faria1994.n11819.e01,Faria1994.n11819.sg01,5,I-Intr.-Daí:,"Acabar, terminar","Cíc. Div. 1, 53."
conficio,lilaLemma:95742,Cardoso,Cardoso1570.n04499.e01,Cardoso1570.n04499.sg01,1,,acabar. ou gastar,
fessus,lilaLemma:103178,Faria,Faria1994.n12668.e01,Faria1994.n12668.sg01,2,I-Daí,"Acabrunhado, desanimado","Verg. En. I, 178."
tendo,lilaLemma:127805,Faria,Faria1994.n31452.e01,Faria1994.n31452.sg01,6,B-Intr.-Na língua militar:,"Acampar, armar a tenda","Cés. B. Civ. 3, 82, 1; Cés. B. Gal. 6, 37, 2."
manus,lilaLemma:111585,Faria,Faria1994.n18917.e01,Faria1994.n18917.sg01,7,II-Sent. figurado,Ação,"T. Lív. 2, 33, 5."
facinus,lilaLemma:102757,Faria,Faria1994.n12362.e01,Faria1994.n12362.sg01,1,I-Sent. próprio,"Ação boa ou má, feito, ato","Cés. B. Gal. 7. 38, 8."
caedes,lilaLemma:92206,Faria,Faria1994.n04489.e01,Faria1994.n04489.sg01,1,I-Sent. próprio,"Ação de cortar, corte","das árvores A. Gél. 19, 12, 7."
fuga,lilaLemma:103915,Faria,Faria1994.n13237.e01,Faria1994.n13237.sg01,3,II-Sent. figurado:,"Ação de evitar, aversão","Cíc. Fin. I, 33."
natura,lilaLemma:113421,Faria,Faria1994.n20218.e01,Faria1994.n20218.sg01,1,I-Sent. primitivo,"Ação de fazer nascer, nascimento",Cíc. Verr. 3. 162.
fuga,lilaLemma:103915,Faria,Faria1994.n13237.e01,Faria1994.n13237.sg01,1,I-Sent. próprio,"Ação de fugir, fuga, evasão","Cíc. Phil. 5, 30."
iudicium,lilaLemma:109170,Faria,Faria1994.n17211.e01,Faria1994.n17211.sg01,1,I-Sent. próprio termo técnico:,"Ação de julgar, ofício de juiz","C. N ep. A I. 6, 3."
error,lilaLemma:102627,Faria,Faria1994.n11334.e01,Faria1994.n11334.sg01,1,I-Sent. próprio,"Ação de se afastar, afastamento, volta, rodeio","Verg. En. 1, 755."
sensus,lilaLemma:124355,Faria,Faria1994.n28969.e01,Faria1994.n28969.sg01,2,I-Daí:,"Ação de sentir, sensação, sentimento","Cíc. Nat. 3, 32."
iudicium,lilaLemma:109170,Faria,Faria1994.n17211.e01,Faria1994.n17211.sg01,2,I-Daí:,"Ação judicial, investigação judicial, processo",Cíc. Br. 197.
scelus,lilaLemma:123667,Faria,Faria1994.n28502.e01,Faria1994.n28502.sg01,1,I-Sent. próprio,"Ação má, crime, ato criminoso","Cíc. De Or. 1, 220."
res,lilaLemma:121868,Faria,Faria1994.n27428.e01,Faria1994.n27428.sg01,6,III-Sents. diversos:,"Ação realizada, fato, coisa, acontecimento, empresa, façanhas, feitos militares, fatos históricos, feitos notáveis","sent. mais comum Cíc. Verr. 4, 63."
adhuc,lilaLemma:87443,Faria,Faria1994.n00613.e01,Faria1994.n00613.sg01,1,,Acaso ainda,"Apul. Met. 9, 3."
casus,lilaLemma:97835,Fonseca,Fonseca1798.n04156.e01,Fonseca1798.n04156.sg01,5,"Casu, Cic.","acaso, fortuitamente.",
utrum,lilaLemma:131462,Faria,Faria1994.n33160.e01,Faria1994.n33160.sg01,1,,"Acaso, porventura, se, se porventura","Cíc. Verr. 2, 167."
fors2,lilaLemma:103682,Faria,Faria1994.n13034.e01,Faria1994.n13034.sg01,1,Sent. próprio:,"acaso. sorte, fortuna","T. Lív. 1, 4. 4."
tuitus,lilaIpoLemma:45533,Fonseca,Fonseca1798.n31051.e01,Fonseca1798.n31051.sg01,2,Hor.,acautelado.,
caueo,lilaLemma:93200,Fonseca,Fonseca1798.n04236.e01,Fonseca1798.n04236.sg01,1,Cic.,"acautelar, acautelar-se, evitar.",
specto,lilaLemma:125299,Fonseca,Fonseca1798.n28225.e01,Fonseca1798.n28225.sg01,4,,acautelar.,
laus,lilaLemma:110103,Fonseca,Fonseca1798.n16809.e01,Fonseca1798.n16809.sg01,2,Virg.,acção gloriosa.,
numen,lilaLemma:113968,Fonseca,Fonseca1798.n19534.e01,Fonseca1798.n19534.sg01,1,Lucr.,acceno.,
casus,lilaLemma:97835,Fonseca,Fonseca1798.n04156.e01,Fonseca1798.n04156.sg01,2,,"accidente, desastre, successo não esperado, bom, ou máo.",
tempto,lilaLemma:127795,Fonseca,Fonseca1798.n30007.e01,Fonseca1798.n30007.sg01,3,Caes.,"accommetter, assaltar.",
aptus,lilaIpoLemma:2739,Fonseca,Fonseca1798.n02102.e01,Fonseca1798.n02102.sg01,1,Cic.,"accommodado, apto, idoneo, proprio, habil, conveniente.",
seruio,lilaLemma:124541,Fonseca,Fonseca1798.n27596.e01,Fonseca1798.n27596.sg01,3,,"accommodar-se, sujeitar-se.",
augeo,lilaLemma:90673,Velez,Velez1744.n0451.e01,Velez1744.n0451.sg01,1,,accrescentar,
accedo,lilaLemma:87084,Velez,Velez1744.n0045.e01,Velez1744.n0045.sg01,3,,"accrescentar-se, ou ajuntar-se",
addo,lilaLemma:87401,Velez,Velez1744.n0088.e01,Velez1744.n0088.sg01,1,,"accrescentar, ajuntar",
intendo,lilaLemma:108382,Fonseca,Fonseca1798.n15697.e01,Fonseca1798.n15697.sg01,4,Tac.,"accrescentar, augmentar.",
addo,lilaLemma:87401,Fonseca,Fonseca1798.n00503.e01,Fonseca1798.n00503.sg01,1,Cic.,accrescentar.,
crimen,lilaLemma:96945,Fonseca,Fonseca1798.n07185.e01,Fonseca1798.n07185.sg01,2,,"accusação, calumnia, invectiva.",
appello,lilaLemma:89580,Velez,Velez1744.n0336.e01,Velez1744.n0336.sg01,1,,"accusar, demandar em juizo, appellar",
ago,lilaLemma:88140,Saraiva,Saraiva1910.xAgo,Saraiva1910.xAgo.sg01,9,,"accusar, perseguir em juizo;",
interrogo,lilaLemma:108627,Fonseca,Fonseca1798.n15908.e01,Fonseca1798.n15908.sg01,2,Liv.,accusar.,
adeo2,lilaLemma:87421,Faria,Faria1994.n00577.e01,Faria1994.n00577.sg01,8,B-Tr.:-Na língua jurídica:,"Aceitar, tomar:",
prope2,lilaLemma:119920,Cardoso,Cardoso1570.n19167.e01,Cardoso1570.n19167.sg01,1,,acerca,
de,lilaLemma:97932,Velez,Velez1744.n0953.e01,Velez1744.n0953.sg01,1,,"ácerca, ou sobre",
ad,lilaLemma:87344,Cardoso,Cardoso1570.n00402.e01,Cardoso1570.n00402.sg01,1,,acerca. ou para,
peto,lilaLemma:117549,Faria,Faria1994.n23702.e01,Faria1994.n23702.sg01,2,"I-Daí, por enfraquecimento de sentido","Acercar-se de, procurar, aspirar","Cés. B. Gal. 3, 15, 2; Cíc. Or. 56."
communis,lilaLemma:97171,Faria,Faria1994.n06658.e01,Faria1994.n06658.sg01,3,II-Sent. figurado:,"Acessível, afável, benévolo",Cíc. Mur. 66.
impetus,lilaLemma:106560,Faria,Faria1994.n15248.e01,Faria1994.n15248.sg01,3,I-Na língua médica:,"Acesso, crise","de uma doença Cels. 2, 15."
inuenio,lilaLemma:108806,Cardoso,Cardoso1570.n11269.e01,Cardoso1570.n11269.sg01,1,,achar,
reperio,lilaLemma:122659,Velez,Velez1744.n2959.e01,Velez1744.n2959.sg01,1,,achar,accus.
probo,lilaLemma:119564,Faria,Faria1994.n25481.e01,Faria1994.n25481.sg01,1,I-Sent. próprio,"Achar bom, apreciar","Cés. B. Civ, 1, 29, 1; Cés. B. Gal., 4, 21, 7."
reperio,lilaLemma:122659,Cardoso,Cardoso1570.n20591.e01,Cardoso1570.n20591.sg01,1,,achar ho perdido,
sum,lilaLemma:126689,Saraiva,Saraiva1910.xSum,Saraiva1910.xSum.sg01,2,,achar-se em;,
habeo,lilaLemma:105044,Saraiva,Saraiva1910.xHabeo,Saraiva1910.xHabeo.sg01,15,"Habere se, ou simpleste Habere.","achar-se n’um estado qualquer, estar;",
reperio,lilaLemma:122659,Fonseca,Fonseca1798.n25785.e01,Fonseca1798.n25785.sg01,1,Cic.,"achar, encontrar.",
inuenio,lilaLemma:108806,Faria,Faria1994.n16845.e01,Faria1994.n16845.sg01,3,II-Sent. figurado:,"Achar, receber, descobrir, inventar",Cíc. Dom. 1; Cíc. Tusc. 4. 49.
inuenio,lilaLemma:108806,Fonseca,Fonseca1798.n16065.e01,Fonseca1798.n16065.sg01,1,Cic.,achar.,
adhibeo,lilaLemma:87433,Cardoso,Cardoso1570.n00453.e01,Cardoso1570.n00453.sg01,1,,achegar. ou chamar,
super2,lilaLemma:126718,Faria,Faria1994.n30773.e01,Faria1994.n30773.sg01,2,I-Acus.:,"Acima de, além de","T. Lív. 26, 50, 12."
supra,lilaLemma:127064,Faria,Faria1994.n30962.e10,Faria1994.n30962.sg10,1,,Acima de:,
clamor,lilaLemma:94412,Faria,Faria1994.n06036.e01,Faria1994.n06036.sg01,3,II-Daí,"Aclamação, aplauso",Cíc. Br. 327.
excipio,lilaLemma:101865,Faria,Faria1994.n11741.e01,Faria1994.n11741.sg01,2,I-Sent. próprio,"Acolher, receber, ouvir, saber","Cíc. Verr. 5, 94; Cíc. Sest. 23; Cíc. Mil. 105."
excipio,lilaLemma:101865,Fonseca,Fonseca1798.n10767.e01,Fonseca1798.n10767.sg01,3,,acolher.,
gratus,lilaLemma:104886,Faria,Faria1994.n13901.e01,Faria1994.n13901.sg01,1,I-Sent. próprio,"Acolhido com reconhecimento, grato, agradável, favorito","sent. passivo Cíc. At. 3,24,2."
subeo,lilaLemma:126085,Fonseca,Fonseca1798.n28846.e01,Fonseca1798.n28846.sg01,6,Val. Flac.,"acometter, assaltar.",
peto,lilaLemma:117549,Fonseca,Fonseca1798.n22343.e01,Fonseca1798.n22343.sg01,3,,"acommetter, assaltar, investir.",
deduco,lilaLemma:98210,Cardoso,Cardoso1570.n05363.e01,Cardoso1570.n05363.sg01,1,,acompanhar,
deduco,lilaLemma:98210,Faria,Faria1994.n08894.e01,Faria1994.n08894.sg01,7,II-Sent. figurado,"Acompanhar, escoltar, conduzir","Cíc. Fam. 10, 12, 2."
