lemma,prefix,fullEntry
lumbricus,Cardoso,<b>Lumbricus</b> <b>i</b>
lumen,Cardoso,<b>Lumen</b> <b>inis</b>
lustra2,Cardoso,<b>Lustra</b> <b>orum</b>
lustro,Cardoso,<b>Lustro</b> -<b>as</b>
lustro,Cardoso,<b>Lustro</b> -<b>as</b>
macero,Cardoso,<b>Macero</b> -<b>as</b> -<b>aui</b>
machina,Cardoso,<b>Machina</b> -<b>ae</b>
macidatus,Cardoso,<b>Macidatus</b> -<b>a</b> <b>um</b>
magis,Cardoso,<b>Mage</b> <br> <small>aduerb. pro magis.</small>   <p> <b>1</b> &ensp; mais </p>
magis,Cardoso,<b>Magis</b>   <p> <b>1</b> &ensp; mais </p>
magnus,Cardoso,<b>Magnus</b> -<b>a</b> <b>um</b>   <p> <b>1</b> &ensp; cousa grande </p>
malacia,Cardoso,<b>Malacia</b> -<b>ae</b>
malignus,Cardoso,<b>Malignus</b> -<b>a</b> <b>um</b>
malicorium,Cardoso,<b>malocorium</b> <b>ij</b>
manipulus,Cardoso,<b>Manipulus</b> <b>i</b>
manubiarius,Cardoso,<b>Manubiarius</b> -<b>a</b> <b>um</b>
manus,Cardoso,<b>Manus</b>
manus,Cardoso,<b>Manus</b> <b>us</b>   <p> <b>1</b> &ensp; a mão. ou companha </p>
martius,Cardoso,<b>Martius</b> -<b>a</b> <b>um</b>
martius,Cardoso,<b>Martius</b> <b>ij</b>
ego,Cardoso,<b>Mecum</b>   <p> <b>1</b> &ensp; comigo </p>
medico,Cardoso,<b>Medico</b> -<b>as</b>
mehercule,Cardoso,<b>mehercule</b> <br> <small>aduerb. iurandi.</small>
melculum,Cardoso,<b>Melcuculum</b> <b>i</b> <br> <small>diminut.</small>
melota,Cardoso,<b>melote</b> -<b>es</b>
memini,Cardoso,<b>Memini</b> <b>meministi</b>
mercatus,Cardoso,<b>Mercatus</b> <b>us</b>
mergulus,Cardoso,<b>Mergulus</b> <b>i</b>
mergus,Cardoso,<b>Mergus</b> <b>oris</b>
meta,Cardoso,<b>Meta</b> -<b>ae</b>
meta,Cardoso,<b>Meta</b> -<b>ae</b>
meta,Cardoso,<b>Meta</b> -<b>ae</b>
meus,Cardoso,<b>Meus</b> -<b>a</b> <b>um</b>   <p> <b>1</b> &ensp; cousa minha </p>
mico,Cardoso,<b>Mico</b> -<b>as</b>
miles,Cardoso,<b>Miles</b> <b>itis</b>   <p> <b>1</b> &ensp; ho soldado </p>
mille,Cardoso,<b>Mille</b> <br> <small>in singulari substantiuum.</small>
millus,Cardoso,<b>Millus</b> <b>i</b>
miluus,Cardoso,<b>miluius</b> <b>ij</b>
minimus,Cardoso,<b>Minimus</b> <b>i</b>
mitto,Cardoso,<b>Mitto</b> <b>is</b> <b>misi</b> <b>missum</b>   <p> <b>1</b> &ensp; emuiar </p>
modiolus,Cardoso,<b>Modiolus</b> <b>i</b>
modo,Cardoso,<b>Modo</b> <br> <small>aduerb.</small>   <p> <b>1</b> &ensp; ainda agora. ou âs vezes. ou tam somente </p>
modus,Cardoso,<b>Modus</b> <b>i</b>   <p> <b>1</b> &ensp; a maneyra. ou fim. ou medida </p>
mollis,Cardoso,<b>Mollis</b> -<b>e</b>
momentum,Cardoso,<b>Momentum</b> <b>i</b>
monumentum,Cardoso,<b>monimentum</b> <b>i</b>
monstruosus,Cardoso,<b>monstruosus</b> -<b>a</b> <b>um</b>
montuosus,Cardoso,<b>montuosus</b> -<b>a</b> <b>um</b>
monumentum,Cardoso,<b>Monumentum</b> <b>i</b>
moror,Cardoso,<b>Moror</b> -<b>aris</b>
moror,Cardoso,<b>Moror</b> -<b>aris</b>
mors,Cardoso,<b>Mors</b> <b>oris</b>   <p> <b>1</b> &ensp; ho costume </p>
mors,Cardoso,<b>Mors</b> <b>ortis</b>   <p> <b>1</b> &ensp; a morte </p>
mugil,Cardoso,<b>mulgilis</b>
multiuolus,Cardoso,<b>Multiuolus</b> -<b>a</b> <b>um</b>
multus,Cardoso,<b>Multus</b> -<b>a</b> <b>um</b>   <p> <b>1</b> &ensp; cousa muyta </p>
munus,Cardoso,<b>Munus</b> -<b>eris</b>
murra2,Cardoso,<b>murrha</b> -<b>ae</b>
musculus,Cardoso,<b>Musculus</b> <b>i</b>
mitulus,Cardoso,<b>mutilus</b> <b>i</b>
mutuus,Cardoso,<b>Mutuus</b> -<b>a</b> <b>um</b>
mitulus,Cardoso,<b>Mytilus</b>
myxa,Cardoso,<b>Myxa</b> -<b>ae</b>
nenia,Cardoso,<b>Naenia</b> -<b>ae</b>
nam,Cardoso,<b>Nam</b> <br> <small>coniunctiones.</small>   <p> <b>1</b> &ensp; porque </p>
natura,Cardoso,<b>Natura</b> <br> <small>aduerb.</small>   <p> <b>1</b> &ensp; ho mesmo </p>
natura,Cardoso,<b>Natura</b> -<b>ae</b>   <p> <b>1</b> &ensp; a naturaleza </p>
naulon,Cardoso,<b>naulon</b>
ne3,Cardoso,<b>Ne</b> <br> <small>aduerb. vetandi.</small>   <p> <b>1</b> &ensp; não </p>
nec,Cardoso,<b>Nec</b> <br> <small>coniunctio.</small>   <p> <b>1</b> &ensp; nem </p>
nemo,Cardoso,<b>Nemo</b> <b>inis</b>   <p> <b>1</b> &ensp; nenhũ. ou nenhũa </p>
nepos,Cardoso,<b>Nepos</b> <b>otis</b>
neque,Cardoso,<b>Neque</b> <br> <small>coniunctio.</small>   <p> <b>1</b> &ensp; nem </p>
neruus,Cardoso,<b>Neruus</b> <b>i</b>
neruus,Cardoso,<b>Neruus</b> <b>i</b>
neue,Cardoso,<b>Neu</b> <br> <small>coniunctio.</small>
nihil,Cardoso,<b>Nihil</b> <br> <small>indeclinabile.</small>   <p> <b>1</b> &ensp; nada </p>
nihil,Cardoso,<b>nihilum</b> <b>i</b> <br> <small>indeclinabile.</small>   <p> <b>1</b> &ensp; nada </p>
ningo,Cardoso,<b>ninguo</b> <b>is</b> <b>ninxi</b>
nisi,Cardoso,<b>Nisi</b> <br> <small>conjunctio</small>   <p> <b>1</b> &ensp; senam </p>
nos,Cardoso,<b>Nobiscum</b>   <p> <b>1</b> &ensp; com nos outros </p>
noma,Cardoso,<b>Noma</b> -<b>ae</b>
nomen,Cardoso,<b>Nomen</b> <b>inis</b>   <p> <b>1</b> &ensp; ho nome. ou a diuida </p>
non,Cardoso,<b>Non</b> <br> <small>aduerb. negandi.</small>   <p> <b>1</b> &ensp; nam </p>
nongeni,Cardoso,<b>nongeni</b> -<b>ae</b> -<b>a</b>
nongeni,Cardoso,<b>Nongenteni</b> -<b>ae</b> -<b>a</b>
noster,Cardoso,<b>Noster</b> -<b>a</b> <b>um</b>   <p> <b>1</b> &ensp; cousa nossa </p>
noualis,Cardoso,<b>Noualis</b> <b>is</b>
nouus,Cardoso,<b>Nouus</b> -<b>a</b> <b>um</b>   <p> <b>1</b> &ensp; cousa noua </p>
nullus,Cardoso,<b>Nullus</b>
nullus,Cardoso,<b>Nullus</b> -<b>a</b> <b>um</b>   <p> <b>1</b> &ensp; nenhum </p>
nummus,Cardoso,<b>nummus</b> <b>i</b>
nunc,Cardoso,<b>Nunc</b> <br> <small>aduerb. tempo.</small>   <p> <b>1</b> &ensp; agora </p>
nuper,Cardoso,<b>Nuperrime</b> <br> <small>aduerb.</small>
nusquam,Cardoso,<b>Nusquam</b> <br> <small>aduerb.</small>
nutus,Cardoso,<b>Nutus</b> <b>us</b>
obsecro,Cardoso,<b>Obsecro</b> <br> <small>aduerb.</small>
obseruo,Cardoso,<b>Obseruo</b> -<b>as</b>
octauus,Cardoso,<b>Octauus</b> -<b>a</b> <b>um</b>
oculus,Cardoso,<b>Oculus</b> <b>i</b>
oestrus,Cardoso,<b>Oestros</b> <b>i</b>
offendo,Cardoso,<b>Offendo</b> <b>is</b>
offensaculum,Cardoso,<b>Offensaculum</b> <b>i</b>
officium,Cardoso,<b>Officium</b> <b>ij</b>
olfacio,Cardoso,<b>Olfacio</b> <b>is</b>
olim,Cardoso,<b>Olim</b> <br> <small>aduer.</small>
omniparens,Cardoso,<b>Omniparens</b> -<b>entis</b>
omnis,Cardoso,<b>Omnis</b> -<b>e</b>   <p> <b>1</b> &ensp; todo </p>
opilio,Cardoso,<b>opilio</b> <b>onis</b>
ora,Cardoso,<b>Ora</b> -<b>ae</b>
oraculum,Cardoso,<b>Oraculum</b> <b>i</b>
orbis,Cardoso,<b>Orbis</b> <b>is</b>
organarius,Cardoso,<b>Organarius</b> <b>ij</b>
ortus,Cardoso,<b>Ortus</b> <b>us</b>
osculum,Cardoso,<b>Osculum</b> <b>i</b>
ostensus,Cardoso,<b>ostentus</b> -<b>a</b> <b>um</b>
phalanga,Cardoso,<b>palanga</b> -<b>ae</b>
phalangarius2,Cardoso,<b>palangarius</b>
palma,Cardoso,<b>Palma</b> -<b>ae</b>
palmula,Cardoso,<b>Palmula</b> -<b>ae</b>
panaegyris,Cardoso,<b>Panaegyris</b> <b>idos</b>
panathenaicus,Cardoso,<b>Panathenaicus</b>
pancratium,Cardoso,<b>Pancratium</b> <b>ij</b>
pannus,Cardoso,<b>Pannus</b> <b>i</b>
pappa,Cardoso,<b>Pappa</b> -<b>ae</b>
pappus,Cardoso,<b>Pappus</b> <b>i</b>
paradigma,Cardoso,<b>Paradigma</b> -<b>atis</b>
paroecia,Cardoso,<b>Paroesia</b> -<b>ae</b>
pars,Cardoso,<b>Pars</b> <b>artis</b>   <p> <b>1</b> &ensp; a parte. ou quinhão </p>
parum,Cardoso,<b>Parum</b> <br> <small>aduerb.</small>   <p> <b>1</b> &ensp; pouco em cãtidade </p>
paruus,Cardoso,<b>Paruus</b> -<b>a</b> <b>um</b>   <p> <b>1</b> &ensp; cousa piquena </p>
pascua,Cardoso,<b>pascua</b> <b>orum</b>
patefacio,Cardoso,<b>Patefacio</b> <b>onis</b>
pater,Cardoso,<b>Pater</b> <b>tris</b>   <p> <b>1</b> &ensp; ho pay </p>
pater,Cardoso,<b>Pater</b> <b>tris</b>   <p> <b>1</b> &ensp; ho senador </p>
pauefacio,Cardoso,<b>Pauefacio</b> <b>onis</b>
pauperies,Cardoso,<b>Pauperies</b> -<b>ei</b>
peciolum,Cardoso,<b>peciolum</b> <b>i</b>
pecten,Cardoso,<b>Pecten</b> <b>inis</b>
pecten,Cardoso,<b>Pecten</b> <b>nis</b>
pectino,Cardoso,<b>Pectino</b> <b>is</b> <b>pexui</b> <b>pexum</b>
pecunia,Cardoso,<b>Pecunia</b> -<b>ae</b>   <p> <b>1</b> &ensp; ho dinheyro </p>
peiero,Cardoso,<b>peiero</b> -<b>aui</b>
penetrale,Cardoso,<b>penetrale</b> <b>is</b>
penetro,Cardoso,<b>Penetro</b> -<b>as</b>
peniculus,Cardoso,<b>Peniculus</b> <b>i</b>
penis,Cardoso,<b>Penis</b> <b>is</b>
per,Cardoso,<b>Per</b> <br> <small>praepositio. accusati.</small>   <p> <b>1</b> &ensp; por </p>
per,Cardoso,<b>Per</b>
per,Cardoso,<b>Per</b>
per,Cardoso,<b>Per</b>
per,Cardoso,<b>Per</b>
percontatio,Cardoso,<b>percunctatio</b>
percontor,Cardoso,<b>percuntor</b> -<b>aris</b> -<b>atus</b>
perfricatus,Cardoso,<b>perfricatus</b> -<b>a</b> <b>um</b>
pergula,Cardoso,<b>Pergula</b> -<b>ae</b>
perhorreo,Cardoso,<b>Perhorreo</b> -<b>es</b>
periculum,Cardoso,<b>Periculum</b> <b>i</b>   <p> <b>1</b> &ensp; ho perigo. ou esperiẽcia </p>
perizoma,Cardoso,<b>perizoma</b> -<b>atis</b>
personatus,Cardoso,<b>Personatus</b> -<b>a</b> <b>um</b>
pertineo,Cardoso,<b>Pertineo</b> -<b>es</b>
pes,Cardoso,<b>Pes</b> -<b>dis</b>
pes,Cardoso,<b>Pes</b> -<b>dis</b>
petasus,Cardoso,<b>Petasus</b> <b>i</b>
peto,Cardoso,<b>Peto</b> <b>is</b> <b>iui</b> <b>itum</b>   <p> <b>1</b> &ensp; pedir </p>
pectitus,Cardoso,<b>Pexus</b> -<b>a</b> <b>um</b>
Pharus,Cardoso,<b>Pharos</b>
physiognomia,Cardoso,<b>Physiognomia</b> -<b>ae</b>
pico,Cardoso,<b>Pico</b> -<b>as</b>
pyctes,Cardoso,<b>pictes</b> -<b>ae</b>
pilo2,Cardoso,<b>Pilo</b> -<b>as</b> -<b>aui</b>
pilula,Cardoso,<b>Pilula</b> -<b>ae</b>
pilus,Cardoso,<b>Pilus</b> <b>i</b>
pistrinarius,Cardoso,<b>Pistrinarius</b> <b>ij</b>
pituita,Cardoso,<b>Pituita</b> <small>*</small> -<b>ae</b>
plagiarius,Cardoso,<b>Plagiarius</b> <b>ij</b>
plagosus,Cardoso,<b>Plagosus</b> -<b>a</b> <b>um</b>
planeta,Cardoso,<b>Planeta</b> -<b>ae</b>
plasma,Cardoso,<b>Plasma</b> -<b>atis</b>
polimentum,Cardoso,<b>Polimentum</b> <b>i</b>
polypus,Cardoso,<b>Polipus</b> <b>i</b>
pono,Cardoso,<b>Pono</b> <b>is</b>
pono,Cardoso,<b>Pono</b> <b>is</b> <b>posui</b> <b>itum</b>   <p> <b>1</b> &ensp; pôr &ensp; <small>actiuum.</small> </p>
populneus,Cardoso,<b>populneus</b> -<b>a</b> <b>um</b>
populus,Cardoso,<b>Populus</b> <b>i</b>   <p> <b>1</b> &ensp; ho pouo. ou alemo </p>
porcarius,Cardoso,<b>Porcarius</b> <b>ij</b>
possum,Cardoso,<b>Possum</b> <b>tes</b> <b>potui</b> <b>posse</b>   <p> <b>1</b> &ensp; poder </p>
postliminium,Cardoso,<b>Postliminium</b> <b>ij</b>
postmodum,Cardoso,<b>postmodum</b> <br> <small>aduerb.</small>
potissime,Cardoso,<b>potissimum</b> <br> <small>aduerb.</small>
praesens,Cardoso,<b>Praesens</b> -<b>entis</b>
praesentio,Cardoso,<b>Praesentio</b> <b>onis</b>
praetorius,Cardoso,<b>Praetorius</b> <b>ij</b>
primum,Cardoso,<b>Primo</b> <br> <small>aduerb.</small>   <p> <b>1</b> &ensp; primeiramente </p>
primus,Cardoso,<b>Primus</b> -<b>a</b> <b>um</b>   <p> <b>1</b> &ensp; cousa primeyra & principal </p>
principium,Cardoso,<b>Principium</b> <b>ij</b>
pro,Cardoso,<b>Pro</b> <br> <small>praepos. ablat.</small>   <p> <b>1</b> &ensp; por </p>
pro,Cardoso,<b>Pro</b>
proboscis,Cardoso,<b>proboscis</b>
procax,Cardoso,<b>Procax</b> -<b>acis</b>
procul,Cardoso,<b>Procul</b> <br> <small>aduer.</small>
propago2,Cardoso,<b>Propago</b> <b>inis</b>
propius,Cardoso,<b>Propius</b> <br> <small>aduerb.</small>
protelo,Cardoso,<b>Protelare</b>
psalterium,Cardoso,<b>Psalterium</b> <b>ij</b>
pubes,Cardoso,<b>Pubes</b> <b>is</b>
publicus,Cardoso,<b>Publicus</b> -<b>a</b> <b>um</b>   <p> <b>1</b> &ensp; cousa pubrica comum a todos </p>
pullarius,Cardoso,<b>Pullarius</b> -<b>a</b> <b>um</b>
pullus,Cardoso,<b>Pullus</b> <b>i</b>
pulso,Cardoso,<b>Pulso</b> -<b>as</b>
puluero,Cardoso,<b>Puluero</b> -<b>as</b>
pupula,Cardoso,<b>Pupula</b> -<b>ae</b>
pusula,Cardoso,<b>Pusula</b> -<b>ae</b>
puto,Cardoso,<b>Puto</b> -<b>as</b> -<b>aui</b>   <p> <b>1</b> &ensp; podar as vides. ou aruores </p>
puto,Cardoso,<b>Puto</b> -<b>as</b> -<b>aui</b>
putrefacio,Cardoso,<b>Putrefacio</b> <b>onis</b>
qua,Cardoso,<b>Qua</b> <br> <small>aduer.</small>   <p> <b>1</b> &ensp; por õde </p>
qua,Cardoso,<b>Qua</b> <br> <small>aduer.</small>
quadrans,Cardoso,<b>Quadrans</b> -<b>antis</b>
quadrans,Cardoso,<b>Quadrans</b> -<b>antis</b>
quadrantal,Cardoso,<b>Quadrantal</b> -<b>alis</b>
quadriduarius,Cardoso,<b>quadriduarius</b> -<b>a</b> <b>um</b>
quadriduum,Cardoso,<b>quadriduum</b>
quadringentesimus,Cardoso,<b>Quadringentesimus</b> -<b>a</b> <b>um</b>
quadrupes,Cardoso,<b>Quadrupes</b> -<b>dis</b>
quadruplator,Cardoso,<b>Quadruplator</b> <b>oris</b>
quaero,Cardoso,<b>Quaero</b> <b>is</b> <b>iui</b> <b>itum</b>   <p> <b>1</b> &ensp; buscar. ou pregũtar </p>
qualum,Cardoso,<b>Quallum</b> <b>i</b>
quando,Cardoso,<b>Quando</b> <br> <small>coniunctio.</small>
quantus,Cardoso,<b>Quantus</b> -<b>a</b> <b>um</b>   <p> <b>1</b> &ensp; quam grande cousa </p>
quapropter,Cardoso,<b>Quapropter</b>
quartus,Cardoso,<b>Quartus</b> -<b>a</b> <b>um</b>
quatenus,Cardoso,<b>Quatenus</b> <br> <small>aduerb.</small>
quercus,Cardoso,<b>quercus</b> <b>us</b>
quaero,Cardoso,<b>Quero</b> -<b>eris</b> <b>questus</b>   <p> <b>1</b> &ensp; queyxar-se </p>
quia,Cardoso,<b>Quia</b> <br> <small>coniunctio.</small>   <p> <b>1</b> &ensp; porque </p>
quidem,Cardoso,<b>Quidem</b> <br> <small>aduerb.</small>   <p> <b>1</b> &ensp; em verdade </p>
quin,Cardoso,<b>Quin</b> <br> <small>cum indicatiuo.</small>
quincunx,Cardoso,<b>Quincunx</b> -<b>cis</b>
quingenteni,Cardoso,<b>Quingenteni</b> -<b>ae</b> -<b>a</b>
quingentesimus,Cardoso,<b>Quingentesimus</b> -<b>a</b> <b>um</b>
quinquagiens,Cardoso,<b>Quinquagies</b> <br> <small>nomen.</small>
quintilis,Cardoso,<b>Quintilis</b> -<b>e</b>
quisquam,Cardoso,<b>Quisquam</b> <b>quaequam</b> <b>quodquam</b>   <p> <b>1</b> &ensp; ho mesmo </p>
quisque,Cardoso,<b>Quisque</b> <br> <small>semper cũ superlatiuo.</small>   <p> <b>1</b> &ensp; qualquer </p>
qua,Cardoso,<b>Quo</b> <br> <small>aduerb.</small>   <p> <b>1</b> &ensp; pera onde </p>
qualibeat,Cardoso,<b>Quolibet</b> <br> <small>aduerb.</small>
qua2,Cardoso,<b>Quoque</b> <br> <small>coniunctio.</small>   <p> <b>1</b> &ensp; tambem. ou semelhantemente </p>
quoquouersus,Cardoso,<b>Quoquouersus</b> <br> <small>aduerb.</small>
radio,Cardoso,<b>Radio</b> <b>onis</b>
radiolus,Cardoso,<b>Radiolus</b> <b>i</b> <br> <small>diminu.</small>
radius,Cardoso,<b>Radius</b> <b>ij</b>
ratio,Cardoso,<b>Ratio</b> <b>onis</b>   <p> <b>1</b> &ensp; a rezão. ou conta </p>
recalfacio,Cardoso,<b>recalfacio</b> -<b>cis</b>
recipio,Cardoso,<b>Recipio</b> <br> <small>cum datiuo.</small>
recoquo,Cardoso,<b>Recoquo</b> <b>is</b>
recresco,Cardoso,<b>Recresco</b> <b>is</b>
recutitus,Cardoso,<b>Recutitus</b> -<b>a</b> <b>tum</b>
redhostio,Cardoso,<b>Redostio</b> <b>is</b>
reduco,Cardoso,<b>Reduco</b> <b>is</b>
reduco,Cardoso,<b>Reduco</b> <b>is</b>
refero,Cardoso,<b>Refero</b> -<b>ers</b>
refero,Cardoso,<b>Refero</b> -<b>ers</b> <b>tuli</b>   <p> <b>1</b> &ensp; tornar a trazer. ou cõtar </p>
refert,Cardoso,<b>Refert</b> <br> <small>impersonale.</small>
reficio,Cardoso,<b>Reficio</b> -<b>cis</b>
refigo,Cardoso,<b>Refigo</b> <b>gis</b>
refluo,Cardoso,<b>Refluo</b> <b>is</b>
regio,Cardoso,<b>Regio</b> <b>onis</b>
regio,Cardoso,<b>Regio</b> <b>onis</b>
regulus,Cardoso,<b>Regulus</b> <b>i</b>
reicio,Cardoso,<b>Reiicio</b> <b>is</b>
relinquo,Cardoso,<b>Relinquo</b> <b>is</b> <b>iqui</b> <b>ictum</b>   <p> <b>1</b> &ensp; deyxar </p>
remora,Cardoso,<b>Remora</b> -<b>ae</b>
renideo,Cardoso,<b>Renideo</b> <b>is</b>
repositus,Cardoso,<b>repositus</b>
requiesco,Cardoso,<b>Requiesco</b> <b>is</b>
res,Cardoso,<b>Res</b> <b>rei</b>   <p> <b>1</b> &ensp; a cousa. ou fazenda </p>
res,Cardoso,<b>Res</b> <b>rei</b>   <p> <b>1</b> &ensp; a demanda </p>
rescindo,Cardoso,<b>Rescindo</b> <b>is</b>
resecro,Cardoso,<b>Resecro</b> -<b>as</b>
resideo,Cardoso,<b>Resideo</b> <b>is</b>
resigno,Cardoso,<b>Resigno</b>
resigno,Cardoso,<b>Resigno</b> -<b>as</b>
resisto,Cardoso,<b>Resisto</b> <b>is</b>
retorqueo,Cardoso,<b>Retorqueo</b> -<b>es</b>
reuincio,Cardoso,<b>Reuincio</b> <b>is</b>
rex,Cardoso,<b>Rex</b> <b>gis</b>   <p> <b>1</b> &ensp; el Rey. ou homem rico </p>
rhagas,Cardoso,<b>Rhagas</b> -<b>dis</b>
rhetorica,Cardoso,<b>rhetorica</b> <b>orum</b>
robur,Cardoso,<b>Robur</b> <b>oris</b>
rogatio,Cardoso,<b>Rogatio</b> <b>nis</b>
rota,Cardoso,<b>Rota</b> -<b>ae</b>
robigo,Cardoso,<b>Rubigo</b> <b>nis</b>
rubrica,Cardoso,<b>Rubrica</b> -<b>ae</b>
rugo,Cardoso,<b>Rugo</b> -<b>as</b>
sabina,Cardoso,<b>Sabina</b> -<b>ae</b>
sacrificus,Cardoso,<b>Sacrificus</b> -<b>a</b> <b>um</b>
saepe,Cardoso,<b>Saepe</b> <br> <small>aduerb. temporis.</small>   <p> <b>1</b> &ensp; muitas vezes </p>
saepe,Cardoso,<b>Saepius</b> <br> <small>aduerb.</small>   <p> <b>1</b> &ensp; mais vezes </p>
saeuus,Cardoso,<b>Saeuus</b>
salio,Cardoso,<b>Salio</b> <b>is</b>
saltem,Cardoso,<b>Saltim</b> <br> <small>aduerb.</small>
sampsycus,Cardoso,<b>sampsucus</b> <b>i</b>
saperda,Cardoso,<b>Saperda</b> -<b>ae</b>
sarcophagus,Cardoso,<b>Sarcophagus</b> <b>i</b>
satura,Cardoso,<b>satyra</b> -<b>ae</b>
scamillum,Cardoso,<b>Scamillum</b> <b>i</b>
scamnum,Cardoso,<b>Scamnum</b> <b>i</b>
scaphium,Cardoso,<b>Scaphium</b> <b>ij</b>
scapus,Cardoso,<b>Scapus</b> <b>i</b>
scilicet,Cardoso,<b>Scilicet</b>
scio,Cardoso,<b>Scio</b> <b>is</b>   <p> <b>1</b> &ensp; saber </p>
scipio,Cardoso,<b>Scipio</b> <b>onis</b>
scobis,Cardoso,<b>Scobs</b> -<b>bis</b>
scobis,Cardoso,<b>Scobs</b> <b>is</b>
scorpio,Cardoso,<b>Scorpio</b> <b>onis</b>
scribo,Cardoso,<b>Scribo</b> <b>is</b>   <p> <b>1</b> &ensp; escreuer </p>
scriptor,Cardoso,<b>Scriptor</b> <b>oris</b>
scripulum,Cardoso,<b>scrupulum</b> <b>i</b>
sed,Cardoso,<b>Sed</b> <br> <small>coniunctio.</small>   <p> <b>1</b> &ensp; porem </p>
selectus,Cardoso,<b>Selectus</b> -<b>a</b> <b>um</b>
semifer,Cardoso,<b>Semifer</b> -<b>a</b> <b>um</b>
semper,Cardoso,<b>Semper</b> <br> <small>aduerb.</small>   <p> <b>1</b> &ensp; sempre </p>
senatus,Cardoso,<b>Senatus</b> <b>us</b>   <p> <b>1</b> &ensp; ho senado. ou rolação </p>
septunx,Cardoso,<b>Septunx</b> -<b>cis</b>
sequor,Cardoso,<b>Sequor</b> -<b>eris</b>   <p> <b>1</b> &ensp; seguir </p>
secutor,Cardoso,<b>Sequutor</b> <b>oris</b>
serra,Cardoso,<b>Serra</b> -<b>ae</b>
serta,Cardoso,<b>Serta</b>
sescentesimus,Cardoso,<b>Sexcentessimus</b> -<b>a</b> <b>um</b>
sextantarius,Cardoso,<b>Sextantarius</b> -<b>a</b> <b>um</b>
sextilis,Cardoso,<b>Sextilis</b> -<b>e</b>
sexus,Cardoso,<b>Sexus</b> <b>i</b>
si,Cardoso,<b>Si</b> <br> <small>coniunctio</small>   <p> <b>1</b> &ensp; se </p>
si,Cardoso,<b>Si</b>
sibilator,Cardoso,<b>sibilator</b> <b>oris</b>
sic,Cardoso,<b>Sic</b> <br> <small>aduerb.</small>   <p> <b>1</b> &ensp; assi <br> <b>2</b> &ensp; <small>affirmantis.</small> &ensp; si </p>
sicut,Cardoso,<b>sicuti</b>
sigillum,Cardoso,<b>Sigillum</b> <b>i</b>
signum,Cardoso,<b>Signum</b> <b>i</b>
signum,Cardoso,<b>Signum</b> <b>i</b>
sindon,Cardoso,<b>Sindon</b> <b>onis</b>
sine,Cardoso,<b>Sine</b> <br> <small>praepositio.</small>   <p> <b>1</b> &ensp; sem </p>
sinus,Cardoso,<b>Sinus</b> <b>us</b>
sinus,Cardoso,<b>Sinus</b> <b>us</b>
siquis,Cardoso,<b>Siquid</b> <br> <small>substantiuum</small>
siren,Cardoso,<b>Siren</b> -<b>enis</b>
sis,Cardoso,<b>Sis</b> <b>ios</b>
sisto,Cardoso,<b>Sisto</b> <b>is</b> <b>steti</b> <b>statum</b>
situs,Cardoso,<b>Situs</b> <b>us</b>
smegma,Cardoso,<b>smegma</b> <b>tis</b>
soccus,Cardoso,<b>Soccus</b> <b>i</b>
solium,Cardoso,<b>Solium</b> <b>ij</b>
soporo,Cardoso,<b>Soporo</b> -<b>as</b>
spadix,Cardoso,<b>Spadix</b> <b>icis</b>
spado,Cardoso,<b>Spado</b> <b>onis</b>
sparsus,Cardoso,<b>Sparsus</b> <b>us</b>
spatalium,Cardoso,<b>Spathalium</b> <b>ij</b>
spico,Cardoso,<b>Spico</b> -<b>as</b>
spiculum,Cardoso,<b>Spiculum</b> <b>i</b>
spina,Cardoso,<b>Spina</b> -<b>ae</b>
stacta,Cardoso,<b>Stacte</b> -<b>es</b>
stadium,Cardoso,<b>Stadium</b> <b>ij</b>
stator,Cardoso,<b>Stator</b> <b>oris</b>
status,Cardoso,<b>Status</b> <b>us</b>
sterno,Cardoso,<b>Sterno</b> <b>is</b>
stillicidium,Cardoso,<b>Stillicidium</b> <b>ij</b>
stinguo,Cardoso,<b>stinguo</b> <b>is</b> <b>inxi</b>
stips,Cardoso,<b>stipis</b> <b>pis</b>
stiria,Cardoso,<b>Stiria</b> -<b>ae</b>
sto,Cardoso,<b>Sto</b> -<b>as</b>
strator,Cardoso,<b>Strator</b> <b>oris</b>
strigilis,Cardoso,<b>Strigilis</b> <b>is</b>
strigilis,Cardoso,<b>Strigilis</b> <b>is</b>
strobilus,Cardoso,<b>Strobilus</b> <b>i</b>
stromata,Cardoso,<b>Stromata</b> <b>um</b>
structor,Cardoso,<b>Structor</b> <b>oris</b>
stilus,Cardoso,<b>Stylus</b> <b>i</b>
styrax,Cardoso,<b>Styrax</b> -<b>acis</b>
sauiatio,Cardoso,<b>suauiatio</b> <b>onis</b>
sauio,Cardoso,<b>suauio</b> -<b>as</b>
sauium,Cardoso,<b>suauium</b> <b>ij</b>
subagito,Cardoso,<b>Subagito</b> -<b>as</b>
subinde,Cardoso,<b>Subinde</b> <br> <small>coniunctio.</small>
subluco,Cardoso,<b>Subluco</b> -<b>as</b>
substantia,Cardoso,<b>Substantia</b> -<b>ae</b>
subtercutaneus,Cardoso,<b>subtercutaneus</b>
sufficio,Cardoso,<b>Sufficio</b> <b>is</b>
suffusio,Cardoso,<b>Suffusio</b> <b>onis</b>
suggillatio,Cardoso,<b>Suggillatio</b> <b>onis</b>
