"lila_id","freq"
"http://lila-erc.eu/data/id/lemma/52244","4282"
"http://lila-erc.eu/data/id/lemma/124857","4273"
"http://lila-erc.eu/data/id/lemma/101541","4254"
"http://lila-erc.eu/data/id/lemma/112796","4253"
"http://lila-erc.eu/data/id/lemma/100034","4245"
"http://lila-erc.eu/data/id/hypolemma/111490","4234"
"http://lila-erc.eu/data/id/lemma/48081","4226"
"http://lila-erc.eu/data/id/lemma/63931","4204"
"http://lila-erc.eu/data/id/lemma/105765","4198"
"http://lila-erc.eu/data/id/lemma/130494","4192"
"http://lila-erc.eu/data/id/lemma/95648","4181"
"http://lila-erc.eu/data/id/lemma/90620","4167"
"http://lila-erc.eu/data/id/lemma/73416","4161"
"http://lila-erc.eu/data/id/lemma/127976","4154"
"http://lila-erc.eu/data/id/lemma/91087","4146"
"http://lila-erc.eu/data/id/lemma/121322","4141"
"http://lila-erc.eu/data/id/lemma/134629","4132"
"http://lila-erc.eu/data/id/lemma/10964","4124"
"http://lila-erc.eu/data/id/lemma/113840","4110"
"http://lila-erc.eu/data/id/lemma/106515","4106"
"http://lila-erc.eu/data/id/lemma/127111","4088"
"http://lila-erc.eu/data/id/lemma/105454","4076"
"http://lila-erc.eu/data/id/lemma/88330","4053"
"http://lila-erc.eu/data/id/lemma/104490","4051"
"http://lila-erc.eu/data/id/lemma/130275","4032"
"http://lila-erc.eu/data/id/lemma/101415","4032"
"http://lila-erc.eu/data/id/lemma/130070","4019"
"http://lila-erc.eu/data/id/lemma/111604","4014"
"http://lila-erc.eu/data/id/lemma/87680","4009"
"http://lila-erc.eu/data/id/lemma/111419","4004"
"http://lila-erc.eu/data/id/lemma/88705","4004"
"http://lila-erc.eu/data/id/lemma/101960","3999"
"http://lila-erc.eu/data/id/lemma/96060","3990"
"http://lila-erc.eu/data/id/lemma/128519","3982"
"http://lila-erc.eu/data/id/lemma/114173","3978"
"http://lila-erc.eu/data/id/hypolemma/13031","3976"
"http://lila-erc.eu/data/id/lemma/123363","3970"
"http://lila-erc.eu/data/id/lemma/87112","3968"
"http://lila-erc.eu/data/id/lemma/109171","3965"
"http://lila-erc.eu/data/id/lemma/125406","3963"
"http://lila-erc.eu/data/id/lemma/92231","3945"
"http://lila-erc.eu/data/id/lemma/89082","3940"
"http://lila-erc.eu/data/id/lemma/103296","3936"
"http://lila-erc.eu/data/id/lemma/96292","3921"
"http://lila-erc.eu/data/id/lemma/107259","3921"
"http://lila-erc.eu/data/id/lemma/110394","3890"
"http://lila-erc.eu/data/id/hypolemma/112681","3866"
"http://lila-erc.eu/data/id/lemma/114586","3844"
"http://lila-erc.eu/data/id/lemma/102652","3832"
"http://lila-erc.eu/data/id/lemma/121315","3829"
"http://lila-erc.eu/data/id/lemma/118557","3818"
"http://lila-erc.eu/data/id/lemma/113509","3804"
"http://lila-erc.eu/data/id/lemma/135864","3796"
"http://lila-erc.eu/data/id/lemma/116930","3789"
"http://lila-erc.eu/data/id/lemma/90089","3782"
"http://lila-erc.eu/data/id/lemma/48375","3766"
"http://lila-erc.eu/data/id/lemma/114084","3756"
"http://lila-erc.eu/data/id/lemma/88717","3730"
"http://lila-erc.eu/data/id/hypolemma/110678","3720"
"http://lila-erc.eu/data/id/lemma/117445","3715"
"http://lila-erc.eu/data/id/hypolemma/40925","3714"
"http://lila-erc.eu/data/id/lemma/104903","3698"
"http://lila-erc.eu/data/id/lemma/87401","3691"
"http://lila-erc.eu/data/id/lemma/123063","3690"
"http://lila-erc.eu/data/id/lemma/128357","3681"
"http://lila-erc.eu/data/id/lemma/13420","3678"
"http://lila-erc.eu/data/id/lemma/121052","3675"
"http://lila-erc.eu/data/id/lemma/87955","3642"
"http://lila-erc.eu/data/id/lemma/110381","3637"
"http://lila-erc.eu/data/id/lemma/113513","3634"
"http://lila-erc.eu/data/id/lemma/106053","3621"
"http://lila-erc.eu/data/id/lemma/121092","3614"
"http://lila-erc.eu/data/id/lemma/126707","3614"
"http://lila-erc.eu/data/id/lemma/96945","3592"
"http://lila-erc.eu/data/id/lemma/106156","3590"
"http://lila-erc.eu/data/id/lemma/119509","3577"
"http://lila-erc.eu/data/id/lemma/120855","3568"
"http://lila-erc.eu/data/id/lemma/109268","3562"
"http://lila-erc.eu/data/id/lemma/119765","3555"
"http://lila-erc.eu/data/id/lemma/121317","3539"
"http://lila-erc.eu/data/id/lemma/101975","3527"
"http://lila-erc.eu/data/id/lemma/100327","3523"
"http://lila-erc.eu/data/id/lemma/111485","3503"
"http://lila-erc.eu/data/id/lemma/122752","3501"
