lemma,collocate,LogL,LR,MI,LogDice
suus,finis,86.35,4.28258154982886,3.40061174634374,10.5995604812009
suus,domus2,63.69,4.13738363428892,3.31129622086926,10.3639630272604
suus,ius,62.03,4.05776646622555,3.26190346553968,10.3577806273521
suus,quisque,54.24,3.68447794941963,3.02678372317876,10.3244442070845
suus,copia,53.26,3.79715472265861,3.0983308744708,10.2833837909145
suus,spons,100.1,7.71998686213615,5.01458481394323,10.2071070909534
suus,uirtus,30.3,2.58955930325025,2.31185175411864,10.1287989890921
suus,discipulus,73.5,6.64890376407467,4.64273631663405,10.0357296100186
suus,domus,29.17,3.05333545745134,2.61841278816789,9.96649709703414
suus,constitutio,69.65,6.92643773960358,4.75222054947574,9.94474282648595
suus,salus,24.94,2.91419414384883,2.52692713078334,9.87874798485798
suus,nomen,20.68,2.57744140151805,2.30378357946913,9.83828003530513
suus,uis,19.53,2.48399683739898,2.24147969613297,9.82561273010436
suus,manus,17.47,2.31351340938075,2.12743218966168,9.80074957091172
suus,studium,19.59,2.64721409567046,2.35020155949351,9.76952326345332
suus,de,6.19,0.913837702823946,1.17791457424171,9.76551217985951
suus,natura,15.97,2.32157568144472,2.13283598545918,9.72750925239443
suus,scelus,18.79,2.75948430469256,2.42469650813444,9.69368518706181
suus,familiaris,28.42,3.98001877980842,3.21340020425559,9.67091275062034
suus,uitium,20.01,3.11265654838654,2.65727482125994,9.62188726464725
suus,dignitas,18.04,2.90406992657513,2.52025302369565,9.60555084532756
suus,neque,6.44,1.27169323368612,1.42238010659541,9.59106591240619
suus,pro,10.56,1.91645365103096,1.86016670539659,9.58451172521216
suus,uita,8.54,1.68697180490819,1.70481626537743,9.5450069174793
suus,fortuna,12.23,2.25873480787449,2.09069036400842,9.53985558606217
suus,maiores,19.4,3.33861558474318,2.8044568317711,9.51619067101618
suus,ciuis,9.1,1.88113311529797,1.83629426919011,9.48845391604458
suus,dolor,14.68,2.7680083769991,2.43034225354701,9.47743532667607
suus,pars,6.98,1.60450964471622,1.64885761172938,9.44349498599319
suus,arbitrium,32.59,5.52650713271494,4.11356155419986,9.43132092259432
