lemma,collocate,LogL,LR,MI,LogDice
munus,iste,8.15,3.25261290209086,2.88150621603198,9.10589852215969
munus,tuus,7.27,3.01509599119594,2.71749180668239,8.95442665454246
munus,atque,8.07,2.31792626134061,2.23557900447195,8.51811185725758
