lemma,collocate,LogL,LR,MI,LogDice
res,publicus,3985.8,7.53218923868587,4.54353851199207,13.0387694477105
res,ob,374.83,6.36286357051018,4.23426775704379,11.0809223629159
res,de,141.28,2.29814080265442,2.08991405686234,10.9963322627215
res,in,74.02,1.14174838891151,1.32259466796855,10.7924871916674
res,is,53.42,1.11982106639643,1.3078232990374,10.6902507004345
res,hic,48.1,1.11109702754223,1.30194459063472,10.6541139994975
res,omnis,50.45,1.44158188259604,1.52389931676434,10.5992789222287
res,qui,22.59,0.597135432657071,0.954046838762106,10.5148460113432
res,gero,108.12,3.57859226156562,2.89382670042002,10.4760934643454
res,ad,12.76,0.761997454149802,1.06595050397628,10.2479323678697
res,magnus,17.27,1.17800357664614,1.34700402612867,10.1030906323819
res,nullus,26.84,1.7846500570663,1.75243628973911,10.0228376924009
res,tantus,26.33,1.85210518520368,1.79711014691681,9.96834381962731
res,nouus,42.12,2.80193413673093,2.41392899752909,9.89942488802726
res,ipse,5.16,0.685831994791987,1.01428454679812,9.83563428856538
res,contra,42.72,3.03644284438344,2.56169286539741,9.8162549416988
res,militaris,77.79,4.93670269275963,3.64193276526073,9.81346956312603
res,totus,25.49,2.16830829225741,2.00518749987638,9.75987300762116
res,multus,5.19,0.788384646122432,1.08383616324827,9.69240190167556
res,natura,21.22,2.08168593750966,1.94841856997514,9.6497220636407
res,frumentarius,97.23,7.4639496956245,4.5295819211715,9.63690137521164
res,ago,9.3,1.27289048109284,1.41080271284158,9.56658241945663
res,pro,12.38,1.62684743017284,1.64757841294585,9.49425559414992
res,ceterus,15.2,1.92518870474259,1.84540415627577,9.45425323448271
res,cognosco,20.27,2.42564033872702,2.17266648363241,9.41206075094027
res,ullus,16.64,2.14001924782599,1.98666845210914,9.3964978711126
res,conficio,24.31,2.89363397086774,2.47196778253618,9.34994336332295
res,familiaris,27.87,3.3935603677331,2.78212271084002,9.27261218128766
res,salus,10.68,1.82201838277426,1.77719590624924,9.21167527091406
res,humanus,24.35,3.32401943448002,2.73967602059277,9.16946650595939
