lemma,collocate,LogL,LR,MI,LogDice
uinculum,conicio,76.48,9.43786748168125,7.06360936829445,12.2082405307719
uinculum,in,31.35,3.16815160994768,2.87319208037972,8.57083713628412
uinculum,atque,5.06,2.38443821925554,2.33088918427628,8.01984921279229
