lemma,collocate,LogL,LR,MI,LogDice
soluo,pecunia,27.37,6.38192445257768,4.86434533399927,10.7711738442786
soluo,nauis,18.76,5.94535379174919,4.5693905022184,10.4785534901863
soluo,scelus,16.47,5.3783131990253,4.18343820833382,10.2007724887172
