lemma,collocate,LogL,LR,MI,LogDice
solum,non,454.76,4.46070447544696,3.73176187926843,11.0176749600879
solum,neque,47.29,3.98822661801723,3.41168929718029,10.5023276160372
solum,uerum,22.56,4.66065195998872,3.86642545429524,10.4503826132196
solum,ingenium,12.09,4.291418150323,3.61735821797123,10.0551871717489
solum,nec,22.44,3.3297350818741,2.9623299955149,10.0451569973889
solum,sed,46.45,3.0359045931617,2.76092572118213,9.99890633585027
solum,consilium,5.84,2.61625784063027,2.47258388753996,9.42528902149662
