lemma,collocate,LogL,LR,MI,LogDice
possum,non,860.5,3.19315823265661,2.59800448871513,11.8360921085839
possum,fio,103.86,3.52292109525042,2.80556987080964,10.5897956837811
possum,dico,20.73,1.3044476420507,1.35109521175333,10.1467283720066
possum,fero,39.45,2.37354666036598,2.06638177985364,10.1441065261281
possum,quis,14.24,0.901335452699904,1.07748796700519,10.1416122104045
possum,nemo,49.15,2.99132933853081,2.46895921630461,10.1052684916819
possum,modus,39.95,2.69240845220556,2.27545474727091,10.0349102736352
possum,si,10.39,0.857030739039177,1.0473249881308,10.0265683664432
possum,nihil,21.82,1.64829281852327,1.58305634997321,10.0172079236836
possum,efficio,69.68,4.46716172859792,3.3701999191493,9.99266681476753
possum,ne,14.37,1.20688438873139,1.28502436107851,9.98628988428034
possum,ut,5.71,0.570080913781404,0.851594328017554,9.97805546758646
possum,scio,27.23,2.33471143257427,2.04075442226156,9.86060709275446
possum,enim,9.65,1.08150544125258,1.19997124289555,9.82841385238407
possum,quantum,58.62,4.54171869070454,3.41243268277257,9.80926359210283
possum,facio,5.95,0.807120111082254,1.0133260227879,9.7792143393784
possum,intellego,28.26,2.71090479582295,2.28750308578709,9.72830654165332
possum,perspicio,46.4,4.27278368343107,3.25828200294531,9.65511291227557
possum,nec,8.57,1.25684213956204,1.31886910586918,9.60678617593555
possum,nisi,14.62,1.87368772802124,1.73423440451134,9.58580408239273
possum,multum,27.45,3.12453272484712,2.5542848063613,9.53409188134542
possum,capio,19.03,2.45210738287563,2.11812071136433,9.49515253563978
possum,consequor,33.44,3.83728208159251,2.99899940501523,9.46955336020785
possum,quidem,5.48,1.05720179421151,1.18346652965426,9.46574761390844
possum,quantus,12.87,1.91996158059792,1.76517363753961,9.45043862696468
possum,arbitror,14.74,2.36742055756914,2.06234137031664,9.30916193169982
possum,prouideo,28.8,4.05039126209462,3.12725374053891,9.25942517700571
possum,sustineo,23.86,3.53581808926486,2.81359618168386,9.24802749595442
possum,sine,6.23,1.40457355598661,1.41879113089607,9.22696409300269
possum,inuenio,15.53,2.64273329318137,2.24305132321625,9.21616075279953
