lemma,collocate,LogL,LR,MI,LogDice
debeo,non,25.9,1.8124953032213,1.75274088919319,9.49626286707252
debeo,sum,24.06,1.25043101497797,1.36506628977867,9.15141689093564
debeo,praesto,19.82,5.0092517975709,3.92117596906664,10.1551857442653
debeo,facio,8.54,1.80140172350265,1.7450969116454,9.36163684665614
debeo,honor,8.54,3.36618634228617,2.81824401925402,9.63690137521164
debeo,existimo,7.98,3.21418324884112,2.71460912956366,9.59735407812338
debeo,qua,6.36,1.6357438717013,1.63091136046064,9.24394978305277
debeo,fero,6.19,2.26243841744834,2.06244587373241,9.40614357391218
debeo,qui,5.87,0.796527670722622,1.05153329798903,8.82865175402837
debeo,natura,5.64,2.56003718297396,2.26687230109368,9.3964978711126
debeo,pater,5.16,2.41771664292625,2.1691568284881,9.34603964984248
