lemma,collocate,LogL,LR,MI,LogDice
tu,ad,166.21,2.06326261815836,1.76172580694249,11.0167468425343
tu,ab,133.93,2.05496597084818,1.75626530856839,10.9041149221659
tu,cum,103.95,1.65578382617553,1.49181626591096,10.8245079276862
tu,scribo,90.11,3.0326685024952,2.38631233795769,10.3548249801208
tu,si,62.64,1.57152760898708,1.4356089633677,10.5853381173846
tu,oro,50.84,4.62957061652788,3.31806191121018,9.33107284820916
tu,uolo,34.44,1.79583313325924,1.58495930413841,10.0922284434292
tu,apud,33.47,2.49061459324333,2.04064300785556,9.70307269584412
tu,amo,28.62,3.04460811580672,2.39380300968685,9.30179494804472
tu,quidem,27.54,1.77129872613954,1.56866883835375,9.93224027158896
tu,mando,27.09,3.90021820647155,2.91259680310202,8.92560774010099
tu,ipse,26.6,1.35546688497676,1.29094114923819,10.1626479769685
tu,qui,24.57,0.628753706188236,0.799810155924689,10.469169542764
tu,Terentia,24.15,5.15503210550037,3.58202745704464,8.46898486933294
tu,hic2,22.43,2.74073999246435,2.20143111703939,9.20948253630142
tu,ne,20.59,1.26033680686216,1.22702123368699,10.0546496818139
tu,ego,19.66,0.866270874548209,0.960988632932064,10.2933686004276
tu,erga,16.69,3.8595762219742,2.8888802764847,8.46266573298146
tu,placeo,15.91,2.49667634603053,2.04456304423563,9.01108027281389
tu,de,15.37,1.03564415506105,1.07556211181197,10.0369337314395
tu,quis,14.74,0.824189285805262,0.932473462624043,10.1836872543975
tu,puto,13.75,1.49091707674185,1.38172121317102,9.56786132389877
tu,modo,12.61,1.57737440540245,1.43951331190973,9.42288641179443
tu,parens,12.43,2.76897367319329,2.21944962254207,8.62819985669216
tu,at,11.98,1.7482151130265,1.55333111437004,9.24067913418465
tu,hic,11.75,0.625156716622159,0.797365083365687,10.2367313021383
tu,nunc,11.53,1.44078658783425,1.34815625659865,9.46404592470059
tu,mitto,11.4,1.61793591604447,1.4665832072805,9.30197018680798
tu,malo,11.23,2.34500304914444,1.94615628754239,8.76698334974839
tu,Maecenas,10.41,3.97060753436294,2.95341879762227,7.95736716631762
