lemma,collocate,LogL,LR,MI,LogDice
facinus,tantus,58.35,5.2457107845095,4.29639464559589,10.6792241856484
facinus,admitto,36.94,8.21254392057431,6.21978977228357,11.3789611758874
facinus,malus,16.79,5.46360568474202,4.44403064440196,10.4638833004385
facinus,talis,16.11,5.29500608076628,4.3298382768763,10.3935967677103
facinus,ad,14.62,2.50921707911449,2.4175019166523,8.91278954167767
facinus,facio,10.35,2.71855507990064,2.56210617393811,9.03088138610668
facinus,nullus,7.83,3.16814980121585,2.87239509661439,9.27113834166936
