lemma,collocate,LogL,LR,MI,LogDice
legatus,mitto,84.58,5.25081957578273,4.19815856575248,11.1631169270548
legatus,ad,47.36,2.79200417593836,2.53251716753595,9.87948572004451
legatus,Allobroges,38.01,7.02780084879681,5.32320411148875,10.8387532879684
legatus,labienus,27.61,6.483480332573,4.99184697553431,10.5988026183378
legatus,Caesar,16.9,3.33974485511155,2.90814103506801,9.97613751281632
legatus,cum,16.35,1.90048201873236,1.91861114082545,9.27672936841793
legatus,singulus,14.82,4.98827248461018,4.02392112735849,10.1641383555374
legatus,exercitus,12.01,3.48864203768878,3.00996172402071,9.8973566349632
legatus,Pompeius,9.34,3.57567403078275,3.06940918266413,9.79779804192149
legatus,intellego,8.54,3.36483583607438,2.92530883869038,9.72333388098394
legatus,numquam,8.01,3.22044592673921,2.82646300405374,9.66926665971367
legatus,ab,7.16,1.61982501335216,1.72491385571233,9.05523745005445
legatus,uenio,6.79,2.39601749132266,2.2601470235485,9.39482981401191
legatus,de,5.6,1.661478634551,1.75367141500738,9.05124010962183
