lemma,collocate,LogL,LR,MI,LogDice
constituo,sum,15.5,1.30801451018848,1.47110043294597,8.64558589410009
constituo,iudicium,9.12,3.51562976032022,2.99265545986605,9.72333388098394
constituo,locus,9.01,2.8756258960411,2.55298359635635,9.49465014929412
constituo,qui,7.08,1.08007524370087,1.31345574088213,8.48292368045558
constituo,publicus,6.66,2.36543116372192,2.20145461355603,9.21042709101413
constituo,et,6.42,1.10123646513375,1.32809329598745,8.4943781461675
constituo,ut,6.31,1.50316040835801,1.60601775110331,8.74250462797222
constituo,dies,5.14,2.41005100396652,2.23222627222279,9.1810634245103
