"lemma","Caesar_Freq","Caesar_NormFreq","Cicero_Freq","Cicero_NormFreq","Horatius_Freq","Horatius_NormFreq","Ovidius_Freq","Ovidius_NormFreq","Phaedrus_Freq","Phaedrus_NormFreq","Sallustius_Freq","Sallustius_NormFreq","Seneca_Freq","Seneca_NormFreq","Suetonius_Freq","Suetonius_NormFreq","Tacitus_Freq","Tacitus_NormFreq","Vergilius_Freq","Vergilius_NormFreq","Hieronymus_Freq","Hieronymus_NormFreq","author_DP"
"_",16,6.04275247375179,866,53.9483192544417,1,0.888020602077968,940,1612.90322580645,1091,1656.29269773797,1,0.927557740469344,53,9.89156604020082,104,1146.63726571114,0,0,3,5.79150579150579,13,29.2069197933049,0.64520779336459
"ab",303,114.434624971675,1324,82.4798783982457,25,22.2005150519492,16,27.4536719286205,26,39.4716866555336,66,61.2188108709767,198,36.9533976596181,11,121.278941565601,21,72.0906282183316,25,48.2625482625483,31,69.6472702763424,0.149401729177685
"abditus",1,0.377672029609487,1,0.0622959806633276,0,0,0,0,0,0,1,0.927557740469344,4,0.746533286052892,0,0,0,0,0,0,0,0,0.542263016870544
"abdo",6,2.26603217765692,5,0.311479903316638,1,0.888020602077968,0,0,1,1.5181417944436,0,0,2,0.373266643026446,0,0,0,0,1,1.93050193050193,0,0,0.390896726414342
"abduco",1,0.377672029609487,10,0.622959806633276,0,0,0,0,0,0,1,0.927557740469344,10,1.86633321513223,0,0,1,3.43288705801579,0,0,0,0,0.288542947538262
"abeo",1,0.377672029609487,13,0.809847748623259,4,3.55208240831187,2,3.43170899107756,5,7.59070897221801,1,0.927557740469344,12,2.23959985815868,0,0,0,0,2,3.86100386100386,10,22.4668613794653,0.398819027283347
"abicio",2,0.755344059218974,27,1.68199147790985,1,0.888020602077968,0,0,0,0,0,0,2,0.373266643026446,0,0,0,0,0,0,0,0,0.287323629679955
"abscido",1,0.377672029609487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.908218973902132
"absimilis",1,0.377672029609487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.908218973902132
"abstineo",1,0.377672029609487,8,0.498367845306621,0,0,0,0,0,0,0,0,3,0.559899964539669,0,0,1,3.43288705801579,0,0,0,0,0.170824686438692
"abstraho",1,0.377672029609487,5,0.311479903316638,0,0,1,1.71585449553878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331590933512657
"absum",28,10.5748168290656,82,5.10827041439286,7,6.21614421454578,1,1.71585449553878,1,1.5181417944436,4,3.71023096187738,16,2.98613314421157,0,0,1,3.43288705801579,1,1.93050193050193,0,0,0.142545690978818
"accedo",12,4.53206435531385,67,4.17383070444295,0,0,0,0,2,3.0362835888872,4,3.71023096187738,30,5.59899964539669,0,0,2,6.86577411603158,3,5.79150579150579,2,4.49337227589306,0.0806483948045996
"acceptus",1,0.377672029609487,1,0.0622959806633276,0,0,0,0,0,0,0,0,1,0.186633321513223,0,0,0,0,0,0,0,0,0.389157142972687
"accido",27,10.1971447994562,47,2.9279110911764,1,0.888020602077968,0,0,1,1.5181417944436,3,2.78267322140803,22,4.10593307329091,0,0,0,0,0,0,1,2.24668613794653,0.202882633168765
"accido2",1,0.377672029609487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.908218973902132
"accipio",30,11.3301608882846,165,10.2788368094491,6,5.32812361246781,1,1.71585449553878,7,10.6269925611052,7,6.49290418328541,31,5.78563296690991,0,0,6,20.5973223480947,6,11.5830115830116,3,6.74005841383959,0.117701027147817
"accliuis",2,0.755344059218974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.908218973902132
"accliuitas",1,0.377672029609487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.908218973902132
"Acco",2,0.755344059218974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.908218973902132
"accommodatus",2,0.755344059218974,3,0.186887941989983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351792603582088
"accommodo",1,0.377672029609487,3,0.186887941989983,0,0,0,0,1,1.5181417944436,0,0,1,0.186633321513223,0,0,0,0,0,0,0,0,0.218719705871818
"accurate",1,0.377672029609487,6,0.373775883979966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351792603582087
"accurro",2,0.755344059218974,4,0.24918392265331,1,0.888020602077968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312758456936265
"accuso",2,0.755344059218974,50,3.11479903316638,0,0,0,0,0,0,1,0.927557740469344,2,0.373266643026446,0,0,0,0,0,0,1,2.24668613794653,0.33885935783092
"aceruus",1,0.377672029609487,3,0.186887941989983,3,2.6640618062339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.440613398684881
"acies",32,12.0855049475036,15,0.934439709949914,0,0,0,0,0,0,2,1.85511548093869,9,1.67969989361901,0,0,0,0,1,1.93050193050193,0,0,0.450591855258064
"acriter",9,3.39904826648538,12,0.747551767959931,1,0.888020602077968,0,0,0,0,1,0.927557740469344,3,0.559899964539669,0,0,1,3.43288705801579,0,0,0,0,0.268491975550428
"ad",391,147.669763577309,1474,91.8242754977449,28,24.8645768581831,12,20.5902539464653,38,57.6893881888568,64,59.363695390038,429,80.0656949291727,4,44.1014332965821,12,41.1946446961895,21,40.5405405405405,36,80.880700966075,0.0951166370615614
"adaequo",4,1.51068811843795,2,0.124591961326655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.574885640568799
"adamo",1,0.377672029609487,2,0.124591961326655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351792603582087
"adduco",26,9.81947276984667,47,2.9279110911764,0,0,2,3.43170899107756,0,0,4,3.71023096187738,8,1.49306657210578,0,0,0,0,0,0,1,2.24668613794653,0.214283350890732
"adeo2",13,4.90973638492333,19,1.18362363260322,0,0,2,3.43170899107756,0,0,1,0.927557740469344,7,1.30643325059256,1,11.0253583241455,1,3.43288705801579,1,1.93050193050193,0,0,0.256820490067281
"adequito",1,0.377672029609487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.908218973902132
"adfectus",1,0.377672029609487,7,0.436071864643293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351792603582088
"adhibeo",5,1.88836014804744,31,1.93117540056316,0,0,0,0,0,0,0,0,2,0.373266643026446,0,0,1,3.43288705801579,0,0,0,0,0.290413183577962
"adhortor",1,0.377672029609487,6,0.373775883979966,0,0,0,0,0,0,0,0,4,0.746533286052892,0,0,0,0,0,0,0,0,0.177907866040251
"adhuc",1,0.377672029609487,61,3.80005482046298,0,0,2,3.43170899107756,1,1.5181417944436,0,0,27,5.03909968085702,1,11.0253583241455,4,13.7315482320632,1,1.93050193050193,1,2.24668613794653,0.183998107323272
"adiaceo",1,0.377672029609487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.908218973902132
"Adiatuanus",2,0.755344059218974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.908218973902132
"adicio",1,0.377672029609487,1,0.0622959806633276,0,0,3,5.14756348661633,1,1.5181417944436,0,0,24,4.47919971631735,0,0,1,3.43288705801579,0,0,1,2.24668613794653,0.683211304685415
"adigo",5,1.88836014804744,0,0,0,0,0,0,0,0,1,0.927557740469344,4,0.746533286052892,0,0,0,0,0,0,0,0,0.685120159727686
"aditus",12,4.53206435531385,27,1.68199147790985,1,0.888020602077968,0,0,0,0,1,0.927557740469344,2,0.373266643026446,0,0,1,3.43288705801579,0,0,0,0,0.250786143950922
"adiungo",4,1.51068811843795,22,1.37051157459321,0,0,0,0,0,0,1,0.927557740469344,2,0.373266643026446,0,0,0,0,0,0,0,0,0.248344327720019
"adiuuo",1,0.377672029609487,21,1.30821559392988,0,0,0,0,3,4.5544253833308,1,0.927557740469344,11,2.05296653664545,0,0,0,0,0,0,0,0,0.180958476666142
"administer",1,0.377672029609487,2,0.124591961326655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351792603582087
"administro",9,3.39904826648538,15,0.934439709949914,0,0,0,0,0,0,0,0,4,0.746533286052892,2,22.0507166482911,2,6.86577411603158,0,0,0,0,0.301227659615031
"admirandus",1,0.377672029609487,1,0.0622959806633276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408218973902132
"admiror",1,0.377672029609487,18,1.1213276519399,1,0.888020602077968,1,1.71585449553878,1,1.5181417944436,0,0,6,1.11979992907934,0,0,0,0,0,0,3,6.74005841383959,0.134866174055187
"admitto",4,1.51068811843795,6,0.373775883979966,1,0.888020602077968,2,3.43170899107756,0,0,0,0,13,2.4262331796719,0,0,0,0,0,0,2,4.49337227589306,0.436860248673269
"admodum",2,0.755344059218974,20,1.24591961326655,0,0,0,0,0,0,0,0,1,0.186633321513223,0,0,0,0,0,0,0,0,0.31313884707126
"adolescens",7,2.64370420726641,90,5.60663825969948,0,0,0,0,0,0,5,4.63778870234672,7,1.30643325059256,0,0,0,0,0,0,0,0,0.277762946129145
"adolesco",1,0.377672029609487,1,0.0622959806633276,1,0.888020602077968,0,0,0,0,2,1.85511548093869,0,0,0,0,0,0,0,0,0,0,0.631814510677976
"adorior",11,4.15439232570436,2,0.124591961326655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.754372820055978
"adsum",6,2.26603217765692,85,5.29515835638285,5,4.44010301038984,2,3.43170899107756,0,0,2,1.85511548093869,17,3.17276646572479,0,0,2,6.86577411603158,3,5.79150579150579,1,2.24668613794653,0.148844338410974
"aduatici",6,2.26603217765692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.908218973902132
"Aduatuca",3,1.13301608882846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.908218973902132
"aduentus",28,10.5748168290656,44,2.74102314918641,1,0.888020602077968,1,1.71585449553878,0,0,0,0,2,0.373266643026446,0,0,0,0,0,0,0,0,0.299161024634719
"aduersus",1,0.377672029609487,2,0.124591961326655,0,0,0,0,0,0,0,0,36,6.71879957447603,1,11.0253583241455,3,10.2986611740474,0,0,1,2.24668613794653,0.717419812371648
"aduersus2",7,2.64370420726641,11,0.685255787296604,2,1.77604120415594,0,0,0,0,6,5.56534644281607,7,1.30643325059256,0,0,2,6.86577411603158,3,5.79150579150579,0,0,0.330077431951266
"aduersus3",1,0.377672029609487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.908218973902132
"adulescentia",1,0.377672029609487,45,2.80331912984974,0,0,0,0,0,0,3,2.78267322140803,5,0.933166607566115,0,0,2,6.86577411603158,0,0,0,0,0.28896308723669
"adulescentulus",1,0.377672029609487,9,0.560663825969948,0,0,0,0,0,0,3,2.78267322140803,1,0.186633321513223,0,0,0,0,0,0,0,0,0.263346170244479
"aedificium",13,4.90973638492333,8,0.498367845306621,0,0,0,0,0,0,0,0,2,0.373266643026446,0,0,0,0,0,0,0,0,0.47343636520648
"aedifico",2,0.755344059218974,14,0.872143729286586,0,0,0,0,0,0,2,1.85511548093869,1,0.186633321513223,0,0,0,0,0,0,0,0,0.261790708056386
"aeger",1,0.377672029609487,3,0.186887941989983,0,0,0,0,0,0,1,0.927557740469344,16,2.98613314421157,0,0,1,3.43288705801579,2,3.86100386100386,0,0,0.582181650958493
"aeger2",1,0.377672029609487,0,0,1,0.888020602077968,0,0,0,0,0,0,6,1.11979992907934,0,0,0,0,0,0,0,0,0.683456329660197
"aegre",5,1.88836014804744,3,0.186887941989983,0,0,0,0,0,0,0,0,5,0.933166607566115,0,0,0,0,0,0,0,0,0.491721245536789
"Aemilius",1,0.377672029609487,6,0.373775883979966,0,0,0,0,0,0,0,0,0,0,1,11.0253583241455,1,3.43288705801579,0,0,0,0,0.338551289294987
"aequaliter",1,0.377672029609487,2,0.124591961326655,0,0,0,0,0,0,1,0.927557740469344,0,0,0,0,0,0,0,0,0,0,0.370848657323799
"aequinoctium",1,0.377672029609487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.908218973902132
"aequitas",2,0.755344059218974,18,1.1213276519399,0,0,0,0,0,0,2,1.85511548093869,1,0.186633321513223,0,0,0,0,0,0,0,0,0.275768530492926
"aequo",2,0.755344059218974,2,0.124591961326655,0,0,1,1.71585449553878,0,0,0,0,4,0.746533286052892,0,0,0,0,2,3.86100386100386,0,0,0.502515124940088
"aequus",5,1.88836014804744,36,2.24265530387979,8,7.10416481662375,1,1.71585449553878,2,3.0362835888872,4,3.71023096187738,14,2.61286650118512,0,0,0,0,1,1.93050193050193,0,0,0.109400634999183
"aeraria",1,0.377672029609487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.908218973902132
"aes",2,0.755344059218974,27,1.68199147790985,6,5.32812361246781,2,3.43170899107756,0,0,10,9.27557740469344,9,1.67969989361901,0,0,0,0,2,3.86100386100386,1,2.24668613794653,0.225942013054603
"aestas",7,2.64370420726641,6,0.373775883979966,1,0.888020602077968,0,0,0,0,0,0,2,0.373266643026446,0,0,0,0,3,5.79150579150579,0,0,0.430176696199042
"aestimatio",1,0.377672029609487,3,0.186887941989983,0,0,0,0,0,0,0,0,0,0,0,0,1,3.43288705801579,0,0,0,0,0.341695234860013
"aestimo",1,0.377672029609487,21,1.30821559392988,0,0,0,0,1,1.5181417944436,5,4.63778870234672,11,2.05296653664545,0,0,2,6.86577411603158,0,0,0,0,0.207385849886174
"aestiuus",1,0.377672029609487,1,0.0622959806633276,1,0.888020602077968,0,0,0,0,0,0,3,0.559899964539669,0,0,0,0,0,0,0,0,0.516789662993531
"aestuarium",2,0.755344059218974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.908218973902132
"aestus",11,4.15439232570436,2,0.124591961326655,3,2.6640618062339,2,3.43170899107756,0,0,0,0,7,1.30643325059256,0,0,0,0,1,1.93050193050193,0,0,0.56837608318937
"aetas",4,1.51068811843795,137,8.53454935087588,5,4.44010301038984,1,1.71585449553878,2,3.0362835888872,16,14.8409238475095,30,5.59899964539669,3,33.0760749724366,3,10.2986611740474,2,3.86100386100386,0,0,0.176213230341615
"affero",8,3.0213762368759,139,8.65914131220254,0,0,1,1.71585449553878,3,4.5544253833308,3,2.78267322140803,16,2.98613314421157,0,0,2,6.86577411603158,0,0,4,8.98674455178612,0.241911339758196
"afficio",3,1.13301608882846,30,1.86887941989983,0,0,1,1.71585449553878,1,1.5181417944436,0,0,6,1.11979992907934,0,0,0,0,0,0,0,0,0.181027163124927
"affigo",1,0.377672029609487,0,0,0,0,0,0,0,0,0,0,1,0.186633321513223,0,0,0,0,0,0,0,0,0.72249047630602
"affinitas",2,0.755344059218974,1,0.0622959806633276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.574885640568799
"afflicto",2,0.755344059218974,2,0.124591961326655,0,0,0,0,0,0,1,0.927557740469344,0,0,0,0,0,0,0,0,0,0,0.470848657323799
"affligo",3,1.13301608882846,26,1.61969549724652,1,0.888020602077968,0,0,2,3.0362835888872,0,0,3,0.559899964539669,0,0,1,3.43288705801579,0,0,0,0,0.216199215149789
"Agedincum",1,0.377672029609487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.908218973902132
"ager",51,19.2612735100838,71,4.42301462709626,5,4.44010301038984,2,3.43170899107756,0,0,5,4.63778870234672,3,0.559899964539669,2,22.0507166482911,1,3.43288705801579,1,1.93050193050193,1,2.24668613794653,0.278314464956824
"agger",7,2.64370420726641,2,0.124591961326655,1,0.888020602077968,0,0,0,0,0,0,0,0,0,0,0,0,1,1.93050193050193,0,0,0.669411145959808
"aggredior",4,1.51068811843795,3,0.186887941989983,0,0,0,0,1,1.5181417944436,4,3.71023096187738,9,1.67969989361901,0,0,1,3.43288705801579,0,0,0,0,0.515826553278328
"aggrego",2,0.755344059218974,2,0.124591961326655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408218973902132
"agmen",18,6.79809653297077,0,0,0,0,0,0,0,0,0,0,4,0.746533286052892,0,0,0,0,5,9.65250965250965,0,0,0.742115326275664
"ago",23,8.6864566810182,321,19.9970097929282,11,9.76822662285765,2,3.43170899107756,10,15.181417944436,18,16.6960393284482,112,20.902932009481,2,22.0507166482911,6,20.5973223480947,9,17.3745173745174,3,6.74005841383959,0.0976018835607656
"alacer",2,0.755344059218974,6,0.373775883979966,0,0,0,0,1,1.5181417944436,1,0.927557740469344,4,0.746533286052892,0,0,0,0,0,0,0,0,0.23371612979261
"alacritas",3,1.13301608882846,3,0.186887941989983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408218973902132
"alarii",2,0.755344059218974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.908218973902132
"alces",1,0.377672029609487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.908218973902132
"alia",5,1.88836014804744,11,0.685255787296604,2,1.77604120415594,0,0,0,0,3,2.78267322140803,7,1.30643325059256,0,0,0,0,0,0,0,0,0.253228870224721
"alieno",1,0.377672029609487,6,0.373775883979966,0,0,0,0,0,0,1,0.927557740469344,0,0,0,0,0,0,0,0,0,0,0.314422287003754
"alienus",7,2.64370420726641,60,3.73775883979966,7,6.21614421454578,0,0,2,3.0362835888872,19,17.6235970689175,49,9.14503275414793,0,0,2,6.86577411603158,0,0,0,0,0.25516693073163
"aliqua",1,0.377672029609487,2,0.124591961326655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351792603582087
"aliquamdiu",1,0.377672029609487,3,0.186887941989983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351792603582088
"aliquanto",1,0.377672029609487,10,0.622959806633276,0,0,0,0,0,0,1,0.927557740469344,0,0,1,11.0253583241455,0,0,0,0,0,0,0.326136290613519
"aliquis",16,6.04275247375179,330,20.5576736188981,1,0.888020602077968,2,3.43170899107756,3,4.5544253833308,3,2.78267322140803,197,36.7667643381049,0,0,2,6.86577411603158,1,1.93050193050193,1,2.24668613794653,0.205686858702548
"aliquot",3,1.13301608882846,13,0.809847748623259,0,0,0,0,1,1.5181417944436,1,0.927557740469344,2,0.373266643026446,0,0,0,0,0,0,0,0,0.191589685640107
"aliter",5,1.88836014804744,21,1.30821559392988,1,0.888020602077968,0,0,0,0,3,2.78267322140803,22,4.10593307329091,0,0,0,0,1,1.93050193050193,0,0,0.252070320626725
"alius",50,18.8836014804744,307,19.1248660636416,18,15.9843708374034,2,3.43170899107756,15,22.772126916654,85,78.8424079398943,201,37.5132976241578,1,11.0253583241455,10,34.3288705801579,10,19.3050193050193,10,22.4668613794653,0.184293238824213
"allego2",1,0.377672029609487,0,0,0,0,0,0,0,0,0,0,1,0.186633321513223,1,11.0253583241455,0,0,0,0,0,0,0.719346530740994
"Allobroges",13,4.90973638492333,12,0.747551767959931,0,0,0,0,0,0,10,9.27557740469344,0,0,0,0,0,0,0,0,0,0,0.527991514466656
"alo",6,2.26603217765692,10,0.622959806633276,1,0.888020602077968,0,0,0,0,3,2.78267322140803,9,1.67969989361901,0,0,1,3.43288705801579,0,0,0,0,0.308356124338945
"Alpes",6,2.26603217765692,2,0.124591961326655,1,0.888020602077968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.646962605034087
"alter",22,8.30878465140872,174,10.839500635419,9,7.99218541870171,6,10.2951269732327,6,9.10885076666161,11,10.2031351451628,50,9.33166607566115,2,22.0507166482911,3,10.2986611740474,1,1.93050193050193,0,0,0.0629011738155134
"altitudo",14,5.28740841453282,1,0.0622959806633276,0,0,0,0,0,0,0,0,3,0.559899964539669,0,0,0,0,0,0,1,2.24668613794653,0.682264100549338
"altum",3,1.13301608882846,2,0.124591961326655,0,0,0,0,0,0,0,0,11,2.05296653664545,0,0,0,0,6,11.5830115830116,0,0,0.613625885918609
"altus",7,2.64370420726641,9,0.560663825969948,7,6.21614421454578,9,15.442690459849,3,4.5544253833308,1,0.927557740469344,33,6.15889960993636,0,0,0,0,10,19.3050193050193,0,0,0.499057711428946
"aluta",1,0.377672029609487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.908218973902132
"ambactus",1,0.377672029609487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.908218973902132
"ambarri",2,0.755344059218974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.908218973902132
"ambiani",2,0.755344059218974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.908218973902132
"ambiliati",1,0.377672029609487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.908218973902132
"Ambiorix",16,6.04275247375179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.908218973902132
"ambiuareti",1,0.377672029609487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.908218973902132
"amentia",1,0.377672029609487,19,1.18362363260322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393573629679955
"amicitia",22,8.30878465140872,200,12.4591961326655,2,1.77604120415594,0,0,0,0,5,4.63778870234672,28,5.22573300237024,0,0,5,17.164435290079,0,0,0,0,0.215919009049484
"amicus",10,3.77672029609487,210,13.0821559392988,29,25.7525974602611,0,0,4,6.0725671777744,9,8.3480196642241,44,8.21186614658181,0,0,3,10.2986611740474,1,1.93050193050193,0,0,0.175507224969617
"amicus2",1,0.377672029609487,35,2.18035932321647,5,4.44010301038984,0,0,0,0,0,0,0,0,0,0,0,0,1,1.93050193050193,0,0,0.362774459746289
"amitto",10,3.77672029609487,49,3.05250305250305,1,0.888020602077968,1,1.71585449553878,5,7.59070897221801,9,8.3480196642241,20,3.73266643026446,1,11.0253583241455,0,0,3,5.79150579150579,0,0,0.126036598169178
"amor",1,0.377672029609487,59,3.67546285913633,12,10.6562472249356,16,27.4536719286205,0,0,1,0.927557740469344,17,3.17276646572479,0,0,3,10.2986611740474,9,17.3745173745174,0,0,0.25169436593181
"ample",17,6.42042450336128,18,1.1213276519399,3,2.6640618062339,0,0,0,0,5,4.63778870234672,4,0.746533286052892,0,0,0,0,1,1.93050193050193,1,2.24668613794653,0.349450861799601
"amplifico",2,0.755344059218974,5,0.311479903316638,0,0,0,0,0,0,0,0,1,0.186633321513223,0,0,0,0,0,0,0,0,0.226792603582087
"amplitudo",2,0.755344059218974,12,0.747551767959931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351792603582087
"amplius",1,0.377672029609487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.908218973902132
"amplus",5,1.88836014804744,77,4.79679051107623,1,0.888020602077968,0,0,0,0,3,2.78267322140803,7,1.30643325059256,4,44.1014332965821,0,0,1,1.93050193050193,0,0,0.266960296359827
"an",6,2.26603217765692,166,10.3411327901124,10,8.88020602077968,4,6.86341798215511,1,1.5181417944436,7,6.49290418328541,79,14.7440323995446,0,0,3,10.2986611740474,2,3.86100386100386,3,6.74005841383959,0.13031004094184
"Anartes",1,0.377672029609487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.908218973902132
"anceps",1,0.377672029609487,3,0.186887941989983,0,0,0,0,0,0,1,0.927557740469344,5,0.933166607566115,0,0,1,3.43288705801579,0,0,0,0,0.403167453467116
"ancora",6,2.26603217765692,1,0.0622959806633276,0,0,1,1.71585449553878,0,0,0,0,0,0,0,0,0,0,1,1.93050193050193,0,0,0.758950693243271
"Andecumborius",1,0.377672029609487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.908218973902132
"Andes",2,0.755344059218974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.908218973902132
"angustia",5,1.88836014804744,3,0.186887941989983,0,0,0,0,0,0,1,0.927557740469344,1,0.186633321513223,0,0,0,0,0,0,0,0,0.470848657323799
"angustum",1,0.377672029609487,1,0.0622959806633276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408218973902132
"angustus",5,1.88836014804744,4,0.24918392265331,1,0.888020602077968,0,0,1,1.5181417944436,0,0,6,1.11979992907934,0,0,0,0,0,0,0,0,0.425329610649491
"anima",1,0.377672029609487,5,0.311479903316638,5,4.44010301038984,1,1.71585449553878,1,1.5181417944436,8,7.42046192375475,15,2.79949982269834,0,0,0,0,1,1.93050193050193,1,2.24668613794653,0.503553973862908
"animaduerto",14,5.28740841453282,20,1.24591961326655,0,0,0,0,1,1.5181417944436,2,1.85511548093869,1,0.186633321513223,0,0,0,0,0,0,0,0,0.295384477012783
"animal",2,0.755344059218974,1,0.0622959806633276,1,0.888020602077968,2,3.43170899107756,0,0,1,0.927557740469344,46,8.58513278960826,0,0,0,0,0,0,0,0,0.699730209692948
"animus",27,10.1971447994562,348,21.679001270838,13,11.5442678270136,7,12.0109814687714,12,18.2177015333232,57,52.8707912067526,225,41.9924973404752,0,0,7,24.0302094061105,13,25.0965250965251,0,0,0.175024670832425
"annus",28,10.5748168290656,113,7.03944581495602,5,4.44010301038984,3,5.14756348661633,2,3.0362835888872,6,5.56534644281607,22,4.10593307329091,1,11.0253583241455,3,10.2986611740474,5,9.65250965250965,2,4.49337227589306,0.110069474027193
"annuus",1,0.377672029609487,4,0.24918392265331,0,0,0,0,0,0,1,0.927557740469344,0,0,0,0,0,0,0,0,0,0,0.314422287003754
"ante",10,3.77672029609487,75,4.67219854974957,4,3.55208240831187,3,5.14756348661633,1,1.5181417944436,4,3.71023096187738,31,5.78563296690991,2,22.0507166482911,1,3.43288705801579,6,11.5830115830116,3,6.74005841383959,0.0789704011563619
"ante2",21,7.93111262179923,138,8.59684533153921,4,3.55208240831187,3,5.14756348661633,0,0,9,8.3480196642241,19,3.54603310875124,0,0,0,0,2,3.86100386100386,0,0,0.171565144146611
"antea",4,1.51068811843795,66,4.11153472377962,0,0,0,0,0,0,7,6.49290418328541,0,0,0,0,0,0,0,0,0,0,0.35425526115357
"antecedo",5,1.88836014804744,3,0.186887941989983,0,0,0,0,0,0,0,0,8,1.49306657210578,0,0,0,0,0,0,0,0,0.53499047630602
"antemna",3,1.13301608882846,0,0,1,0.888020602077968,0,0,0,0,0,0,2,0.373266643026446,0,0,0,0,0,0,0,0,0.683456329660197
"antepono",1,0.377672029609487,21,1.30821559392988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39811908422541
"antiquitus",5,1.88836014804744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.43288705801579,0,0,0,0,0.898121605180058
"antiquus",2,0.755344059218974,30,1.86887941989983,0,0,3,5.14756348661633,0,0,0,0,9,1.67969989361901,0,0,3,10.2986611740474,5,9.65250965250965,0,0,0.183780629871669
"antistius",1,0.377672029609487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.908218973902132
"aperte",1,0.377672029609487,27,1.68199147790985,1,0.888020602077968,0,0,0,0,0,0,1,0.186633321513223,0,0,0,0,0,0,0,0,0.343573629679955
"apertus",14,5.28740841453282,10,0.622959806633276,1,0.888020602077968,3,5.14756348661633,1,1.5181417944436,0,0,3,0.559899964539669,0,0,0,0,3,5.79150579150579,0,0,0.447229202990735
"Apollo",2,0.755344059218974,9,0.560663825969948,7,6.21614421454578,0,0,2,3.0362835888872,0,0,0,0,0,0,0,0,0,0,0,0,0.396352225892662
