"lemma","I a.C._Freq","I a.C._NormFreq","I d.C._Freq","I d.C._NormFreq","II d.C._Freq","II d.C._NormFreq","IV d.C._Freq","IV d.C._NormFreq","period_DP"
"_",890,41.4242494763789,2081,318.341746978736,104,272.251308900524,13,29.2069197933049,0.46774354860398
"a",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"ab",1745,81.2194554340237,238,36.4081382897354,32,83.7696335078534,31,69.6472702763424,0.110545364048604
"abacus",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"abalenatus",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"abalieno",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"Abas",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"abauus",1,0.0465441005352572,1,0.152975370965275,0,0,0,0,0.273407142683827
"Abdera2",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"abdico",5,0.232720502676286,0,0,0,0,0,0,0.255262729166594
"abditus",3,0.139632301605771,4,0.611901483861098,0,0,0,0,0.344835714112399
"abdo",13,0.605073306958343,3,0.458926112895824,0,0,0,0,0.0677627291665944
"abduco",12,0.558529206423086,10,1.52975370965275,1,2.61780104712042,0,0,0.238426697961944
"abeo",21,0.9774261112404,19,2.90653204834022,0,0,10,22.4668613794653,0.337978585120506
"aberro",3,0.139632301605771,1,0.152975370965275,0,0,0,0,0.0286698718504217
"abhorreo",13,0.605073306958343,0,0,0,0,0,0,0.255262729166594
"abicio",30,1.39632301605771,2,0.305950741930549,0,0,0,0,0.192762729166594
"abiecte",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"abiectus",4,0.186176402141029,0,0,0,0,0,0,0.255262729166594
"abiudico",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"abiungo",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"abiuro",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"ablego",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"abnego",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"abnuo",1,0.0465441005352572,1,0.152975370965275,1,2.61780104712042,0,0,0.426832495063393
"aboleo",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"Aborigines",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"abortiuus",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"abripio",6,0.279264603211543,1,0.152975370965275,0,0,0,0,0.112405586309452
"abrogatio",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"abrogo",13,0.605073306958343,1,0.152975370965275,0,0,0,0,0.183834157738023
"abrumpo",1,0.0465441005352572,5,0.764876854826373,0,0,0,0,0.606740476017161
"abscido",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"abscindo",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"absconditus",2,0.0930882010705143,0,0,0,0,1,2.24668613794653,0.317904775770012
"absens",8,0.372352804282057,1,0.152975370965275,0,0,0,0,0.144151618055483
"absimilis",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"absisto",2,0.0930882010705143,1,0.152975370965275,0,0,0,0,0.106740476017161
"absoluo",36,1.67558761926926,3,0.458926112895824,0,0,0,0,0.178339652243518
"absolutio",4,0.186176402141029,0,0,0,0,0,0,0.255262729166594
"absque",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"abstergeo",2,0.0930882010705143,2,0.305950741930549,0,0,0,0,0.273407142683827
"absterreo",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"abstinentia",12,0.558529206423086,0,0,0,0,0,0,0.255262729166594
"abstineo",9,0.418896904817314,3,0.458926112895824,1,2.61780104712042,0,0,0.0678581360890341
"abstraho",6,0.279264603211543,1,0.152975370965275,0,0,0,0,0.112405586309452
"absum",122,5.67838026530137,18,2.75355667737494,1,2.61780104712042,0,0,0.120510956116949
"absumo",1,0.0465441005352572,2,0.305950741930549,0,0,0,0,0.440073809350494
"absurde",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"absurdus",8,0.372352804282057,0,0,0,0,0,0,0.255262729166594
"abundans",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"abundantia",3,0.139632301605771,0,0,0,0,0,0,0.255262729166594
"abunde",5,0.232720502676286,1,0.152975370965275,0,0,0,0,0.0885960624999278
"abundo",6,0.279264603211543,2,0.305950741930549,1,2.61780104712042,0,0,0.0978697968240103
"abutor",5,0.232720502676286,0,0,0,0,0,0,0.255262729166594
"Academia",3,0.139632301605771,0,0,0,0,0,0,0.255262729166594
"academicus",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"acanthus",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"accedo",86,4.00279264603212,32,4.89521187088879,2,5.23560209424084,2,4.49337227589306,0.0398192380465203
"accelero",1,0.0465441005352572,2,0.305950741930549,0,0,0,0,0.440073809350494
"accendo",9,0.418896904817314,5,0.764876854826373,1,2.61780104712042,0,0,0.160165828396726
"accenseo",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"acceptum",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"acceptus",2,0.0930882010705143,1,0.152975370965275,0,0,0,0,0.106740476017161
"accessio",1,0.0465441005352572,2,0.305950741930549,0,0,0,0,0.440073809350494
"accessus",1,0.0465441005352572,2,0.305950741930549,0,0,0,0,0.440073809350494
"accido",78,3.63043984175006,23,3.51843353220132,0,0,1,2.24668613794653,0.0199686115195356
"accido2",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"accingo",1,0.0465441005352572,1,0.152975370965275,0,0,0,0,0.273407142683827
"accio",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"accipio",215,10.0069816150803,38,5.81306409668043,6,15.7068062827225,3,6.74005841383959,0.085532865261173
"accipiter",1,0.0465441005352572,3,0.458926112895824,0,0,0,0,0.523407142683827
"accitus",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"Accius",3,0.139632301605771,0,0,0,0,0,0,0.255262729166594
"acclamatio",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"acclamo",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"accliuis",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"accliuitas",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"Acco",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"accola",1,0.0465441005352572,1,0.152975370965275,0,0,0,0,0.273407142683827
"accommodatus",5,0.232720502676286,0,0,0,0,0,0,0.255262729166594
"accommodo",4,0.186176402141029,2,0.305950741930549,0,0,0,0,0.106740476017161
"accresco",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"accubitio",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"accubo",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"accumbo",2,0.0930882010705143,0,0,0,0,2,4.49337227589306,0.484571442436679
"accurate",7,0.3258087037468,0,0,0,0,0,0,0.255262729166594
"accuratus",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"accurro",7,0.3258087037468,0,0,0,0,0,0,0.255262729166594
"accusatio",24,1.11705841284617,0,0,0,0,0,0,0.255262729166594
"accusator",39,1.81521992087503,3,0.458926112895824,0,0,0,0,0.183834157738023
"accusatorie",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"accusatorius",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"accuso",53,2.46683732836863,2,0.305950741930549,0,0,1,2.24668613794653,0.204119885888988
"acer",44,2.04794042355132,11,1.68272908061802,2,5.23560209424084,0,0,0.0490389587391427
"acerbe",7,0.3258087037468,0,0,0,0,0,0,0.255262729166594
"acerbitas",13,0.605073306958343,1,0.152975370965275,0,0,0,0,0.183834157738023
"acerbus",34,1.58249941819874,8,1.2238029677222,0,0,0,0,0.064786538690404
"aceruus",7,0.3258087037468,0,0,0,0,0,0,0.255262729166594
"Acestes",4,0.186176402141029,0,0,0,0,0,0,0.255262729166594
"acetum",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"Achaia",3,0.139632301605771,1,0.152975370965275,0,0,0,0,0.0286698718504217
"achaicus",3,0.139632301605771,0,0,0,0,0,0,0.255262729166594
"Achates",11,0.511985105887829,0,0,0,0,0,0,0.255262729166594
"Acheron",1,0.0465441005352572,2,0.305950741930549,0,0,0,0,0.440073809350494
"Achilles",9,0.418896904817314,7,1.07082759675692,0,0,0,0,0.210907142683827
"achiui",1,0.0465441005352572,1,0.152975370965275,0,0,0,0,0.273407142683827
"achiuus",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"Achradina",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"Acidalia",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"Acidinus",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"acies",50,2.32720502676286,9,1.37677833868747,0,0,0,0,0.102720356285238
"acilius",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"Acilius",4,0.186176402141029,1,0.152975370965275,0,0,0,0,0.0552627291665945
"acinaces",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"acinus",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"acquiesco",4,0.186176402141029,4,0.611901483861098,0,0,0,0,0.273407142683827
"acquiro",3,0.139632301605771,4,0.611901483861098,1,2.61780104712042,0,0,0.385165828396726
"acrimonia",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"acriter",23,1.07051431231091,3,0.458926112895824,1,2.61780104712042,0,0,0.130910303768383
"acroama",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"Acroceraunia",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"acta",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"actio",19,0.884337910169886,8,1.2238029677222,1,2.61780104712042,0,0,0.0815943998252978
"Actium",2,0.0930882010705143,0,0,1,2.61780104712042,0,0,0.320092019046233
"actor",3,0.139632301605771,1,0.152975370965275,0,0,0,0,0.0286698718504217
"actuaria",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"actum",30,1.39632301605771,1,0.152975370965275,0,0,0,0,0.223004664650465
"actus",4,0.186176402141029,8,1.2238029677222,1,2.61780104712042,0,0,0.452473520704419
"aculeus",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"acuo",4,0.186176402141029,3,0.458926112895824,0,0,0,0,0.201978571255256
"acus",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"acute",3,0.139632301605771,0,0,0,0,0,0,0.255262729166594
"acutilianus",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"Acutilius",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"acutus",10,0.465441005352572,3,0.458926112895824,0,0,0,0,0.0286698718504217
"ad",1979,92.1107749592739,478,73.1222273214013,16,41.8848167539267,36,80.880700966075,0.0440231915021863
"adaequo",6,0.279264603211543,0,0,0,0,0,0,0.255262729166594
"adamantinus",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"adamo",3,0.139632301605771,0,0,0,0,0,0,0.255262729166594
"addico",4,0.186176402141029,4,0.611901483861098,0,0,0,0,0.273407142683827
"addictio",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"addisco",3,0.139632301605771,0,0,0,0,0,0,0.255262729166594
"addo",40,1.86176402141029,10,1.52975370965275,2,5.23560209424084,0,0,0.0497137225718013
"addubito",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"adduco",77,3.5838957412148,10,1.52975370965275,0,0,1,2.24668613794653,0.130262729166594
"Adelphi",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"adeo",14,0.6516174074936,13,1.98867982254857,2,5.23560209424084,0,0,0.277407207707071
"adeo2",34,1.58249941819874,9,1.37677833868747,2,5.23560209424084,0,0,0.0420214148794936
"adeps",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"adequito",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"adfabre",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"adfectus",8,0.372352804282057,0,0,0,0,0,0,0.255262729166594
"adflictus",1,0.0465441005352572,2,0.305950741930549,0,0,0,0,0.440073809350494
"adfluens",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"adhaeresco",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"adhibeo",36,1.67558761926926,2,0.305950741930549,1,2.61780104712042,0,0,0.190739363597442
"adhortor",7,0.3258087037468,4,0.611901483861098,0,0,0,0,0.137043506320191
"adhuc",63,2.9322783337212,30,4.58926112895824,5,13.0890052356021,1,2.24668613794653,0.11370118193208
"adiaceo",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"Adiatuanus",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"adicio",4,0.186176402141029,26,3.97735964509714,1,2.61780104712042,1,2.24668613794653,0.619737270833406
"adigo",6,0.279264603211543,4,0.611901483861098,0,0,0,0,0.173407142683827
"adimo",14,0.6516174074936,1,0.152975370965275,1,2.61780104712042,0,0,0.179521414879494
"adipiscor",25,1.16360251338143,4,0.611901483861098,3,7.85340314136126,0,0,0.117021414879494
"aditus",41,1.90830812194554,2,0.305950741930549,1,2.61780104712042,0,0,0.196566869424948
"adiudico",3,0.139632301605771,0,0,0,0,0,0,0.255262729166594
"adiumentum",6,0.279264603211543,0,0,0,0,0,0,0.255262729166594
"adiunctus",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"adiungo",27,1.25669071445194,2,0.305950741930549,0,0,0,0,0.186297211925215
"adiuro",1,0.0465441005352572,0,0,0,0,1,2.24668613794653,0.484571442436679
"adiutor",13,0.605073306958343,1,0.152975370965275,0,0,0,0,0.183834157738023
"adiutrix",4,0.186176402141029,0,0,0,0,0,0,0.255262729166594
"adiuuo",23,1.07051431231091,14,2.14165519351384,0,0,0,0,0.151785521062206
"adminiculum",2,0.0930882010705143,1,0.152975370965275,0,0,0,0,0.106740476017161
"administer",3,0.139632301605771,0,0,0,0,0,0,0.255262729166594
"administra",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"administro",24,1.11705841284617,4,0.611901483861098,4,10.4712041884817,0,0,0.117021414879494
"admirabilis",16,0.744705608564114,1,0.152975370965275,0,0,0,0,0.19643919975483
"admirabiliter",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"admirandus",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"admiratio",15,0.698161508028857,5,0.764876854826373,0,0,0,0,0.0286698718504217
"admiror",20,0.930882010705143,8,1.2238029677222,0,0,3,6.74005841383959,0.112817294797926
"admisceo",2,0.0930882010705143,1,0.152975370965275,0,0,0,0,0.106740476017161
"admitto",11,0.511985105887829,15,2.29463056447912,0,0,2,4.49337227589306,0.365121442263364
"admixtio",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"admodum",22,1.02397021177566,1,0.152975370965275,0,0,0,0,0.211784468297029
"admoneo",22,1.02397021177566,17,2.60058130640967,0,0,0,0,0.209304578581263
"admonitus",1,0.0465441005352572,1,0.152975370965275,0,0,0,0,0.273407142683827
"admoueo",4,0.186176402141029,16,2.44760593544439,0,0,0,0,0.573407142683827
"admurmuratio",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"admurmuro",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"adnitor",3,0.139632301605771,0,0,0,0,0,0,0.255262729166594
"adno",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"adnuo",4,0.186176402141029,1,0.152975370965275,0,0,0,0,0.0552627291665945
"adoleo",1,0.0465441005352572,1,0.152975370965275,0,0,0,0,0.273407142683827
"adolescens",102,4.74749825459623,7,1.07082759675692,0,0,0,0,0.191042545680356
"adolesco",5,0.232720502676286,0,0,0,0,0,0,0.255262729166594
"adoptio",1,0.0465441005352572,0,0,6,15.7068062827225,0,0,0.843901542855756
"adoptiuus",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"adopto",3,0.139632301605771,1,0.152975370965275,4,10.4712041884817,0,0,0.486758685712899
"adorior",13,0.605073306958343,0,0,0,0,0,0,0.255262729166594
"adorno",2,0.0930882010705143,1,0.152975370965275,0,0,0,0,0.106740476017161
"adoro",1,0.0465441005352572,3,0.458926112895824,0,0,1,2.24668613794653,0.557978585120506
"adparatus",3,0.139632301605771,0,0,0,0,0,0,0.255262729166594
"adpetens",3,0.139632301605771,2,0.305950741930549,0,0,0,0,0.173407142683827
"adpositus",1,0.0465441005352572,1,0.152975370965275,0,0,0,0,0.273407142683827
"adrogans",3,0.139632301605771,0,0,0,0,0,0,0.255262729166594
"adsidue",2,0.0930882010705143,4,0.611901483861098,0,0,0,0,0.440073809350494
"adsum",101,4.70095415406097,19,2.90653204834022,2,5.23560209424084,1,2.24668613794653,0.0794197888632335
"adtritus",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"aduatici",6,0.279264603211543,0,0,0,0,0,0,0.255262729166594
"Aduatuca",3,0.139632301605771,0,0,0,0,0,0,0.255262729166594
"adueho",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"aduena",1,0.0465441005352572,2,0.305950741930549,0,0,0,0,0.440073809350494
"aduenio",6,0.279264603211543,1,0.152975370965275,0,0,0,0,0.112405586309452
"aduenticius",4,0.186176402141029,1,0.152975370965275,0,0,0,0,0.0552627291665945
"aduento",6,0.279264603211543,2,0.305950741930549,0,0,0,0,0.0286698718504217
"aduentus",73,3.39771933907377,3,0.458926112895824,0,0,0,0,0.215789044956068
"aduersarius",11,0.511985105887829,7,1.07082759675692,0,0,0,0,0.162296031572716
"aduersarius2",3,0.139632301605771,0,0,0,0,0,0,0.255262729166594
"aduersor",7,0.3258087037468,0,0,0,0,0,0,0.255262729166594
"aduersus",3,0.139632301605771,36,5.50711335474988,4,10.4712041884817,1,2.24668613794653,0.676555452651587
"aduersus2",29,1.34977891552246,7,1.07082759675692,2,5.23560209424084,0,0,0.0578108885637042
"aduersus3",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"aduerto",2,0.0930882010705143,4,0.611901483861098,0,0,0,0,0.440073809350494
"aduesperascit",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"adulatio",1,0.0465441005352572,0,0,2,5.23560209424084,0,0,0.653425352379566
"adulescentia",49,2.2806609262276,5,0.764876854826373,2,5.23560209424084,0,0,0.152735700593779
"adulescentulus",13,0.605073306958343,1,0.152975370965275,0,0,0,0,0.183834157738023
"adulor",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"adulter",8,0.372352804282057,4,0.611901483861098,0,0,0,0,0.106740476017161
"adulter2",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"adulterium",4,0.186176402141029,1,0.152975370965275,2,5.23560209424084,1,2.24668613794653,0.346330128149578
"adultero",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"adultus",2,0.0930882010705143,1,0.152975370965275,0,0,0,0,0.106740476017161
"adumbratus",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"aduncus",1,0.0465441005352572,3,0.458926112895824,0,0,0,0,0.523407142683827
"aduocatus",6,0.279264603211543,0,0,0,0,0,0,0.255262729166594
"aduoco",3,0.139632301605771,9,1.37677833868747,0,0,1,2.24668613794653,0.527209354351276
"aduolo",10,0.465441005352572,3,0.458926112895824,0,0,0,0,0.0286698718504217
"adurgeo",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"aduro",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"adytum",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"Aeacides",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"aedes",36,1.67558761926926,2,0.305950741930549,0,0,0,0,0.202631150219226
"aedicula",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"aedificatio",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"aedificium",21,0.9774261112404,2,0.305950741930549,0,0,0,0,0.168306207427464
"aedifico",18,0.837793809634629,1,0.152975370965275,0,0,0,0,0.202631150219226
"aedilis",3,0.139632301605771,0,0,0,0,0,0,0.255262729166594
"aedilitas",6,0.279264603211543,0,0,0,0,0,0,0.255262729166594
"aeditumus",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"aedui",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"Aegaeum",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"aeger",7,0.3258087037468,16,2.44760593544439,1,2.61780104712042,0,0,0.46849916173006
"aeger2",2,0.0930882010705143,6,0.917852225791647,0,0,0,0,0.523407142683827
"aegis",1,0.0465441005352572,1,0.152975370965275,0,0,0,0,0.273407142683827
"aegre",8,0.372352804282057,5,0.764876854826373,0,0,0,0,0.158022527299212
"aegroto",3,0.139632301605771,1,0.152975370965275,0,0,0,0,0.0286698718504217
"aegrotus",1,0.0465441005352572,0,0,0,0,1,2.24668613794653,0.484571442436679
"Aegyptus",4,0.186176402141029,2,0.305950741930549,1,2.61780104712042,0,0,0.188737256968155
"aelius",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"Aelius",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"Aemilianus",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"Aemilius",7,0.3258087037468,0,0,2,5.23560209424084,0,0,0.242021414879494
"aemula",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"aemulator",1,0.0465441005352572,2,0.305950741930549,0,0,0,0,0.440073809350494
"aemulus",1,0.0465441005352572,1,0.152975370965275,0,0,0,0,0.273407142683827
"Aeneadae",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"Aeneas",30,1.39632301605771,1,0.152975370965275,0,0,0,0,0.223004664650465
"aeneum",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"aeneus",12,0.558529206423086,0,0,0,0,0,0,0.255262729166594
"Aeolia",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"Aeolus",5,0.232720502676286,0,0,0,0,0,0,0.255262729166594
"aequabilis",3,0.139632301605771,0,0,0,0,0,0,0.255262729166594
"aequabiliter",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"aequalis",17,0.791249709099372,6,0.917852225791647,1,2.61780104712042,0,0,0.0518324950633931
"aequalitas",2,0.0930882010705143,3,0.458926112895824,0,0,0,0,0.373407142683827
"aequaliter",4,0.186176402141029,0,0,0,0,0,0,0.255262729166594
"aeque",9,0.418896904817314,16,2.44760593544439,2,5.23560209424084,0,0,0.426832495063393
"aequinoctium",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"aequitas",22,1.02397021177566,1,0.152975370965275,0,0,0,0,0.211784468297029
"aequo",7,0.3258087037468,4,0.611901483861098,0,0,0,0,0.137043506320191
"aequor",20,0.930882010705143,7,1.07082759675692,0,0,0,0,0.0326664019430865
"aequum",4,0.186176402141029,4,0.611901483861098,0,0,0,0,0.273407142683827
"aequus",55,2.55992552943914,16,2.44760593544439,0,0,0,0,0.0299106164905381
"aer",5,0.232720502676286,2,0.305950741930549,0,0,0,0,0.0591214283981129
"aeraria",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"aerarium",9,0.418896904817314,1,0.152975370965275,0,0,0,0,0.155262729166594
"aerarius",3,0.139632301605771,0,0,0,0,0,0,0.255262729166594
"aerarius2",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"aeratus",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"aereus",1,0.0465441005352572,0,0,1,2.61780104712042,0,0,0.486758685712899
"aerius",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"aerugo",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"aerumna",4,0.186176402141029,5,0.764876854826373,0,0,1,2.24668613794653,0.357978585120506
"aerumnosus",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"aes",48,2.23411682569234,10,1.52975370965275,0,0,1,2.24668613794653,0.0703426461795448
"Aeschrion",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"Aeschylus",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"Aesculapius",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"aesculetum",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"Aeserninus",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"aestas",17,0.791249709099372,2,0.305950741930549,0,0,0,0,0.149999571271858
"aestimatio",4,0.186176402141029,0,0,1,2.61780104712042,0,0,0.242021414879494
"aestimo",27,1.25669071445194,12,1.83570445158329,2,5.23560209424084,0,0,0.101629243030873
"aestiua",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"aestiuus",3,0.139632301605771,3,0.458926112895824,0,0,0,0,0.273407142683827
"aestuarium",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"aestuo",1,0.0465441005352572,5,0.764876854826373,0,0,0,0,0.606740476017161
"aestuosus",3,0.139632301605771,0,0,0,0,0,0,0.255262729166594
"aestus",17,0.791249709099372,9,1.37677833868747,0,0,0,0,0.119560988837673
"aetas",165,7.67977658831743,32,4.89521187088879,6,15.7068062827225,0,0,0.0843859468991981
"aeternitas",3,0.139632301605771,1,0.152975370965275,0,0,0,0,0.0286698718504217
"aeternus",15,0.698161508028857,13,1.98867982254857,0,0,2,4.49337227589306,0.257978585120506
"aether",4,0.186176402141029,9,1.37677833868747,0,0,0,0,0.46571483499152
"aetherius",3,0.139632301605771,2,0.305950741930549,0,0,0,0,0.173407142683827
"Aetna",3,0.139632301605771,0,0,0,0,0,0,0.255262729166594
"aetnenses",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"aetoli",3,0.139632301605771,0,0,0,0,0,0,0.255262729166594
"Aetolia",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"aeuum",5,0.232720502676286,8,1.2238029677222,1,2.61780104712042,0,0,0.403022971253869
"affatim",1,0.0465441005352572,1,0.152975370965275,0,0,0,0,0.273407142683827
"affero",150,6.98161508028857,20,3.05950741930549,2,5.23560209424084,4,8.98674455178612,0.114834171603274
"afficio",34,1.58249941819874,7,1.07082759675692,0,0,0,0,0.0845310218495212
"affigo",1,0.0465441005352572,1,0.152975370965275,0,0,0,0,0.273407142683827
"affingo",3,0.139632301605771,0,0,0,0,0,0,0.255262729166594
"affinis",4,0.186176402141029,0,0,0,0,0,0,0.255262729166594
"affinitas",3,0.139632301605771,0,0,0,0,0,0,0.255262729166594
"affirmo",11,0.511985105887829,2,0.305950741930549,0,0,0,0,0.101416575320441
"afflicto",5,0.232720502676286,0,0,0,0,0,0,0.255262729166594
"affligo",30,1.39632301605771,5,0.764876854826373,1,2.61780104712042,0,0,0.103132525990605
"afflo",2,0.0930882010705143,2,0.305950741930549,0,0,0,0,0.273407142683827
"affluo",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"affor",4,0.186176402141029,1,0.152975370965275,0,0,0,0,0.0552627291665945
"affundo",1,0.0465441005352572,2,0.305950741930549,0,0,0,0,0.440073809350494
"Afranius",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"Africa",26,1.21014661391669,5,0.764876854826373,3,7.85340314136126,0,0,0.0949625913500818
"africanus",3,0.139632301605771,0,0,0,0,0,0,0.255262729166594
"Africanus",41,1.90830812194554,0,0,0,0,0,0,0.255262729166594
"Africus",4,0.186176402141029,0,0,0,0,0,0,0.255262729166594
"Agamemnon",1,0.0465441005352572,7,1.07082759675692,0,0,0,0,0.648407142683827
