"lemma","I a.C._Freq","I a.C._NormFreq","I d.C._Freq","I d.C._NormFreq","II d.C._Freq","II d.C._NormFreq","IV d.C._Freq","IV d.C._NormFreq","period_DP"
"assuefacio",5,0.232720502676286,0,0,1,2.61780104712042,0,0,0.242021414879494
"assuesco",1,0.0465441005352572,12,1.83570445158329,0,0,0,0,0.69648406576075
"assumo",4,0.186176402141029,2,0.305950741930549,2,5.23560209424084,2,4.49337227589306,0.371330128149578
"assurgo",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"asto",3,0.139632301605771,1,0.152975370965275,0,0,0,0,0.0286698718504217
"astringo",3,0.139632301605771,4,0.611901483861098,0,0,0,0,0.344835714112399
"astrum",3,0.139632301605771,6,0.917852225791647,0,0,0,0,0.440073809350494
"astutia",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"astutus",4,0.186176402141029,0,0,0,0,0,0,0.255262729166594
"Astyanax",1,0.0465441005352572,1,0.152975370965275,0,0,0,0,0.273407142683827
"at",217,10.1000698161508,68,10.4023252256387,2,5.23560209424084,5,11.2334306897326,0.00797858512050638
"Atabulus",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"atacinus",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"ataui",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"atauus",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"ater",6,0.279264603211543,12,1.83570445158329,0,0,0,0,0.440073809350494
"Athenae",24,1.11705841284617,2,0.305950741930549,0,0,0,0,0.178339652243518
"Athenienses",7,0.3258087037468,2,0.305950741930549,0,0,0,0,0.0330405069443722
"atheniensis",4,0.186176402141029,1,0.152975370965275,0,0,0,0,0.0552627291665945
"Athenio",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"athleta",1,0.0465441005352572,2,0.305950741930549,0,0,0,0,0.440073809350494
"Atho",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"atilianus",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"atilius",3,0.139632301605771,1,0.152975370965275,0,0,0,0,0.0286698718504217
"atinius",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"atius",1,0.0465441005352572,0,0,1,2.61780104712042,0,0,0.486758685712899
"atlanteus",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"atlanticus",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"Atlas",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"atque",2038,94.8568768908541,244,37.325990515527,52,136.125654450262,3,6.74005841383959,0.136330357968925
"atqui",19,0.884337910169886,5,0.764876854826373,0,0,0,0,0.0469293958332611
"atratinus",4,0.186176402141029,0,0,0,0,0,0,0.255262729166594
"Atrebas",3,0.139632301605771,0,0,0,0,0,0,0.255262729166594
"Atrebates",4,0.186176402141029,0,0,0,0,0,0,0.255262729166594
"Atrides",2,0.0930882010705143,4,0.611901483861098,0,0,0,0,0.440073809350494
"atriolum",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"atrium",3,0.139632301605771,3,0.458926112895824,0,0,0,0,0.273407142683827
"atrocitas",9,0.418896904817314,0,0,0,0,0,0,0.255262729166594
"atrociter",1,0.0465441005352572,0,0,1,2.61780104712042,0,0,0.486758685712899
"atrox",10,0.465441005352572,0,0,2,5.23560209424084,0,0,0.242021414879494
"attalicus",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"Attalus",2,0.0930882010705143,1,0.152975370965275,0,0,0,0,0.106740476017161
"attendo",16,0.744705608564114,8,1.2238029677222,0,0,0,0,0.106740476017161
"attente",3,0.139632301605771,0,0,0,0,0,0,0.255262729166594
"attenuo",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"attero",1,0.0465441005352572,0,0,1,2.61780104712042,0,0,0.486758685712899
"atticus",4,0.186176402141029,3,0.458926112895824,0,0,0,0,0.201978571255256
"atticus2",3,0.139632301605771,2,0.305950741930549,0,0,0,0,0.173407142683827
"attineo",8,0.372352804282057,0,0,0,0,0,0,0.255262729166594
"attingo",35,1.629043518734,5,0.764876854826373,1,2.61780104712042,0,0,0.120070195367298
"attius",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"attollo",1,0.0465441005352572,8,1.2238029677222,0,0,0,0,0.662296031572716
"attrecto",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"attribuo",12,0.558529206423086,2,0.305950741930549,0,0,0,0,0.112405586309452
"auaritia",26,1.21014661391669,5,0.764876854826373,2,5.23560209424084,1,2.24668613794653,0.079534033786761
"auarus",9,0.418896904817314,3,0.458926112895824,0,0,0,0,0.0286698718504217
"aucetus",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"auctio",5,0.232720502676286,0,0,0,0,0,0,0.255262729166594
"auctionarius",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"auctionor",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"auctor",54,2.51338142890389,19,2.90653204834022,2,5.23560209424084,0,0,0.0401658283967265
"auctoritas",205,9.54154060972772,7,1.07082759675692,3,7.85340314136126,0,0,0.20946327534461
"aucupium",1,0.0465441005352572,1,0.152975370965275,0,0,0,0,0.273407142683827
"aucupor",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"audacia",57,2.65301373050966,6,0.917852225791647,0,0,0,0,0.160024633928499
"audaciter",9,0.418896904817314,6,0.917852225791647,0,0,0,0,0.173407142683827
"audax",28,1.3032348149872,8,1.2238029677222,0,0,0,0,0.0330405069443722
"audeo",119,5.5387479636956,24,3.67140890316659,1,2.61780104712042,0,0,0.0816516180554833
"audiens",3,0.139632301605771,0,0,0,0,0,0,0.255262729166594
"audientia",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"audio",283,13.1719804514778,47,7.18984243536791,2,5.23560209424084,32,71.8939564142889,0.105218786987889
"auditio",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"auditor",2,0.0930882010705143,1,0.152975370965275,0,0,0,0,0.106740476017161
"auditus",2,0.0930882010705143,0,0,1,2.61780104712042,0,0,0.320092019046233
"aueho",1,0.0465441005352572,1,0.152975370965275,0,0,0,0,0.273407142683827
"auello",5,0.232720502676286,4,0.611901483861098,0,0,0,0,0.217851587128272
"auena",1,0.0465441005352572,1,0.152975370965275,0,0,0,0,0.273407142683827
"Auentinus",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"aueo",10,0.465441005352572,0,0,0,0,0,0,0.255262729166594
"auersus",6,0.279264603211543,0,0,0,0,0,0,0.255262729166594
"auerto",25,1.16360251338143,5,0.764876854826373,0,0,0,0,0.0885960624999278
"aufero",64,2.97882243425646,20,3.05950741930549,2,5.23560209424084,4,8.98674455178612,0.037996794816245
"aufidius",2,0.0930882010705143,1,0.152975370965275,0,0,0,0,0.106740476017161
"Aufidus",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"augeo",42,1.9548522224808,14,2.14165519351384,2,5.23560209424084,0,0,0.0360278973622437
"augesco",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"augur",11,0.511985105887829,1,0.152975370965275,0,0,0,0,0.171929395833261
"auguratus",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"augurium",1,0.0465441005352572,2,0.305950741930549,1,2.61780104712042,0,0,0.510165828396726
"augurius",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"auguror",2,0.0930882010705143,0,0,1,2.61780104712042,0,0,0.320092019046233
"augustus",1,0.0465441005352572,0,0,2,5.23560209424084,0,0,0.653425352379566
"auia",1,0.0465441005352572,1,0.152975370965275,1,2.61780104712042,0,0,0.426832495063393
"auide",6,0.279264603211543,1,0.152975370965275,0,0,0,0,0.112405586309452
"auiditas",1,0.0465441005352572,4,0.611901483861098,0,0,0,0,0.573407142683827
"auidus",13,0.605073306958343,15,2.29463056447912,2,5.23560209424084,0,0,0.326832495063393
"auis",5,0.232720502676286,9,1.37677833868747,1,2.61780104712042,1,2.24668613794653,0.432237270833406
"auitus",7,0.3258087037468,0,0,1,2.61780104712042,0,0,0.242021414879494
"auius",1,0.0465441005352572,3,0.458926112895824,0,0,0,0,0.523407142683827
"aula",2,0.0930882010705143,2,0.305950741930549,2,5.23560209424084,0,0,0.426832495063393
"aulaeum",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"aulerci",3,0.139632301605771,0,0,0,0,0,0,0.255262729166594
"aulius",3,0.139632301605771,0,0,0,0,0,0,0.255262729166594
"auloedus",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"aulos",26,1.21014661391669,1,0.152975370965275,1,2.61780104712042,0,0,0.206307129165208
"auoco",3,0.139632301605771,2,0.305950741930549,0,0,0,0,0.173407142683827
"aura",11,0.511985105887829,17,2.60058130640967,0,0,0,0,0.380549999826684
"auratus",1,0.0465441005352572,2,0.305950741930549,0,0,0,0,0.440073809350494
"Aurelia",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"Aurelianus",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"aurelius",5,0.232720502676286,0,0,0,0,0,0,0.255262729166594
"aureus",16,0.744705608564114,9,1.37677833868747,0,0,0,0,0.133407142683827
"auricula",2,0.0930882010705143,0,0,0,0,1,2.24668613794653,0.317904775770012
"aurifex",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"auriga",3,0.139632301605771,1,0.152975370965275,0,0,0,0,0.0286698718504217
"auris",38,1.76867582033977,23,3.51843353220132,1,2.61780104712042,4,8.98674455178612,0.16897969507583
"auritus",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"Aurora",1,0.0465441005352572,1,0.152975370965275,0,0,0,0,0.273407142683827
"aurum",43,2.00139632301606,19,2.90653204834022,0,0,0,0,0.079858755587053
"Aurunculeius",3,0.139632301605771,0,0,0,0,0,0,0.255262729166594
"ausci",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"auspex",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"auspicato",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"auspicatus",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"auspicium",19,0.884337910169886,1,0.152975370965275,0,0,0,0,0.205262729166594
"Auster",4,0.186176402141029,4,0.611901483861098,0,0,0,0,0.273407142683827
"austerus",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"aut",916,42.6343960902956,218,33.3486308704299,17,44.5026178010471,6,13.4801168276792,0.0484172662191652
"autem",393,18.2918315103561,91,13.92075875784,0,0,33,74.1406425522354,0.0638186977154592
"autronius",8,0.372352804282057,0,0,0,0,0,0,0.255262729166594
"autumnus",1,0.0465441005352572,2,0.305950741930549,0,0,0,0,0.440073809350494
"auunculus",7,0.3258087037468,2,0.305950741930549,1,2.61780104712042,0,0,0.0867586857128992
"auus",30,1.39632301605771,1,0.152975370965275,2,5.23560209424084,0,0,0.211718384576463
"auxiliares",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"auxilior",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"auxilium",85,3.95624854549686,12,1.83570445158329,0,0,0,0,0.131551388960409
"axius",4,0.186176402141029,0,0,0,0,0,0,0.255262729166594
"Axona",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"babylonius",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"bacatus",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"bacca",1,0.0465441005352572,1,0.152975370965275,0,0,0,0,0.273407142683827
"Baccha",1,0.0465441005352572,1,0.152975370965275,0,0,0,0,0.273407142683827
"bacchius",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"bacchor",3,0.139632301605771,2,0.305950741930549,0,0,0,0,0.173407142683827
"Bacchus",5,0.232720502676286,13,1.98867982254857,0,0,0,0,0.495629364906049
"Bacenis",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"Baculus",3,0.139632301605771,0,0,0,0,0,0,0.255262729166594
"Baiae",6,0.279264603211543,0,0,0,0,0,0,0.255262729166594
"baius",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"balatro",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"balbinus",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"Balbus",5,0.232720502676286,0,0,2,5.23560209424084,0,0,0.272472971427185
"balbutio",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"Baleares",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"balneae",8,0.372352804282057,0,0,0,0,0,0,0.255262729166594
"balneator",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"balneum",6,0.279264603211543,4,0.611901483861098,0,0,0,0,0.173407142683827
"bambalio",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"barba",2,0.0930882010705143,3,0.458926112895824,0,0,0,0,0.373407142683827
"Barba",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"barbare",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"barbaria",3,0.139632301605771,1,0.152975370965275,0,0,0,0,0.0286698718504217
"barbarum",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"barbarus",30,1.39632301605771,1,0.152975370965275,0,0,0,0,0.223004664650465
"barbarus2",19,0.884337910169886,3,0.458926112895824,0,0,0,0,0.118899092802958
"barbatius",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"barbatulus",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"barbatus",4,0.186176402141029,0,0,0,0,0,0,0.255262729166594
"barbitos",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"barbula",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"Barium",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"baro",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"barrus",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"basilica",3,0.139632301605771,0,0,0,0,0,0,0.255262729166594
"Basiliscus",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"Basilus",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"basis",6,0.279264603211543,1,0.152975370965275,0,0,0,0,0.112405586309452
"Bassareus",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"Bassus",1,0.0465441005352572,5,0.764876854826373,0,0,0,0,0.606740476017161
"bataui",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"beate",4,0.186176402141029,7,1.07082759675692,0,0,0,0,0.409770779047464
"beatus",35,1.629043518734,32,4.89521187088879,0,0,0,0,0.251019082982335
"bele",8,0.372352804282057,0,0,0,0,0,0,0.255262729166594
"Belgae",25,1.16360251338143,0,0,0,0,0,0,0.255262729166594
"bellatrix",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"bellicosus",5,0.232720502676286,1,0.152975370965275,0,0,0,0,0.0885960624999278
"bellicum",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"bellicus",6,0.279264603211543,1,0.152975370965275,0,0,0,0,0.112405586309452
"bello",10,0.465441005352572,0,0,1,2.61780104712042,0,0,0.242021414879494
"bellouaci",6,0.279264603211543,0,0,0,0,0,0,0.255262729166594
"bellum",476,22.1549918547824,30,4.58926112895824,16,41.8848167539267,0,0,0.184550150511678
"Bellum",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"bellus",6,0.279264603211543,1,0.152975370965275,0,0,0,0,0.112405586309452
"belua",13,0.605073306958343,0,0,0,0,0,0,0.255262729166594
"Belus",4,0.186176402141029,0,0,0,0,0,0,0.255262729166594
"bene",124,5.77146846637189,53,8.10769466115955,2,5.23560209424084,4,8.98674455178612,0.069453994956572
"beneficium",78,3.63043984175006,14,2.14165519351384,1,2.61780104712042,0,0,0.0939724065859493
"beneficus",4,0.186176402141029,0,0,0,0,0,0,0.255262729166594
"Beneuentum",3,0.139632301605771,0,0,0,0,0,0,0.255262729166594
"beneuole",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"beneuolentia",34,1.58249941819874,1,0.152975370965275,0,0,0,0,0.226691300595166
"beneuolus",3,0.139632301605771,0,0,0,0,0,0,0.255262729166594
"benigne",6,0.279264603211543,0,0,0,0,0,0,0.255262729166594
"benignitas",5,0.232720502676286,1,0.152975370965275,0,0,0,0,0.0885960624999278
"benignus",5,0.232720502676286,4,0.611901483861098,0,0,0,0,0.217851587128272
"berecyntius",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"bes",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"bestia",3,0.139632301605771,1,0.152975370965275,0,0,1,2.24668613794653,0.184571442436679
"Bestia",5,0.232720502676286,0,0,0,0,0,0,0.255262729166594
"Bias",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"bibliotheca",5,0.232720502676286,0,0,0,0,0,0,0.255262729166594
"bibo",7,0.3258087037468,17,2.60058130640967,0,0,1,2.24668613794653,0.477978585120506
"Bibracte",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"Bibrax",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"Bibulus",23,1.07051431231091,0,0,0,0,0,0,0.255262729166594
"biduum",13,0.605073306958343,1,0.152975370965275,0,0,0,0,0.183834157738023
"biennium",5,0.232720502676286,0,0,0,0,0,0,0.255262729166594
"Bigerriones",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"bilinguis",2,0.0930882010705143,1,0.152975370965275,0,0,0,0,0.106740476017161
"bilis",3,0.139632301605771,1,0.152975370965275,0,0,0,0,0.0286698718504217
"bimaris",1,0.0465441005352572,1,0.152975370965275,0,0,0,0,0.273407142683827
"bimus",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"bini",3,0.139632301605771,2,0.305950741930549,0,0,1,2.24668613794653,0.257978585120506
"binus",10,0.465441005352572,1,0.152975370965275,0,0,0,0,0.164353638257504
"bipartito",3,0.139632301605771,0,0,0,0,0,0,0.255262729166594
"bipedalis",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"biremis",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"birrius",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"bis",14,0.6516174074936,8,1.2238029677222,1,2.61780104712042,0,0,0.151470176222813
"Bithus",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"Bithynia",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"bithynus",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"Bitias",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"Bituriges",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"blande",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"blandimentum",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"blandior",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"blanditia",4,0.186176402141029,2,0.305950741930549,1,2.61780104712042,0,0,0.188737256968155
"Blanditiae",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"blandus",8,0.372352804282057,9,1.37677833868747,0,0,0,0,0.30281890738971
"Blesamius",6,0.279264603211543,0,0,0,0,0,0,0.255262729166594
"blossius",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"Blucium",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"Boduognatus",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"Boethus",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"boii",4,0.186176402141029,0,0,0,0,0,0,0.255262729166594
"Bolanus",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"boni",72,3.35117523853852,4,0.611901483861098,1,2.61780104712042,0,0,0.190327664231529
"bonitas",9,0.418896904817314,2,0.305950741930549,0,0,0,0,0.0734445473484126
"bonum",71,3.30463113800326,152,23.2522563867217,2,5.23560209424084,0,0,0.448962698239383
"bonus",375,17.4540377007214,162,24.7820100963745,7,18.3246073298429,3,6.74005841383959,0.0695680201975384
"bos",5,0.232720502676286,14,2.14165519351384,0,0,0,0,0.510249247946985
"bosporani",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"Bosporus",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"bouillanus",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"bracchium",8,0.372352804282057,14,2.14165519351384,0,0,0,0,0.409770779047464
"Bratuspantium",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"breue",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"breui",7,0.3258087037468,0,0,1,2.61780104712042,0,0,0.242021414879494
"breuis",43,2.00139632301606,19,2.90653204834022,1,2.61780104712042,0,0,0.0776261458570439
"breuitas",8,0.372352804282057,5,0.764876854826373,1,2.61780104712042,0,0,0.188737256968155
"breuiter",19,0.884337910169886,2,0.305950741930549,0,0,0,0,0.160024633928499
"britanni",3,0.139632301605771,0,0,0,0,0,0,0.255262729166594
"Britannia",21,0.9774261112404,0,0,2,5.23560209424084,0,0,0.242021414879494
"britannicus",1,0.0465441005352572,0,0,1,2.61780104712042,0,0,0.486758685712899
"Brocchus",3,0.139632301605771,0,0,0,0,0,0,0.255262729166594
"brundisinus",3,0.139632301605771,0,0,0,0,0,0,0.255262729166594
"Brundisium",26,1.21014661391669,0,0,0,0,0,0,0.255262729166594
"Brundusium",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"bruttius",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"brutus",1,0.0465441005352572,1,0.152975370965275,0,0,0,0,0.273407142683827
"Brutus",125,5.81801256690714,8,1.2238029677222,0,0,0,0,0.195112353226745
"bucca",2,0.0930882010705143,2,0.305950741930549,0,0,0,0,0.273407142683827
"bucina",2,0.0930882010705143,2,0.305950741930549,0,0,0,0,0.273407142683827
"bulbus",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"bustum",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"Buthrotum",5,0.232720502676286,0,0,0,0,0,0,0.255262729166594
"Byrsa",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"caballus",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"Caburus",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"caco",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"cacula",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"Cacurius",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"cadauer",8,0.372352804282057,0,0,0,0,0,0,0.255262729166594
"Cadmus",1,0.0465441005352572,2,0.305950741930549,0,0,0,0,0.440073809350494
"cado",40,1.86176402141029,51,7.801743919229,0,0,4,8.98674455178612,0.336925953541559
"caducus",7,0.3258087037468,2,0.305950741930549,0,0,0,0,0.0330405069443722
"cadus",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"caecilianus",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"caecilius",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"Caecilius",19,0.884337910169886,1,0.152975370965275,0,0,0,0,0.205262729166594
"Caecubum",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"caecus",16,0.744705608564114,18,2.75355667737494,0,0,0,0,0.30281890738971
"Caecus",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"caedes",62,2.88573423318594,19,2.90653204834022,4,10.4712041884817,0,0,0.033817509242311
"caedo",21,0.9774261112404,6,0.917852225791647,0,0,0,0,0.0330405069443722
"caelator",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"caelestes",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"caelestia",2,0.0930882010705143,3,0.458926112895824,0,0,0,0,0.373407142683827
"caelestis",3,0.139632301605771,5,0.764876854826373,1,2.61780104712042,0,0,0.426832495063393
"Caelius",65,3.02536653479172,7,1.07082759675692,0,0,0,0,0.158040506944372
"caelo",8,0.372352804282057,1,0.152975370965275,0,0,0,0,0.144151618055483
"caelum",39,1.81521992087503,46,7.03686706440263,1,2.61780104712042,0,0,0.30829086361406
"caelum2",7,0.3258087037468,9,1.37677833868747,0,0,6,13.4801168276792,0.439796766938688
"caemani",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"caementum",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"caenum",1,0.0465441005352572,1,0.152975370965275,0,0,0,0,0.273407142683827
"caeparius",7,0.3258087037468,0,0,0,0,0,0,0.255262729166594
"Caepio",10,0.465441005352572,0,0,0,0,0,0,0.255262729166594
"caerimonia",4,0.186176402141029,0,0,1,2.61780104712042,0,0,0.242021414879494
"caerosi",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"Caesar",450,20.9448452408657,14,2.14165519351384,6,15.7068062827225,0,0,0.212709537677233
"caesaries",2,0.0930882010705143,1,0.152975370965275,0,0,0,0,0.106740476017161
"caesennius",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"caesernius",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"Caesetius",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"caesonius",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"caespes",2,0.0930882010705143,1,0.152975370965275,0,0,0,0,0.106740476017161
"Cafo",2,0.0930882010705143,0,0,0,0,0,0,0.255262729166594
"Caicus",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"Caieta",3,0.139632301605771,0,0,0,0,0,0,0.255262729166594
"calaber",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"Calabria",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"calactinus",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"calamitas",50,2.32720502676286,8,1.2238029677222,0,0,0,0,0.117331694683836
"calamitosus",8,0.372352804282057,0,0,0,0,0,0,0.255262729166594
"calamus",1,0.0465441005352572,2,0.305950741930549,0,0,0,0,0.440073809350494
"calatinus",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"calceo",1,0.0465441005352572,1,0.152975370965275,0,0,0,0,0.273407142683827
"calceus",2,0.0930882010705143,1,0.152975370965275,0,0,0,0,0.106740476017161
"calcitro",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"calco",1,0.0465441005352572,9,1.37677833868747,0,0,0,0,0.673407142683827
"calculus",1,0.0465441005352572,1,0.152975370965275,0,0,0,0,0.273407142683827
"calefio",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"calenus",8,0.372352804282057,0,0,0,0,0,0,0.255262729166594
"caleo",3,0.139632301605771,5,0.764876854826373,0,0,0,0,0.398407142683827
"Cales",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"calesco",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"caleti",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"caliandrum",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"calidianus",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"calidius",10,0.465441005352572,0,0,0,0,0,0,0.255262729166594
"calidus",2,0.0930882010705143,2,0.305950741930549,0,0,0,0,0.273407142683827
"caliga",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"caligo",2,0.0930882010705143,5,0.764876854826373,0,0,0,0,0.487692856969542
"calliditas",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"callidus",8,0.372352804282057,3,0.458926112895824,0,0,0,0,0.0461344154111
"Calliope",1,0.0465441005352572,0,0,0,0,0,0,0.255262729166594
"calo",10,0.465441005352572,0,0,0,0,0,0,0.255262729166594
