lemma,collocate,pos,LogL,LR,MI,LogDice,allMethods,score,scoreADJ,scoreSUBST,scoreADV,scoreVERB,scoreFUNC
mos,meus,determinante,7.9,2.3,2.2,9.4,21.8,20,0,0,0,0,0
mos,tuus,determinante,7.6,2.2,2.2,9.3,21.3,20,0,0,0,0,0
mos,homo,substantivo,7.3,2.2,2.2,9.3,21,20,0,20,0,0,0
mos,suus,determinante,8.3,2.1,2.1,9.3,21.8,20,0,0,0,0,0
mos,noster,determinante,5.9,2.2,2.2,9.3,19.6,20,0,0,0,0,0
mos,aut,conj.coord.,5.4,1.8,1.9,9.1,18.2,10,0,0,0,0,0
mos,et,conj.coord.,15.6,1.4,1.6,8.9,27.5,20,0,0,0,0,0
mos,sum,verbo,5.4,0.8,1.2,8.5,15.9,10,0,0,0,10,0
moueo,castra,substantivo,45.8,5.6,4.4,10.9,66.7,30,0,30,0,0,0
moueo,manus,substantivo,9,3.5,3,9.6,25.1,20,0,20,0,0,0
moueo,magis,advérbio,7.6,3.1,2.7,9.4,22.8,20,0,0,20,0,0
moueo,locus,substantivo,6.2,2.7,2.4,9.2,20.5,20,0,20,0,0,0
moueo,animus,substantivo,5.1,2.4,2.2,9.1,18.8,20,0,20,0,0,0
moueo,non,advérbio,16.5,2,1.9,8.9,29.3,20,0,0,20,0,0
mulier,nobilis,adjetivo,19,6,4.8,10.6,40.4,20,20,0,0,0,0
mulier,puer,substantivo,17.5,5.6,4.5,10.5,38.1,20,0,20,0,0,0
mulier,iste,determinante,27.2,4.2,3.5,9.9,44.8,20,0,0,0,0,0
mulier,uir,substantivo,9,3.5,3,9.4,24.9,20,0,20,0,0,0
mulier,quis,pronome,5.9,1.9,1.9,8.4,18.1,10,0,0,0,0,0
mulier,que,conj.coord.,5.7,1.7,1.8,8.3,17.5,10,0,0,0,0,0
multitudo,tantus,determinante,71.1,5.1,4.2,10.9,91.3,30,0,0,0,0,0
multitudo,imperitus,adjetivo,25,7.5,5.7,10.8,49,20,20,0,0,0,0
multitudo,praeterea,advérbio,16.9,5.5,4.4,10.5,37.3,20,0,0,20,0,0
multitudo,propter,preposição,17.6,4.6,3.8,10.3,36.3,20,0,0,0,0,20
multitudo,hostis,substantivo,23.6,4.2,3.6,10.2,41.6,20,0,20,0,0,0
multitudo,magnus,adjetivo,34,3.6,3.1,9.9,50.6,20,20,0,0,0,0
multitudo,homo,substantivo,24,3.5,3.1,9.8,40.4,20,0,20,0,0,0
multitudo,ciuis,substantivo,9.2,3.5,3.1,9.7,25.5,20,0,20,0,0,0
multitudo,ab,preposição,9.6,2.1,2.1,9,22.8,20,0,0,0,0,20
multus,qua,advérbio,126.3,3,2.5,11,142.8,40,0,0,40,0,0
multus,tam,advérbio,30.2,2.6,2.3,10.2,45.3,20,0,0,20,0,0
multus,de,preposição,18.7,1.5,1.6,10,31.8,20,0,0,0,0,20
multus,saepe,advérbio,25.5,3,2.5,10,41,20,0,0,20,0,0
multus,annus,substantivo,28.1,3.4,2.8,10,44.3,20,0,20,0,0,0
multus,enim,advérbio,14.3,1.6,1.6,9.9,27.4,20,0,0,20,0,0
multus,praeterea,advérbio,31.2,4.2,3.4,9.8,48.6,20,0,0,20,0,0
multus,locus,substantivo,12.5,1.9,1.8,9.8,26,20,0,20,0,0,0
multus,uerbum,substantivo,19.2,3,2.6,9.7,34.5,20,0,20,0,0,0
multus,turba,substantivo,24.3,3.9,3.1,9.7,41,20,0,20,0,0,0
multus,scribo,verbo,12.1,2.1,1.9,9.7,25.8,20,0,0,0,20,0
multus,cum,conj.subord.,5.5,0.7,1,9.7,16.9,10,0,0,0,0,10
multus,et,conj.coord.,5.4,0.5,0.8,9.7,16.4,10,0,0,0,0,0
multus,etiam,advérbio,5.1,1.1,1.2,9.6,17,10,0,0,10,0,0
multus,ita,advérbio,7.4,1.5,1.6,9.6,20.1,20,0,0,20,0,0
multus,ciuitas,substantivo,10.2,2.2,2,9.5,23.9,20,0,20,0,0,0
multus,iam,advérbio,5.4,1.3,1.4,9.5,17.6,10,0,0,10,0,0
multus,nox,substantivo,13.5,2.9,2.5,9.5,28.4,20,0,20,0,0,0
multus,alius,determinante,5.1,1.3,1.4,9.5,17.3,10,0,0,0,0,0
multus,multo,advérbio,13.8,3.3,2.7,9.4,29.2,20,0,0,20,0,0
multus,satis,advérbio,10.3,2.7,2.4,9.3,24.7,20,0,0,20,0,0
multus,malum,substantivo,8.3,2.4,2.1,9.3,22.1,20,0,20,0,0,0
multus,quia,conj.subord.,7.4,2.2,2,9.3,20.9,20,0,0,0,0,20
multus,bonum,substantivo,6.7,2.1,1.9,9.2,19.9,20,0,20,0,0,0
multus,prosum,verbo,11.4,3.4,2.8,9.2,26.8,20,0,0,0,20,0
multus,fors,advérbio,6.2,2.3,2.1,9.1,19.7,20,0,0,20,0,0
multus,labor,substantivo,6,2.2,2,9.1,19.3,20,0,20,0,0,0
multus,inanis,adjetivo,10.8,4,3.2,8.9,26.9,20,20,0,0,0,0
multus,praetereo,verbo,10.8,4,3.2,8.9,26.9,20,0,0,0,20,0
multus,agito,verbo,10.6,3.9,3.2,8.9,26.6,20,0,0,0,20,0
mundus,ipse,determinante,8.7,3.4,2.9,8.6,23.6,20,0,0,0,0,0
mundus,que,conj.coord.,6.7,2.4,2.2,7.9,19.2,20,0,0,0,0,0
munus,iste,determinante,8.2,3.3,2.9,9.1,23.5,20,0,0,0,0,0
munus,tuus,determinante,7.3,3,2.7,9,22,20,0,0,0,0,0
munus,atque,conj.coord.,8.1,2.3,2.2,8.5,21.1,20,0,0,0,0,0
murus,de,preposição,13.1,3.7,3.1,8.7,28.6,20,0,0,0,0,20
muto,locus,substantivo,30.2,4.5,3.7,10.2,48.6,20,0,20,0,0,0
muto,consilium,substantivo,10.1,3.8,3.2,9.6,26.7,20,0,20,0,0,0
muto,non,advérbio,11.5,2,2,8.6,24.1,20,0,0,20,0,0
nam,si,conj.subord.,81.9,3.1,2.3,10.4,97.7,30,0,0,0,0,30
nam,ceterus,determinante,34.4,4.1,3,10.3,51.8,20,0,0,0,0,0
nam,quod,conj.subord.,26,2.8,2.1,10,40.9,20,0,0,0,0,20
nam,et2,advérbio,19.8,4.2,3.1,9.9,37,20,0,0,20,0,0
nam,ut,conj.subord.,41.9,2.3,1.7,9.9,55.8,20,0,0,0,0,20
nam,cum,conj.subord.,41.4,2.2,1.7,9.9,55.2,20,0,0,0,0,20
nam,quoad,advérbio,17.7,5.7,4.1,9.6,37.1,20,0,0,20,0,0
nam,quis,pronome,18.5,1.8,1.4,9.5,31.2,20,0,0,0,0,0
nam,rex,substantivo,9.8,3,2.3,9.5,24.6,20,0,20,0,0,0
nam,profecto,advérbio,11.5,4.1,3,9.5,28.1,20,0,0,20,0,0
nam,Cato,nome próprio,10.8,4,2.9,9.4,27.1,20,0,0,0,0,0
nam,cum3,advérbio,9.5,3.6,2.7,9.4,25.2,20,0,0,20,0,0
nam,sic,advérbio,7.1,2.5,1.9,9.3,20.8,20,0,0,20,0,0
nam,ego,pronome,12.4,1.5,1.2,9.3,24.4,20,0,0,0,0,0
nam,de,preposição,6.1,1.5,1.2,9.2,18,10,0,0,0,0,10
nam,et,conj.coord.,9.9,1,0.9,9.1,20.9,20,0,0,0,0,0
narro,ego,pronome,7.6,2.6,2.3,8.1,20.6,20,0,0,0,0,0
nascor,pater,substantivo,37.9,4.8,3.9,10.6,57.2,30,0,30,0,0,0
nascor,libertas,substantivo,13.1,4.5,3.7,10.1,31.4,20,0,20,0,0,0
nascor,genus,substantivo,10,3.8,3.1,9.8,26.7,20,0,20,0,0,0
nascor,ita,advérbio,5.7,2.6,2.3,9.2,19.8,20,0,0,20,0,0
nascor,qua,advérbio,10.1,2.4,2.2,9.2,23.9,20,0,0,20,0,0
nascor,sum,verbo,40.1,1.9,1.9,9,52.9,20,0,0,0,20,0
natura,secundum,preposição,175,9,6.2,11.8,202,40,0,0,0,0,40
natura,contra,preposição,41.2,4.7,3.8,10.7,60.4,30,0,0,0,0,30
natura,uiuo,verbo,24.8,3.9,3.3,10.3,42.3,20,0,0,0,20,0
natura,desidero,verbo,23.9,4.9,3.9,10.3,43,20,0,0,0,20,0
natura,perfectus,adjetivo,25.2,6.1,4.7,10.3,46.3,20,20,0,0,0,0
natura,ipse,determinante,32.4,2.7,2.5,10.1,47.7,20,0,0,0,0,0
natura,locus,substantivo,18.1,2.9,2.6,10,33.6,20,0,20,0,0,0
natura,necessitas,substantivo,15.7,5.2,4.2,9.9,35,20,0,20,0,0,0
natura,compono,verbo,15.6,5.2,4.2,9.9,34.9,20,0,0,0,20,0
natura,bonum,substantivo,10.7,3.2,2.8,9.8,26.5,20,0,20,0,0,0
natura,communis,adjetivo,10.2,3.8,3.2,9.8,27,20,20,0,0,0,0
natura,suus,determinante,14.8,2.2,2.1,9.7,28.8,20,0,0,0,0,0
natura,lex,substantivo,8.8,2.8,2.6,9.7,23.9,20,0,20,0,0,0
natura,res,substantivo,19.1,1.9,1.9,9.6,32.5,20,0,20,0,0,0
natura,bonus,adjetivo,7.7,2.2,2.2,9.6,21.7,20,20,0,0,0,0
natura,homo,substantivo,9,2,2,9.5,22.5,20,0,20,0,0,0
natura,do,verbo,5.7,1.9,1.9,9.4,18.9,20,0,0,0,20,0
natura,nos,pronome,5.1,1.7,1.8,9.3,17.9,10,0,0,0,0,0
natura,que,conj.coord.,9,1.2,1.5,9.2,20.9,20,0,0,0,0,0
natura,qui,pronome,7.6,0.8,1.2,9,18.6,10,0,0,0,0,0
nauis,ascendo,verbo,34.4,7.8,5.8,11,59,30,0,0,0,30,0
nauis,egredior,verbo,31.6,7.2,5.4,10.9,55.1,20,0,0,0,20,0
nauis,longus,adjetivo,21.2,5.2,4.2,10.5,41.1,20,20,0,0,0,0
nauis,soluo,verbo,18.3,5.9,4.6,10.5,39.3,20,0,0,0,20,0
nauis,ex,preposição,10.3,2.4,2.2,9.2,24.1,20,0,0,0,0,20
nauis,in,preposição,12.6,1.6,1.7,8.7,24.6,20,0,0,0,0,20
nauis,cum,conj.subord.,5.6,1.5,1.6,8.6,17.3,10,0,0,0,0,10
ne,que,conj.coord.,297.6,2.7,2.3,11.3,313.9,50,0,0,0,0,0
ne,uereor,verbo,205.8,6.2,4.4,11,227.4,50,0,0,0,50,0
ne,quis,pronome,128.3,2.3,2.1,10.9,143.6,40,0,0,0,0,0
ne,sed,conj.coord.,46.4,1.8,1.7,10.5,60.4,30,0,0,0,0,0
ne,uideo,verbo,22.9,1.5,1.6,10.2,36.2,20,0,0,0,20,0
ne,tu,pronome,17.6,1.1,1.3,10.1,30.1,20,0,0,0,0,0
ne,timeo,verbo,37.2,3.2,2.7,10.1,53.2,20,0,0,0,20,0
ne,ego,pronome,12.7,0.9,1.1,10,24.7,20,0,0,0,0,0
ne,possum,verbo,11.1,1.1,1.2,9.9,23.3,20,0,0,0,20,0
ne,ille,determinante,9.2,0.8,1.1,9.9,21,20,0,0,0,0,0
ne,igitur,advérbio,18.9,2.6,2.3,9.7,33.5,20,0,0,20,0,0
ne,tantus,determinante,9.4,1.6,1.6,9.6,22.2,20,0,0,0,0,0
ne,iste,determinante,6.5,1.2,1.4,9.6,18.7,10,0,0,0,0,0
ne,uos,pronome,7.9,1.4,1.5,9.6,20.4,20,0,0,0,0,0
ne,an,conj.coord.,7.7,1.8,1.8,9.3,20.6,20,0,0,0,0,0
ne,omnino,advérbio,16.9,3.4,2.8,9.3,32.4,20,0,0,20,0,0
ne,fors,advérbio,10.7,2.5,2.2,9.3,24.7,20,0,0,20,0,0
ne,existimo,verbo,8.6,2.2,2,9.2,22,20,0,0,0,20,0
ne,metuo,verbo,12.9,3.2,2.7,9.1,27.9,20,0,0,0,20,0
ne,accido,verbo,11,2.9,2.5,9.1,25.5,20,0,0,0,20,0
ne,patior,verbo,6.5,2,1.9,9.1,19.5,20,0,0,0,20,0
ne,paruus,adjetivo,6.4,2,1.9,9.1,19.4,20,20,0,0,0,0
ne,solus,determinante,6.2,2.3,2.1,8.9,19.5,20,0,0,0,0,0
ne,idcirco,advérbio,12.7,4.5,3.5,8.7,29.4,20,0,0,20,0,0
ne,adeo,advérbio,10.8,4,3.2,8.7,26.7,20,0,0,20,0,0
ne,ignoro,verbo,8.3,3.3,2.8,8.7,23.1,20,0,0,0,20,0
ne,suspicor,verbo,8.3,3.3,2.8,8.7,23.1,20,0,0,0,20,0
ne,caueo,verbo,7,3,2.5,8.6,21.1,20,0,0,0,20,0
ne,ue,conj.coord.,6.5,2.8,2.4,8.6,20.3,20,0,0,0,0,0
ne,impedio,verbo,6.4,2.8,2.4,8.6,20.2,20,0,0,0,20,0
nec,uersus,substantivo,134.9,5.8,4.1,11.1,155.9,40,0,40,0,0,0
nec,ullus,determinante,99,5,3.7,10.9,118.6,40,0,0,0,0,0
nec,quisquam,pronome,34.2,3.8,2.9,10.2,51.1,20,0,0,0,0,0
nec,enim,advérbio,31.8,2.5,2,10.1,46.4,20,0,0,20,0,0
nec,solum,advérbio,27.9,3.9,3,10,44.8,20,0,0,20,0,0
nec,tamen,advérbio,16.2,2.3,1.9,9.8,30.2,20,0,0,20,0,0
nec,parum,advérbio,17.9,3.1,2.5,9.8,33.3,20,0,0,20,0,0
nec,umquam,advérbio,18.8,3.6,2.8,9.8,35,20,0,0,20,0,0
nec,ante2,advérbio,17,3.4,2.6,9.7,32.7,20,0,0,20,0,0
nec,dubito,verbo,11.9,3.5,2.7,9.4,27.5,20,0,0,0,20,0
nec,tantum,advérbio,10.2,3.1,2.4,9.4,25.1,20,0,0,20,0,0
nec,possum,verbo,5.9,1.1,1.1,9.4,17.5,10,0,0,0,10,0
nec,timeo,verbo,7.6,2.6,2.1,9.3,21.6,20,0,0,0,20,0
nec,amicitia,substantivo,6.5,2.3,1.9,9.3,20,20,0,20,0,0,0
nec,mirus,adjetivo,13.8,4.8,3.5,9.3,31.4,20,20,0,0,0,0
nec,uis,substantivo,5.7,2.1,1.8,9.2,18.8,20,0,20,0,0,0
nec,uero,advérbio,5.4,2.1,1.7,9.2,18.4,10,0,0,10,0,0
nec,prius,advérbio,10,3.8,2.9,9.2,25.9,20,0,0,20,0,0
nec,turpis,adjetivo,8.2,3.3,2.5,9.2,23.2,20,20,0,0,0,0
nec,regnum,substantivo,7,2.9,2.3,9.1,21.3,20,0,20,0,0,0
nec,oculus,substantivo,6.6,2.8,2.2,9.1,20.7,20,0,20,0,0,0
nec,mens,substantivo,5.8,2.6,2.1,9.1,19.6,20,0,20,0,0,0
necesse,sum,verbo,276.3,3.8,3.2,9.8,293.1,50,0,0,0,50,0
necesse,ita,advérbio,8.2,3.3,2.8,9.3,23.6,20,0,0,20,0,0
necesse,etiam,advérbio,8.6,2.8,2.5,9,22.9,20,0,0,20,0,0
necesse,nihil,pronome,6.5,2.8,2.5,9,20.8,20,0,0,0,0,0
necessitas,natura,substantivo,15.4,5.1,4.2,9.9,34.6,20,0,20,0,0,0
necessitas,etiam,advérbio,8.2,3.3,2.9,8.8,23.2,20,0,0,20,0,0
necessitas,habeo,verbo,8.1,3.2,2.9,8.7,22.9,20,0,0,0,20,0
nefas,sum,verbo,20.8,2.7,2.4,7.7,33.6,20,0,0,0,20,0
nego,se,pronome,19.9,5,3.8,10.3,39,20,0,0,0,0,0
nego,sui,pronome,9.4,2.3,1.9,8.9,22.5,20,0,0,0,0,0
nego,quis,pronome,6.4,1.8,1.6,8.6,18.4,10,0,0,0,0,0
nego,ille,determinante,5.6,1.7,1.5,8.5,17.3,10,0,0,0,0,0
nego,ego,pronome,5,1.6,1.4,8.4,16.4,10,0,0,0,0,0
negotium,conficio,verbo,32.2,6.1,4.8,10.9,54,20,0,0,0,20,0
negotium,suscipio,verbo,17.4,5.6,4.5,10.5,38,20,0,0,0,20,0
negotium,gero,verbo,18,4.6,3.8,10.2,36.6,20,0,0,0,20,0
negotium,do,verbo,20.3,3.8,3.2,9.8,37.1,20,0,0,0,20,0
negotium,totus,determinante,10.7,3.9,3.3,9.8,27.7,20,0,0,0,0,0
negotium,ago,verbo,8.1,3.2,2.8,9.4,23.5,20,0,0,0,20,0
negotium,autem,conj.coord.,8.1,3.2,2.8,9.4,23.5,20,0,0,0,0,0
negotium,tantus,determinante,8,3.2,2.8,9.4,23.4,20,0,0,0,0,0
negotium,tuus,determinante,5.4,2.5,2.3,8.9,19.1,20,0,0,0,0,0
nemo,umquam,advérbio,100.3,6,4.6,11.3,122.2,40,0,0,40,0,0
nemo,adhuc,advérbio,18.1,4.7,3.7,10.1,36.6,20,0,0,20,0,0
nemo,praeter,preposição,17.4,4.5,3.6,10.1,35.6,20,0,0,0,0,20
nemo,possum,verbo,42.9,2.8,2.4,10.1,58.2,30,0,0,0,30,0
nemo,nisi,conj.subord.,16.7,3.3,2.8,10,32.8,20,0,0,0,0,20
nemo,arbitror,verbo,13.2,3.7,3.1,9.9,29.9,20,0,0,0,20,0
nemo,praeterea,advérbio,12.7,4.5,3.6,9.9,30.7,20,0,0,20,0,0
nemo,tam,advérbio,13.3,2.8,2.5,9.8,28.4,20,0,0,20,0,0
nemo,enim,advérbio,14.8,2.4,2.1,9.7,29,20,0,0,20,0,0
nemo,scio,verbo,8.5,2.8,2.4,9.6,23.3,20,0,0,0,20,0
nemo,itaque,advérbio,6.2,2.7,2.4,9.4,20.7,20,0,0,20,0,0
nemo,ubi,advérbio,6,2.6,2.3,9.4,20.3,20,0,0,20,0,0
nemo,habeo,verbo,8.5,1.9,1.8,9.4,21.6,20,0,0,0,20,0
nemo,sum,verbo,29.3,1.4,1.4,9.2,41.3,20,0,0,0,20,0
nemo,ut,conj.subord.,7.6,1.3,1.4,9.1,19.4,20,0,0,0,0,20
nemo,qui,pronome,16.6,1.2,1.3,9.1,28.2,20,0,0,0,0,0
neque,enim,advérbio,231.4,4.3,3.1,11.3,250.1,50,0,0,50,0,0
neque,solum,advérbio,59,4.7,3.4,10.5,77.6,30,0,0,30,0,0
neque,ullus,determinante,48.4,4.3,3.2,10.4,66.3,30,0,0,0,0,0
neque,quisquam,pronome,40.7,4.1,3,10.3,58.1,30,0,0,0,0,0
neque,uersus,substantivo,36.6,4.3,3.2,10.2,54.3,20,0,20,0,0,0
neque,tamen,advérbio,17,2.4,1.9,9.8,31.1,20,0,0,20,0,0
neque,sui,pronome,14.3,1.6,1.3,9.7,26.9,20,0,0,0,0,0
neque,hic,determinante,11.4,1.1,1,9.5,23,20,0,0,0,0,0
neque,tam,advérbio,7.7,2,1.6,9.4,20.7,20,0,0,20,0,0
neque,longe,advérbio,12.4,3.6,2.7,9.4,28.1,20,0,0,20,0,0
neque,umquam,advérbio,9.9,3.1,2.3,9.3,24.6,20,0,0,20,0,0
neque,ego,pronome,6.4,1,0.9,9.3,17.6,10,0,0,0,0,0
neque,uideo,verbo,5.6,1.2,1.1,9.3,17.2,10,0,0,0,10,0
neque,quod,conj.subord.,5.1,1.4,1.2,9.3,17,10,0,0,0,0,10
neque,transeo,verbo,8.5,3.4,2.5,9.1,23.5,20,0,0,0,20,0
nescio,an2,conj.subord.,76.2,8.5,6.2,11.7,102.6,30,0,0,0,0,30
nescio,quis,pronome,178.6,4.6,3.7,10.5,197.4,40,0,0,0,0,0
nescio,sed,conj.coord.,12.5,2.5,2.2,9,26.2,20,0,0,0,0,0
nescio,dico,verbo,8.5,2.4,2.2,9,22.1,20,0,0,0,20,0
niger,ego,pronome,6.1,2.7,2.5,7.8,19.1,20,0,0,0,0,0
nihil,habeo,verbo,65.5,2.8,2.3,10.6,81.2,30,0,0,0,30,0
nihil,alius,determinante,50.4,2.9,2.4,10.5,66.2,30,0,0,0,0,0
nihil,ago,verbo,32.6,2.8,2.3,10.2,47.9,20,0,0,0,20,0
nihil,enim,advérbio,28.7,2.2,1.9,10.2,43,20,0,0,20,0,0
nihil,possum,verbo,23.1,1.7,1.6,10,36.4,20,0,0,0,20,0
nihil,sum,verbo,51.4,1.2,1.2,10,63.8,30,0,0,0,30,0
nihil,umquam,advérbio,24.8,3.6,2.9,9.9,41.2,20,0,0,20,0,0
nihil,tam,advérbio,15.1,2.2,2,9.8,29.1,20,0,0,20,0,0
nihil,ego,pronome,12.9,1.1,1.2,9.8,25,20,0,0,0,0,0
nihil,dico,verbo,11.4,1.4,1.4,9.8,24,20,0,0,0,20,0
nihil,timeo,verbo,16.3,3,2.4,9.7,31.4,20,0,0,0,20,0
nihil,si,conj.subord.,9.3,1.1,1.2,9.7,21.3,20,0,0,0,0,20
nihil,ut,conj.subord.,7.5,0.9,1,9.6,19,20,0,0,0,0,20
nihil,malum,substantivo,14.3,3,2.5,9.6,29.4,20,0,20,0,0,0
nihil,pro,preposição,10.6,2.2,2,9.6,24.4,20,0,0,0,0,20
nihil,prosum,verbo,18.7,4.1,3.2,9.5,35.5,20,0,0,0,20,0
nihil,praeter,preposição,15.1,3.5,2.8,9.5,30.9,20,0,0,0,0,20
nihil,inuenio,verbo,12.8,3.2,2.6,9.5,28.1,20,0,0,0,20,0
nihil,scio,verbo,7.6,2,1.8,9.4,20.8,20,0,0,0,20,0
nihil,cogito,verbo,10.8,2.8,2.3,9.4,25.3,20,0,0,0,20,0
nihil,quia,conj.subord.,9.3,2.6,2.2,9.4,23.5,20,0,0,0,0,20
nihil,refert,verbo,23.9,5.9,4.3,9.4,43.5,20,0,0,0,20,0
nihil,ample,advérbio,16.4,4.4,3.4,9.3,33.5,20,0,0,20,0,0
nihil,opusculum,substantivo,14.7,4.1,3.2,9.3,31.3,20,0,20,0,0,0
nihil,sane,advérbio,14.2,4,3.1,9.3,30.6,20,0,0,20,0,0
nihil,profecto,advérbio,11.8,3.5,2.8,9.3,27.4,20,0,0,20,0,0
nihil,pertineo,verbo,11.7,3.4,2.8,9.3,27.2,20,0,0,0,20,0
nihil,satis2,adjetivo,11.3,3.4,2.7,9.3,26.7,20,20,0,0,0,0
nihil,adhuc,advérbio,11.1,3.3,2.7,9.3,26.4,20,0,0,20,0,0
nihil,rogo,verbo,10.5,3.2,2.6,9.3,25.6,20,0,0,0,20,0
nimis,multus,determinante,8.1,3.2,2.9,8.9,23.1,20,0,0,0,0,0
nimis,uideo,verbo,5.8,2.6,2.4,8.5,19.3,20,0,0,0,20,0
nisi,fors,advérbio,131.4,6,4.6,11.5,153.5,40,0,0,40,0,0
nisi,uersus,substantivo,40.2,4.6,3.8,10.6,59.2,30,0,30,0,0,0
nisi,alius,determinante,19.2,2.6,2.4,10,34.2,20,0,0,0,0,0
nisi,nemo,pronome,15.5,3.2,2.8,10,31.5,20,0,0,0,0,0
nisi,sapiens,substantivo,17.5,4.6,3.7,10,35.8,20,0,20,0,0,0
nisi,possum,verbo,19.3,1.9,1.9,9.8,32.9,20,0,0,0,20,0
nisi,prouideo,verbo,13,4.6,3.7,9.7,31,20,0,0,0,20,0
nisi,prius,advérbio,11.4,4.1,3.4,9.7,28.6,20,0,0,20,0,0
nisi,quod,conj.subord.,9.6,1.9,1.9,9.6,23,20,0,0,0,0,20
nisi,nosco,verbo,8.2,3.3,2.9,9.6,24,20,0,0,0,20,0
nisi,ut,conj.subord.,14.4,1.5,1.6,9.5,27,20,0,0,0,0,20
nisi,uideo,verbo,8.2,1.5,1.7,9.5,20.9,20,0,0,0,20,0
nisi,de,preposição,7.9,1.5,1.6,9.5,20.5,20,0,0,0,0,20
nisi,qui,pronome,22.1,1.2,1.4,9.4,34.1,20,0,0,0,0,0
nisi,nihil,pronome,5.7,1.7,1.8,9.4,18.6,10,0,0,0,0,0
nisi,bonum,substantivo,5.5,2.5,2.3,9.4,19.7,20,0,20,0,0,0
nobilis,mulier,substantivo,18.9,6,4.8,10.6,40.3,20,0,20,0,0,0
nobilis,adolescens,adjetivo,17.3,5.6,4.5,10.5,37.9,20,20,0,0,0,0
nobilis,homo,substantivo,52.1,4.5,3.8,10.3,70.7,30,0,30,0,0,0
nobilis,domus2,substantivo,15.1,5,4.1,10.3,34.5,20,0,20,0,0,0
nobilis,ciuitas,substantivo,11.5,4.1,3.5,9.8,28.9,20,0,20,0,0,0
nobilis,tam,advérbio,8.4,3.3,2.9,9.4,24,20,0,0,20,0,0
nobilis,atque,conj.coord.,14.9,2.5,2.4,9,28.8,20,0,0,0,0,0
nobilis,et,conj.coord.,6.4,1.3,1.6,8.2,17.5,10,0,0,0,0,0
noceo,possum,verbo,18.7,3.6,3,9,34.3,20,0,0,0,20,0
noceo,sed,conj.coord.,5.4,2.5,2.2,8.2,18.3,10,0,0,0,0,0
nolo,obsecro,verbo,37.1,8.3,6,11,62.4,30,0,0,0,30,0
nolo,eo,verbo,13.1,4.5,3.6,10,31.2,20,0,0,0,20,0
nolo,timeo,verbo,11.4,4.1,3.3,9.9,28.7,20,0,0,0,20,0
nolo,uiuo,verbo,10.8,4,3.2,9.8,27.8,20,0,0,0,20,0
nolo,ita,advérbio,6.2,2.7,2.3,9.2,20.4,20,0,0,20,0,0
nolo,idem,determinante,5.8,2.6,2.2,9.1,19.7,20,0,0,0,0,0
nomen,defero,verbo,18.3,4.7,3.9,10.2,37.1,20,0,0,0,20,0
nomen,meus,determinante,28.6,3,2.7,10.2,44.5,20,0,0,0,0,0
nomen,artifex,substantivo,21.7,6.8,5.1,10.1,43.7,20,0,20,0,0,0
nomen,romanus,adjetivo,19.7,3,2.7,10.1,35.5,20,20,0,0,0,0
nomen,exstinguo,verbo,16.8,5.5,4.4,10,36.7,20,0,0,0,20,0
nomen,regius,adjetivo,14.9,5,4,10,33.9,20,20,0,0,0,0
nomen,suus,determinante,22.5,2.6,2.4,9.9,37.4,20,0,0,0,0,0
nomen,noster,determinante,15.7,2.6,2.4,9.9,30.6,20,0,0,0,0,0
nomen,gens,substantivo,11,4,3.4,9.8,28.2,20,0,20,0,0,0
nomen,appello,verbo,10.3,3.8,3.3,9.8,27.2,20,0,0,0,20,0
nomen,populus,substantivo,10.8,2.5,2.3,9.7,25.3,20,0,20,0,0,0
nomen,pax,substantivo,8.3,3.3,2.9,9.7,24.2,20,0,20,0,0,0
nomen,honor,substantivo,8.2,3.3,2.9,9.7,24.1,20,0,20,0,0,0
nomen,tollo,verbo,8,3.2,2.8,9.7,23.7,20,0,0,0,20,0
nomen,audio,verbo,7.7,2.6,2.4,9.6,22.3,20,0,0,0,20,0
nomen,imperium,substantivo,6.7,2.9,2.6,9.6,21.8,20,0,20,0,0,0
nomen,Caesar,nome próprio,6.1,2.2,2.2,9.5,20,20,0,0,0,0,0
nomen,tuus,determinante,7.2,1.9,2,9.4,20.5,20,0,0,0,0,0
nomen,quantus,determinante,5.2,2.4,2.3,9.4,19.3,20,0,0,0,0,0
nomen,do,verbo,6.1,2,2,9.4,19.5,20,0,0,0,20,0
nomen,atque,conj.coord.,5.6,1.2,1.5,9.1,17.4,10,0,0,0,0,0
non,possum,verbo,882.2,3.4,2.6,11.8,900,50,0,0,0,50,0
non,modo,advérbio,840.7,5.2,3.5,11.5,860.9,50,0,0,50,0,0
non,sum,verbo,209.5,1.1,1.2,11.3,223.1,40,0,0,0,40,0
non,solum,advérbio,473.4,5.6,3.6,10.9,493.5,50,0,0,50,0,0
non,enim,advérbio,80.9,1.8,1.6,10.5,94.8,30,0,0,30,0,0
non,ut,conj.subord.,12.7,0.6,0.8,10.4,24.5,20,0,0,0,0,20
non,uideo,verbo,35.1,1.2,1.2,10.3,47.8,20,0,0,0,20,0
non,habeo,verbo,36.5,1.3,1.3,10.2,49.3,20,0,0,0,20,0
non,dico,verbo,12.7,0.8,1,10,24.5,20,0,0,0,20,0
non,dubito,verbo,140,4.4,3.1,10,157.5,40,0,0,0,40,0
non,facio,verbo,10.7,0.7,0.9,10,22.3,20,0,0,0,20,0
non,tam,advérbio,42,1.9,1.7,9.9,55.5,20,0,0,20,0,0
