lemma,collocate,pos,LogL,LR,MI,LogDice,allMethods,score,scoreADJ,scoreSUBST,scoreADV,scoreVERB,scoreFUNC
dignus,qua,advérbio,5.7,2.1,2.1,8.8,18.7,10,0,0,10,0,0
dignus,uideo,verbo,5.1,2,2,8.7,17.8,10,0,0,0,10,0
dignus,sum,verbo,17.7,1.6,1.7,8.5,29.5,20,0,0,0,20,0
diligo,magis,advérbio,11.5,4.1,3.3,9.6,28.5,20,0,0,20,0,0
dimitto,concilium,substantivo,41.4,9.1,6.6,11.5,68.6,30,0,30,0,0,0
dimitto,domus,substantivo,14.1,4.8,3.9,10.1,32.9,20,0,20,0,0,0
dimitto,pars,substantivo,16.7,4.4,3.6,9.9,34.6,20,0,20,0,0,0
dimitto,is,determinante,10,2,1.9,8.4,22.3,20,0,0,0,0,0
discedo,longe,advérbio,16.8,5.5,4.3,10.4,37,20,0,0,20,0,0
disciplina,atque,conj.coord.,12.7,3.1,2.7,8.5,27,20,0,0,0,0,0
disco,tu,pronome,5.8,2.2,2,8.2,18.2,10,0,0,0,0,0
diu,nimie,advérbio,42.3,7.6,5.8,11.3,67,30,0,0,30,0,0
diu,multum,advérbio,21.7,5.3,4.3,10.5,41.8,20,0,0,20,0,0
diu,satis,advérbio,21.4,5.3,4.2,10.5,41.4,20,0,0,20,0,0
diu,cogito,verbo,13.2,4.6,3.7,10.1,31.6,20,0,0,0,20,0
diu,uiuo,verbo,11.3,4.1,3.4,9.9,28.7,20,0,0,0,20,0
diu,tam,advérbio,11.7,3.4,3,9.6,27.7,20,0,0,20,0,0
diu,iam,advérbio,5.7,2.6,2.4,9.1,19.8,20,0,0,20,0,0
diu,uolo,verbo,5.1,2.4,2.3,9,18.8,20,0,0,0,20,0
diues,facio,verbo,7.2,3,2.7,8.5,21.4,20,0,0,0,20,0
diuitiae,alius,determinante,8,3.2,2.8,9.1,23.1,20,0,0,0,0,0
diuus,Augustus,nome próprio,68.3,11.6,8.3,12.7,100.9,30,0,0,0,0,0
do,opera,substantivo,121.7,6,4.4,11,143.1,40,0,40,0,0,0
do,littera,substantivo,80.8,4.3,3.4,10.8,99.3,30,0,30,0,0,0
do,obses,substantivo,57.5,5.7,4.2,10.4,77.8,30,0,30,0,0,0
do,facultas,substantivo,57.1,5.7,4.2,10.4,77.4,30,0,30,0,0,0
do,signum,substantivo,38.2,4.2,3.3,10.2,55.9,20,0,20,0,0,0
do,poena,substantivo,38.9,4.6,3.5,10.2,57.2,30,0,30,0,0,0
do,uenia,substantivo,41.5,6.7,4.8,9.9,62.9,30,0,30,0,0,0
do,negotium,substantivo,22.2,4.1,3.2,9.8,39.3,20,0,20,0,0,0
do,nos,pronome,10,1.7,1.7,9.7,23.1,20,0,0,0,0,0
do,pecunia,substantivo,13.5,3.3,2.7,9.6,29.1,20,0,20,0,0,0
do,nomen,substantivo,7.4,2.2,2,9.4,21,20,0,20,0,0,0
do,ciuitas,substantivo,7.1,2.1,1.9,9.4,20.5,20,0,20,0,0,0
do,natura,substantivo,6.8,2.1,1.9,9.4,20.2,20,0,20,0,0,0
do,Catilina,nome próprio,8.6,2.8,2.4,9.3,23.1,20,0,0,0,0,0
do,responsum,substantivo,17.5,5.8,4.3,9.2,36.8,20,0,20,0,0,0
do,sextilis,adjetivo,15.9,5.3,4,9.2,34.4,20,20,0,0,0,0
do,pridie,advérbio,15.1,5.1,3.9,9.2,33.3,20,0,0,20,0,0
do,mandatum,substantivo,14.4,4.9,3.8,9.2,32.3,20,0,20,0,0,0
do,sors,substantivo,14.4,4.9,3.8,9.2,32.3,20,0,20,0,0,0
do,custodia,substantivo,12.8,4.5,3.5,9.2,30,20,0,20,0,0,0
do,spatium,substantivo,10.1,3.8,3,9.1,26,20,0,20,0,0,0
do,fatum,substantivo,7,3,2.5,9.1,21.6,20,0,20,0,0,0
doceo,is,determinante,5.9,1.7,1.7,8.1,17.4,10,0,0,0,0,0
doleo,parum,advérbio,14.7,4.9,4,10,33.6,20,0,0,20,0,0
doleo,magis,advérbio,17.9,4.6,3.8,9.9,36.2,20,0,0,20,0,0
doleo,sui,pronome,7.6,2.6,2.4,8.6,21.2,20,0,0,0,0,0
doleo,non,advérbio,7.6,2,2,8.2,19.8,20,0,0,20,0,0
dolor,afficio,verbo,29.2,6.8,5.2,10.8,52,20,0,0,0,20,0
dolor,timor,substantivo,14.7,5,4,10.2,33.9,20,0,20,0,0,0
dolor,iniuria,substantivo,14.4,4.9,4,10.2,33.5,20,0,20,0,0,0
dolor,uel,conj.coord.,14,3.9,3.3,10,31.2,20,0,0,0,0,0
dolor,accipio,verbo,9.2,3.5,3,9.8,25.5,20,0,0,0,20,0
dolor,meus,determinante,17.5,3.1,2.7,9.7,33,20,0,0,0,0,0
dolor,mors,substantivo,8.6,3.4,2.9,9.7,24.6,20,0,20,0,0,0
dolor,tuus,determinante,9.3,2.5,2.4,9.4,23.6,20,0,0,0,0,0
dolor,suus,determinante,10.3,2.4,2.3,9.3,24.3,20,0,0,0,0,0
dolor,magnus,adjetivo,6.9,2.1,2.1,9.1,20.2,20,20,0,0,0,0
dolus,atque,conj.coord.,11.3,3.3,2.9,8.3,25.8,20,0,0,0,0,0
dominus,qua,advérbio,5.5,2.5,2.3,8.5,18.8,20,0,0,20,0,0
dominus,que,conj.coord.,8.3,2.1,2,8.3,20.7,20,0,0,0,0,0
dominus,in,preposição,6.8,1.7,1.7,8,18.2,10,0,0,0,0,10
domus,reduco,verbo,20.2,6.4,4.9,10.3,41.8,20,0,0,0,20,0
domus,euerto,verbo,19.8,6.3,4.8,10.3,41.2,20,0,0,0,20,0
domus,pateo,verbo,16.6,5.4,4.3,10.2,36.5,20,0,0,0,20,0
domus,inde,advérbio,14.9,5,4,10.1,34,20,0,0,20,0,0
domus,dimitto,verbo,14.2,4.8,3.9,10.1,33,20,0,0,0,20,0
domus,suus,determinante,28.6,3,2.6,10,44.2,20,0,0,0,0,0
domus,meus,determinante,17.6,2.8,2.5,9.8,32.7,20,0,0,0,0,0
domus,tuus,determinante,10,2.4,2.2,9.5,24.1,20,0,0,0,0,0
domus,uenio,verbo,6.4,2.3,2.2,9.4,20.3,20,0,0,0,20,0
dono,ciuitas,substantivo,26.6,6.2,4.9,10.3,48,20,0,20,0,0,0
donum,que,conj.coord.,10.4,2.7,2.6,8.1,23.8,20,0,0,0,0,0
dubito,quin,conj.subord.,217.3,8.4,6.2,12.4,244.3,50,0,0,0,0,50
dubito,an2,conj.subord.,21.4,6.6,5.1,10.7,43.8,20,0,0,0,0,20
dubito,num,advérbio,15.7,5.2,4.2,10.4,35.5,20,0,0,20,0,0
dubito,quisquam,pronome,17,4.5,3.7,10.2,35.4,20,0,0,0,0,0
dubito,non,advérbio,145.1,3.8,3.2,10.1,162.2,40,0,0,40,0,0
dubito,debeo,verbo,9.8,3.7,3.2,9.8,26.5,20,0,0,0,20,0
dubito,nec,conj.coord.,9.5,3,2.7,9.4,24.6,20,0,0,0,0,0
dubito,quis,pronome,13.4,2.2,2.2,9,26.8,20,0,0,0,0,0
dubito,enim,advérbio,6.2,2.2,2.2,9,19.6,20,0,0,20,0,0
dubius,quin,conj.subord.,21.1,6.5,5.2,10.8,43.6,20,0,0,0,0,20
dubius,sum,verbo,19.4,2.1,2.1,8.1,31.7,20,0,0,0,20,0
duco,exercitus,substantivo,69.3,5.6,4.4,11.1,90.4,30,0,30,0,0,0
duco,numerus,substantivo,14.4,4.9,3.9,10.2,33.4,20,0,20,0,0,0
duco,uia,substantivo,13.2,4.6,3.7,10.1,31.6,20,0,20,0,0,0
duco,ita,advérbio,5.5,2.5,2.3,9.2,19.5,20,0,0,20,0,0
duco,sum,verbo,8.9,1.1,1.3,8.4,19.7,20,0,0,0,20,0
dulcis,qua,advérbio,15.6,3.6,3.1,9.1,31.4,20,0,0,20,0,0
dulcis,et,conj.coord.,7,1.7,1.9,7.8,18.4,10,0,0,0,0,0
dum,adsum,verbo,13.2,4.6,3.6,10,31.4,20,0,0,0,20,0
dum,exspecto,verbo,11.1,4,3.2,9.9,28.2,20,0,0,0,20,0
dum,uiuo,verbo,9.3,3.6,2.9,9.7,25.5,20,0,0,0,20,0
dum,uolo,verbo,6.3,2.3,2,9.2,19.8,20,0,0,0,20,0
dum,hic,determinante,17.8,1.9,1.8,9.1,30.6,20,0,0,0,0,0
dum,ne,conj.subord.,6.2,2,1.8,9.1,19.1,20,0,0,0,0,20
duo,legio,substantivo,72.6,5.8,4.5,11.2,94.1,30,0,30,0,0,0
duo,mille,numeral,32.5,5.3,4.2,10.7,52.7,20,0,0,0,0,0
duo,consul,substantivo,37.4,4.4,3.6,10.6,56,20,0,20,0,0,0
duo,piscis,substantivo,26.2,7.9,5.8,10.4,50.3,20,0,20,0,0,0
duo,cohors,substantivo,18.4,5.9,4.6,10.3,39.2,20,0,20,0,0,0
duo,praeterea,advérbio,14.4,4.9,3.9,10.1,33.3,20,0,0,20,0,0
duo,inter,preposição,17.6,3.9,3.3,10.1,34.9,20,0,0,0,0,20
duo,rex,substantivo,13,3.7,3.1,10,29.8,20,0,20,0,0,0
duo,castra,substantivo,9.1,3.5,3,9.8,25.4,20,0,20,0,0,0
duo,urbs,substantivo,6.4,2.8,2.5,9.5,21.2,20,0,20,0,0,0
duo,pars,substantivo,6,2.6,2.4,9.4,20.4,20,0,20,0,0,0
duo,aut,conj.coord.,5.4,1.8,1.8,9.1,18.1,10,0,0,0,0,0
duo,hic,determinante,12.2,1.6,1.7,9,24.5,20,0,0,0,0,0
duo,cum,conj.subord.,5.6,1.3,1.5,8.8,17.2,10,0,0,0,0,10
durus,atque,conj.coord.,19.4,3.3,2.9,8.9,34.5,20,0,0,0,0,0
durus,sum,verbo,5.1,1.3,1.6,7.5,15.5,10,0,0,0,10,0
dux,idem,determinante,14.9,3.5,3,9.7,31.1,20,0,0,0,0,0
dux,bellum,substantivo,7.2,3,2.7,9.3,22.2,20,0,20,0,0,0
dux,tu,pronome,5.9,1.7,1.8,8.6,18,10,0,0,0,0,0
ea,usque,advérbio,188.4,8.4,6.2,12.3,215.3,40,0,0,40,0,0
ea,magis,advérbio,89.9,5.5,4.4,11.1,110.9,30,0,0,30,0,0
ea,conuenio,verbo,15.8,5.2,4.2,10.3,35.5,20,0,0,0,20,0
ea,peruenio,verbo,15.7,5.2,4.2,10.3,35.4,20,0,0,0,20,0
ea,uenio,verbo,29.3,4,3.4,10.2,46.9,20,0,0,0,20,0
ea,facile,advérbio,13.4,4.6,3.8,10.1,31.9,20,0,0,20,0,0
ea,quidem,advérbio,5.3,2.5,2.3,9.1,19.2,20,0,0,20,0,0
ea,sui,pronome,10.5,2.2,2.1,9.1,23.9,20,0,0,0,0,0
ea,ut,conj.subord.,10.3,1.9,1.9,8.9,23,20,0,0,0,0,20
ea,que,conj.coord.,10.3,1.8,1.8,8.8,22.7,20,0,0,0,0,0
ecce,sed,conj.coord.,12.8,3.6,2.9,8.5,27.8,20,0,0,0,0,0
edico,ut,conj.subord.,11.8,4.2,3.5,7.8,27.3,20,0,0,0,0,20
edo,opera,substantivo,35,7.8,5.9,11.2,59.9,30,0,30,0,0,0
educo,gladius,substantivo,28.5,8.3,6.3,11.4,54.5,20,0,20,0,0,0
educo,castra,substantivo,27.9,6.5,5.1,10.6,50.1,20,0,20,0,0,0
educo,et,conj.coord.,5.4,1.8,1.8,7.5,16.5,10,0,0,0,0,0
efficio,possum,verbo,64,4.1,3.4,10,81.5,30,0,0,0,30,0
efficio,ut,conj.subord.,53.1,3.4,2.9,9.6,69,30,0,0,0,0,30
ego,ad,preposição,147.5,1.9,1.6,11,162,40,0,0,0,0,40
ego,ab,preposição,111.5,1.8,1.6,10.8,125.7,40,0,0,0,0,40
ego,qui,pronome,46,0.8,0.9,10.7,58.4,30,0,0,0,0,0
ego,cum,conj.subord.,57,1.2,1.2,10.6,70,30,0,0,0,0,30
ego,hic,determinante,43.3,1,1.1,10.6,56,20,0,0,0,0,0
ego,quidem,advérbio,78.7,2.4,2,10.4,93.5,30,0,0,30,0,0
ego,quis,pronome,25.2,1,1,10.4,37.6,20,0,0,0,0,0
ego,uideo,verbo,39.3,1.4,1.3,10.3,52.3,20,0,0,0,20,0
ego,si,conj.subord.,24.4,1,1.1,10.3,36.8,20,0,0,0,0,20
ego,de,preposição,34,1.3,1.3,10.3,46.9,20,0,0,0,0,20
ego,tu,pronome,17.4,0.8,0.9,10.3,29.4,20,0,0,0,0,0
ego,ut,conj.subord.,9.7,0.6,0.8,10.2,21.3,20,0,0,0,0,20
ego,scribo,verbo,74.4,2.7,2.2,10.2,89.5,30,0,0,0,30,0
ego,ipse,determinante,24.6,1.2,1.2,10.1,37.1,20,0,0,0,0,0
ego,uero,advérbio,75,3,2.3,10.1,90.4,30,0,0,30,0,0
ego,autem,conj.coord.,52.1,2.2,1.9,10.1,66.3,30,0,0,0,0,0
ego,credo,verbo,73.4,3.2,2.5,10,89.1,30,0,0,0,30,0
ego,enim,advérbio,16.5,1.1,1.2,9.9,28.7,20,0,0,20,0,0
ego,ne,conj.subord.,10.9,0.9,1,9.9,22.7,20,0,0,0,0,20
ego,tuus,determinante,13.1,1.1,1.2,9.8,25.2,20,0,0,0,0,0
ego,quod,conj.subord.,12.1,1.1,1.1,9.8,24.1,20,0,0,0,0,20
ego,nihil,pronome,12.2,1.1,1.2,9.7,24.2,20,0,0,0,0,0
ego,nunc,advérbio,19.9,1.7,1.5,9.6,32.7,20,0,0,20,0,0
ego,inquam,verbo,22.3,1.9,1.7,9.5,35.4,20,0,0,0,20,0
ego,ita,advérbio,10.8,1.2,1.2,9.5,22.7,20,0,0,20,0,0
ego,uolo,verbo,6,0.9,1,9.5,17.4,10,0,0,0,10,0
ego,apud,preposição,22,2.1,1.8,9.4,35.3,20,0,0,0,0,20
ego,puto,verbo,8.1,1.1,1.2,9.4,19.8,20,0,0,0,20,0
ego,pro,preposição,13.9,1.6,1.5,9.4,26.4,20,0,0,0,0,20
ego,nam,advérbio,8.4,1.2,1.2,9.3,20.1,20,0,0,20,0,0
egredior,nauis,substantivo,30.8,7,5.4,10.9,54.1,20,0,20,0,0,0
egredior,ex,preposição,12.9,3.7,3.2,8.8,28.6,20,0,0,0,0,20
egregius,ciuis,substantivo,28.8,5.6,4.5,10.4,49.3,20,0,20,0,0,0
egregius,uir,substantivo,11.7,4.2,3.5,9.5,28.9,20,0,20,0,0,0
enim,neque,conj.coord.,183.4,3.7,3.1,11.3,201.5,40,0,0,0,0,0
enim,quis,pronome,179.1,2.5,2.4,11.1,195.1,40,0,0,0,0,0
enim,sum,verbo,116.2,1.3,1.6,10.6,129.7,40,0,0,0,40,0
enim,non,advérbio,60.7,1.5,1.7,10.5,74.4,30,0,0,30,0,0
enim,iam,advérbio,34,2.2,2.2,10.3,48.7,20,0,0,20,0,0
enim,sic,advérbio,33.7,2.7,2.5,10.2,49.1,20,0,0,20,0,0
enim,hic,determinante,20.9,1,1.4,10.2,33.5,20,0,0,0,0,0
enim,nec,conj.coord.,24.3,2,2.1,10.2,38.6,20,0,0,0,0,0
enim,nullus,determinante,23.9,2.1,2.1,10.2,38.3,20,0,0,0,0,0
enim,nihil,pronome,21,1.8,1.9,10.2,34.9,20,0,0,0,0,0
enim,ego,pronome,11.3,0.9,1.3,10.1,23.6,20,0,0,0,0,0
enim,ipse,determinante,13.7,1.3,1.6,10.1,26.7,20,0,0,0,0,0
enim,at,conj.coord.,25.6,2.7,2.5,10,40.8,20,0,0,0,0,0
enim,dico,verbo,11.2,1.1,1.5,10,23.8,20,0,0,0,20,0
enim,ille,determinante,7,0.7,1.2,9.9,18.8,20,0,0,0,0,0
enim,multus,determinante,10.5,1.3,1.6,9.9,23.3,20,0,0,0,0,0
enim,uideo,verbo,7.8,1,1.4,9.9,20.1,20,0,0,0,20,0
enim,possum,verbo,5.1,0.8,1.2,9.8,16.9,10,0,0,0,10,0
enim,scio,verbo,14.9,2.1,2.1,9.8,28.9,20,0,0,0,20,0
enim,numquam,advérbio,17.5,2.5,2.4,9.8,32.2,20,0,0,20,0,0
enim,iste,determinante,7.7,1.3,1.6,9.8,20.4,20,0,0,0,0,0
enim,saepe,advérbio,13.2,2.2,2.2,9.7,27.3,20,0,0,20,0,0
enim,nemo,pronome,12.4,2.1,2.1,9.7,26.3,20,0,0,0,0,0
enim,tam,advérbio,7.2,1.4,1.7,9.6,19.9,20,0,0,20,0,0
enim,quisque,determinante,13.6,2.4,2.3,9.6,27.9,20,0,0,0,0,0
enim,ita,advérbio,5.6,1.2,1.5,9.6,17.9,10,0,0,10,0,0
enim,nosco,verbo,15.7,2.9,2.6,9.5,30.7,20,0,0,0,20,0
enim,umquam,advérbio,9.7,2.3,2.3,9.4,23.7,20,0,0,20,0,0
enim,credo,verbo,6.4,1.8,1.9,9.3,19.4,20,0,0,0,20,0
enim,quisquam,pronome,6.4,1.8,1.9,9.3,19.4,20,0,0,0,0,0
eo,quacumque,advérbio,42.7,7.7,5.7,11,67.1,30,0,0,30,0,0
eo,sagum,substantivo,28.5,8.5,6.2,10.6,53.8,20,0,20,0,0,0
eo,obuiam,advérbio,27.9,8.4,6.1,10.6,53,20,0,0,20,0,0
eo,uia,substantivo,19,4.8,3.9,10.4,38.1,20,0,20,0,0,0
eo,nolo,verbo,12.3,4.4,3.6,10,30.3,20,0,0,0,20,0
eo,legio,substantivo,11.1,4,3.4,9.9,28.4,20,0,20,0,0,0
eo,sic,advérbio,7.1,3,2.6,9.5,22.2,20,0,0,20,0,0
eo,uirtus,substantivo,6.8,2.9,2.6,9.4,21.7,20,0,20,0,0,0
eo,in,preposição,20.1,1.8,1.8,9,32.7,20,0,0,0,0,20
epistula,Epicurus,nome próprio,21,6.5,5.1,10.7,43.3,20,0,0,0,0,0
epistula,tuus,determinante,84.7,4.8,3.9,10.7,104.1,30,0,0,0,0,0
epistula,mitto,verbo,9.2,3.5,3.1,9.7,25.5,20,0,0,0,20,0
epistula,scribo,verbo,8.3,3.3,2.9,9.5,24,20,0,0,0,20,0
epistula,meus,determinante,11.9,3,2.7,9.4,27,20,0,0,0,0,0
epistula,hic,determinante,16,2.1,2,8.9,29,20,0,0,0,0,0
eques,romanus,adjetivo,350.3,6.9,5.3,12,374.5,50,50,0,0,0,0
eques,noster,determinante,27.1,3.8,3.2,10,44.1,20,0,0,0,0,0
eques,ab,preposição,6.7,1.8,1.9,8.8,19.2,20,0,0,0,0,20
equus,ut,conj.subord.,6,1.9,1.9,8.3,18.1,10,0,0,0,0,10
equus,in,preposição,5.5,1.5,1.6,8,16.6,10,0,0,0,0,10
ergo,quomodo,advérbio,32.3,6.1,4.7,10.8,53.9,20,0,0,20,0,0
ergo,quis,pronome,163.8,4.3,3.4,10.5,182,40,0,0,0,0,0
ergo,inquam,verbo,24.7,4.3,3.5,10.3,42.8,20,0,0,0,20,0
ergo,hic,determinante,46.1,2.7,2.4,9.5,60.7,30,0,0,0,0,0
ergo,ille,determinante,19.6,2.3,2.1,9.2,33.2,20,0,0,0,0,0
ergo,sum,verbo,8.2,1.1,1.2,8.4,18.9,20,0,0,0,20,0
eripio,periculum,substantivo,11.8,4.2,3.5,9.9,29.4,20,0,20,0,0,0
eripio,possum,verbo,10.5,2.4,2.2,8.9,24,20,0,0,0,20,0
eripio,ex,preposição,6.1,2.2,2.1,8.8,19.2,20,0,0,0,0,20
erro,uehementer,advérbio,33.3,7.5,5.7,11.2,57.7,30,0,0,30,0,0
et,dico,verbo,7.6,0.6,0.6,9.8,18.6,10,0,0,0,10,0
et,magnus,adjetivo,14.8,0.8,0.8,9.8,26.2,20,20,0,0,0,0
et,uenio,verbo,15.2,1.1,0.9,9.4,26.6,20,0,0,0,20,0
et,bonus,adjetivo,17.2,1.2,1,9.4,28.8,20,20,0,0,0,0
et,fortis,adjetivo,49,2.4,1.8,9.3,62.5,30,30,0,0,0,0
et,animus,substantivo,6.2,0.7,0.7,9.3,16.9,10,0,10,0,0,0
et,nam,advérbio,6.3,0.8,0.8,9,16.9,10,0,0,10,0,0
et,uis,substantivo,16.6,1.5,1.2,9,28.3,20,0,20,0,0,0
et,grauis,adjetivo,20,1.7,1.4,8.9,32,20,20,0,0,0,0
et,simul,advérbio,30.2,2.4,1.8,8.8,43.2,20,0,0,20,0,0
et,auctoritas,substantivo,12.8,1.5,1.2,8.7,24.2,20,0,20,0,0,0
et,ceterus,determinante,6.4,1,0.9,8.6,16.9,10,0,0,0,0,0
et,statim,advérbio,26.8,2.6,1.9,8.6,39.9,20,0,0,20,0,0
et,clarus,adjetivo,20.4,2.2,1.6,8.6,32.8,20,20,0,0,0,0
et,aio,verbo,15.4,1.8,1.4,8.6,27.2,20,0,0,0,20,0
et,corpus,substantivo,7.1,1.1,1,8.6,17.8,10,0,10,0,0,0
et,mos,substantivo,9.8,1.4,1.2,8.5,20.9,20,0,20,0,0,0
et,studium,substantivo,5.3,1,0.9,8.5,15.7,10,0,10,0,0,0
et,laus,substantivo,11.4,1.6,1.3,8.4,22.7,20,0,20,0,0,0
et,cogito,verbo,7,1.3,1.1,8.3,17.7,10,0,0,0,10,0
et,cognosco,verbo,6.4,1.2,1,8.3,16.9,10,0,0,0,10,0
et,constituo,verbo,6.4,1.3,1.1,8.3,17.1,10,0,0,0,10,0
et,furor,substantivo,17.2,2.5,1.8,8.2,29.7,20,0,20,0,0,0
et,ea,advérbio,6.7,1.4,1.2,8.2,17.5,10,0,0,10,0,0
et,ignis,substantivo,9.8,1.9,1.5,8.1,21.3,20,0,20,0,0,0
et,exeo,verbo,9.6,1.9,1.4,8.1,21,20,0,0,0,20,0
et,rogo,verbo,7.5,1.6,1.3,8.1,18.5,10,0,0,0,10,0
et,religio,substantivo,7.1,1.5,1.2,8.1,17.9,10,0,10,0,0,0
et,amo,verbo,5.6,1.3,1.1,8.1,16.1,10,0,0,0,10,0
et,ingenium,substantivo,5.5,1.3,1.1,8.1,16,10,0,10,0,0,0
etiam,sed,conj.coord.,653.4,4,3.3,11.9,672.6,50,0,0,0,0,0
etiam,uerum,advérbio,427.2,6.5,4.7,11.7,450.1,50,0,0,50,0,0
etiam,si,conj.subord.,188,2.7,2.5,11.2,204.4,40,0,0,0,0,40
etiam,tum,advérbio,60.6,3,2.7,10.6,76.9,30,0,0,30,0,0
etiam,quin,conj.subord.,83.1,4.8,3.8,10.5,102.2,30,0,0,0,0,30
etiam,nunc,advérbio,35.7,2.6,2.4,10.3,51,20,0,0,20,0,0
etiam,ille,determinante,16.6,1.1,1.3,10.1,29.1,20,0,0,0,0,0
etiam,atque,conj.coord.,13.7,1,1.3,10.1,26.1,20,0,0,0,0,0
etiam,aut,conj.coord.,12.9,1.3,1.5,10,25.7,20,0,0,0,0,0
etiam,qui,pronome,5,0.4,0.9,9.9,16.2,10,0,0,0,0,0
etiam,multo,advérbio,25.5,3.7,3.1,9.7,42,20,0,0,20,0,0
etiam,multus,determinante,5.1,1,1.3,9.6,17,10,0,0,0,0,0
etiam,deinde,advérbio,16.3,2.7,2.5,9.6,31.1,20,0,0,20,0,0
etiam,studium,substantivo,12.5,2.3,2.2,9.6,26.6,20,0,20,0,0,0
etiam,accedo,verbo,17.7,3.1,2.7,9.6,33.1,20,0,0,0,20,0
etiam,addo,verbo,23.2,4.2,3.4,9.5,40.3,20,0,0,0,20,0
etiam,nonnullus,determinante,22.9,4.2,3.4,9.5,40,20,0,0,0,0,0
etiam,num,advérbio,14.9,3.1,2.7,9.4,30.1,20,0,0,20,0,0
etiam,sine,preposição,5.7,1.5,1.7,9.4,18.3,10,0,0,0,0,10
etiam,spes,substantivo,6.3,1.8,1.8,9.3,19.2,20,0,20,0,0,0
etiam,saepe,advérbio,5.7,1.7,1.8,9.3,18.5,10,0,0,10,0,0
etiam,posteri,substantivo,20.9,5.4,4.1,9.1,39.5,20,0,20,0,0,0
etiam,plane,advérbio,12.3,3.6,3,9.1,28,20,0,0,20,0,0
etiam,augeo,verbo,11.5,3.4,2.9,9,26.8,20,0,0,0,20,0
etiam,necesse,advérbio,8.5,2.8,2.5,9,22.8,20,0,0,20,0,0
etiam,spero,verbo,5.5,2.1,2.1,9,18.7,10,0,0,0,10,0
etiam,oculus,substantivo,5.4,2.1,2,9,18.5,10,0,10,0,0,0
etiam,post,preposição,5.3,2.1,2,9,18.4,10,0,0,0,0,10
etiam,obsum,verbo,15.5,5.3,4.1,8.8,33.7,20,0,0,0,20,0
etiam,imperitus,adjetivo,12.3,4.4,3.6,8.8,29.1,20,20,0,0,0,0
ex,is,determinante,89.4,1.6,1.6,10.7,103.3,30,0,0,0,0,0
ex,qui,pronome,105.3,1.4,1.5,10.6,118.8,40,0,0,0,0,0
ex,urbs,substantivo,80.2,3.4,2.8,10.6,97,30,0,30,0,0,0
ex,omnis,determinante,51.9,1.7,1.7,10.5,65.8,30,0,0,0,0,0
ex,hic,determinante,38.2,1.2,1.4,10.4,51.2,20,0,0,0,0,0
ex,unus,determinante,37.5,2.4,2.1,10.3,52.3,20,0,0,0,0,0
ex,pars,substantivo,41.8,2.8,2.4,10.2,57.2,30,0,30,0,0,0
ex,aliquis,pronome,33.2,2.3,2.1,10.2,47.8,20,0,0,0,0,0
ex,ille,determinante,15.5,1,1.2,10.1,27.8,20,0,0,0,0,0
ex,senatus,substantivo,29.3,2.3,2.1,10.1,43.8,20,0,20,0,0,0
ex,castra,substantivo,39.6,3.2,2.7,10,55.5,20,0,20,0,0,0
ex,locus,substantivo,20.9,2,1.9,10,34.8,20,0,20,0,0,0
ex,alius,determinante,15.3,1.6,1.6,9.9,28.4,20,0,0,0,0,0
ex,sui,pronome,5.9,0.8,1,9.8,17.5,10,0,0,0,0,0
ex,ager,substantivo,26.7,3.3,2.7,9.7,42.4,20,0,20,0,0,0
ex,tuus,determinante,5.9,1.1,1.2,9.6,17.8,10,0,0,0,0,0
ex,iter,substantivo,20.1,2.9,2.5,9.6,35.1,20,0,20,0,0,0
ex,manus,substantivo,12.2,2,1.8,9.6,25.6,20,0,20,0,0,0
ex,uita,substantivo,9,1.6,1.6,9.5,21.7,20,0,20,0,0,0
ex,fuga,substantivo,25,3.6,2.9,9.5,41,20,0,20,0,0,0
ex,littera,substantivo,12.4,2.1,2,9.5,26,20,0,20,0,0,0
ex,oppidum,substantivo,22.1,3.3,2.8,9.5,37.7,20,0,20,0,0,0
ex,captiuus,substantivo,53.5,7.8,4.9,9.4,75.6,30,0,30,0,0,0
ex,Sicilia,nome próprio,26.2,4.1,3.3,9.4,43,20,0,0,0,0,0
ex,exeo,verbo,19.8,3.4,2.8,9.4,35.4,20,0,0,0,20,0
ex,prouincia,substantivo,9.7,2.1,2,9.3,23.1,20,0,20,0,0,0
ex,praeceptum,substantivo,24,4.4,3.4,9.2,41,20,0,20,0,0,0
ex,primum,advérbio,5.1,1.6,1.6,9.1,17.4,10,0,0,10,0,0
ex,contrarium,substantivo,33.4,6.7,4.6,9.1,53.8,20,0,20,0,0,0
ex,Italia,nome próprio,9.1,2.5,2.2,9,22.8,20,0,0,0,0,0
excipio,et,conj.coord.,6.6,1.7,1.8,7.8,17.9,10,0,0,0,0,0
exemplum,uetus,adjetivo,19.7,6.2,4.9,10.7,41.5,20,20,0,0,0,0
exemplum,malus,adjetivo,17.6,5.7,4.5,10.5,38.3,20,20,0,0,0,0
exemplum,per,preposição,8.6,3.4,2.9,9.3,24.2,20,0,0,0,0,20
exeo,inde,advérbio,28.9,6.7,5.2,11,51.8,20,0,0,20,0,0
exeo,domus2,substantivo,15.2,5.1,4.1,10.3,34.7,20,0,20,0,0,0
exeo,ex,preposição,18.3,3.2,2.8,9.4,33.7,20,0,0,0,0,20
exeo,de,preposição,9.3,2.5,2.4,8.9,23.1,20,0,0,0,0,20
