"lemma","Prosa histórica_Freq","Prosa histórica_NormFreq","Prosa filosófica_Freq","Prosa filosófica_NormFreq","Prosa oratória_Freq","Prosa oratória_NormFreq","Prosa epistolográfica_Freq","Prosa epistolográfica_NormFreq","Poesia lírica_Freq","Poesia lírica_NormFreq","Poesia didática_Freq","Poesia didática_NormFreq","Poesia trágica_Freq","Poesia trágica_NormFreq","Poesia épica_Freq","Poesia épica_NormFreq","Prosa ficcional_Freq","Prosa ficcional_NormFreq","genre_DP"
"grauo",1,0.243433384454344,2,0.329483863527784,1,0.0960125968527071,0,0,0,0,1,0.848248367121893,4,3.47463516330785,0,0,0,0,0.486600583341903
"gregarius",2,0.486866768908688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"grex",1,0.243433384454344,2,0.329483863527784,6,0.576075581116242,2,0.529955748694984,3,2.52376545806343,6,5.08949020273136,11,9.55524669909659,0,0,2,4.49337227589306,0.529265499905832
"gubernator",1,0.243433384454344,4,0.658967727055567,2,0.192025193705414,0,0,0,0,0,0,0,0,0,0,0,0,0.361484413725212
"gula",1,0.243433384454344,3,0.494225795291676,1,0.0960125968527071,0,0,0,0,1,0.848248367121893,0,0,0,0,0,0,0.43966767305277
"gustus",1,0.243433384454344,1,0.164741931763892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.647198699439497
"habeo",198,48.1998101219601,299,49.2578375974037,325,31.2040939771298,175,46.3711280108111,30,25.2376545806343,32,27.1439477479006,7,6.08061153578874,2,3.86100386100386,39,87.6207593799146,0.143231391896714
"habitus",4,0.973733537817376,8,1.31793545411113,4,0.384050387410828,0,0,0,0,1,0.848248367121893,0,0,1,1.93050193050193,0,0,0.366156618018894
"haedui",56,13.6322695294433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"haeduus",6,1.46060030672606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"Harudes",3,0.730300153363032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"haruspex",1,0.243433384454344,0,0,2,0.192025193705414,0,0,0,0,0,0,0,0,0,0,0,0,0.496580482580046
"hasta",1,0.243433384454344,2,0.329483863527784,1,0.0960125968527071,0,0,1,0.84125515268781,0,0,2,1.73731758165393,1,1.93050193050193,0,0,0.440527607447026
"haud",16,3.89493415126951,10,1.64741931763892,4,0.384050387410828,3,0.794933623042476,6,5.04753091612686,2,1.69649673424379,11,9.55524669909659,5,9.65250965250965,0,0,0.425210260747591
"haudquaquam",1,0.243433384454344,1,0.164741931763892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.647198699439497
"haurio",1,0.243433384454344,6,0.988451590583351,3,0.288037790558121,0,0,3,2.52376545806343,0,0,6,5.21195274496178,1,1.93050193050193,0,0,0.490527607447026
"hebesco",1,0.243433384454344,0,0,1,0.0960125968527071,0,0,0,0,0,0,0,0,0,0,0,0,0.496580482580046
"heluetii",62,15.0928698361693,0,0,0,0,2,0.529955748694984,0,0,0,0,0,0,0,0,0,0,0.826357343036698
"heluetius",4,0.973733537817376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"hercynius",2,0.486866768908688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"hereditas",2,0.486866768908688,1,0.164741931763892,5,0.480062984263535,4,1.05991149738997,0,0,0,0,0,0,0,0,0,0,0.282431976503022
"hiberna",11,2.67776722899778,0,0,1,0.0960125968527071,4,1.05991149738997,0,0,0,0,0,0,1,1.93050193050193,0,0,0.650013141402923
"hic",440,107.110689159911,826,136.076835636975,1705,163.701477633866,405,107.316039110734,159,133.759569277362,106,89.9143269149207,75,65.1494093120222,45,86.8725868725869,22,49.4270950348236,0.0984363033023487
"hic2",6,1.46060030672606,12,1.9769031811667,44,4.22455426151911,33,8.74426985346724,16,13.460082443005,9,7.63423530409704,3,2.60597637248089,15,28.957528957529,2,4.49337227589306,0.290589481127661
"hiemo",10,2.43433384454344,0,0,1,0.0960125968527071,2,0.529955748694984,0,0,0,0,0,0,0,0,0,0,0.64986909336993
"hiems",10,2.43433384454344,5,0.823709658819459,6,0.576075581116242,1,0.264977874347492,5,4.20627576343905,0,0,1,0.868658790826963,2,3.86100386100386,0,0,0.365114451866205
"hinc",13,3.16463399790647,12,1.9769031811667,32,3.07240309928663,6,1.58986724608495,18,15.1425927483806,4,3.39299346848757,25,21.7164697706741,14,27.027027027027,0,0,0.360613670399065
"hio",1,0.243433384454344,0,0,0,0,0,0,1,0.84125515268781,0,0,1,0.868658790826963,0,0,0,0,0.776499093559245
"hispani",1,0.243433384454344,1,0.164741931763892,2,0.192025193705414,0,0,0,0,0,0,0,0,0,0,0,0,0.286171838982845
"Hispania",6,1.46060030672606,3,0.494225795291676,8,0.768100774821657,2,0.529955748694984,0,0,0,0,0,0,0,0,0,0,0.233422587843204
"hispanus",2,0.486866768908688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"hodie",1,0.243433384454344,7,1.15319352234724,9,0.864113371674364,5,1.32488937173746,2,1.68251030537562,0,0,2,1.73731758165393,0,0,0,0,0.193052549566271
"homo",103,25.0736385987974,150,24.7112897645838,469,45.0299079239196,106,28.0876546808341,16,13.460082443005,21,17.8132157095598,0,0,8,15.4440154440154,25,56.1671534486632,0.173655940554637
"honeste",2,0.486866768908688,10,1.64741931763892,10,0.960125968527071,7,1.85484512043244,0,0,0,0,0,0,0,0,0,0,0.244983080210833
"honesto",1,0.243433384454344,1,0.164741931763892,4,0.384050387410828,0,0,0,0,0,0,0,0,0,0,0,0,0.329913815913379
"honestus",6,1.46060030672606,30,4.94225795291676,42,4.0325290678137,7,1.85484512043244,3,2.52376545806343,0,0,1,0.868658790826963,0,0,0,0,0.237553259991091
"honor",18,4.38180092017819,31,5.10699988468065,91,8.73714631359634,7,1.85484512043244,11,9.25380667956591,7,5.93773856985325,0,0,8,15.4440154440154,1,2.24668613794653,0.211997489752165
"honorificus",2,0.486866768908688,0,0,3,0.288037790558121,3,0.794933623042476,0,0,0,0,0,0,0,0,0,0,0.365765309836355
"hora",9,2.1909004600891,16,2.63587090822227,13,1.24816375908519,10,2.64977874347492,7,5.88878606881467,2,1.69649673424379,2,1.73731758165393,0,0,2,4.49337227589306,0.181062386183482
"hordeonius",1,0.243433384454344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"horreo",1,0.243433384454344,4,0.658967727055567,2,0.192025193705414,2,0.529955748694984,1,0.84125515268781,2,1.69649673424379,10,8.68658790826963,0,0,0,0,0.468936481711577
"horror",1,0.243433384454344,0,0,0,0,0,0,0,0,0,0,4,3.47463516330785,0,0,0,0,0.817703151918084
"hortor",18,4.38180092017819,11,1.81216124940281,10,0.960125968527071,10,2.64977874347492,1,0.84125515268781,1,0.848248367121893,1,0.868658790826963,0,0,0,0,0.266383526695807
"hospes",3,0.730300153363032,8,1.31793545411113,21,2.01626453390685,6,1.58986724608495,1,0.84125515268781,0,0,7,6.08061153578874,2,3.86100386100386,0,0,0.206113448946414
"hospitium",3,0.730300153363032,4,0.658967727055567,9,0.864113371674364,1,0.264977874347492,1,0.84125515268781,1,0.848248367121893,0,0,3,5.79150579150579,0,0,0.175312858349764
"hostilis",1,0.243433384454344,5,0.823709658819459,5,0.480062984263535,0,0,1,0.84125515268781,1,0.848248367121893,2,1.73731758165393,0,0,0,0,0.267618747205285
"hostis",192,46.7392098152341,24,3.9538063623334,171,16.4181540618129,5,1.32488937173746,3,2.52376545806343,7,5.93773856985325,6,5.21195274496178,2,3.86100386100386,0,0,0.381946336238582
"huiusmodi",8,1.94746707563475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"humana",1,0.243433384454344,8,1.31793545411113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.678480245291688
"humanitas",2,0.486866768908688,5,0.823709658819459,33,3.16841569613933,11,2.91475661782241,0,0,1,0.848248367121893,0,0,0,0,0,0,0.354311812953504
"humanus",6,1.46060030672606,40,6.58967727055567,18,1.72822674334873,1,0.264977874347492,4,3.36502061075124,5,4.24124183560947,2,1.73731758165393,1,1.93050193050193,0,0,0.343886574687536
"humilis",2,0.486866768908688,11,1.81216124940281,6,0.576075581116242,1,0.264977874347492,1,0.84125515268781,3,2.54474510136568,1,0.868658790826963,0,0,0,0,0.308822805564125
"humus",1,0.243433384454344,4,0.658967727055567,1,0.0960125968527071,0,0,2,1.68251030537562,4,3.39299346848757,1,0.868658790826963,1,1.93050193050193,0,0,0.506806104869823
"iaceo",1,0.243433384454344,18,2.96535477175005,15,1.44018895279061,6,1.58986724608495,2,1.68251030537562,12,10.1789804054627,22,19.1104933981932,2,3.86100386100386,3,6.74005841383959,0.379142452226188
"iacio",5,1.21716692227172,6,0.988451590583351,10,0.960125968527071,2,0.529955748694984,1,0.84125515268781,2,1.69649673424379,2,1.73731758165393,0,0,1,2.24668613794653,0.106237820841599
"iacto",2,0.486866768908688,9,1.48267738587503,12,1.15215116223248,6,1.58986724608495,5,4.20627576343905,7,5.93773856985325,3,2.60597637248089,10,19.3050193050193,0,0,0.323034854287129
"iactura",1,0.243433384454344,1,0.164741931763892,3,0.288037790558121,2,0.529955748694984,0,0,1,0.848248367121893,0,0,0,0,0,0,0.217293607079597
"iam",49,11.9282358382629,118,19.4395479481392,303,29.0918168463702,109,28.8825883038766,19,15.9838479010684,13,11.0272287725846,55,47.776233495483,23,44.4015444015444,5,11.2334306897326,0.156350149401571
"iampridem",1,0.243433384454344,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.726792170293007
"ianua",2,0.486866768908688,1,0.164741931763892,2,0.192025193705414,0,0,2,1.68251030537562,2,1.69649673424379,0,0,0,0,2,4.49337227589306,0.487383094667204
"ianuarius",3,0.730300153363032,0,0,22,2.11227713075956,6,1.58986724608495,0,0,0,0,0,0,0,0,0,0,0.41138377325127
"ibi",37,9.00703522481073,5,0.823709658819459,13,1.24816375908519,21,5.56453536129733,0,0,5,4.24124183560947,1,0.868658790826963,0,0,5,11.2334306897326,0.452108448411925
"iccius",3,0.730300153363032,0,0,0,0,0,0,1,0.84125515268781,0,0,0,0,0,0,0,0,0.816403284677858
"Icelus",2,0.486866768908688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"ictus",1,0.243433384454344,8,1.31793545411113,1,0.0960125968527071,0,0,0,0,1,0.848248367121893,5,4.34329395413482,0,0,0,0,0.583822805564125
"idem",99,24.0999050609801,136,22.4049027198893,296,28.4197286684013,69,18.2834733299769,7,5.88878606881467,12,10.1789804054627,5,4.34329395413482,2,3.86100386100386,0,0,0.134414650484443
"identidem",1,0.243433384454344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"idoneus",15,3.65150076681516,3,0.494225795291676,4,0.384050387410828,4,1.05991149738997,0,0,0,0,0,0,0,0,0,0,0.457561401062238
"idus",2,0.486866768908688,0,0,2,0.192025193705414,14,3.70969024086489,1,0.84125515268781,0,0,0,0,0,0,0,0,0.617454453107996
"igitur",23,5.59896784244991,48,7.90761272466681,152,14.5939147216115,16,4.23964598955987,1,0.84125515268781,3,2.54474510136568,1,0.868658790826963,0,0,0,0,0.261923959215479
"ignarus",3,0.730300153363032,3,0.494225795291676,7,0.672088177968949,2,0.529955748694984,1,0.84125515268781,2,1.69649673424379,0,0,3,5.79150579150579,0,0,0.186154854050906
"ignauia",5,1.21716692227172,1,0.164741931763892,4,0.384050387410828,0,0,0,0,0,0,0,0,0,0,0,0,0.396580482580046
"ignauus",4,0.973733537817376,5,0.823709658819459,0,0,2,0.529955748694984,1,0.84125515268781,2,1.69649673424379,4,3.47463516330785,1,1.93050193050193,0,0,0.402007432868926
"ignis",8,1.94746707563475,22,3.62432249880562,6,0.576075581116242,0,0,15,12.6188272903172,8,6.78598693697515,24,20.8478109798471,7,13.5135135135135,0,0,0.49410769217141
"ignobilis",1,0.243433384454344,1,0.164741931763892,1,0.0960125968527071,0,0,1,0.84125515268781,0,0,1,0.868658790826963,1,1.93050193050193,0,0,0.425210260747591
"ignominia",1,0.243433384454344,12,1.9769031811667,14,1.3441763559379,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.357135924517576
"ignoro",2,0.486866768908688,7,1.15319352234724,18,1.72822674334873,15,3.97466811521238,1,0.84125515268781,2,1.69649673424379,0,0,0,0,0,0,0.245071384857375
"ignosco",6,1.46060030672606,4,0.658967727055567,19,1.82423934020143,9,2.38480086912743,5,4.20627576343905,1,0.848248367121893,2,1.73731758165393,0,0,0,0,0.187919282539595
"ignotus",3,0.730300153363032,7,1.15319352234724,6,0.576075581116242,3,0.794933623042476,5,4.20627576343905,2,1.69649673424379,5,4.34329395413482,2,3.86100386100386,0,0,0.286026884090602
"illa",3,0.730300153363032,11,1.81216124940281,3,0.288037790558121,4,1.05991149738997,4,3.36502061075124,4,3.39299346848757,4,3.47463516330785,1,1.93050193050193,3,6.74005841383959,0.363964419893374
"ille",142,34.5675405925169,753,124.050674618211,1097,105.32581874742,365,96.7169241368346,70,58.8878606881467,118,100.093307320383,53,46.0389159138291,29,55.984555984556,106,238.148730622332,0.133882311517319
"illecebra",2,0.486866768908688,2,0.329483863527784,5,0.480062984263535,0,0,0,0,0,0,0,0,0,0,0,0,0.286171838982845
"illicio",2,0.486866768908688,1,0.164741931763892,0,0,0,0,0,0,1,0.848248367121893,0,0,0,0,0,0,0.606334339719437
"illigo",1,0.243433384454344,1,0.164741931763892,2,0.192025193705414,0,0,1,0.84125515268781,0,0,0,0,0,0,0,0,0.255376424221206
"illustris",1,0.243433384454344,3,0.494225795291676,16,1.53620154964331,3,0.794933623042476,0,0,0,0,0,0,0,0,0,0,0.334625313456391
"Illyricum",5,1.21716692227172,0,0,6,0.576075581116242,0,0,0,0,0,0,0,0,0,0,0,0,0.496580482580046
"imago",1,0.243433384454344,6,0.988451590583351,15,1.44018895279061,1,0.264977874347492,6,5.04753091612686,3,2.54474510136568,1,0.868658790826963,2,3.86100386100386,0,0,0.281806364843271
"imaguncula",1,0.243433384454344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"imbecillus",1,0.243433384454344,7,1.15319352234724,3,0.288037790558121,0,0,0,0,0,0,0,0,0,0,0,0,0.425954992766436
"imber",3,0.730300153363032,3,0.494225795291676,2,0.192025193705414,0,0,2,1.68251030537562,1,0.848248367121893,5,4.34329395413482,2,3.86100386100386,0,0,0.439901456583086
"imbuo",3,0.730300153363032,2,0.329483863527784,7,0.672088177968949,0,0,1,0.84125515268781,0,0,0,0,0,0,0,0,0.301530270375052
"imitor",5,1.21716692227172,13,2.14164511293059,12,1.15215116223248,0,0,3,2.52376545806343,1,0.848248367121893,2,1.73731758165393,0,0,0,0,0.208483106925346
"immanis",2,0.486866768908688,0,0,14,1.3441763559379,2,0.529955748694984,1,0.84125515268781,0,0,0,0,5,9.65250965250965,0,0,0.413146915039522
"immanitas",1,0.243433384454344,1,0.164741931763892,7,0.672088177968949,0,0,0,0,0,0,0,0,0,0,0,0,0.416750917321126
"immensus",1,0.243433384454344,5,0.823709658819459,2,0.192025193705414,0,0,1,0.84125515268781,2,1.69649673424379,4,3.47463516330785,0,0,0,0,0.467618747205285
"immineo",1,0.243433384454344,6,0.988451590583351,5,0.480062984263535,2,0.529955748694984,2,1.68251030537562,1,0.848248367121893,4,3.47463516330785,2,3.86100386100386,0,0,0.301837160770444
"imminuo",3,0.730300153363032,1,0.164741931763892,7,0.672088177968949,2,0.529955748694984,0,0,0,0,0,0,0,0,0,0,0.288842232913278
"immitto",4,0.973733537817376,6,0.988451590583351,4,0.384050387410828,1,0.264977874347492,0,0,1,0.848248367121893,0,0,0,0,0,0,0.293834339719437
"immo",1,0.243433384454344,19,3.13009670351395,15,1.44018895279061,5,1.32488937173746,1,0.84125515268781,0,0,1,0.868658790826963,1,1.93050193050193,0,0,0.236752135994247
"immoderatus",3,0.730300153363032,3,0.494225795291676,3,0.288037790558121,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.247198699439497
"immolo",3,0.730300153363032,0,0,0,0,0,0,1,0.84125515268781,0,0,0,0,0,0,0,0,0.816403284677858
"immortalis",10,2.43433384454344,18,2.96535477175005,110,10.5613856537978,4,1.05991149738997,0,0,0,0,0,0,0,0,0,0,0.413621026867292
"immotus",1,0.243433384454344,3,0.494225795291676,0,0,0,0,0,0,0,0,3,2.60597637248089,1,1.93050193050193,0,0,0.606731665805866
"immunitas",1,0.243433384454344,0,0,5,0.480062984263535,0,0,0,0,0,0,0,0,0,0,0,0,0.496580482580046
"immuto",5,1.21716692227172,1,0.164741931763892,1,0.0960125968527071,2,0.529955748694984,0,0,0,0,0,0,0,0,0,0,0.504569948070785
"imparatus",3,0.730300153363032,1,0.164741931763892,2,0.192025193705414,0,0,0,0,0,0,0,0,0,0,0,0,0.357607343036698
"impatiens",1,0.243433384454344,2,0.329483863527784,0,0,0,0,0,0,1,0.848248367121893,2,1.73731758165393,0,0,0,0,0.566430148600823
"impedimentum",27,6.57270138026729,1,0.164741931763892,4,0.384050387410828,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.675789161218516
"impedio",9,2.1909004600891,18,2.96535477175005,17,1.63221414649602,15,3.97466811521238,3,2.52376545806343,2,1.69649673424379,0,0,0,0,0,0,0.180072125300269
"impeditus",13,3.16463399790647,0,0,3,0.288037790558121,0,0,0,0,0,0,0,0,0,0,0,0,0.670107343036698
"impello",13,3.16463399790647,12,1.9769031811667,9,0.864113371674364,5,1.32488937173746,1,0.84125515268781,1,0.848248367121893,3,2.60597637248089,2,3.86100386100386,0,0,0.241512921886042
"impendeo",4,0.973733537817376,4,0.658967727055567,12,1.15215116223248,5,1.32488937173746,0,0,0,0,0,0,0,0,0,0,0.205765309836355
"impensus",1,0.243433384454344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"imperator",21,5.11210107354123,7,1.15319352234724,113,10.8494234443559,3,0.794933623042476,0,0,0,0,0,0,0,0,0,0,0.427136038135601
"imperatorius",1,0.243433384454344,0,0,3,0.288037790558121,0,0,0,0,0,0,0,0,0,0,0,0,0.496580482580046
"imperatum",4,0.973733537817376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"imperitus",7,1.70403369118041,3,0.494225795291676,12,1.15215116223248,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.322667439101785
"imperium",75,18.2575038340758,17,2.80061283998616,111,10.6573982506505,8,2.11982299477994,4,3.36502061075124,1,0.848248367121893,6,5.21195274496178,7,13.5135135135135,0,0,0.321419742927053
"impero",34,8.2767350714477,12,1.9769031811667,25,2.40031492131768,6,1.58986724608495,0,0,1,0.848248367121893,2,1.73731758165393,0,0,1,2.24668613794653,0.277360429456451
"impetro",13,3.16463399790647,6,0.988451590583351,13,1.24816375908519,4,1.05991149738997,0,0,2,1.69649673424379,0,0,0,0,0,0,0.2114798254219
"impetus",33,8.03330168699335,24,3.9538063623334,32,3.07240309928663,6,1.58986724608495,1,0.84125515268781,7,5.93773856985325,5,4.34329395413482,0,0,1,2.24668613794653,0.199457671536603
"impius",2,0.486866768908688,0,0,21,2.01626453390685,0,0,2,1.68251030537562,1,0.848248367121893,17,14.7671994440584,2,3.86100386100386,0,0,0.473242723920908
"impleo",1,0.243433384454344,13,2.14164511293059,1,0.0960125968527071,0,0,1,0.84125515268781,4,3.39299346848757,1,0.868658790826963,3,5.79150579150579,2,4.49337227589306,0.561496785794944
"imploro",5,1.21716692227172,1,0.164741931763892,11,1.05613856537978,0,0,0,0,0,0,0,0,0,0,0,0,0.437756953168281
"impono",8,1.94746707563475,16,2.63587090822227,15,1.44018895279061,8,2.11982299477994,2,1.68251030537562,2,1.69649673424379,4,3.47463516330785,2,3.86100386100386,5,11.2334306897326,0.151786979210287
"importo",4,0.973733537817376,0,0,1,0.0960125968527071,0,0,0,0,1,0.848248367121893,0,0,0,0,0,0,0.650076316649971
"improbus",1,0.243433384454344,9,1.48267738587503,59,5.66474321430972,8,2.11982299477994,2,1.68251030537562,8,6.78598693697515,0,0,0,0,0,0,0.368223722352023
"improuiso",1,0.243433384454344,0,0,2,0.192025193705414,0,0,0,0,0,0,0,0,0,0,0,0,0.496580482580046
"improuisum",2,0.486866768908688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"improuisus",1,0.243433384454344,0,0,1,0.0960125968527071,1,0.264977874347492,0,0,0,0,0,0,1,1.93050193050193,0,0,0.458836670814687
"imprudens",1,0.243433384454344,2,0.329483863527784,4,0.384050387410828,1,0.264977874347492,1,0.84125515268781,3,2.54474510136568,0,0,0,0,1,2.24668613794653,0.287118408973164
"imprudentia",2,0.486866768908688,1,0.164741931763892,2,0.192025193705414,0,0,0,0,0,0,0,0,0,0,0,0,0.296580482580046
"impubes",1,0.243433384454344,0,0,1,0.0960125968527071,0,0,0,0,0,0,0,0,0,0,0,0,0.496580482580046
"impudicus",1,0.243433384454344,0,0,5,0.480062984263535,0,0,0,0,0,0,0,0,0,0,0,0,0.496580482580046
"impugno",2,0.486866768908688,0,0,0,0,0,0,0,0,1,0.848248367121893,0,0,0,0,0,0,0.816742983316637
"impulsus",1,0.243433384454344,0,0,1,0.0960125968527071,2,0.529955748694984,0,0,0,0,0,0,0,0,0,0,0.476792170293007
"impune",1,0.243433384454344,1,0.164741931763892,12,1.15215116223248,1,0.264977874347492,2,1.68251030537562,2,1.69649673424379,0,0,0,0,0,0,0.399009984622342
"impunitas",3,0.730300153363032,0,0,7,0.672088177968949,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.405671391670955
"impunitus",1,0.243433384454344,0,0,3,0.288037790558121,0,0,0,0,0,0,0,0,0,0,0,0,0.496580482580046
"impurus",1,0.243433384454344,1,0.164741931763892,10,0.960125968527071,0,0,0,0,0,0,0,0,0,0,0,0,0.472306472876681
"imum",2,0.486866768908688,1,0.164741931763892,0,0,0,0,1,0.84125515268781,0,0,0,0,0,0,0,0,0.605994641080658
"in",963,234.426349229533,1151,189.61796346024,2106,202.202528971801,711,188.399268661067,110,92.5380667956591,116,98.3968105861396,89,77.3106323835997,49,94.5945945945946,140,314.536059312514,0.0729547876086766
"inauditus",1,0.243433384454344,0,0,8,0.768100774821657,0,0,0,0,0,0,0,0,0,0,0,0,0.527862028432237
"incautus",1,0.243433384454344,0,0,0,0,0,0,2,1.68251030537562,0,0,0,0,1,1.93050193050193,0,0,0.798447785199538
"incedo",4,0.973733537817376,2,0.329483863527784,0,0,0,0,1,0.84125515268781,0,0,0,0,3,5.79150579150579,0,0,0.598447785199538
"incendium",10,2.43433384454344,5,0.823709658819459,21,2.01626453390685,4,1.05991149738997,1,0.84125515268781,0,0,0,0,1,1.93050193050193,0,0,0.240529745006488
"incendo",17,4.13836753572385,0,0,23,2.20828972761226,5,1.32488937173746,0,0,1,0.848248367121893,1,0.868658790826963,2,3.86100386100386,0,0,0.335767840244583
"incensus",1,0.243433384454344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"inceptum",6,1.46060030672606,0,0,1,0.0960125968527071,0,0,0,0,0,0,0,0,1,1.93050193050193,0,0,0.714651843558378
"incertum",3,0.730300153363032,2,0.329483863527784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.647198699439497
"incertus",6,1.46060030672606,15,2.47112897645838,10,0.960125968527071,4,1.05991149738997,2,1.68251030537562,0,0,9,7.81792911744267,0,0,0,0,0.273700498229694
"incessus",1,0.243433384454344,0,0,2,0.192025193705414,0,0,0,0,0,0,0,0,1,1.93050193050193,0,0,0.478624983101726
"incido",5,1.21716692227172,26,4.28329022586119,11,1.05613856537978,6,1.58986724608495,2,1.68251030537562,0,0,3,2.60597637248089,0,0,0,0,0.29685697660494
"incido2",1,0.243433384454344,5,0.823709658819459,10,0.960125968527071,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.310917437122618
"incipio",6,1.46060030672606,31,5.10699988468065,12,1.15215116223248,6,1.58986724608495,4,3.36502061075124,2,1.69649673424379,1,0.868658790826963,1,1.93050193050193,0,0,0.303942853599515
"incitatus",2,0.486866768908688,1,0.164741931763892,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.516383526695807
"incito",12,2.92120061345213,6,0.988451590583351,8,0.768100774821657,3,0.794933623042476,0,0,1,0.848248367121893,2,1.73731758165393,0,0,0,0,0.255203151918084
"inclutus",1,0.243433384454344,0,0,0,0,0,0,0,0,0,0,6,5.21195274496178,0,0,0,0,0.817703151918084
"incognitus",2,0.486866768908688,1,0.164741931763892,2,0.192025193705414,0,0,0,0,1,0.848248367121893,1,0.868658790826963,1,1.93050193050193,0,0,0.383883292719704
"incoho",2,0.486866768908688,3,0.494225795291676,1,0.0960125968527071,0,0,1,0.84125515268781,0,0,0,0,0,0,0,0,0.463137498223515
"incolo",12,2.92120061345213,3,0.494225795291676,2,0.192025193705414,0,0,1,0.84125515268781,0,0,1,0.868658790826963,0,0,0,0,0.513341198822402
"incolumis",8,1.94746707563475,2,0.329483863527784,13,1.24816375908519,4,1.05991149738997,3,2.52376545806343,2,1.69649673424379,3,2.60597637248089,0,0,0,0,0.20317930195396
"incommodum",2,0.486866768908688,19,3.13009670351395,4,0.384050387410828,4,1.05991149738997,0,0,0,0,0,0,0,0,0,0,0.451879631934971
"inconstantia",1,0.243433384454344,3,0.494225795291676,3,0.288037790558121,4,1.05991149738997,0,0,0,0,0,0,0,0,0,0,0.295139820022745
"inconsulte",1,0.243433384454344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"incorruptus",1,0.243433384454344,1,0.164741931763892,2,0.192025193705414,0,0,2,1.68251030537562,0,0,0,0,0,0,0,0,0.316403284677858
"incredibilis",8,1.94746707563475,2,0.329483863527784,44,4.22455426151911,15,3.97466811521238,0,0,0,0,0,0,0,0,0,0,0.363230430567773
"increpito",2,0.486866768908688,0,0,0,0,0,0,0,0,0,0,0,0,1,1.93050193050193,0,0,0.839651843558378
"increpo",3,0.730300153363032,0,0,2,0.192025193705414,0,0,0,0,1,0.848248367121893,1,0.868658790826963,0,0,0,0,0.491124506483738
"incruentus",1,0.243433384454344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"incultus",2,0.486866768908688,1,0.164741931763892,2,0.192025193705414,0,0,1,0.84125515268781,0,0,0,0,1,1.93050193050193,0,0,0.36987635662811
"incultus2",1,0.243433384454344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"incuriose",1,0.243433384454344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"incurro",1,0.243433384454344,4,0.658967727055567,1,0.0960125968527071,2,0.529955748694984,0,0,0,0,1,0.868658790826963,0,0,0,0,0.396649770318273
"incursio",3,0.730300153363032,0,0,1,0.0960125968527071,0,0,0,0,0,0,0,0,0,0,0,0,0.607607343036698
"incursus",1,0.243433384454344,1,0.164741931763892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.647198699439497
"incuso",2,0.486866768908688,0,0,0,0,0,0,0,0,0,0,0,0,1,1.93050193050193,0,0,0.839651843558378
"inde",16,3.89493415126951,7,1.15319352234724,11,1.05613856537978,17,4.50462386390736,6,5.04753091612686,7,5.93773856985325,2,1.73731758165393,1,1.93050193050193,5,11.2334306897326,0.33762852798412
"indefensus",1,0.243433384454344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
