"lemma","Prosa histórica_Freq","Prosa histórica_NormFreq","Prosa filosófica_Freq","Prosa filosófica_NormFreq","Prosa oratória_Freq","Prosa oratória_NormFreq","Prosa epistolográfica_Freq","Prosa epistolográfica_NormFreq","Poesia lírica_Freq","Poesia lírica_NormFreq","Poesia didática_Freq","Poesia didática_NormFreq","Poesia trágica_Freq","Poesia trágica_NormFreq","Poesia épica_Freq","Poesia épica_NormFreq","Prosa ficcional_Freq","Prosa ficcional_NormFreq","genre_DP"
"_",121,29.4554395189756,62,10.2139997693613,62,5.95278100486784,791,209.597498608866,4,3.36502061075124,2028,1720.2476885232,4,3.47463516330785,3,5.79150579150579,13,29.2069197933049,0.741209068572518
"ab",401,97.616787166192,324,53.376385891501,892,85.6432363926147,295,78.1684729325101,27,22.7138891225709,40,33.9299346848757,11,9.55524669909659,25,48.2625482625483,31,69.6472702763424,0.141913892436551
"abdico",1,0.243433384454344,0,0,4,0.384050387410828,0,0,0,0,0,0,0,0,0,0,0,0,0.496580482580046
"abditus",2,0.486866768908688,1,0.164741931763892,1,0.0960125968527071,0,0,0,0,0,0,3,2.60597637248089,0,0,0,0,0.531988866203798
"abdo",6,1.46060030672606,0,0,4,0.384050387410828,1,0.264977874347492,1,0.84125515268781,1,0.848248367121893,2,1.73731758165393,1,1.93050193050193,0,0,0.405179234360864
"abduco",3,0.730300153363032,11,1.81216124940281,9,0.864113371674364,0,0,0,0,0,0,0,0,0,0,0,0,0.298129713337452
"abeo",2,0.486866768908688,9,1.48267738587503,10,0.960125968527071,2,0.529955748694984,4,3.36502061075124,7,5.93773856985325,4,3.47463516330785,2,3.86100386100386,10,22.4668613794653,0.384643333760845
"abicio",2,0.486866768908688,3,0.494225795291676,17,1.63221414649602,9,2.38480086912743,1,0.84125515268781,0,0,0,0,0,0,0,0,0.320657966799658
"abiuro",1,0.243433384454344,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.726792170293007
"abnuo",1,0.243433384454344,0,0,1,0.0960125968527071,0,0,0,0,0,0,1,0.868658790826963,0,0,0,0,0.484369818584751
"Aborigines",1,0.243433384454344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"abscido",1,0.243433384454344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"absimilis",1,0.243433384454344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"absoluo",2,0.486866768908688,1,0.164741931763892,18,1.72822674334873,16,4.23964598955987,0,0,1,0.848248367121893,1,0.868658790826963,0,0,0,0,0.379952838594529
"abstinentia",2,0.486866768908688,0,0,3,0.288037790558121,7,1.85484512043244,0,0,0,0,0,0,0,0,0,0,0.476792170293007
"abstineo",2,0.486866768908688,3,0.494225795291676,5,0.480062984263535,3,0.794933623042476,0,0,0,0,0,0,0,0,0,0,0.155356666239155
"abstraho",1,0.243433384454344,1,0.164741931763892,4,0.384050387410828,0,0,0,0,1,0.848248367121893,0,0,0,0,0,0,0.312858980002842
"absum",33,8.03330168699335,21,3.45958056704173,54,5.18468023004618,21,5.56453536129733,7,5.88878606881467,2,1.69649673424379,2,1.73731758165393,1,1.93050193050193,0,0,0.140164088356948
"absurdus",2,0.486866768908688,3,0.494225795291676,1,0.0960125968527071,2,0.529955748694984,0,0,0,0,0,0,0,0,0,0,0.391383526695807
"abunde",2,0.486866768908688,2,0.329483863527784,0,0,1,0.264977874347492,1,0.84125515268781,0,0,0,0,0,0,0,0,0.475179468336967
"abundo",1,0.243433384454344,4,0.658967727055567,1,0.0960125968527071,2,0.529955748694984,0,0,1,0.848248367121893,0,0,0,0,0,0,0.395689601716826
"abutor",1,0.243433384454344,0,0,3,0.288037790558121,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.365765309836355
"accedo",18,4.38180092017819,39,6.42493533879178,35,3.36044088984475,22,5.82951323564482,0,0,2,1.69649673424379,1,0.868658790826963,3,5.79150579150579,2,4.49337227589306,0.1715240598181
"accendo",6,1.46060030672606,3,0.494225795291676,0,0,1,0.264977874347492,2,1.68251030537562,2,1.69649673424379,0,0,1,1.93050193050193,0,0,0.490916758812811
"acceptus",1,0.243433384454344,1,0.164741931763892,1,0.0960125968527071,0,0,0,0,0,0,0,0,0,0,0,0,0.313865366106164
"accido",30,7.30300153363032,30,4.94225795291676,22,2.11227713075956,17,4.50462386390736,1,0.84125515268781,1,0.848248367121893,0,0,0,0,1,2.24668613794653,0.271285487480121
"accido2",1,0.243433384454344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"accipio",43,10.4676355315368,50,8.23709658819459,77,7.39296995765844,66,17.4885397069345,7,5.88878606881467,7,5.93773856985325,3,2.60597637248089,6,11.5830115830116,3,6.74005841383959,0.147767968524611
"accliuis",2,0.486866768908688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"accliuitas",1,0.243433384454344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"Acco",2,0.486866768908688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"accommodatus",2,0.486866768908688,1,0.164741931763892,1,0.0960125968527071,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.326792170293007
"accommodo",1,0.243433384454344,1,0.164741931763892,3,0.288037790558121,0,0,0,0,1,0.848248367121893,0,0,0,0,0,0,0.289049456193319
"accurate",1,0.243433384454344,0,0,3,0.288037790558121,3,0.794933623042476,0,0,0,0,0,0,0,0,0,0,0.365765309836355
"accurro",2,0.486866768908688,0,0,2,0.192025193705414,2,0.529955748694984,1,0.84125515268781,0,0,0,0,0,0,0,0,0.399873826219882
"accuso",3,0.730300153363032,6,0.988451590583351,33,3.16841569613933,13,3.4447123665174,0,0,0,0,0,0,0,0,1,2.24668613794653,0.332015123522051
"acer",2,0.486866768908688,9,1.48267738587503,18,1.72822674334873,6,1.58986724608495,16,13.460082443005,1,0.848248367121893,2,1.73731758165393,3,5.79150579150579,0,0,0.274173775496174
"acerbus",1,0.243433384454344,7,1.15319352234724,26,2.49632751817038,2,0.529955748694984,2,1.68251030537562,1,0.848248367121893,2,1.73731758165393,1,1.93050193050193,0,0,0.278004628682813
"aceruus",1,0.243433384454344,0,0,2,0.192025193705414,1,0.264977874347492,3,2.52376545806343,0,0,0,0,0,0,0,0,0.399873826219882
"acies",34,8.2767350714477,7,1.15319352234724,14,1.3441763559379,0,0,0,0,0,0,3,2.60597637248089,1,1.93050193050193,0,0,0.444821795985881
"acquiro",1,0.243433384454344,3,0.494225795291676,2,0.192025193705414,1,0.264977874347492,0,0,1,0.848248367121893,0,0,0,0,0,0,0.248726996682739
"acriter",11,2.67776722899778,4,0.658967727055567,6,0.576075581116242,5,1.32488937173746,1,0.84125515268781,0,0,0,0,0,0,0,0,0.3193847628856
"actio",2,0.486866768908688,9,1.48267738587503,14,1.3441763559379,3,0.794933623042476,0,0,0,0,0,0,0,0,0,0,0.249993067374719
"Actium",1,0.243433384454344,0,0,0,0,2,0.529955748694984,0,0,0,0,0,0,0,0,0,0,0.726792170293007
"actus",1,0.243433384454344,10,1.64741931763892,1,0.0960125968527071,0,0,0,0,0,0,1,0.868658790826963,0,0,0,0,0.595841011438032
"ad",471,114.657124077996,548,90.2785786066127,864,82.9548836807389,461,122.154800074194,29,24.3963994279465,49,41.5641699889728,30,26.0597637248089,21,40.5405405405405,36,80.880700966075,0.106259971494531
"adaequo",4,0.973733537817376,0,0,2,0.192025193705414,0,0,0,0,0,0,0,0,0,0,0,0,0.524274009703364
"adamo",1,0.243433384454344,0,0,2,0.192025193705414,0,0,0,0,0,0,0,0,0,0,0,0,0.496580482580046
"addo",7,1.70403369118041,5,0.823709658819459,12,1.15215116223248,9,2.38480086912743,9,7.57129637419029,1,0.848248367121893,7,6.08061153578874,2,3.86100386100386,0,0,0.289351847531305
"adduco",30,7.30300153363032,11,1.81216124940281,30,2.88037790558121,12,3.1797344921699,0,0,2,1.69649673424379,2,1.73731758165393,0,0,1,2.24668613794653,0.204064897565735
"adedo",1,0.243433384454344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"adeo",4,0.973733537817376,11,1.81216124940281,7,0.672088177968949,2,0.529955748694984,2,1.68251030537562,2,1.69649673424379,0,0,1,1.93050193050193,0,0,0.241291576776614
"adeo2",16,3.89493415126951,5,0.823709658819459,17,1.63221414649602,1,0.264977874347492,0,0,2,1.69649673424379,3,2.60597637248089,1,1.93050193050193,0,0,0.264523098929718
"adequito",1,0.243433384454344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"adfectus",1,0.243433384454344,1,0.164741931763892,6,0.576075581116242,0,0,0,0,0,0,0,0,0,0,0,0,0.388973139543348
"adhibeo",6,1.46060030672606,13,2.14164511293059,15,1.44018895279061,5,1.32488937173746,0,0,0,0,0,0,0,0,0,0,0.157966710777717
"adhortor",1,0.243433384454344,4,0.658967727055567,3,0.288037790558121,3,0.794933623042476,0,0,0,0,0,0,0,0,0,0,0.295139820022745
"adhuc",6,1.46060030672606,29,4.77751602115286,27,2.59234011502309,30,7.94933623042476,0,0,3,2.54474510136568,2,1.73731758165393,1,1.93050193050193,1,2.24668613794653,0.254735779618705
"adiaceo",1,0.243433384454344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"Adiatuanus",2,0.486866768908688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"adicio",2,0.486866768908688,23,3.78906443056951,0,0,1,0.264977874347492,2,1.68251030537562,2,1.69649673424379,1,0.868658790826963,0,0,1,2.24668613794653,0.567094380760578
"adigo",6,1.46060030672606,4,0.658967727055567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.647198699439497
"adimo",2,0.486866768908688,1,0.164741931763892,8,0.768100774821657,4,1.05991149738997,1,0.84125515268781,0,0,0,0,0,0,0,0,0.279453908440818
"adipiscor",9,2.1909004600891,9,1.48267738587503,12,1.15215116223248,1,0.264977874347492,0,0,1,0.848248367121893,0,0,0,0,0,0,0.223671838982845
"aditus",14,3.40806738236082,2,0.329483863527784,20,1.92025193705414,6,1.58986724608495,1,0.84125515268781,0,0,1,0.868658790826963,0,0,0,0,0.274856218927264
"adiungo",5,1.21716692227172,5,0.823709658819459,13,1.24816375908519,6,1.58986724608495,0,0,0,0,0,0,0,0,0,0,0.193351516732907
"adiuuo",2,0.486866768908688,12,1.9769031811667,13,1.24816375908519,5,1.32488937173746,0,0,3,2.54474510136568,2,1.73731758165393,0,0,0,0,0.172602227415029
"administer",1,0.243433384454344,0,0,1,0.0960125968527071,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.393458836959674
"administro",13,3.16463399790647,5,0.823709658819459,14,1.3441763559379,0,0,0,0,0,0,0,0,0,0,0,0,0.340330482580046
"admirandus",1,0.243433384454344,0,0,1,0.0960125968527071,0,0,0,0,0,0,0,0,0,0,0,0,0.496580482580046
"admiror",1,0.243433384454344,13,2.14164511293059,9,0.864113371674364,2,0.529955748694984,1,0.84125515268781,2,1.69649673424379,0,0,0,0,3,6.74005841383959,0.313943600409741
"admitto",4,0.973733537817376,12,1.9769031811667,6,0.576075581116242,0,0,1,0.84125515268781,2,1.69649673424379,1,0.868658790826963,0,0,2,4.49337227589306,0.30519149644183
"admodum",2,0.486866768908688,11,1.81216124940281,6,0.576075581116242,4,1.05991149738997,0,0,0,0,0,0,0,0,0,0,0.310950096702587
"admoneo",2,0.486866768908688,14,2.30638704469449,11,1.05613856537978,7,1.85484512043244,1,0.84125515268781,4,3.39299346848757,0,0,0,0,0,0,0.258937464964689
"adnecto",1,0.243433384454344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"adnitor",1,0.243433384454344,1,0.164741931763892,0,0,0,0,0,0,0,0,0,0,1,1.93050193050193,0,0,0.629243199961177
"adolescens",12,2.92120061345213,36,5.93070954350011,56,5.3767054237516,5,1.32488937173746,0,0,0,0,0,0,0,0,0,0,0.272601193193854
"adolescens2",1,0.243433384454344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"adolesco",3,0.730300153363032,1,0.164741931763892,0,0,0,0,1,0.84125515268781,0,0,0,0,0,0,0,0,0.616403284677858
"adoptio",6,1.46060030672606,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.726792170293007
"adopto",4,0.973733537817376,2,0.329483863527784,2,0.192025193705414,0,0,0,0,0,0,0,0,0,0,0,0,0.397198699439497
"adorior",11,2.67776722899778,0,0,1,0.0960125968527071,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.703761189190544
"adpetens",1,0.243433384454344,3,0.494225795291676,1,0.0960125968527071,0,0,0,0,0,0,0,0,0,0,0,0,0.447198699439497
"adsuetus",1,0.243433384454344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"adsum",10,2.43433384454344,16,2.63587090822227,40,3.84050387410828,31,8.21431410477225,5,4.20627576343905,2,1.69649673424379,15,13.0298818624044,3,5.79150579150579,1,2.24668613794653,0.209699120399213
"aduatici",6,1.46060030672606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"Aduatuca",3,0.730300153363032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"aduenio",1,0.243433384454344,2,0.329483863527784,1,0.0960125968527071,0,0,1,0.84125515268781,1,0.848248367121893,0,0,1,1.93050193050193,0,0,0.404317639025134
"aduento",1,0.243433384454344,3,0.494225795291676,0,0,4,1.05991149738997,0,0,0,0,0,0,0,0,0,0,0.533776183659109
"aduentus",28,6.81613476472163,2,0.329483863527784,24,2.30430232446497,20,5.29955748694984,1,0.84125515268781,1,0.848248367121893,0,0,0,0,0,0,0.358371117661428
"aduersum",1,0.243433384454344,7,1.15319352234724,0,0,0,0,0,0,0,0,3,2.60597637248089,0,0,0,0,0.658778074375095
"aduersus",5,1.21716692227172,35,5.76596761173622,1,0.0960125968527071,1,0.264977874347492,0,0,0,0,1,0.868658790826963,0,0,1,2.24668613794653,0.592344617021297
"aduersus2",15,3.65150076681516,9,1.48267738587503,4,0.384050387410828,3,0.794933623042476,2,1.68251030537562,0,0,2,1.73731758165393,3,5.79150579150579,0,0,0.363924424167934
"aduersus3",1,0.243433384454344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"adulatio",2,0.486866768908688,1,0.164741931763892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.647198699439497
"adulescentia",6,1.46060030672606,24,3.9538063623334,26,2.49632751817038,0,0,0,0,0,0,0,0,0,0,0,0,0.32142163880329
"adulescentulus",4,0.973733537817376,3,0.494225795291676,5,0.480062984263535,2,0.529955748694984,0,0,0,0,0,0,0,0,0,0,0.15924066955295
"adulter2",1,0.243433384454344,0,0,0,0,0,0,1,0.84125515268781,0,0,0,0,0,0,0,0,0.816403284677858
"adulterium",2,0.486866768908688,2,0.329483863527784,3,0.288037790558121,0,0,0,0,0,0,0,0,0,0,1,2.24668613794653,0.270743281419524
"aduoco",3,0.730300153363032,7,1.15319352234724,0,0,0,0,0,0,2,1.69649673424379,0,0,0,0,1,2.24668613794653,0.590905782156116
"aedes",3,0.730300153363032,1,0.164741931763892,26,2.49632751817038,5,1.32488937173746,2,1.68251030537562,1,0.848248367121893,0,0,0,0,0,0,0.335374961072397
"aedificium",13,3.16463399790647,4,0.658967727055567,4,0.384050387410828,2,0.529955748694984,0,0,0,0,0,0,0,0,0,0,0.422824734341046
"aedifico",4,0.973733537817376,1,0.164741931763892,9,0.864113371674364,5,1.32488937173746,0,0,0,0,0,0,0,0,0,0,0.313133730888987
"aedilis",1,0.243433384454344,0,0,2,0.192025193705414,0,0,0,0,0,0,0,0,0,0,0,0,0.496580482580046
"aedituus",1,0.243433384454344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"aeger",3,0.730300153363032,9,1.48267738587503,3,0.288037790558121,0,0,0,0,0,0,7,6.08061153578874,2,3.86100386100386,0,0,0.481731665805866
"aeger2",1,0.243433384454344,6,0.988451590583351,0,0,0,0,1,0.84125515268781,0,0,0,0,0,0,0,0,0.62338729804396
"aegre",5,1.21716692227172,5,0.823709658819459,1,0.0960125968527071,1,0.264977874347492,0,0,0,0,1,0.868658790826963,0,0,0,0,0.45344835447473
"Aegyptus",1,0.243433384454344,2,0.329483863527784,3,0.288037790558121,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.155356666239155
"Aemilius",3,0.730300153363032,2,0.329483863527784,4,0.384050387410828,0,0,0,0,0,0,0,0,0,0,0,0,0.286171838982845
"aemula",1,0.243433384454344,0,0,1,0.0960125968527071,0,0,0,0,0,0,0,0,0,0,0,0,0.496580482580046
"aemulatio",1,0.243433384454344,0,0,0,0,0,0,0,0,1,0.848248367121893,0,0,0,0,0,0,0.816742983316637
"Aeneas",1,0.243433384454344,1,0.164741931763892,1,0.0960125968527071,0,0,0,0,0,0,0,0,28,54.0540540540541,0,0,0.885270306973293
"aequabiliter",1,0.243433384454344,0,0,1,0.0960125968527071,0,0,0,0,0,0,0,0,0,0,0,0,0.496580482580046
"aequalis",2,0.486866768908688,14,2.30638704469449,4,0.384050387410828,1,0.264977874347492,2,1.68251030537562,1,0.848248367121893,0,0,0,0,0,0,0.415856271657233
"aequaliter",2,0.486866768908688,1,0.164741931763892,1,0.0960125968527071,0,0,0,0,0,0,0,0,0,0,0,0,0.397198699439497
"aeque",3,0.730300153363032,18,2.96535477175005,4,0.384050387410828,1,0.264977874347492,1,0.84125515268781,0,0,0,0,0,0,0,0,0.456258023069466
"aequinoctium",1,0.243433384454344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"aequitas",4,0.973733537817376,3,0.494225795291676,15,1.44018895279061,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.322667439101785
"aequo",2,0.486866768908688,4,0.658967727055567,1,0.0960125968527071,0,0,1,0.84125515268781,0,0,1,0.868658790826963,2,3.86100386100386,0,0,0.457225859574633
"aequum",1,0.243433384454344,4,0.658967727055567,0,0,0,0,2,1.68251030537562,1,0.848248367121893,0,0,0,0,0,0,0.582522938323899
"aequus",9,2.1909004600891,16,2.63587090822227,25,2.40031492131768,7,1.85484512043244,9,7.57129637419029,2,1.69649673424379,2,1.73731758165393,1,1.93050193050193,0,0,0.100499974100298
"aeraria",1,0.243433384454344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"aerarium",1,0.243433384454344,1,0.164741931763892,7,0.672088177968949,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.338973139543348
"aereus",1,0.243433384454344,0,0,0,0,0,0,0,0,0,0,0,0,1,1.93050193050193,0,0,0.839651843558378
"aerumna",1,0.243433384454344,1,0.164741931763892,0,0,3,0.794933623042476,0,0,0,0,4,3.47463516330785,0,0,1,2.24668613794653,0.613852078574375
"aes",12,2.92120061345213,8,1.31793545411113,25,2.40031492131768,2,0.529955748694984,7,5.88878606881467,1,0.848248367121893,1,0.868658790826963,2,3.86100386100386,1,2.24668613794653,0.218602536671091
"aestas",7,1.70403369118041,4,0.658967727055567,1,0.0960125968527071,3,0.794933623042476,1,0.84125515268781,0,0,0,0,3,5.79150579150579,0,0,0.404592389911279
"aestimatio",2,0.486866768908688,0,0,2,0.192025193705414,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.365765309836355
"aestimo",8,1.94746707563475,12,1.9769031811667,13,1.24816375908519,7,1.85484512043244,0,0,1,0.848248367121893,0,0,0,0,0,0,0.17492011206166
"aestiuus",1,0.243433384454344,1,0.164741931763892,0,0,1,0.264977874347492,1,0.84125515268781,0,0,2,1.73731758165393,0,0,0,0,0.479017254148887
"aestuarium",2,0.486866768908688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"aestuo",1,0.243433384454344,3,0.494225795291676,0,0,0,0,0,0,1,0.848248367121893,1,0.868658790826963,0,0,0,0,0.566430148600823
"aestus",11,2.67776722899778,4,0.658967727055567,2,0.192025193705414,0,0,3,2.52376545806343,2,1.69649673424379,3,2.60597637248089,1,1.93050193050193,0,0,0.486910003591633
"aetas",26,6.32926799581295,92,15.1562577222781,69,6.62486918283679,4,1.05991149738997,6,5.04753091612686,2,1.69649673424379,2,1.73731758165393,2,3.86100386100386,0,0,0.242793326846149
"aeternus",1,0.243433384454344,6,0.988451590583351,11,1.05613856537978,0,0,0,0,3,2.54474510136568,5,4.34329395413482,2,3.86100386100386,2,4.49337227589306,0.291487198329699
"aeuum",1,0.243433384454344,2,0.329483863527784,0,0,0,0,5,4.20627576343905,3,2.54474510136568,3,2.60597637248089,0,0,0,0,0.663741676516772
"afer",1,0.243433384454344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"affectus",2,0.486866768908688,12,1.9769031811667,0,0,0,0,0,0,1,0.848248367121893,2,1.73731758165393,0,0,0,0,0.591175746740596
"affero",13,3.16463399790647,30,4.94225795291676,90,8.64113371674364,35,9.27422560216222,0,0,4,3.39299346848757,0,0,0,0,4,8.98674455178612,0.225683954690882
"afficio",3,0.730300153363032,8,1.31793545411113,18,1.72822674334873,10,2.64977874347492,1,0.84125515268781,1,0.848248367121893,0,0,0,0,0,0,0.19108479606795
"affigo",1,0.243433384454344,1,0.164741931763892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.647198699439497
"affinitas",2,0.486866768908688,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.726792170293007
"afflicto",3,0.730300153363032,0,0,2,0.192025193705414,0,0,0,0,0,0,0,0,0,0,0,0,0.496580482580046
"affligo",4,0.973733537817376,2,0.329483863527784,13,1.24816375908519,12,3.1797344921699,1,0.84125515268781,2,1.69649673424379,2,1.73731758165393,0,0,0,0,0.232944971516539
"affluo",1,0.243433384454344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"Africa",3,0.730300153363032,5,0.823709658819459,26,2.49632751817038,0,0,0,0,0,0,0,0,0,0,0,0,0.403679021896289
"Agedincum",1,0.243433384454344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"ager",59,14.3625696828063,16,2.63587090822227,38,3.64847868040287,18,4.76960173825486,5,4.20627576343905,2,1.69649673424379,2,1.73731758165393,1,1.93050193050193,1,2.24668613794653,0.273100300783177
"Ager",7,1.70403369118041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"agger",7,1.70403369118041,0,0,1,0.0960125968527071,1,0.264977874347492,1,0.84125515268781,0,0,0,0,1,1.93050193050193,0,0,0.616629603381357
"aggredior",9,2.1909004600891,6,0.988451590583351,2,0.192025193705414,1,0.264977874347492,0,0,1,0.848248367121893,3,2.60597637248089,0,0,0,0,0.430066512237187
"aggrego",2,0.486866768908688,0,0,2,0.192025193705414,0,0,0,0,0,0,0,0,0,0,0,0,0.496580482580046
"agito",17,4.13836753572385,6,0.988451590583351,4,0.384050387410828,1,0.264977874347492,3,2.52376545806343,3,2.54474510136568,5,4.34329395413482,0,0,0,0,0.453583451787902
"agmen",18,4.38180092017819,2,0.329483863527784,0,0,0,0,0,0,0,0,2,1.73731758165393,5,9.65250965250965,0,0,0.72567357836569
"ago",49,11.9282358382629,127,20.9222253340143,159,15.2660028995804,129,34.1821457908265,11,9.25380667956591,12,10.1789804054627,18,15.6358582348853,9,17.3745173745174,3,6.74005841383959,0.153940593717136
"agrestis",1,0.243433384454344,2,0.329483863527784,8,0.768100774821657,1,0.264977874347492,0,0,1,0.848248367121893,1,0.868658790826963,0,0,0,0,0.272490302990388
"Agrippa",1,0.243433384454344,2,0.329483863527784,0,0,0,0,1,0.84125515268781,0,0,0,0,0,0,0,0,0.605994641080658
"aio",3,0.730300153363032,43,7.08390306584735,26,2.49632751817038,23,6.09449110999232,7,5.88878606881467,19,16.116718975316,2,1.73731758165393,5,9.65250965250965,28,62.9072118625028,0.344605759820619
"alacer",3,0.730300153363032,5,0.823709658819459,3,0.288037790558121,2,0.529955748694984,0,0,1,0.848248367121893,0,0,0,0,0,0,0.261233452690032
"alacritas",3,0.730300153363032,0,0,3,0.288037790558121,0,0,0,0,0,0,0,0,0,0,0,0,0.496580482580046
"alarii",2,0.486866768908688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"albani",1,0.243433384454344,0,0,1,0.0960125968527071,0,0,0,0,0,0,0,0,0,0,0,0,0.496580482580046
"alces",1,0.243433384454344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"Alexander",1,0.243433384454344,1,0.164741931763892,1,0.0960125968527071,2,0.529955748694984,0,0,0,0,0,0,0,0,0,0,0.326792170293007
"algor",1,0.243433384454344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"alia",8,1.94746707563475,11,1.81216124940281,3,0.288037790558121,4,1.05991149738997,2,1.68251030537562,0,0,0,0,0,0,0,0,0.36803661119411
"alibi",2,0.486866768908688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"alieno",2,0.486866768908688,1,0.164741931763892,1,0.0960125968527071,4,1.05991149738997,0,0,0,0,0,0,0,0,0,0,0.476792170293007
"alienum",3,0.730300153363032,10,1.64741931763892,1,0.0960125968527071,0,0,0,0,0,0,0,0,0,0,0,0,0.575770128010926
"alienus",28,6.81613476472163,46,7.57812886113903,48,4.60860464892994,11,2.91475661782241,7,5.88878606881467,2,1.69649673424379,4,3.47463516330785,0,0,0,0,0.160789161628603
"aliqua",1,0.243433384454344,1,0.164741931763892,1,0.0960125968527071,0,0,0,0,0,0,0,0,0,0,0,0,0.313865366106164
"aliquamdiu",1,0.243433384454344,1,0.164741931763892,1,0.0960125968527071,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.266383526695807
"aliquando",1,0.243433384454344,36,5.93070954350011,38,3.64847868040287,11,2.91475661782241,0,0,1,0.848248367121893,0,0,0,0,0,0,0.279139208589825
"aliquanto",3,0.730300153363032,0,0,5,0.480062984263535,5,1.32488937173746,0,0,0,0,0,0,0,0,0,0,0.365765309836355
"aliquis",21,5.11210107354123,241,39.7028055550979,192,18.4344185957198,83,21.9931635708418,2,1.68251030537562,4,3.39299346848757,11,9.55524669909659,1,1.93050193050193,1,2.24668613794653,0.241509996608749
"aliquot",4,0.973733537817376,2,0.329483863527784,10,0.960125968527071,3,0.794933623042476,0,0,1,0.848248367121893,0,0,0,0,0,0,0.224900950116295
"aliter",8,1.94746707563475,24,3.9538063623334,12,1.15215116223248,6,1.58986724608495,1,0.84125515268781,0,0,1,0.868658790826963,1,1.93050193050193,0,0,0.25188470939514
"alius",146,35.5412741303342,226,37.2316765786396,200,19.2025193705414,67,17.753517581282,18,15.1425927483806,17,14.4202222410722,15,13.0298818624044,10,19.3050193050193,10,22.4668613794653,0.1718813510615
"allego",1,0.243433384454344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"allego2",2,0.486866768908688,0,0,0,0,0,0,0,0,0,0,1,0.868658790826963,0,0,0,0,0.817703151918084
"Allobroges",23,5.59896784244991,0,0,9,0.864113371674364,3,0.794933623042476,0,0,0,0,0,0,0,0,0,0,0.514750200179555
"alo",10,2.43433384454344,9,1.48267738587503,9,0.864113371674364,0,0,1,0.84125515268781,0,0,1,0.868658790826963,0,0,0,0,0.280532032772831
"Alpes",6,1.46060030672606,0,0,2,0.192025193705414,0,0,1,0.84125515268781,0,0,0,0,0,0,0,0,0.594181062455636
