lemma,collocate,pos,LogL,LR,MI,LogDice
atque,miseria,substantivo,17.1,3.9,3,8.5
atque,amans2,adjetivo,16.4,4.5,3.3,8.3
atque,auaritia,substantivo,16.2,3.8,2.9,8.5
bellum,gloria,substantivo,5.7,2.6,2.3,9.3
consilium,atque,conj.coord.,6,1.1,1.4,9.3
cum,pariter,advérbio,18.5,4.2,3.1,8.3
cum,antea,advérbio,17.2,2.9,2.3,8.8
cum,telum,substantivo,16.9,2.8,2.3,8.8
cum,Saturninus,nome próprio,15.9,3.8,2.9,8.3
cum,equitatus,substantivo,14.9,2.8,2.3,8.6
cum,Catilina,nome próprio,14.1,2.2,1.9,9
cum,summus,adjetivo,13.9,3,2.4,8.5
cum,domitius,adjetivo,12.6,3.7,2.8,8.1
de,ambitus,substantivo,25.1,5.2,3.8,9
de,scriptum,substantivo,15.7,5.4,3.9,8.5
de,murus,substantivo,14.3,4,3.1,8.7
de,parthus,adjetivo,14.2,5,3.7,8.5
de,Cyrus,nome próprio,13.8,4.9,3.6,8.5
de,principatus,substantivo,13.4,4.7,3.5,8.5
de,tertius,adjetivo,12.7,3.1,2.5,8.9
de,caelum2,substantivo,11.8,4.3,3.3,8.5
dico,testimonium,substantivo,17.9,4,3.1,9
dico,exercitatio,substantivo,15.9,4.3,3.3,8.8
dico,aperte,advérbio,15.6,4.3,3.3,8.8
dico,Fannius,nome próprio,14.3,5,3.7,8.5
dico,Epicurus,nome próprio,12.3,3.6,2.9,8.8
dico,quomodo,advérbio,11.5,2.9,2.4,9
dico,leibere,,11.3,4.2,3.2,8.5
dico,Murena,nome próprio,11.1,4.1,3.2,8.5
dico,facultas,substantivo,10.3,3.2,2.6,8.8
dies,uiginti,numeral,16,5.4,4.1,9.4
dies,decem,numeral,15.1,5.1,4,9.4
dies,quartus,adjetivo,12,4.3,3.5,9.3
dies,spatium,substantivo,10.8,4,3.2,9.3
dies,reuertor,verbo,10.6,3.9,3.2,9.3
dies,laetus,adjetivo,10.3,3.8,3.2,9.3
ego,ualde,advérbio,36.6,3.9,2.9,9.1
ego,amo,verbo,28.8,2.9,2.3,9.2
ego,Hercules,nome próprio,25,4.6,3.3,8.5
ego,mehercule,interjeição,19.1,3.8,2.8,8.5
ego,rescribo,verbo,17.1,4.7,3.3,8.1
ego,hic2,advérbio,15.8,2.3,1.9,9
enim,refert,verbo,19.5,5.1,4,9.1
enim,quando,advérbio,14,3.9,3.3,9.1
enim,demum,advérbio,11.5,4.2,3.5,8.8
enim,uereor,verbo,11.4,2.9,2.7,9.2
enim,ualde,advérbio,10.7,3.3,2.9,9
enim,aperte,advérbio,10.4,3.9,3.3,8.8
et,erectus,adjetivo,24.8,4.8,3,7.7
et,laelius,adjetivo,22.9,3.6,2.4,8
et,locuples,adjetivo,16.8,3.1,2.2,7.8
et,Fannius,nome próprio,16.8,4,2.7,7.5
et,cottidianus,adjetivo,16.4,3.5,2.4,7.7
et,uiginti,numeral,16.4,3.5,2.4,7.7
et,praecipio,verbo,14.9,2.9,2.1,7.8
et,uarius,adjetivo,14.7,2.6,1.9,8
et,misericordia,substantivo,13.7,3,2.1,7.7
et,protinus,advérbio,13.7,3.5,2.4,7.5
et,diligentia,substantivo,12.4,2.3,1.7,7.9
et,sapiens2,adjetivo,12.4,2.3,1.7,7.9
et,mansuetudo,substantivo,12,3.7,2.5,7.3
et,aeger,adjetivo,11.8,3.1,2.2,7.5
et,nubes,substantivo,11.8,3.1,2.2,7.5
et,affligo,verbo,11.7,2.7,2,7.7
et,gemitus,substantivo,11.5,3.6,2.4,7.3
etiam,adiuuo,verbo,9.5,3.7,3.1,8.8
etiam,hercle,interjeição,9.5,3.7,3.1,8.8
etiam,orno,verbo,8.7,3.4,2.9,8.8
etiam,inuitus,adjetivo,7.6,3.1,2.7,8.8
etiam,libenter,advérbio,6.7,2.9,2.6,8.8
ex,altum,substantivo,18.2,4.8,3.7,8.8
ex,Britannia,nome próprio,17.8,4.7,3.6,8.8
ex,pompeianus,adjetivo,16.3,5.6,4.1,8.6
ex,gemma,substantivo,12.4,4.5,3.5,8.6
ex,portus,substantivo,11.9,3.5,2.9,8.8
ex,inopia,substantivo,11.5,3.4,2.8,8.8
facio,loco,verbo,11.5,4.2,3.3,8.6
facio,reus,substantivo,10.1,3.1,2.6,8.8
facio,consultum,substantivo,9.7,3.1,2.6,8.8
facio,diues,adjetivo,8,3.2,2.7,8.5
habeo,panis,substantivo,17.1,4.6,3.5,9
habeo,possessio,substantivo,15.7,4.3,3.4,9
habeo,parum2,substantivo,15,5.2,3.9,8.8
habeo,popularis,adjetivo,13.9,3.9,3.1,9
habeo,multum2,substantivo,12.2,4.4,3.4,8.8
habeo,facultas,substantivo,11.7,3.5,2.9,9
habeo,nisi2,advérbio,10.4,3.9,3.1,8.8
habeo,contio,substantivo,10.3,3.2,2.7,9
habeo,male,advérbio,9.8,3.1,2.6,9
habeo,quomodo,advérbio,9,2.9,2.5,9
habeo,aditus,substantivo,8.9,3.5,2.9,8.7
hic,post,preposição,27.6,2.6,2.1,9.1
hic,omitto,verbo,25.4,3.5,2.6,8.6
hic,crimen,substantivo,22,2.5,2,9
hic,annus,substantivo,20.1,2.1,1.8,9.1
hic,coram2,advérbio,18.6,4.3,3.1,8.1
hic,ob,preposição,17.6,2.4,2,8.8
homo,existimatio,substantivo,13.2,4.7,3.7,9
homo,circiter,advérbio,11.5,4.2,3.4,9
homo,armatus,adjetivo,10.5,3.9,3.2,9
homo,graecus,adjetivo,9.6,3.7,3.1,8.9
homo,sancitus,adjetivo,9.5,3.7,3.1,8.9
homo,ample,advérbio,9,3.5,3,8.9
homo,inuitus,adjetivo,8.7,3.4,2.9,8.9
ille,uerus,adjetivo,17.3,2.5,2.1,9
ille,quisquis,pronome,14.1,2.2,1.9,9
ille,beatus,adjetivo,11.6,2.7,2.2,8.5
ille,sicut,conj.subord.,11.6,2.7,2.2,8.5
ille,obuius,adjetivo,10.8,4.1,3.1,7.9
ille,lentus,adjetivo,10.4,4,3,7.9
ille,respondeo,verbo,9.6,2,1.8,8.8
ille,uetus,adjetivo,9,2.2,2,8.5
in,Epirus,nome próprio,104,6,3.5,9.1
in,Asia,nome próprio,71,3.9,2.8,9.2
in,campus,substantivo,62.5,4.6,3.1,8.9
in,Africa,nome próprio,62.2,4.8,3.2,8.8
in,contio,substantivo,56.4,3.7,2.6,9
in,formianus,adjetivo,55.4,5.8,3.5,8.5
in,medius,adjetivo,54.7,3.3,2.5,9.1
in,Italia,nome próprio,42.8,2.9,2.2,9.1
in,medium,substantivo,42.5,6.1,3.6,8.2
in,oppidum,substantivo,41,2.9,2.2,9
in,conspectus,substantivo,40.7,4.4,3,8.5
in,Sicilia,nome próprio,39.5,3.5,2.6,8.7
in,Capitolium,nome próprio,37.7,3.8,2.7,8.6
in,introeo,verbo,36.7,4.7,3.1,8.3
in,altum,substantivo,35.6,4.6,3.1,8.3
ipse,uiscus,substantivo,11.9,4.3,3.5,8.6
ipse,mundus,substantivo,8.5,3.4,2.9,8.6
ipse,fruor,verbo,6.6,2.9,2.5,8.6
is,discipulus,substantivo,49,5,3.4,8.8
is,aduentus,substantivo,28.9,3.1,2.4,8.8
is,postridie,advérbio,25.1,4.2,3,8.3
is,numerus,substantivo,16.5,2.3,1.9,8.7
is,ob,preposição,16.1,2.2,1.9,8.7
is,liber2,substantivo,15.6,2.7,2.2,8.4
is,interrogo,verbo,13.2,3.3,2.5,8
iste,poena,substantivo,6,2.7,2.4,9.1
ita,nolo,verbo,5.8,2.6,2.3,9.2
magnus,pecus,substantivo,12.2,4.4,3.5,8.7
magnus,consto,verbo,11.8,3.5,2.9,9
magnus,comparo,verbo,11.7,3.5,2.9,9
magnus,multo,advérbio,11.4,2.9,2.5,9.2
magnus,impetus,substantivo,10.4,2.8,2.4,9.1
magnus,indicium,substantivo,10.4,3.9,3.2,8.7
meus,mandatum,substantivo,20.1,5.1,3.9,9.3
meus,Cicero,nome próprio,16.1,4.3,3.4,9.3
meus,spons,substantivo,14.8,5.1,3.8,9
meus,meritum,substantivo,13.3,4.7,3.6,9
meus,auris,substantivo,13.2,3.8,3,9.3
meus,collega,substantivo,12.5,4.4,3.5,9
multus,mensis,substantivo,10.6,3.9,3.2,8.9
multus,nimie,advérbio,10.6,3.9,3.2,8.9
multus,quanto,advérbio,10.2,3.8,3.1,8.9
multus,nimis,advérbio,8.9,3.5,2.9,8.9
multus,memini,verbo,7.2,3,2.6,8.9
multus,improbus,adjetivo,6.2,2.7,2.4,8.9
ne,nuntio,verbo,6.3,2.8,2.4,8.6
nihil,moror,verbo,12.6,4.5,3.4,9.1
non,ample,advérbio,39.4,3.9,2.9,8.9
non,queo,verbo,31.2,5,3.4,8.3
non,sino,verbo,30.9,4.4,3.1,8.5
non,committo,verbo,30.7,2.9,2.3,9
non,egeo,verbo,27.7,4.1,2.9,8.5
non,aliter,advérbio,27.4,3.4,2.6,8.7
non,probo,verbo,24.8,2.5,2.1,9
non,reddo,verbo,23.9,2.5,2,9
non,longe,advérbio,22.5,2.5,2.1,8.9
noster,agmen,substantivo,13.9,4.8,3.8,9.2
noster,collega,substantivo,12.9,4.5,3.6,9.2
noster,decretum,substantivo,12.9,4.5,3.6,9.2
noster,Cicero,nome próprio,10.7,4,3.3,9.2
noster,cogitatio,substantivo,9.9,3.8,3.1,9.1
noster,familiaris,adjetivo,7.5,3.1,2.7,9.1
noster,intersum,verbo,7.3,3,2.7,9.1
omnis,saeculum,substantivo,24,4.4,3.4,8.9
omnis,uicus,substantivo,18.8,4.2,3.2,8.7
omnis,natio,substantivo,14.8,3.1,2.6,8.8
omnis,equitatus,substantivo,14.3,3,2.5,8.8
omnis,Belgae,nome próprio,14.1,4,3.1,8.5
omnis,circum,preposição,14.1,4,3.1,8.5
omnis,molestia,substantivo,13.8,3.9,3.1,8.5
omnis,fere,advérbio,13.7,2.9,2.5,8.8
omnis,mortalis,substantivo,13.7,3.3,2.7,8.7
omnis,animal,substantivo,12.5,3.1,2.6,8.7
possum,pactum,substantivo,28.4,5,3.7,9
possum,quoad,advérbio,25.2,4.5,3.4,9
possum,sano,verbo,23,4.9,3.6,8.8
possum,aspicio,verbo,21.2,4,3.1,9
possum,noceo,verbo,20,3.8,3,9
possum,confido,verbo,14.7,3.5,2.8,8.8
possum,contingo,verbo,13.9,3.4,2.7,8.8
possum,transigo,verbo,13.9,4.9,3.6,8.3
qua,excedo,verbo,10.4,3.9,3.1,8.6
qua,late,advérbio,10.4,3.9,3.1,8.6
qua,appeto,verbo,9.8,3.8,3,8.6
qua,olim,advérbio,8.6,3.4,2.8,8.6
qua,cito,advérbio,7.9,3.2,2.7,8.6
qua,popularis,adjetivo,7.7,3.2,2.7,8.6
que,obtestor,verbo,25.5,5.5,3.6,8.1
que,defensor,substantivo,22.1,4.2,3,8.3
que,centurio,substantivo,20.6,4,2.9,8.3
que,obses,substantivo,19.6,3.1,2.4,8.6
que,commeatus,substantivo,19.6,4.4,3.1,8.1
que,ratis,substantivo,18.2,3.6,2.7,8.3
que,monumentum,substantivo,17.8,2.9,2.3,8.6
que,fidus,adjetivo,17.4,4,2.9,8.1
que,uersor,verbo,16.7,2.8,2.2,8.6
que,infestus,adjetivo,16.1,3.8,2.8,8.1
que,militia,substantivo,16.1,3.8,2.8,8.1
que,uexo,verbo,15.1,3.2,2.4,8.3
qui,supra,preposição,36.6,4.4,2.8,8
qui,supersum,verbo,26.6,3.7,2.5,7.9
qui,manduco,verbo,17.5,3.7,2.5,7.5
qui,profecto,advérbio,15.4,2.1,1.6,8.2
qui,secundum,preposição,13.6,2.7,2,7.7
qui,liber2,substantivo,12.1,2.2,1.6,7.9
qui,recito,verbo,11.6,2.7,2,7.5
qui,primus,adjetivo,10.9,1.3,1.1,8.6
quidem,otium,substantivo,8,3.2,2.9,9.2
quidem,cupio,verbo,6.2,2.7,2.5,9.2
quis,pactum,substantivo,48.3,5.6,3.7,9.1
quis,porro,advérbio,47.5,5.5,3.7,9.1
quis,mirus,adjetivo,21,4,2.9,8.6
quis,quamquam2,advérbio,20.7,3.5,2.6,8.8
quis,opusculum,substantivo,20.5,3.5,2.6,8.8
quis,dubito,verbo,19.2,2.8,2.2,9
quis,umquam,advérbio,17.6,2.5,1.9,9.1
quis,exspecto,verbo,16.4,2.4,1.9,9.1
quis,refert,verbo,16.2,4.4,3.1,8.3
res,capitalis,adjetivo,18.9,5.1,3.7,8.4
res,diuinus,adjetivo,18.7,3.3,2.7,8.9
res,pernicies,substantivo,16.1,3.8,3,8.6
res,cupidus,adjetivo,14.7,4.2,3.2,8.4
res,conseruo,verbo,14.2,2.7,2.4,8.9
res,secundus,adjetivo,12.8,3.2,2.7,8.6
sed,ecce,advérbio,12.6,3.7,2.9,8.5
sed,mehercule,interjeição,12.3,3.6,2.9,8.5
sed,desero,verbo,10.3,3.2,2.6,8.5
sed,naturalis,adjetivo,9.3,3.6,2.9,8.2
sed,abicio,verbo,8.1,3.3,2.7,8.2
sed,proficio,verbo,7.5,3.1,2.5,8.2
sed,paene,advérbio,7.1,2.5,2.1,8.5
sed,attingo,verbo,6.8,2.9,2.4,8.2
sed,recuso,verbo,6.8,2.9,2.4,8.2
si,profecto,advérbio,15.9,2.9,2.4,9
si,atqui,conj.coord.,15,4.2,3.2,8.4
si,mentio,substantivo,15,4.2,3.2,8.4
si,placeo,verbo,11.2,2.3,2,8.9
si,miror,verbo,10.4,2.8,2.3,8.6
si,cupio,verbo,10.3,2.4,2.1,8.8
si,nanciscor,verbo,9.3,3.6,2.8,8.2
sui,prae,preposição,17.6,4.7,3.5,8.6
sui,conscius,adjetivo,15,4.2,3.2,8.6
sui,purgo,verbo,14.3,5,3.7,8.3
sui,occulto,verbo,13.3,4.8,3.5,8.3
sui,conuerto,verbo,10.8,3.3,2.7,8.6
sui,erigo,verbo,10.8,4,3.1,8.3
sui,molestus,adjetivo,10.5,3.2,2.6,8.6
sui,cohortor,verbo,10,3.8,3,8.3
sum,contentus,adjetivo,72.5,3.9,2.4,8.6
sum,facilis,adjetivo,47.1,3.5,2.3,8.3
sum,praesto2,advérbio,39.3,4.9,2.8,7.7
sum,saluus,adjetivo,39.2,3.3,2.2,8.2
sum,turpis,adjetivo,36,2.5,1.8,8.5
sum,Roma,nome próprio,35.9,2.1,1.5,8.8
sum,adipiscor,verbo,33.5,3.6,2.3,7.9
sum,difficilis,adjetivo,32.7,2.8,1.9,8.3
sum,tuitus,adjetivo,31.8,3,2,8.1
sum,pauper,adjetivo,28.6,3.4,2.3,7.8
suus,liberi,substantivo,18.7,3.6,3,9.4
suus,commodum,substantivo,17,4.5,3.6,9
suus,propinquus,adjetivo,17,4.5,3.6,9
suus,monumentum,substantivo,15.2,3.6,2.9,9.2
suus,magnitudo,substantivo,13.6,3.3,2.8,9.2
suus,consuetudo,substantivo,12.5,3.1,2.7,9.2
tu,mando,verbo,27.1,3.9,2.9,8.9
tu,Terentia,nome próprio,24.1,5.2,3.6,8.5
tu,erga,preposição,16.7,3.9,2.9,8.5
tu,parens,substantivo,12.4,2.8,2.2,8.6
tu,malo,verbo,11.2,2.3,1.9,8.8
tu,Maecenas,nome próprio,10.4,4,3,8
tuus,commendatio,substantivo,19.1,6.3,4.5,9
tuus,necessarius2,substantivo,18,5.9,4.3,9
tuus,liberalitas,substantivo,14.9,5.1,3.9,9
tuus,numen,substantivo,11.9,4.3,3.4,9
tuus,pudor,substantivo,10.2,3.8,3.1,9
uirtus,et,conj.coord.,13.2,1,1.3,9.3
uolo,occupo,verbo,7.8,3.2,2.7,9
uolo,conseruo,verbo,6.9,2.9,2.5,9
uolo,seruo,verbo,6.8,2.9,2.5,9
ut,oro,verbo,33.5,3.9,3,9
ut,hortor,verbo,32.6,3.8,2.9,9
ut,supra,preposição,29.8,4.7,3.4,8.7
ut,committo,verbo,24.2,2.9,2.4,9.1
ut,decerno,verbo,22.1,2.7,2.3,9.1
ut,opera,substantivo,20,2.7,2.3,9
ut,adduco,verbo,18.5,2.8,2.3,8.9
ut,Quirites,nome próprio,18.5,2.6,2.2,9
ut,omitto,verbo,18.4,3.3,2.6,8.6
ut,instituo,verbo,18.2,3,2.4,8.8
ab,Clodia,nome próprio,14.1,5,3.6,8.2
ab,explorator,substantivo,12.1,4.4,3.3,8.2
ab,ceruix,substantivo,13.3,3.8,3,8.4
ab,altum,substantivo,9.7,3.8,3,8.2
ab,cena,substantivo,9.2,3.6,2.9,8.2
ab,praedo,substantivo,12,3.6,2.8,8.4
ab,Brundisium,nome próprio,8.7,3.5,2.8,8.2
ab,Epicurus,nome próprio,14,3.4,2.7,8.7
ab,inuito,verbo,7.9,3.3,2.6,8.2
ab,accusator,substantivo,10.2,3.2,2.6,8.4
ab,ineo,verbo,10,3.1,2.6,8.4
ab,Appius,nome próprio,7.4,3.1,2.6,8.2
ab,adulescentia,substantivo,12.1,3.1,2.5,8.7
ab,sequani,adjetivo,7.1,3,2.5,8.2
ab,inferus,adjetivo,8.6,2.8,2.4,8.4
ab,lentulus,adjetivo,10.8,2.8,2.4,8.6
ad,ianua,substantivo,12.9,4.7,3.4,8
ad,sagum,substantivo,12.9,4.7,3.4,8
ad,nutus,substantivo,12.3,4.5,3.4,8
ad,securitas,substantivo,12.3,4.5,3.4,8
ad,cornelius,adjetivo,10.9,4.1,3.1,8
ad,Manlius,nome próprio,13.4,3.9,3,8.2
ad,gnatus,adjetivo,9.8,3.8,3,8
ad,pridie,advérbio,12.7,3.7,2.9,8.2
ad,ripa,substantivo,12.4,3.7,2.9,8.2
ad,porta,substantivo,11.3,3.4,2.7,8.2
ad,summa,substantivo,11,3.4,2.7,8.2
ad,cena,substantivo,8.1,3.3,2.7,8
ad,nauigo,verbo,8.1,3.3,2.7,8
ad,perscribo,verbo,8.1,3.3,2.7,8
ad,statua,substantivo,7.4,3.1,2.5,8
ad,societas,substantivo,7.2,3.1,2.5,8
ad,aedes,substantivo,9.5,3,2.5,8.2
ad,uerum2,substantivo,9.5,3,2.5,8.2
ad,fax,substantivo,7,3,2.5,8
animus,liber,adjetivo,7.4,3.1,2.7,9.1
atque,delicatus,adjetivo,13.6,4.9,3.5,8
atque,debilito,verbo,12,4.4,3.3,8
atque,mansuetudo,substantivo,12,4.4,3.3,8
atque,secus,advérbio,12,4.4,3.3,8
atque,superbia,substantivo,15.4,4.3,3.2,8.3
atque,maritimus,adjetivo,10.8,4.1,3.1,8
atque,illustris,adjetivo,14.3,4.1,3.1,8.3
atque,pecus,substantivo,14.3,4.1,3.1,8.3
atque,obsecro,verbo,9.8,3.8,2.9,8
atque,repentinus,adjetivo,9.8,3.8,2.9,8
atque,amens,adjetivo,9.5,3.7,2.9,8
atque,sollicitus,adjetivo,15.9,3.7,2.9,8.5
atque,tumultus,substantivo,12.7,3.7,2.9,8.3
atque,luxuria,substantivo,15.6,3.7,2.8,8.5
atque,adeo,advérbio,12.4,3.7,2.8,8.3
atque,horreo,verbo,9.2,3.6,2.8,8
atque,furo,verbo,9,3.6,2.8,8
atque,imperitus,adjetivo,9,3.6,2.8,8
bellum,proficiscor,verbo,5.6,2.6,2.3,9.3
cum,septimus,adjetivo,8.5,3.5,2.7,7.8
cum,communico,verbo,10.7,3.3,2.6,8.1
cum,licinius,adjetivo,7.2,3.1,2.5,7.8
cum,Brundisium,nome próprio,7,3,2.4,7.8
cum,ligarius,adjetivo,6.4,2.8,2.3,7.8
cum,semel,advérbio,7.8,2.7,2.2,8.1
cum,Crassus,nome próprio,11.3,2.6,2.2,8.5
cum,exigo,verbo,7.2,2.5,2.1,8.1
cum,procedo,verbo,5.3,2.5,2.1,7.8
cum,proficio,verbo,5.3,2.5,2.1,7.8
cum,illa,advérbio,5.2,2.5,2.1,7.8
cum,lacrima,substantivo,6.8,2.4,2.1,8.1
cum,animaduerto,verbo,5,2.4,2,7.8
cum,quidni,advérbio,5,2.4,2,7.8
cum,Sylla,nome próprio,5,2.4,2,7.8
cum,interim,advérbio,6.5,2.4,2,8.1
cum,Scipio,nome próprio,6.5,2.1,1.8,8.3
de,supplicatio,substantivo,10.2,3.9,3,8.5
de,summa,substantivo,9.8,3.7,2.9,8.5
de,pernicies,substantivo,9.4,3.6,2.9,8.5
de,nisi2,advérbio,9.2,3.6,2.8,8.5
de,Lucullus,nome próprio,8.3,3.3,2.7,8.5
de,quaestio,substantivo,8,3.3,2.6,8.5
de,soror,substantivo,10.7,3.3,2.6,8.7
de,uenenum,substantivo,7.5,3.1,2.5,8.5
de,quartus,adjetivo,7.4,3.1,2.5,8.5
de,coniuratio,substantivo,6.9,2.9,2.4,8.5
de,exeo,verbo,11,2.9,2.4,8.9
de,queror,verbo,8.2,2.7,2.3,8.7
de,reus,substantivo,5.9,2.6,2.2,8.4
de,lentulus,adjetivo,5.7,2.6,2.2,8.4
de,seruus,substantivo,11.3,2.6,2.2,9.1
dico,contra2,advérbio,8.2,3.3,2.7,8.5
dico,Uerres,nome próprio,7.5,3.1,2.6,8.5
dico,Caelius,nome próprio,9,2.9,2.4,8.8
dico,sapiens,substantivo,8.7,2.8,2.4,8.8
dico,libenter,advérbio,6.1,2.7,2.3,8.5
dico,incipio,verbo,5.9,2.7,2.3,8.5
dico,exeo,verbo,7.3,2.5,2.2,8.8
dico,nescio,verbo,9.1,2.5,2.2,9
dico,difficilis,adjetivo,5.4,2.5,2.2,8.5
dico,initium,substantivo,5.1,2.4,2.1,8.5
dies,consequor,verbo,8.9,3.5,2.9,9.3
dies,longus,adjetivo,6.3,2.8,2.4,9.2
dies,constituo,verbo,5.3,2.5,2.2,9.2
ego,Antium,nome próprio,10.5,4,3,7.8
ego,satisfacio,verbo,10.1,3.9,2.9,7.8
ego,erga,preposição,10.3,3.2,2.5,8.1
ego,niger,adjetivo,7.5,3.2,2.5,7.8
ego,hodie,advérbio,7.3,3.1,2.4,7.8
ego,interrogo,verbo,6.8,3,2.3,7.8
ego,sollicito,verbo,6.8,3,2.3,7.8
ego,admoneo,verbo,8.8,2.9,2.3,8.1
ego,persuadeo,verbo,8.8,2.9,2.3,8.1
ego,narro,verbo,8.6,2.9,2.3,8.1
ego,summus,adjetivo,10.3,2.8,2.2,8.3
ego,libet,verbo,6.1,2.8,2.2,7.8
ego,quotiens,advérbio,6.1,2.8,2.2,7.8
ego,perturbo,verbo,5.5,2.6,2.1,7.8
ego,coniunctus,adjetivo,5.4,2.5,2.1,7.8
ego,nuntio,verbo,8.5,2.4,2,8.3
ego,accuso,verbo,6.3,2.3,1.9,8.1
ego,uerto,verbo,6.2,2.3,1.9,8.1
ego,tandem,advérbio,7.4,2.2,1.9,8.3
enim,aliter,advérbio,7.2,3,2.7,8.8
enim,cottidie,advérbio,6.4,2.8,2.6,8.8
enim,quamuis,advérbio,6.3,2.8,2.6,8.8
enim,difficilis,adjetivo,5.8,2.6,2.5,8.7
enim,nondum,advérbio,5.4,2.5,2.4,8.7
enim,perspicio,verbo,5.3,2.5,2.4,8.7
enim,dubito,verbo,6,2.2,2.2,9
et,inconstantia,substantivo,8.7,3.6,2.5,7
et,trux,adjetivo,8.7,3.6,2.5,7
et,exsulto,verbo,8.2,3.5,2.4,7
et,strepitus,substantivo,8.2,3.5,2.4,7
et,Flaccus,nome próprio,10.9,3.5,2.4,7.3
et,angustus,adjetivo,10.4,3.3,2.3,7.3
et,blandus,adjetivo,10.4,3.3,2.3,7.3
et,circumdo,verbo,7.7,3.3,2.3,7
et,modestia,substantivo,7.7,3.3,2.3,7
et,pecus2,substantivo,7.7,3.3,2.3,7
et,constans,adjetivo,10,3.2,2.3,7.3
et,alacer,adjetivo,7.3,3.2,2.2,7
et,necessitudo,substantivo,9.5,3.1,2.2,7.3
et,coniunctio,substantivo,6.8,3,2.1,7
et,conquiro,verbo,6.8,3,2.1,7
et,subicio,verbo,6.8,3,2.1,7
et,Scaeuola,nome próprio,9.1,3,2.1,7.3
et,uagus,adjetivo,9.1,3,2.1,7.3
etiam,statuo,verbo,5.2,2.4,2.3,8.7
ex,interuallum,substantivo,10.6,4,3.2,8.6
ex,sinus,substantivo,10.6,4,3.2,8.6
ex,conspectus,substantivo,10,3.8,3.1,8.6
ex,egredior,verbo,9,3.5,2.9,8.6
ex,pauci,substantivo,7.7,3.2,2.6,8.5
ex,aurum,substantivo,10,3.1,2.6,8.8
ex,frumentum,substantivo,7.5,3.1,2.6,8.5
ex,complures,determinante,7.3,3.1,2.6,8.5
ex,inferus,adjetivo,6.9,3,2.5,8.5
ex,equus,substantivo,9,2.9,2.5,8.8
ex,Asia,nome próprio,8.8,2.9,2.4,8.8
ex,calamitas,substantivo,6.3,2.8,2.4,8.5
facio,oro,verbo,7.2,3,2.5,8.5
facio,facilis,adjetivo,7,3,2.5,8.5
facio,aliter,advérbio,6.9,3,2.5,8.5
facio,nondum,advérbio,5.2,2.5,2.2,8.5
facio,adhuc,advérbio,6.9,2.4,2.2,8.8
facio,sapiens,substantivo,5.1,2.4,2.1,8.5
habeo,necessitas,substantivo,8.9,3.5,2.9,8.7
habeo,comitium,substantivo,8.8,3.5,2.9,8.7
habeo,auris,substantivo,6.7,2.9,2.5,8.7
habeo,instituo,verbo,6.4,2.8,2.4,8.7
habeo,satis2,adjetivo,8.3,2.7,2.4,9
habeo,quantum,advérbio,6,2.7,2.3,8.7
habeo,praeclarus,adjetivo,5.4,2.5,2.2,8.7
habeo,usus,substantivo,5.1,2.4,2.2,8.7
hic,hactenus,advérbio,11.1,4.2,3,7.6
hic,affirmo,verbo,10,3.9,2.9,7.6
hic,maledictum,substantivo,9.5,3.8,2.8,7.5
hic,commutatio,substantivo,9.1,3.7,2.7,7.5
hic,Diuitiacus,nome próprio,7.7,3.2,2.5,7.5
hic,difficultas,substantivo,7.4,3.2,2.4,7.5
hic,materia,substantivo,7.4,3.2,2.4,7.5
hic,fundamentum,substantivo,6.9,3,2.3,7.5
hic,praecipio,verbo,11.1,2.9,2.3,8.1
hic,persona,substantivo,6.6,2.9,2.3,7.5
hic,insula,substantivo,8.8,2.9,2.3,7.8
hic,quanto,advérbio,10.2,2.8,2.2,8.1
hic,centum,numeral,5.8,2.7,2.1,7.5
hic,liber2,substantivo,13,2.6,2.1,8.4
hic,actio,substantivo,5.6,2.6,2.1,7.5
hic,gladiator,substantivo,5.6,2.6,2.1,7.5
hic,adiungo,verbo,5.4,2.5,2.1,7.5
hic,decet,verbo,5.2,2.5,2,7.5
hic,inuideo,verbo,5.2,2.5,2,7.5
hic,quamquam2,advérbio,10.4,2.5,2,8.2
hic,contra2,advérbio,6.8,2.4,2,7.8
hic,significo,verbo,6.8,2.4,2,7.8
homo,potens,adjetivo,8.2,3.3,2.8,8.9
homo,consularis,adjetivo,7.9,3.2,2.8,8.9
ille,demens,adjetivo,8.1,3.3,2.7,7.9
ille,abduco,verbo,7.9,3.3,2.6,7.9
ille,mereo,verbo,7.9,3.3,2.6,7.9
ille,obseruo,verbo,7.4,3.1,2.5,7.9
ille,praecipio,verbo,8.9,2.9,2.4,8.2
ille,pestis,substantivo,8.5,2.8,2.4,8.2
ille,Epicurus,nome próprio,7.5,2.6,2.2,8.1
ille,contumelia,substantivo,5.4,2.5,2.2,7.9
ille,exstinguo,verbo,5,2.4,2.1,7.9
ille,quando,advérbio,5,2.4,2.1,7.9
ille,quamquam2,advérbio,5.8,2.2,2,8.1
ille,Iuppiter,nome próprio,6.3,2,1.8,8.4
in,actus,substantivo,19.1,4.5,3,7.7
in,publicum,substantivo,19.1,4.5,3,7.7
in,Hispania,nome próprio,26,4.4,3,8
in,citerior,adjetivo,14.7,4.3,3,7.5
in,contrarium,substantivo,14.7,4.3,3,7.5
in,tusculanus,adjetivo,18.2,4.3,2.9,7.7
in,statio,substantivo,13.9,4.1,2.9,7.5
